tick,tick_raw_ns,observation_available_raw_ns,ue0_c_hat_mbps,ue1_c_hat_mbps,ue0_source_event_raw_ns,ue1_source_event_raw_ns
0,890181280344027,890181280430161,5.2,5.2,0,0
1,890181330344027,890181330408620,5.2,5.2,0,0
2,890181380344027,890181380412016,5.2,5.2,0,0
3,890181430344027,890181430412469,5.2,5.2,0,0
4,890181480344027,890181480406919,5.2,5.2,0,0
5,890181530344027,890181530414132,5.2,5.2,0,0
6,890181580344027,890181580411615,5.2,5.2,0,0
7,890181630344027,890181630410164,5.2,5.2,0,0
8,890181680344027,890181680410830,5.2,5.2,0,0
9,890181730344027,890181730405482,5.2,5.2,0,0
10,890181780344027,890181780412281,5.2,5.2,0,0
11,890181830344027,890181830405554,5.2,5.2,0,0
12,890181880344027,890181880410387,5.2,5.2,0,0
13,890181930344027,890181930409166,5.2,5.2,0,0
14,890181980344027,890181980413554,5.2,5.2,0,0
15,890182030344027,890182030467243,5.2,5.2,0,0
16,890182080344027,890182080421375,5.2,5.2,0,0
17,890182130344027,890182130415568,5.2,5.2,0,0
18,890182180344027,890182180419743,5.2,5.2,0,0
19,890182230344027,890182230411422,5.2,5.2,0,0
20,890182280344027,890182280415480,5.2,5.2,0,0
21,890182330344027,890182330422436,5.2,5.2,0,0
22,890182380344027,890182380423622,5.2,5.2,0,0
23,890182430344027,890182430416974,5.2,5.2,0,0
24,890182480344027,890182480420324,5.2,5.2,0,0
25,890182530344027,890182530417508,5.2,5.2,0,0
26,890182580344027,890182580421366,5.2,5.2,0,0
27,890182630344027,890182630424161,5.2,5.2,0,0
28,890182680344027,890182680421852,5.2,5.2,0,0
29,890182730344027,890182730423041,5.2,5.2,0,0
30,890182780344027,890182780421613,5.2,5.2,0,0
31,890182830344027,890182830415484,5.2,5.2,0,0
32,890182880344027,890182880414786,5.2,5.2,0,0
33,890182930344027,890182930412468,5.2,5.2,0,0
34,890182980344027,890182980419826,5.2,5.2,0,0
35,890183030344027,890183030419172,5.2,5.2,0,0
36,890183080344027,890183080423288,5.2,5.2,0,0
37,890183130344027,890183130415966,5.2,5.2,0,0
38,890183180344027,890183180423748,5.2,5.2,0,0
39,890183230344027,890183230423490,5.2,5.2,0,0
40,890183280344027,890183280413146,5.2,5.2,0,0
41,890183330344027,890183330521643,5.2,5.2,0,0
42,890183380344027,890183380418463,5.2,5.2,0,0
43,890183430344027,890183430415570,5.2,5.2,0,0
44,890183480344027,890183480419369,5.2,5.2,0,0
45,890183530344027,890183530414808,5.2,5.2,0,0
46,890183580344027,890183580412506,5.2,5.2,0,0
47,890183630344027,890183630424163,5.2,5.2,0,0
48,890183680344027,890183680416601,5.2,5.2,0,0
49,890183730344027,890183730416503,5.2,5.2,0,0
50,890183780344027,890183780502233,5.2,5.2,0,0
51,890183830344027,890183830416007,5.2,5.2,0,0
52,890183880344027,890183880414642,5.2,5.2,0,0
53,890183930344027,890183930416146,5.2,5.2,0,0
54,890183980344027,890183980418314,5.2,5.2,0,0
55,890184030344027,890184030425112,5.2,5.2,0,0
56,890184080344027,890184080415810,5.2,5.2,0,0
57,890184130344027,890184130419776,5.2,5.2,0,0
58,890184180344027,890184180420479,5.2,5.2,0,0
59,890184230344027,890184230416143,5.2,5.2,0,0
60,890184280344027,890184280411687,5.2,5.2,0,0
61,890184330344027,890184330420718,5.2,5.2,0,0
62,890184380344027,890184380422817,5.2,5.2,0,0
63,890184430344027,890184430414377,5.2,5.2,0,0
64,890184480344027,890184480415782,5.2,5.2,0,0
65,890184530344027,890184530422923,5.2,5.2,0,0
66,890184580344027,890184580413548,5.2,5.2,0,0
67,890184630344027,890184630424429,5.2,5.2,0,0
68,890184680344027,890184680421681,5.2,5.2,0,0
69,890184730344027,890184730423258,5.2,5.2,0,0
70,890184780344027,890184780417448,5.2,5.2,0,0
71,890184830344027,890184830422753,5.2,5.2,0,0
72,890184880344027,890184880414790,5.2,5.2,0,0
73,890184930344027,890184930413640,5.2,5.2,0,0
74,890184980344027,890184980412504,5.2,5.2,0,0
75,890185030344027,890185030383048,5.2,5.2,0,0
76,890185080344027,890185080420614,5.2,5.2,0,0
77,890185130344027,890185130421989,5.2,5.2,0,0
78,890185180344027,890185180539381,5.2,5.2,0,0
79,890185230344027,890185230418335,5.2,5.2,0,0
80,890185280344027,890185280415212,5.2,5.2,0,0
81,890185330344027,890185330414474,5.2,5.2,0,0
82,890185380344027,890185380421884,5.2,5.2,0,0
83,890185430344027,890185430952999,5.2,5.2,0,0
84,890185480344027,890185480388635,5.2,5.2,0,0
85,890185530344027,890185530414536,5.2,5.2,0,0
86,890185580344027,890185580420252,5.2,5.2,0,0
87,890185630344027,890185630420352,5.2,5.2,0,0
88,890185680344027,890185680414493,5.2,5.2,0,0
89,890185730344027,890185730440696,5.2,5.2,0,0
90,890185780344027,890185780425267,5.2,5.2,0,0
91,890185830344027,890185830421483,5.2,5.2,0,0
92,890185880344027,890185880422961,5.2,5.2,0,0
93,890185930344027,890185930414828,5.2,5.2,0,0
94,890185980344027,890185980411818,5.2,5.2,0,0
95,890186030344027,890186030420410,5.2,5.2,0,0
96,890186080344027,890186080418550,5.2,5.2,0,0
97,890186130344027,890186130409422,5.2,5.2,0,0
98,890186180344027,890186180434863,5.2,5.2,0,0
99,890186230344027,890186230416950,5.2,5.2,0,0
100,890186280344027,890186281230912,5.2,5.2,0,0
101,890186330344027,890186330424800,5.2,5.2,0,0
102,890186380344027,890186380423169,5.2,5.2,0,0
103,890186430344027,890186430417530,5.2,5.2,0,0
104,890186480344027,890186480423960,5.2,5.2,0,0
105,890186530344027,890186530424654,5.2,5.2,0,0
106,890186580344027,890186580415583,5.2,5.2,0,0
107,890186630344027,890186630419897,5.2,5.2,0,0
108,890186680344027,890186680417053,5.2,5.2,0,0
109,890186730344027,890186730419579,5.2,5.2,0,0
110,890186780344027,890186780422941,5.2,5.2,0,0
111,890186830344027,890186830418477,5.2,5.2,0,0
112,890186880344027,890186880416159,5.2,5.2,0,0
113,890186930344027,890186930450430,5.2,5.2,0,0
114,890186980344027,890186980457102,5.2,5.2,0,0
115,890187030344027,890187030416205,5.2,5.2,0,0
116,890187080344027,890187080429017,5.2,5.2,0,0
117,890187130344027,890187130418169,5.2,5.2,0,0
118,890187180344027,890187180419877,5.2,5.2,0,0
