time,rnti,frame,slot,snrx10,tpc,rssi
21:23:13.973260,3836,125,7,100,1,937
21:23:19.931212,3836,621,7,110,1,937
21:23:20.080903,3836,632,17,100,1,937
21:23:20.286352,3836,650,17,100,1,937
21:23:20.401121,960,660,17,100,1,937
21:23:20.819196,3836,689,17,100,1,937
21:23:21.064367,3836,710,7,100,1,929
21:23:21.094411,3836,712,17,100,1,937
21:23:22.337289,3836,817,17,100,1,937
21:23:22.411791,3836,824,7,100,1,937
21:23:22.452089,3836,827,17,100,1,929
21:23:23.201044,3836,883,17,100,1,929
21:23:24.363285,960,980,7,100,1,937
21:23:24.420952,3836,985,7,100,1,937
21:23:24.750189,960,1007,7,100,1,937
21:23:25.086805,3836,12,17,100,1,929
21:23:25.092653,3836,13,7,100,1,929
21:23:25.343035,3836,34,17,100,1,937
21:23:25.742475,3836,67,7,100,1,937
21:23:25.790184,960,71,7,100,1,937
21:23:25.819964,960,73,17,100,1,937
21:23:25.988015,960,88,7,100,1,937
21:23:26.136694,3836,101,7,100,1,937
21:23:26.614687,3836,143,7,100,1,937
21:23:26.859507,960,157,17,100,1,929
21:23:27.120359,3836,180,7,100,1,937
21:23:27.247195,3836,191,7,100,1,929
21:23:27.894627,960,243,7,100,1,937
21:23:27.923784,960,245,17,100,1,937
21:23:27.987675,3836,251,7,100,1,937
21:23:28.074801,3836,258,17,100,1,937
21:23:28.116016,3836,262,7,100,1,929
21:23:29.498889,3836,379,17,100,1,937
21:23:29.516082,960,381,7,100,1,929
21:23:29.609138,3836,389,7,100,1,937
21:23:29.758499,960,402,7,100,1,937
21:23:30.333436,960,448,7,100,1,937
21:23:31.214568,3836,518,17,100,1,937
21:23:31.368419,960,532,7,100,1,937
21:23:31.653059,960,556,17,100,1,937
21:23:31.681480,3836,559,7,100,1,937
21:23:32.096869,3836,595,17,100,1,929
21:23:32.799811,960,657,7,100,1,937
21:23:32.805283,3836,657,17,100,1,929
21:23:33.511179,960,719,7,100,1,929
21:23:33.692857,960,735,7,100,1,937
21:23:33.852016,960,749,7,100,1,937
21:23:34.318797,960,783,7,100,1,937
21:23:34.398726,3836,790,7,100,1,929
21:23:34.723996,960,818,17,100,1,937
21:23:35.041692,960,841,7,100,1,929
21:23:35.094103,3836,845,17,100,1,929
21:23:35.323740,960,865,7,100,1,937
21:23:35.480709,960,878,17,100,1,937
21:23:35.762888,3836,903,7,100,1,944
21:23:36.724182,960,981,7,100,1,937
21:23:36.774980,960,985,17,100,1,937
21:23:36.898584,3836,996,17,100,1,929
21:23:38.578586,3836,107,17,100,1,937
21:23:38.714575,3836,119,17,100,1,937
21:23:38.771077,960,124,17,100,1,944
21:23:39.007380,3836,145,7,100,1,937
21:23:39.087746,3836,152,7,100,1,937
21:23:39.236516,3836,156,17,100,1,937
21:23:39.385083,3836,167,7,100,1,937
21:23:39.511163,960,178,7,100,1,937
21:23:39.773948,3836,201,7,100,1,937
21:23:40.046232,960,225,7,100,1,937
21:23:40.108571,3836,230,17,100,1,937
21:23:40.559726,960,266,17,100,1,937
21:23:40.807458,3836,288,17,100,1,937
21:23:40.824409,3836,290,7,100,1,929
21:23:40.886033,960,295,17,100,1,937
21:23:40.965110,3836,302,17,100,1,937
21:23:41.854367,960,381,7,100,1,937
21:23:42.153688,960,405,7,100,1,937
21:23:42.390711,3836,421,17,100,1,937
21:23:42.534001,3836,434,7,100,1,937
21:23:42.591070,3836,439,7,100,1,929
21:23:43.056260,960,479,17,100,1,929
21:23:43.139771,3836,486,17,100,1,937
21:23:43.282923,3836,499,7,100,1,937
21:23:43.682587,3836,534,7,100,1,929
21:23:44.446934,960,594,7,100,1,937
21:23:45.087492,3836,650,7,100,1,937
21:23:45.430959,960,671,17,100,1,937
21:23:45.807777,3836,704,17,100,1,937
21:23:45.998932,3836,721,7,100,1,937
21:23:46.194401,960,738,7,100,1,937
21:23:46.200186,3836,738,17,100,1,937
21:23:46.493602,960,764,7,100,1,937
21:23:46.653872,960,778,7,100,1,937
21:23:47.236297,3836,827,7,100,1,937
21:23:48.093377,960,893,17,100,1,937
21:23:48.541126,3836,930,17,100,1,937
21:23:49.123611,960,981,7,100,1,937
21:23:49.704733,960,7,7,100,1,937
21:23:50.317138,960,59,7,100,1,937
21:23:50.408821,3836,67,7,100,1,937
21:23:51.171288,960,130,7,100,1,937
21:23:51.177120,960,130,17,100,1,937
21:23:51.796026,3836,175,7,100,1,937
21:23:52.615868,3836,238,7,100,1,937
21:23:52.748097,3836,249,17,100,1,937
21:23:52.938297,960,266,7,100,1,937
21:23:53.065285,960,277,7,100,1,937
21:23:53.322025,3836,299,7,100,1,937
21:23:54.076590,3836,366,17,100,1,937
21:23:54.272062,3836,385,7,100,1,929
21:23:54.538137,3836,410,17,100,1,937
21:23:54.814623,960,433,7,100,1,937
21:23:55.366793,960,481,17,100,1,937
21:23:55.525587,960,494,17,100,1,937
21:23:56.967227,960,604,7,100,1,937
21:23:57.028199,3836,609,7,100,1,937
21:23:57.270237,3836,629,7,100,1,937
21:23:58.194994,960,703,7,100,1,929
21:23:58.403124,960,721,7,100,1,937
21:23:58.643629,960,741,7,100,1,937
21:23:58.661775,960,742,17,100,1,937
21:23:58.721678,960,747,17,100,1,929
21:23:58.751982,3836,750,7,100,1,929
21:23:59.086749,960,781,17,100,1,937
21:23:59.169256,3836,789,17,100,1,937
21:23:59.251946,960,797,17,100,1,937
21:23:59.619868,960,830,7,100,1,937
21:23:59.949426,3836,851,7,100,1,937
