time,eNB_ID,frame,subframe,rsrp,rssi,snr,rx_power,noise_power,w_cqi,freq_offset
20:00:16.973895,0,190,0,-2147483648,-183,-93,-90,3,-93,6
20:00:16.995109,0,192,0,-2147483648,-183,-93,-90,3,-93,6
20:00:18.173795,0,290,0,-2147483648,-183,-90,-90,0,-90,6
20:00:18.197049,0,292,0,-2147483648,-183,-93,-90,3,-93,6
20:00:19.293563,0,390,0,-2147483648,-183,-90,-90,0,-90,6
20:00:19.314496,0,392,0,-2147483648,-183,-90,-90,0,-90,6
20:00:20.358398,0,490,0,-2147483648,-183,-90,-90,0,-90,6
20:00:20.379339,0,492,0,-2147483648,-183,-90,-90,0,-90,6
20:00:21.656336,0,590,0,-2147483648,-183,-90,-90,0,-90,6
20:00:21.679877,0,592,0,-2147483648,-183,-93,-90,3,-93,6
20:00:22.916420,0,690,0,-2147483648,-183,-93,-90,3,-93,6
20:00:22.939630,0,692,0,-2147483648,-183,-93,-90,3,-93,6
20:00:24.169675,0,790,0,-2147483648,-183,-93,-90,3,-93,6
20:00:24.193102,0,792,0,-2147483648,-183,-93,-90,3,-93,6
20:00:25.348704,0,890,0,-2147483648,-183,-93,-90,3,-93,6
20:00:25.371411,0,892,0,-2147483648,-183,-95,-90,5,-95,6
20:00:26.583184,0,990,0,-2147483648,-183,-93,-90,3,-93,6
20:00:26.606391,0,992,0,-2147483648,-183,-95,-90,5,-95,6
20:00:27.746834,0,66,0,-2147483648,-183,-93,-90,3,-93,6
20:00:27.770771,0,68,0,-2147483648,-183,-93,-90,3,-93,6
20:00:28.961271,0,166,0,-2147483648,-183,-95,-90,5,-95,6
20:00:28.984700,0,168,0,-2147483648,-183,-95,-90,5,-95,6
20:00:30.160787,0,266,0,-2147483648,-183,-93,-90,3,-93,6
20:00:30.183888,0,268,0,-2147483648,-183,-90,-90,0,-90,6
20:00:31.294327,0,366,0,-2147483648,-183,-93,-90,3,-93,6
20:00:31.317126,0,368,0,-2147483648,-183,-90,-90,0,-90,6
20:00:32.496571,0,466,0,-2147483648,-183,-93,-90,3,-93,6
20:00:32.517261,0,468,0,-2147483648,-183,-93,-90,3,-93,6
20:00:33.615449,0,566,0,-2147483648,-183,-93,-90,3,-93,6
20:00:33.638930,0,568,0,-2147483648,-183,-96,-90,6,-96,6
20:00:34.822509,0,666,0,-2147483648,-183,-95,-90,5,-95,6
20:00:34.846522,0,668,0,-2147483648,-183,-95,-90,5,-95,6
20:00:36.070758,0,766,0,-2147483648,-183,-93,-90,3,-93,6
20:00:36.094149,0,768,0,-2147483648,-183,-93,-90,3,-93,6
20:00:37.249051,0,866,0,-2147483648,-183,-93,-90,3,-93,6
20:00:37.272194,0,868,0,-2147483648,-183,-95,-90,5,-95,6
20:00:38.423839,0,966,0,-2147483648,-183,-95,-90,5,-95,6
20:00:38.447422,0,968,0,-2147483648,-183,-95,-90,5,-95,6
20:00:39.454997,0,42,0,-2147483648,-183,-93,-90,3,-93,6
20:00:39.475510,0,44,0,-2147483648,-183,-95,-90,5,-95,6
20:00:40.571330,0,142,0,-2147483648,-183,-93,-90,3,-93,6
20:00:40.591535,0,144,0,-2147483648,-183,-93,-90,3,-93,6
20:00:41.694669,0,242,0,-2147483648,-183,-93,-90,3,-93,6
20:00:41.717668,0,244,0,-2147483648,-183,-93,-90,3,-93,6
20:00:42.862445,0,342,0,-2147483648,-183,-93,-90,3,-93,6
20:00:42.885657,0,344,0,-2147483648,-183,-96,-90,6,-96,6
20:00:44.050829,0,442,0,-2147483648,-183,-93,-90,3,-93,6
20:00:44.074316,0,444,0,-2147483648,-183,-93,-90,3,-93,6
20:00:45.233795,0,542,0,-2147483648,-183,-93,-90,3,-93,6
20:00:45.256845,0,544,0,-2147483648,-183,-93,-90,3,-93,6
20:00:46.473839,0,642,0,-2147483648,-183,-93,-90,3,-93,6
20:00:46.496890,0,644,0,-2147483648,-183,-93,-90,3,-93,6
20:00:47.687596,0,742,0,-2147483648,-183,-93,-90,3,-93,6
20:00:47.758587,0,744,0,-2147483648,-183,-93,-90,3,-93,6
20:00:48.909754,0,842,0,-2147483648,-183,-95,-90,5,-95,6
20:00:48.934161,0,844,0,-2147483648,-183,-93,-90,3,-93,6
20:00:50.154296,0,942,0,-2147483648,-183,-95,-90,5,-95,6
20:00:50.177685,0,944,0,-2147483648,-183,-90,-90,0,-90,6
20:00:51.315607,0,18,0,-2147483648,-183,-93,-90,3,-93,6
20:00:51.338564,0,20,0,-2147483648,-183,-93,-90,3,-93,6
20:00:52.466497,0,118,0,-2147483648,-183,-90,-90,0,-90,6
20:00:52.489628,0,120,0,-2147483648,-183,-93,-90,3,-93,6
20:00:53.613233,0,218,0,-2147483648,-183,-93,-90,3,-93,6
20:00:53.634746,0,220,0,-2147483648,-183,-95,-90,5,-95,6
20:00:54.658572,0,318,0,-2147483648,-183,-93,-90,3,-93,6
20:00:54.678596,0,320,0,-2147483648,-183,-93,-90,3,-93,6
20:00:55.639274,0,418,0,-2147483648,-183,-90,-90,0,-90,6
20:00:55.659306,0,420,0,-2147483648,-183,-93,-90,3,-93,6
20:00:56.641346,0,518,0,-2147483648,-183,-93,-90,3,-93,6
20:00:56.661755,0,520,0,-2147483648,-183,-93,-90,3,-93,6
