label,profile,policy,noise_power_dB,attempted_frames,edge_frames,edge_delivery_pct,payload_p50_kib,snr_p50_db,mcs_p50,mcs_p95,ul_sched_mbps,ul_first_tx_mbps,retx_rate_pct,ul_grant_rate_hz,front_build_p50_ms,front_to_edge_p50_ms,front_to_edge_p95_ms,tail_p50_ms,backbone_to_tail_p50_ms,capture_to_map_publish_p50_ms,rlc_queue_little_ms,pdcp_to_gnb_p50_ms,rlc_buffer_p95_kib,bsr_lcg_p95_kib,rlc_sdu_drain_mbps,udp_partial_messages_dropped_max,edge_queue_dropped_max,spatial_publisher_dropped_max,run_group,ul_retx_mbps,ul_new_data_grant_rate_hz,mcs_avg,prb_p50,tbs_avg_bytes,tbs_p95_bytes,rlc_buffer_p50_kib,rlc_buffer_max_kib,bsr_lcg_p50_kib,bsr_lcg_max_kib,snr_p05_db,snr_p95_db,pdcp_to_gnb_mean_ms,pdcp_to_gnb_p95_ms
mild_sinr,mild,sinr,-10,1299,264,20.323325635103927,1047.798828125,19.5,24.0,24.0,27.996086,27.996086,0.0,590.494707,71.679153945297,5684.39168704208,9373.027564928634,8.02103744354099,5709.334462997504,5770.001289492939,8303.9,4022.2,1082458.173046875,48829.083251953125,27.123075,310.0,0.0,0.0,track1_track2_uplink_only_sinr_mild_awgn_fps10_chsweep_rerun_p1u8_clean_mild_sinr,0.0,590.494707,24.0,106.0,5926.404995,8197.0,1078176.7885742188,1084880.4404296875,48411.0341796875,48908.0341796875,19.4,19.6,4401.7,9273.7
