label,profile,policy,noise_power_dB,attempted_frames,edge_frames,edge_delivery_pct,payload_p50_kib,snr_p50_db,mcs_p50,mcs_p95,ul_sched_mbps,ul_first_tx_mbps,retx_rate_pct,ul_grant_rate_hz,front_build_p50_ms,front_to_edge_p50_ms,front_to_edge_p95_ms,tail_p50_ms,backbone_to_tail_p50_ms,capture_to_map_publish_p50_ms,rlc_queue_little_ms,pdcp_to_gnb_p50_ms,rlc_buffer_p95_kib,bsr_lcg_p95_kib,rlc_sdu_drain_mbps,udp_partial_messages_dropped_max,edge_queue_dropped_max,spatial_publisher_dropped_max,run_group,ul_retx_mbps,ul_new_data_grant_rate_hz,mcs_avg,prb_p50,tbs_avg_bytes,tbs_p95_bytes,rlc_buffer_p50_kib,rlc_buffer_max_kib,bsr_lcg_p50_kib,bsr_lcg_max_kib,snr_p05_db,snr_p95_db,pdcp_to_gnb_mean_ms,pdcp_to_gnb_p95_ms
clear_sinr,clear,sinr,,1299,1258,96.8437259430331,1049.0712890625,50.3,28.0,28.0,37.515964,37.515964,0.0,724.332025,80.1546749426052,41.67115699965507,52.77879129280336,10.141668026335537,60.83086598664522,136.49683102266863,13.8,17.5,27771.128271484376,1010.795947265625,33.57006,41.0,0.0,0.0,track1_track2_uplink_only_sinr_clear_fps10_track2_sinr_uplink_only_20260803_clear_sinr,0.0,724.332025,28.0,106.0,6474.234635,10247.0,18517.880859375,34121.6123046875,433.81298828125,1153.2060546875,50.3,50.9,17.6,30.3
mild_sinr,mild,sinr,-10,1299,194,14.934565050038492,1047.6103515625,19.5,24.0,24.0,26.504166,26.504166,0.0,558.825407,73.73568695038557,6285.458776517771,10291.416757105617,12.779226002749056,6317.462652514223,6388.629764551297,9244.0,5632.7,1013454.2900390625,48837.7291015625,25.670041,107.0,0.0,0.0,track1_track2_uplink_only_sinr_mild_awgn_fps10_track2_sinr_uplink_only_20260803_mild_sinr,0.0,558.825407,24.0,106.0,5928.543628,8197.0,1010644.1772460938,1015503.4150390625,48498.333984375,48907.7177734375,19.5,19.6,5757.9,9466.0
mid15_sinr,mid15,sinr,-8,1299,205,15.781370284834487,1046.357421875,15.6,19.0,19.0,20.62041,20.62041,0.0,646.366312,68.03589698392898,10142.77126500383,12689.50890628621,8.066766080446541,10162.840893957764,10276.6466710018,13063.2,5948.1,1301368.5635742187,48848.78046875,19.804229,63.0,0.0,0.0,track1_track2_uplink_only_sinr_mid15_awgn_fps10_track2_sinr_uplink_only_20260803_mid15_sinr,0.0,646.366312,19.0,106.0,3987.75618,5505.0,1295820.7036132812,1303423.603515625,48556.9150390625,48914.0263671875,15.5,15.7,5716.2,9728.3
strong_sinr,strong,sinr,-4,1299,61,4.695919938414165,1048.736328125,8.2,9.0,9.0,9.562081,9.562064,0.0006000000000000001,677.143961,69.58808109629899,15272.1350020729,29927.8403200442,8.577014086768031,15295.930513064375,15375.882007996552,30022.0,5176.7,1252724.4024902345,48887.155517578125,9.258049,199.0,0.0,0.0,track1_track2_uplink_only_sinr_strong_awgn_fps10_track2_sinr_uplink_only_20260803_strong_sinr,1.6e-05,677.143961,9.0,106.0,1765.149113,2433.0,1251580.9150390625,1253429.0859375,48773.83447265625,48920.8525390625,8.2,8.3,5169.6,9510.6
