label,profile,policy,noise_power_dB,attempted_frames,edge_frames,edge_delivery_pct,payload_p50_kib,snr_p50_db,mcs_p50,mcs_p95,ul_sched_mbps,ul_first_tx_mbps,retx_rate_pct,ul_grant_rate_hz,front_build_p50_ms,front_to_edge_p50_ms,front_to_edge_p95_ms,tail_p50_ms,backbone_to_tail_p50_ms,capture_to_map_publish_p50_ms,rlc_queue_little_ms,pdcp_to_gnb_p50_ms,rlc_buffer_p95_kib,bsr_lcg_p95_kib,rlc_sdu_drain_mbps,udp_partial_messages_dropped_max,edge_queue_dropped_max,spatial_publisher_dropped_max,run_group,ul_retx_mbps,ul_new_data_grant_rate_hz,mcs_avg,prb_p50,tbs_avg_bytes,tbs_p95_bytes,rlc_buffer_p50_kib,rlc_buffer_max_kib,bsr_lcg_p50_kib,bsr_lcg_max_kib,snr_p05_db,snr_p95_db,pdcp_to_gnb_mean_ms,pdcp_to_gnb_p95_ms
clear_sinr,clear,sinr,,1199,1199,100.0,394.59375,50.3,28.0,28.0,15.450463,15.450463,0.0,360.753632,78.46711401361972,19.643641891889278,26.28590214299038,9.989122045226395,40.13928899075836,112.45493299793452,6.7,8.4,4921.80869140625,381.60732421875,12.989927,0.0,0.0,0.0,track1_track2_uplink_only_sinr_clear_fps10_chsweep_full_p2u4_clear_sinr,0.0,360.753632,28.0,106.0,5353.536901,10247.0,3191.6083984375,6363.5654296875,98.4482421875,424.7451171875,50.3,50.5,8.5,13.4
mild_sinr,mild,sinr,-10,1199,1199,100.0,394.607421875,19.5,24.0,24.0,15.573395,15.573341,0.0011,341.987938,89.62287497706711,107.8143180347979,129.7426135162823,8.456105017103255,127.54397501703352,209.01172200683504,60.3,60.8,5186.0728515625,393.1455078125,14.426736,0.0,0.0,0.0,track1_track2_uplink_only_sinr_mild_awgn_fps10_chsweep_full_p2u4_mild_sinr,5.4e-05,341.987938,24.0,106.0,5692.231076,8197.0,3896.4208984375,6730.1357421875,192.02587890625,1288.8232421875,19.5,19.6,61.5,100.2
mid15_sinr,mid15,sinr,-8,1199,1199,100.0,396.90625,15.6,19.0,19.0,15.210892,15.210892,0.0,482.676329,77.89048296399415,156.3528690021485,1094.0816901973449,8.105517947115004,178.31173294689506,251.3901219936088,199.6,102.3,14270.25283203125,3115.561962890625,14.603514,0.0,0.0,0.0,track1_track2_uplink_only_sinr_mid15_awgn_fps10_chsweep_full_p2u4_mid15_sinr,0.0,482.676329,19.0,106.0,3939.205976,5505.0,12519.28564453125,15922.1416015625,285.32373046875,3922.8935546875,15.5,15.7,201.0,1009.2
strong_sinr,strong,sinr,-4,1199,378,31.52627189324437,395.060546875,8.2,9.0,9.0,10.390025,10.390025,0.0,736.871328,72.95305700972676,11560.456273960881,32552.707880246453,8.34077101899311,11575.617518043146,11638.87591654202,22097.4,6758.4,1132165.419921875,48877.03334960937,10.044705,84.0,0.0,0.0,track1_track2_uplink_only_sinr_strong_awgn_fps10_chsweep_full_p2u4_strong_sinr,0.0,736.871328,9.0,106.0,1762.52368,2433.0,1130737.29296875,1133161.447265625,48681.58203125,48920.9072265625,8.2,8.3,6487.9,9910.8
