label,profile,policy,noise_power_dB,attempted_frames,edge_frames,edge_delivery_pct,payload_p50_kib,snr_p50_db,mcs_p50,mcs_p95,ul_sched_mbps,ul_first_tx_mbps,retx_rate_pct,ul_grant_rate_hz,front_build_p50_ms,front_to_edge_p50_ms,front_to_edge_p95_ms,tail_p50_ms,backbone_to_tail_p50_ms,capture_to_map_publish_p50_ms,rlc_queue_little_ms,pdcp_to_gnb_p50_ms,rlc_buffer_p95_kib,bsr_lcg_p95_kib,rlc_sdu_drain_mbps,udp_partial_messages_dropped_max,edge_queue_dropped_max,spatial_publisher_dropped_max,run_group,ul_retx_mbps,ul_new_data_grant_rate_hz,mcs_avg,prb_p50,tbs_avg_bytes,tbs_p95_bytes,rlc_buffer_p50_kib,rlc_buffer_max_kib,bsr_lcg_p50_kib,bsr_lcg_max_kib,snr_p05_db,snr_p95_db,pdcp_to_gnb_mean_ms,pdcp_to_gnb_p95_ms
clear_sinr,clear,sinr,,1199,1199,100.0,92.2021484375,50.4,28.0,28.0,4.832482,4.832482,0.0,186.447549,74.26509191282094,6.772299064323306,9.666020295117049,10.431215050630271,25.665032910183072,93.50782504770903,3.3,4.4,709.655615234375,90.920703125,3.065424,0.0,0.0,0.0,track1_track2_uplink_only_sinr_clear_fps10_chsweep_full_p3ae_clear_sinr,0.0,186.447549,28.0,5.0,3239.840121,10247.0,364.1708984375,1134.3642578125,0.0,98.7529296875,50.4,50.5,4.6,6.6
mild_sinr,mild,sinr,-10,1199,1195,99.66638865721434,92.228515625,19.6,24.0,24.0,4.284952,4.284952,0.0,113.303666,78.52038904093207,40.40298203472048,51.75312880892306,8.79669701680541,57.336072088219225,129.96600102633238,26.3,28.7,713.53603515625,93.37890625,3.381339,0.0,4.0,0.0,track1_track2_uplink_only_sinr_mild_awgn_fps10_chsweep_full_p3ae_mild_sinr,0.0,113.303666,24.0,106.0,4727.287898,8197.0,409.7548828125,1087.294921875,30.80078125,108.666015625,19.5,19.9,29.4,40.3
mid15_sinr,mid15,sinr,-8,1199,1199,100.0,92.248046875,15.7,19.0,19.0,4.069363,4.069363,0.0,148.023174,86.31585096009076,49.44487602915615,62.90393881499767,8.896227926015854,68.83645604830235,145.98848100285977,30.5,32.7,796.27939453125,93.09423828125,3.470556,0.0,0.0,0.0,track1_track2_uplink_only_sinr_mid15_awgn_fps10_chsweep_full_p3ae_mid15_sinr,0.0,148.023174,19.0,106.0,3436.424005,5505.0,475.39697265625,1181.8623046875,36.3896484375,192.9306640625,15.6,15.7,33.2,48.3
strong_sinr,strong,sinr,-4,1199,1199,100.0,92.205078125,8.2,9.0,9.0,3.761537,3.761537,0.0,283.989612,80.62878798227757,83.49393191747367,99.41638611489898,11.990903061814606,102.42088593076916,175.48827594146132,46.8,46.7,1083.251953125,91.357421875,3.431759,0.0,0.0,0.0,track1_track2_uplink_only_sinr_strong_awgn_fps10_chsweep_full_p3ae_strong_sinr,0.0,283.989612,9.0,106.0,1655.666523,2433.0,756.11083984375,1456.3154296875,42.953125,313.1787109375,8.2,8.3,48.2,80.1
