profile,policy,noise_power_dB,frames,returned,delivery_pct,payload_p50_kib,snr_p50_db,mcs_avg,mcs_p50,mcs_p95,ul_sched_mbps,retx_rate_pct,filtered_bler_p50_pct,filtered_bler_p95_pct,filtered_above_upper_pct,window_bler_p95_pct,bad_retx_window_pct,branch1_inc,branch2_dec,branch3_sparse,branch4_hold,branch2_delta_med,uplink_p50_ms,uplink_p95_ms,capture_result_p50_ms,capture_result_p95_ms,hypothesis_read,run_group,front_build_p50_ms,edge_tail_p50_ms,downlink_p50_ms,prb_p50,avg_tbs_bytes,p95_tbs_bytes,bler_windows,num_sched_p50,num_sched_p95,window_bler_p50_pct,window_bler_max_pct,filtered_bler_max_pct,sum_window_retx_pct,branch3_pct,branch2_old_mcs_med,branch2_new_mcs_med,snr_p05_db,snr_p95_db
mild,vanilla,-10,300,291,97.0,1041.46923828125,19.5,22.069242,24.0,27.0,15.818627,3.4703999999999997,2.5345,15.464049999999997,5.694227769110764,35.0,10.062402496099844,629.0,118.0,1187.0,630.0,-1.0,256.63065910339355,367.0896291732788,331.69758098665625,484.4091039849445,BLER not persistent; channel may be too mild for decisive bad-channel test,downlink_oai_default106_awgn_mild_track2_vanilla_fps10_track2_awgn_ladder_20260801_mild_vanilla,57.962270482676104,7.181741006206721,4.779629001859576,106.0,5328.812994,9737.0,2564.0,12.0,60.0,0.0,200.0,31.7285,3.5786503644486247,46.29485179407176,26.0,25.0,19.4,19.6
mild,hold,-10,300,290,96.66666666666667,1041.39990234375,19.5,24.927558,26.0,27.0,17.075576,6.1560999999999995,8.9377,53.46832,26.58015906236919,100.0,25.4499790707409,219.0,192.0,1146.0,832.0,-1.0,249.36258792877197,306.8129658699036,324.7590030077845,386.9398291979451,BLER appears sustained but MCS remains high; weak/slow backoff evidence,downlink_oai_default106_awgn_mild_track2_hold_fps10_track2_awgn_ladder_20260801_mild_hold,59.476616472238675,7.254644006025046,4.6566620003432035,106.0,6254.379536,9737.0,2389.0,7.0,60.0,0.0,100.0,80.2322,6.769259122742351,47.969861866889914,26.0,25.0,19.5,19.6
mild,aimd_cap,-10,300,292,97.33333333333334,1044.861328125,19.5,24.661202,25.0,27.0,16.218419,3.197,3.799,8.190279999999971,0.03929273084479371,31.01797999999998,10.687622789783891,666.0,214.0,1280.0,385.0,-3.0,245.79238891601562,277.761435508728,315.2029149932787,369.8027758073294,BLER not persistent; channel may be too mild for decisive bad-channel test,downlink_oai_default106_awgn_mild_track2_aimd_cap_fps10_track2_awgn_ladder_20260801_mild_aimd_cap,55.22086948622018,6.991161993937567,4.680675017880276,106.0,6089.963595,9737.0,2545.0,2.0,60.0,0.0,103.9999,15.7941,3.2857783759533423,50.29469548133595,27.0,24.0,19.5,19.6
medium,vanilla,-5,300,290,96.66666666666667,1045.4423828125,9.8,12.298142,13.0,15.0,10.443797,5.0635,6.1652,19.721239999999998,11.264772441538847,34.35161999999994,19.763640935378426,746.0,358.0,1175.0,1698.0,-1.0,594.6390628814697,768.3545112609863,665.8077009778935,860.8725356403738,MCS lowers under sustained BLER; compare latency/retransmission tradeoff,downlink_oai_default106_awgn_medium_track2_vanilla_fps10_track2_awgn_ladder_20260801_medium_vanilla,56.5405075030867,7.17434348189272,8.272242470411584,106.0,2435.042065,4352.0,3977.0,45.0,60.0,0.0,200.0,31.9602,5.321525222296997,29.544883077696753,14.0,13.0,9.8,9.8
medium,hold,-5,300,288,96.0,1048.197265625,9.8,13.366419,14.0,15.0,11.14016,6.410100000000001,9.64765,37.968309999999995,22.280334728033473,100.0,32.29602510460251,364.0,349.0,1248.0,1863.0,-1.0,541.572093963623,695.1948165893555,618.9353640074842,770.3184293815864,MCS lowers under sustained BLER; compare latency/retransmission tradeoff,downlink_oai_default106_awgn_medium_track2_hold_fps10_track2_awgn_ladder_20260801_medium_hold,55.70678197545931,7.172332989284769,4.7419835173059255,106.0,2712.293435,4352.0,3824.0,42.0,60.0,0.0,200.0,63.1964,6.922436697717597,32.63598326359833,14.0,13.0,9.8,9.9
