label,channel,policy,awgn_noise_power_dB,frames,returned,delivery_pct,payload_p50_kib,front_build_p50_ms,uplink_p50_ms,uplink_p95_ms,capture_result_p50_ms,capture_result_p95_ms,snr_p50_db,active_front_wall_s,active_app_frames_per_s,active_app_mbps,active_ul_scheduled_mbps,active_ul_first_tx_mbps,active_ul_retx_mbps,active_ul_grant_hz,active_ul_avg_mcs,active_ul_p50_mcs,active_ul_avg_tbs_bytes,active_ul_p95_tbs_bytes,active_ul_p50_rb_size,active_ul_full_prb_grant_pct,active_ul_retx_rate_pct,active_rlc_sdu_drain_mbps,active_rlc_nonzero_pct_100ms,active_sched_mbps_when_rlc_nonzero,active_grant_hz_when_rlc_nonzero,active_mcs_when_rlc_nonzero,active_tbs_when_rlc_nonzero,active_rlc_occ_mean_kib_when_nonzero,active_rlc_occ_p95_kib_when_nonzero,ul_scheduled_mbps,ul_first_tx_mbps,ul_retx_mbps,ul_grant_rate_hz,ul_first_tx_grant_rate_hz,ul_avg_mcs,ul_p50_mcs,ul_p95_mcs,ul_avg_rb_size,ul_p50_rb_size,ul_p95_rb_size,ul_full_prb_grant_pct,ul_avg_tbs_bytes,ul_p95_tbs_bytes,ul_retx_rate_pct,rlc_sdu_drain_mbps,rlc_queue_little_ms,pdcp_to_gnb_p50_ms,pdcp_to_gnb_p95_ms,edge_tail_p50_ms,downlink_p50_ms,run_group,front_build_p95_ms,active_ul_p95_mcs,active_ul_avg_rb_size,active_ul_p95_rb_size,active_ul_p50_tbs_bytes,ul_duration_s,ul_new_data_grant_rate_hz,ul_new_data_mbps,ul_retx_rate,snr_p05_db,snr_p95_db,pdcp_to_gnb_mean_ms
clear_vanilla,clear,vanilla,,1300,1207,92.84615384615384,1049.06640625,55.32833706820384,143.71585845947266,158.39262008666992,210.4182989569381,256.6258752834983,50.3,525.0,2.4761904761904763,21.282192472380952,22.13120466285714,22.13120466285714,0.0,1969.9733333333334,7.377247552782924,7.0,1404.2832641679463,3521.0,106.0,88.06365278331057,0.0,21.708305904761904,56.819047619047616,35.69075591015756,3110.7710358699296,7.713916675334167,1319.3585141945603,350.49967861794494,794.5000010289949,21.392456,21.392456,0.0,1907.568907,1907.568907,7.364091,7.0,13.0,100.930764,106.0,106.0,87.906965,1401.814121,3521.0,0.0,19.7,89.8,87.7,134.5,7.198985083959997,2.9999290127307177,downlink_oai_default106_fair_clear_vanilla_fps10_track2_sinr_clear_20260803_clear_vanilla,88.7033216131385,13.0,101.10171179498683,106.0,1089.0,543.143682,1907.568907,21.392456,0.0,50.3,50.4,83.7
clear_sinr,clear,sinr,,1300,1197,92.07692307692308,1047.37353515625,53.74038149602711,37.37163543701172,42.893362045288086,102.51097602304071,142.15346523560586,50.4,409.0,3.1784841075794623,27.29422912469438,29.081358004889974,29.081358004889974,0.0,586.3105134474328,28.0,28.0,6200.076013027468,10247.0,106.0,75.6381332855159,0.0,27.787648234718827,46.479217603911984,62.123389963177274,1144.2293529721198,28.0,5858.227062838926,104.44381177925933,163.18342579510195,27.950171,27.950171,0.0,567.177074,567.177074,28.0,28.0,28.0,87.032307,106.0,106.0,75.10787,6159.930528,10247.0,0.0,25.1,14.1,16.2,28.2,6.796676083467901,2.545712050050497,downlink_oai_default106_fair_clear_sinr_fps10_track2_sinr_clear_20260803_clear_sinr,86.17975961533375,28.0,87.6114569997623,106.0,8961.0,425.782372,567.177074,27.950171,0.0,50.3,50.9,16.3
