label,run_group,frames,returned,delivery_pct,payload_p50_kib,payload_p95_kib,front_build_p50_ms,front_build_p95_ms,uplink_p50_ms,uplink_p95_ms,capture_to_result_p50_ms,capture_to_result_p95_ms,edge_tail_p50_ms,downlink_p50_ms,rtt_p50_ms,send_call_p50_ms,ul_scheduled_mbps,ul_mcs_avg,ul_mcs_p50,ul_mcs_p95,ul_prb_p50,ul_prb_p95,ul_avg_tbs_bytes,ul_p95_tbs_bytes,ul_retx_rate
P0,downlink_oai_default106_ttracer_fps10_drivable_fast_timingfix_20260731_default106_noae,1300,1194,91.84615384615384,1046.03955078125,1072.735791015625,57.01276697800495,89.25337385735475,144.84786987304688,157.8336000442505,215.05973697640002,256.23543116671493,7.383342977846041,3.18410198087804,156.81591900647618,5.344207980670035,20.571037,7.249566,7.0,13.0,106.0,106.0,1381.850459,3521.0,0.0
