time,eNB_ID,frame,subframe,rsrp,rssi,snr,rx_power,noise_power,w_cqi,freq_offset
17:10:24.019848,0,932,0,-2147483648,-183,-95,-90,5,-95,4
17:10:24.020399,0,932,0,-2147483648,-183,-95,-90,5,-95,4
17:10:25.259626,0,8,0,-2147483648,-183,-95,-90,5,-95,4
17:10:25.259892,0,8,0,-2147483648,-183,-95,-90,5,-95,4
17:10:26.505582,0,108,0,-2147483648,-183,-95,-90,5,-95,4
17:10:26.505942,0,108,0,-2147483648,-183,-95,-90,5,-95,4
17:10:27.730860,0,208,0,-2147483648,-183,-95,-90,5,-95,4
17:10:27.731250,0,208,0,-2147483648,-183,-95,-90,5,-95,4
17:10:28.973227,0,308,0,-2147483648,-183,-93,-90,3,-93,4
17:10:28.973702,0,308,0,-2147483648,-183,-93,-90,3,-93,4
17:10:30.282534,0,408,0,-2147483648,-183,-95,-90,5,-95,4
17:10:30.282878,0,408,0,-2147483648,-183,-95,-90,5,-95,4
17:10:31.435360,0,508,0,-2147483648,-183,-95,-90,5,-95,4
17:10:31.435481,0,508,0,-2147483648,-183,-95,-90,5,-95,4
17:10:32.602657,0,608,0,-2147483648,-183,-93,-90,3,-93,4
17:10:32.602775,0,608,0,-2147483648,-183,-93,-90,3,-93,4
17:10:33.849500,0,708,0,-2147483648,-183,-93,-90,3,-93,4
17:10:33.849938,0,708,0,-2147483648,-183,-93,-90,3,-93,4
17:10:35.116297,0,808,0,-2147483648,-183,-93,-90,3,-93,4
17:10:35.116577,0,808,0,-2147483648,-183,-90,-90,0,-90,4
17:10:36.336377,0,908,0,-2147483648,-183,-95,-90,5,-95,4
17:10:36.336642,0,908,0,-2147483648,-183,-95,-90,5,-95,4
17:10:37.570856,0,1008,0,-2147483648,-183,-93,-90,3,-93,4
17:10:37.571083,0,1008,0,-2147483648,-183,-95,-90,5,-95,4
17:10:38.795076,0,84,0,-2147483648,-183,-93,-90,3,-93,4
17:10:38.795323,0,84,0,-2147483648,-183,-95,-90,5,-95,4
17:10:39.976468,0,184,0,-2147483648,-183,-93,-90,3,-93,4
17:10:39.976849,0,184,0,-2147483648,-183,-90,-90,0,-90,4
17:10:41.116114,0,284,0,-2147483648,-183,-95,-90,5,-95,4
17:10:41.116218,0,284,0,-2147483648,-183,-93,-90,3,-93,4
17:10:42.220445,0,384,0,-2147483648,-183,-93,-90,3,-93,4
17:10:42.220781,0,384,0,-2147483648,-183,-93,-90,3,-93,4
17:10:42.288351,0,390,0,-2147483648,-183,-93,-90,3,-93,4
17:10:42.288692,0,390,0,-2147483648,-183,-93,-90,3,-93,4
17:10:43.464473,0,484,0,-2147483648,-183,-95,-90,5,-95,4
17:10:43.464700,0,484,0,-2147483648,-183,-95,-90,5,-95,4
17:10:44.804655,0,584,0,-2147483648,-183,-95,-90,5,-95,4
17:10:44.804983,0,584,0,-2147483648,-183,-95,-90,5,-95,4
17:10:45.961631,0,684,0,-2147483648,-183,-95,-90,5,-95,4
17:10:45.961876,0,684,0,-2147483648,-183,-93,-90,3,-93,4
17:10:47.207996,0,784,0,-2147483648,-183,-93,-90,3,-93,4
17:10:47.208270,0,784,0,-2147483648,-183,-93,-90,3,-93,4
17:10:48.331435,0,884,0,-2147483648,-183,-93,-90,3,-93,4
17:10:48.331788,0,884,0,-2147483648,-183,-93,-90,3,-93,4
17:10:49.435647,0,984,0,-2147483648,-183,-93,-90,3,-93,4
17:10:49.436827,0,984,0,-2147483648,-183,-95,-90,5,-95,4
17:10:50.573788,0,60,0,-2147483648,-183,-95,-90,5,-95,4
17:10:50.573949,0,60,0,-2147483648,-183,-95,-90,5,-95,4
17:10:51.690552,0,160,0,-2147483648,-183,-95,-90,5,-95,4
17:10:51.690860,0,160,0,-2147483648,-183,-95,-90,5,-95,4
17:10:52.935237,0,260,0,-2147483648,-183,-95,-90,5,-95,4
17:10:52.935546,0,260,0,-2147483648,-183,-95,-90,5,-95,4
17:10:54.183683,0,360,0,-2147483648,-183,-93,-90,3,-93,4
17:10:54.183822,0,360,0,-2147483648,-183,-90,-90,0,-90,4
17:10:55.416211,0,460,0,-2147483648,-183,-95,-90,5,-95,4
17:10:55.416493,0,460,0,-2147483648,-183,-93,-90,3,-93,4
17:10:56.571570,0,560,0,-2147483648,-183,-93,-90,3,-93,4
17:10:56.571932,0,560,0,-2147483648,-183,-93,-90,3,-93,4
