1787365937935579753,1580582999125792,connecting to 127.0.0.1:2031
1787365937935609544,1580582999154540,turning ON GNB_MAC_UL_MCS_DECISION
1787365937935611632,1580582999156555,time,rnti,frame,slot,sched_frame,sched_slot,avg_snr_x10,mcs_table,ul_bler_mcs_before,selected_mcs,pre_phr_mcs,post_phr_mcs,final_mcs,estimated_ul_buffer,sched_ul_bytes,B,min_rb,available_rb_before,available_rb_after,ph,pcmax,rb_size_final,tbs_final,force_ul_mcs
1787365937989782150,1580583053328562,19:32:17.989488,37612,869,2,869,8,471,0,28,28,28,28,28,0,0,0,5,5,5,48,20,5,480,-1
1787365938060272899,1580583123818876,19:32:18.059588,37612,879,2,879,8,472,0,28,28,28,28,28,0,0,0,5,5,5,48,20,5,480,-1
1787365938124750095,1580583188296040,19:32:18.123467,37612,889,2,889,8,473,0,28,28,28,28,28,0,0,0,5,5,5,48,20,5,480,-1
1787365938187815437,1580583251361393,19:32:18.187081,37612,899,2,899,8,474,0,28,28,28,28,28,0,0,0,5,5,5,48,20,5,480,-1
1787365938251253489,1580583314799219,19:32:18.250445,37612,909,2,909,8,474,0,28,28,28,28,28,0,0,0,5,5,5,48,20,5,480,-1
1787365938314469909,1580583378015870,19:32:18.313522,37612,919,2,919,8,475,0,28,28,28,28,28,0,0,0,5,5,5,48,20,5,480,-1
1787365938377702443,1580583441248437,19:32:18.377358,37612,929,2,929,8,476,0,28,28,28,28,28,0,0,0,5,5,5,48,20,5,480,-1
1787365938441906416,1580583505452293,19:32:18.440994,37612,939,2,939,8,477,0,28,28,28,28,28,0,0,0,5,5,5,48,20,5,480,-1
1787365938505140446,1580583568686216,19:32:18.504559,37612,949,2,949,8,477,0,28,28,28,28,28,0,0,0,5,5,5,48,20,5,480,-1
1787365938568912332,1580583632458358,19:32:18.568186,37612,959,2,959,8,478,0,28,28,28,28,28,0,0,0,5,5,5,48,20,5,480,-1
1787365938633143493,1580583696689550,19:32:18.632054,37612,969,2,969,8,479,0,28,28,28,28,28,0,0,0,5,5,5,48,20,5,480,-1
1787365938696116432,1580583759661919,19:32:18.695210,37612,979,2,979,8,479,0,28,28,28,28,28,0,0,0,5,5,5,48,20,5,480,-1
1787365938759264273,1580583822810321,19:32:18.758894,37612,989,2,989,8,480,0,28,28,28,28,28,0,0,0,5,5,5,48,20,5,480,-1
1787365938801980051,1580583865525722,19:32:18.800930,37612,995,11,995,17,481,0,28,28,28,28,28,0,0,0,5,5,5,48,20,5,106,-1
1787365938805118263,1580583868663583,19:32:18.804140,37612,996,1,996,7,481,0,28,28,28,28,28,0,106,0,5,5,5,48,20,5,106,-1
1787365938808278131,1580583871823205,19:32:18.807395,37612,996,11,996,17,481,0,28,28,28,28,28,20516,0,20516,5,106,106,48,20,106,2178,-1
1787365938808286006,1580583871830957,19:32:18.807685,37612,996,12,996,18,481,0,28,28,28,28,28,20516,2178,18338,5,106,106,48,20,106,10247,-1
1787365938808288010,1580583871832939,19:32:18.808041,37612,996,13,996,19,481,0,28,28,28,28,28,20516,12425,8091,5,106,106,48,20,85,8197,-1
1787365938811674770,1580583875220178,19:32:18.810617,37612,997,1,997,7,482,0,28,28,28,28,28,20516,0,20516,5,106,106,48,20,106,2178,-1
1787365938811683841,1580583875228794,19:32:18.810911,37612,997,2,997,8,482,0,28,28,28,28,28,20516,2178,18338,5,106,106,48,20,106,10247,-1
1787365938811685691,1580583875230624,19:32:18.811274,37612,997,3,997,9,482,0,28,28,28,28,28,20516,12425,8091,5,106,106,48,20,85,8197,-1
1787365938876125348,1580583939671234,19:32:18.875041,37612,1007,2,1007,8,485,0,28,28,28,28,28,0,0,0,5,5,5,61,20,5,480,-1
