1787365937935852839,1580582999397907,connecting to 127.0.0.1:2031
1787365937935868423,1580582999413384,turning ON GNB_MAC_PUSCH_POWER_CONTROL
1787365937935870074,1580582999414994,time,rnti,frame,slot,snrx10,phr,tpc,tb_size,txpower_calc,rbSize,mcs,rssi
1787365937995164000,1580583058709445,19:32:17.994018,37612,869,8,505,48,0,480,0,5,28,860
1787365938064377815,1580583127923289,19:32:18.063621,37612,879,8,505,48,0,480,0,5,28,860
1787365938128671303,1580583192216721,19:32:18.127521,37612,889,8,505,48,0,480,0,5,28,860
1787365938192074223,1580583255619450,19:32:18.191381,37612,899,8,505,48,0,480,0,5,28,860
1787365938255304698,1580583318849984,19:32:18.254632,37612,909,8,505,48,0,480,0,5,28,860
1787365938318534156,1580583382079560,19:32:18.317486,37612,919,8,505,48,0,480,0,5,28,860
1787365938381764861,1580583445310255,19:32:18.381578,37612,929,8,505,48,0,480,0,5,28,860
1787365938446085414,1580583509630872,19:32:18.445217,37612,939,8,505,48,0,480,0,5,28,860
1787365938509252599,1580583572798119,19:32:18.508859,37612,949,8,505,48,1,480,0,5,28,860
1787365938572951810,1580583636497048,19:32:18.572245,37612,959,8,505,48,0,480,0,5,28,860
1787365938637115105,1580583700660442,19:32:18.636160,37612,969,8,505,48,0,480,0,5,28,860
1787365938700189686,1580583763734942,19:32:18.699235,37612,979,8,505,48,0,480,0,5,28,860
1787365938763359172,1580583826904444,19:32:18.763019,37612,989,8,505,48,0,480,0,5,28,860
1787365938806084925,1580583869629977,19:32:18.804992,37612,995,17,505,48,0,106,0,5,28,860
1787365938809336010,1580583872881471,19:32:18.808377,37612,996,7,505,48,1,106,0,5,28,860
1787365938812516473,1580583876061590,19:32:18.811434,37612,996,17,500,48,0,2178,0,106,28,860
1787365938812522409,1580583876067355,19:32:18.812013,37612,996,18,505,61,1,10247,0,106,28,860
1787365938812566864,1580583876111824,19:32:18.812224,37612,996,19,505,61,1,8197,0,85,28,860
1787365938815707116,1580583879252097,19:32:18.814613,37612,997,7,500,61,1,2178,0,106,28,860
1787365938815748701,1580583879293642,19:32:18.815113,37612,997,8,505,61,1,10247,0,106,28,860
1787365938815750571,1580583879295499,19:32:18.815337,37612,997,9,505,61,1,8197,0,85,28,860
1787365938880189871,1580583943735069,19:32:18.879231,37612,1007,8,505,61,0,480,0,5,28,860
1787365938904616171,1580583968161290,19:32:18.904343,37612,1011,7,505,48,0,106,0,5,28,860
1787365938907733077,1580583971278083,19:32:18.907575,37612,1011,17,510,48,0,106,0,5,28,890
1787365938910966461,1580583974511449,19:32:18.910860,37612,1012,7,500,48,0,2178,0,106,28,860
1787365938912113731,1580583975658959,19:32:18.911270,37612,1012,8,505,61,0,10247,0,106,28,860
1787365938912120294,1580583975665217,19:32:18.911573,37612,1012,9,505,61,0,8197,0,85,28,860
1787365938914390315,1580583977935267,19:32:18.913898,37612,1012,17,500,61,0,2178,0,106,28,860
1787365938915300321,1580583978845264,19:32:18.914394,37612,1012,18,505,61,1,10247,0,106,28,860
1787365938915303382,1580583978848306,19:32:18.914713,37612,1012,19,505,61,1,8197,0,85,28,860
1787365938976563263,1580584040108405,19:32:18.975417,37612,1022,8,505,61,0,480,0,5,28,860
1787365939004003338,1580584067548301,19:32:19.003464,37612,2,17,505,48,0,106,0,5,28,860
1787365939007172637,1580584070717578,19:32:19.006538,37612,3,7,505,48,0,106,0,5,28,860
1787365939010283007,1580584073828108,19:32:19.009839,37612,3,17,500,48,0,2178,0,106,28,860
1787365939011743463,1580584075288444,19:32:19.010342,37612,3,18,505,61,0,10247,0,106,28,860
1787365939011747411,1580584075292340,19:32:19.010651,37612,3,19,505,61,0,8197,0,85,28,860
1787365939013687680,1580584077232666,19:32:19.012934,37612,4,7,500,61,0,2178,0,106,28,860
1787365939014738634,1580584078283592,19:32:19.013496,37612,4,8,505,61,0,10247,0,106,28,860
1787365939014741694,1580584078286625,19:32:19.013702,37612,4,9,505,61,1,8197,0,85,28,860
1787365939077830103,1580584141375589,19:32:19.077440,37612,14,8,505,61,0,480,0,5,28,860
1787365939106079372,1580584169624543,19:32:19.105653,37612,18,17,505,48,0,106,0,5,28,860
1787365939109357721,1580584172902845,19:32:19.108990,37612,19,7,505,48,0,106,0,5,28,860
1787365939112543093,1580584176088634,19:32:19.112013,37612,19,17,500,48,0,2178,0,106,28,860
1787365939113995607,1580584177540730,19:32:19.112503,37612,19,18,505,61,0,10247,0,106,28,860
1787365939114002295,1580584177547247,19:32:19.112838,37612,19,19,505,61,0,8197,0,85,28,860
1787365939115733803,1580584179278808,19:32:19.115245,37612,20,7,500,61,0,2178,0,106,28,860
1787365939116721242,1580584180266254,19:32:19.115661,37612,20,8,505,61,1,10247,0,106,28,860
1787365939116727585,1580584180272524,19:32:19.115984,37612,20,9,505,61,1,8197,0,85,28,860
1787365939205040804,1580584268585924,19:32:19.204759,37612,29,7,505,61,0,106,0,5,28,860
1787365939209214036,1580584272759153,19:32:19.208087,37612,29,17,505,48,0,106,0,5,28,860
1787365939211417800,1580584275070041,19:32:19.211182,37612,30,7,500,48,0,2178,0,106,28,860
1787365939212660734,1580584276205681,19:32:19.211696,37612,30,8,505,61,0,10247,0,106,28,860
1787365939212666524,1580584276211445,19:32:19.211925,37612,30,9,505,61,0,8197,0,85,28,860
1787365939214822846,1580584278367795,19:32:19.214345,37612,30,17,500,61,0,2178,0,106,28,860
1787365939216343298,1580584279888230,19:32:19.214793,37612,30,18,505,61,1,10247,0,106,28,860
1787365939216347617,1580584279892540,19:32:19.215094,37612,30,19,505,61,1,8197,0,85,28,860
1787365939276716480,1580584340261880,19:32:19.276147,37612,40,8,505,61,0,437,0,5,28,860
1787365939305167566,1580584368712783,19:32:19.304474,37612,44,17,505,48,0,106,0,5,28,860
1787365939308267399,1580584371812548,19:32:19.307658,37612,45,7,510,48,0,106,0,5,28,860
1787365939311660559,1580584375205731,19:32:19.310748,37612,45,17,500,48,0,2178,0,106,28,860
1787365939311673113,1580584375218065,19:32:19.311229,37612,45,18,505,61,0,10247,0,106,28,860
1787365939312865801,1580584376410831,19:32:19.311640,37612,45,19,505,61,0,8197,0,85,28,860
1787365939315244897,1580584378789952,19:32:19.313934,37612,46,7,500,61,0,2178,0,106,28,860
1787365939315280557,1580584378825511,19:32:19.314376,37612,46,8,505,61,1,10247,0,106,28,860
1787365939315282667,1580584378827591,19:32:19.314727,37612,46,9,505,61,1,8197,0,85,28,860
1787365939378873874,1580584442419166,19:32:19.378338,37612,56,8,505,61,0,437,0,5,28,860
1787365939406352825,1580584469897873,19:32:19.406034,37612,60,17,510,48,0,106,0,5,28,860
1787365939409611179,1580584473156173,19:32:19.409065,37612,61,7,510,48,0,106,0,5,28,890
1787365939412695763,1580584476240841,19:32:19.412259,37612,61,17,500,48,0,2178,0,106,28,860
1787365939413889749,1580584477434723,19:32:19.412702,37612,61,18,505,61,0,10247,0,106,28,860
1787365939413894593,1580584477439513,19:32:19.413140,37612,61,19,505,61,0,8197,0,85,28,860
1787365939416755640,1580584480300709,19:32:19.415421,37612,62,7,500,61,0,2178,0,106,28,860
1787365939417229337,1580584480774262,19:32:19.415924,37612,62,8,505,61,1,10247,0,106,28,860
1787365939417232308,1580584480777236,19:32:19.416154,37612,62,9,505,61,1,8197,0,85,28,860
1787365939479582152,1580584543127396,19:32:19.479331,37612,72,8,505,61,0,437,0,5,28,860
1787365939505074907,1580584568620143,19:32:19.504053,37612,76,7,505,48,0,106,0,5,28,860
1787365939508222538,1580584571768302,19:32:19.507393,37612,76,17,505,48,0,106,0,5,28,860
1787365939511592767,1580584575138373,19:32:19.510637,37612,77,7,500,48,0,2178,0,106,28,860
1787365939511604707,1580584575149659,19:32:19.511139,37612,77,8,505,61,0,10247,0,106,28,860
1787365939512782769,1580584576327857,19:32:19.511371,37612,77,9,505,61,0,8197,0,85,28,860
1787365939514620040,1580584578165254,19:32:19.513698,37612,77,17,500,61,0,2178,0,106,28,860
1787365939514628963,1580584578173910,19:32:19.514142,37612,77,18,505,61,0,10247,0,106,28,860
1787365939516046101,1580584579591182,19:32:19.514650,37612,77,19,505,61,1,8197,0,85,28,860
1787365939575647932,1580584639193382,19:32:19.575310,37612,87,8,505,61,0,480,0,5,28,860
1787365939604282719,1580584667827956,19:32:19.603743,37612,91,17,505,48,0,106,0,5,28,860
1787365939607547773,1580584671093288,19:32:19.606819,37612,92,7,510,48,0,106,0,5,28,860
1787365939610747570,1580584674292812,19:32:19.610185,37612,92,17,500,48,0,2178,0,106,28,860
1787365939611764956,1580584675310547,19:32:19.610687,37612,92,18,505,61,0,10247,0,106,28,860
1787365939611785477,1580584675330445,19:32:19.610996,37612,92,19,505,61,0,8197,0,85,28,860
1787365939613791322,1580584677336493,19:32:19.613367,37612,93,7,500,61,0,2178,0,106,28,860
1787365939614882160,1580584678427276,19:32:19.613905,37612,93,8,505,61,1,10247,0,106,28,860
1787365939614889666,1580584678434613,19:32:19.614167,37612,93,9,505,61,1,8197,0,85,28,860
1787365939678804199,1580584742349652,19:32:19.678060,37612,103,8,505,61,0,480,0,5,28,860
1787365939704263721,1580584767809369,19:32:19.703066,37612,107,7,505,48,0,106,0,5,28,860
1787365939707256636,1580584770801648,19:32:19.706245,37612,107,17,510,48,0,106,0,5,28,890
1787365939710637253,1580584774182350,19:32:19.709561,37612,108,7,500,48,0,2178,0,106,28,860
1787365939710641959,1580584774186891,19:32:19.710078,37612,108,8,505,61,0,10247,0,106,28,860
1787365939710680441,1580584774225407,19:32:19.710283,37612,108,9,505,61,0,8197,0,85,28,860
1787365939713576510,1580584777121482,19:32:19.712711,37612,108,17,500,61,0,2178,0,106,28,860
1787365939713591400,1580584777136339,19:32:19.713215,37612,108,18,505,61,1,10247,0,106,28,860
1787365939713592842,1580584777137759,19:32:19.713451,37612,108,19,505,61,1,8197,0,85,28,860
1787365939774378874,1580584837924093,19:32:19.774088,37612,118,8,505,61,0,480,0,5,28,860
1787365939806241553,1580584869787138,19:32:19.805481,37612,123,7,510,48,0,106,0,5,28,890
1787365939809551584,1580584873096789,19:32:19.808928,37612,123,17,505,48,0,106,0,5,28,860
1787365939812770044,1580584876315245,19:32:19.811971,37612,124,7,500,48,0,2178,0,106,28,860
1787365939812777701,1580584876322647,19:32:19.812467,37612,124,8,505,61,0,10247,0,106,28,860
1787365939814169773,1580584877714847,19:32:19.812756,37612,124,9,505,61,0,8197,0,85,28,860
1787365939816178391,1580584879723401,19:32:19.815383,37612,124,17,500,61,0,2178,0,106,28,860
1787365939816999479,1580584880544523,19:32:19.815929,37612,124,18,505,61,1,10247,0,106,28,860
1787365939817003698,1580584880548642,19:32:19.816132,37612,124,19,505,61,1,8197,0,85,28,860
1787365939876328317,1580584939873837,19:32:19.876083,37612,134,8,505,61,0,480,0,5,28,860
1787365939905878518,1580584969423736,19:32:19.904871,37612,138,17,510,48,0,106,0,5,28,890
1787365939909165549,1580584972710649,19:32:19.908480,37612,139,7,510,48,0,106,0,5,28,890
1787365939912585083,1580584976130311,19:32:19.911813,37612,139,17,500,48,0,2178,0,106,28,860
1787365939912590738,1580584976135682,19:32:19.912210,37612,139,18,505,61,0,10247,0,106,28,860
1787365939913608170,1580584977153336,19:32:19.912567,37612,139,19,505,61,0,8197,0,85,28,860
1787365939915763648,1580584979308650,19:32:19.915228,37612,140,7,500,61,0,2178,0,106,28,860
1787365939915784580,1580584979329517,19:32:19.915559,37612,140,8,505,61,1,10247,0,106,28,860
1787365939916860912,1580584980405860,19:32:19.915910,37612,140,9,505,61,1,8197,0,85,28,860
1787365939980474877,1580585044020228,19:32:19.979987,37612,150,8,505,61,0,480,0,5,28,860
1787365940006740055,1580585070285132,19:32:20.005796,37612,154,7,510,48,0,106,0,5,28,890
1787365940009975295,1580585073520640,19:32:20.008920,37612,154,17,510,48,0,106,0,5,28,890
1787365940012295827,1580585075841124,19:32:20.011981,37612,155,7,500,48,0,2178,0,106,28,860
