block,family,valid,n,mu_mbps,demand,payload_bytes,central_efficiency,local,central,worst_delivery_lift_pp,starvation_reduction_ms,starvation_reduction_fraction,meaningful_gap
A,constant_ceiling,True,100,6.077408,equal,132301,1.0,"{'worst_delivery_fraction': 0.6363636363636362, 'worst_inter_delivery_ms': 24899.524835023654, 'aggregate_admitted_mbps': 4.254185600000005}","{'worst_delivery_fraction': 0.6363636363636351, 'worst_inter_delivery_ms': 24899.5248350237, 'aggregate_admitted_mbps': 4.254185599999982}",-1.1102230246251565e-13,-4.729372449219227e-11,-1.8993826109351674e-15,False
A,constant_ceiling,True,100,6.077408,equal,409600,1.0,"{'worst_delivery_fraction': 0.6363636363636362, 'worst_inter_delivery_ms': 77072.70693596444, 'aggregate_admitted_mbps': 4.254185600000005}","{'worst_delivery_fraction': 0.6363636363636351, 'worst_inter_delivery_ms': 77072.70693596457, 'aggregate_admitted_mbps': 4.254185599999982}",-1.1102230246251565e-13,-1.3096723705530167e-10,-1.6992686809886578e-15,False
A,constant_ceiling,True,100,6.077408,hot20_traffic80,92160,1.0,"{'worst_delivery_fraction': 0.15909090909090906, 'worst_inter_delivery_ms': 44148.96494151334, 'aggregate_admitted_mbps': 2.1878668800000014}","{'worst_delivery_fraction': 0.6363636363636344, 'worst_inter_delivery_ms': 69376.94490809261, 'aggregate_admitted_mbps': 4.254185599999983}",47.72727272727253,-25227.979966579274,-0.5714285714285765,True
A,constant_ceiling,True,100,6.077408,hot20_traffic80,132301,1.0,"{'worst_delivery_fraction': 0.15909090909090906, 'worst_inter_delivery_ms': 63380.6086709693, 'aggregate_admitted_mbps': 2.1878668800000014}","{'worst_delivery_fraction': 0.6363636363636344, 'worst_inter_delivery_ms': 99598.09934009494, 'aggregate_admitted_mbps': 4.254185599999983}",47.72727272727253,-36217.49066912564,-0.5714285714285766,True
A,constant_ceiling,True,100,6.077408,hot20_traffic80,409600,1.0,"{'worst_delivery_fraction': 0.15909090909090906, 'worst_inter_delivery_ms': 196185.07220063673, 'aggregate_admitted_mbps': 2.1878668800000014}","{'worst_delivery_fraction': 0.6363636363636344, 'worst_inter_delivery_ms': 308290.8277438587, 'aggregate_admitted_mbps': 4.254185599999983}",47.72727272727253,-112105.75554322195,-0.5714285714285764,True
A,constant_ceiling,True,100,6.077408,synchronized_burst,92160,1.0,"{'worst_delivery_fraction': 0.5384615384615383, 'worst_inter_delivery_ms': 17344.2362270231, 'aggregate_admitted_mbps': 4.254185600000005}","{'worst_delivery_fraction': 0.5384615384615385, 'worst_inter_delivery_ms': 17344.23622702309, 'aggregate_admitted_mbps': 4.254185600000005}",2.220446049250313e-14,7.275957614183426e-12,4.1950291260719553e-16,False
A,constant_ceiling,True,100,6.077408,synchronized_burst,132301,1.0,"{'worst_delivery_fraction': 0.5384615384615383, 'worst_inter_delivery_ms': 24899.524835023654, 'aggregate_admitted_mbps': 4.254185600000005}","{'worst_delivery_fraction': 0.5384615384615385, 'worst_inter_delivery_ms': 24899.524835023643, 'aggregate_admitted_mbps': 4.254185600000005}",2.220446049250313e-14,1.0913936421275139e-11,4.3831906406196166e-16,False
A,constant_ceiling,True,100,6.077408,synchronized_burst,409600,1.0,"{'worst_delivery_fraction': 0.5384615384615383, 'worst_inter_delivery_ms': 77072.70693596444, 'aggregate_admitted_mbps': 4.254185600000005}","{'worst_delivery_fraction': 0.5384615384615385, 'worst_inter_delivery_ms': 77072.70693596441, 'aggregate_admitted_mbps': 4.254185600000005}",2.220446049250313e-14,2.9103830456733704e-11,3.7761526244192394e-16,False
A,saturating,True,50,2.3149218312058797,equal,92160,1.0,"{'worst_delivery_fraction': 0.6363636363636362, 'worst_inter_delivery_ms': 22767.07545349194, 'aggregate_admitted_mbps': 1.6204452818441175}","{'worst_delivery_fraction': 0.6363636363636358, 'worst_inter_delivery_ms': 22767.075453491958, 'aggregate_admitted_mbps': 1.6204452818441157}",-4.440892098500626e-14,-1.8189894035458565e-11,-7.989561097830269e-16,False
A,saturating,True,50,2.3149218312058797,equal,132301,1.0,"{'worst_delivery_fraction': 0.6363636363636362, 'worst_inter_delivery_ms': 32684.59638435049, 'aggregate_admitted_mbps': 1.6204452818441175}","{'worst_delivery_fraction': 0.6363636363636358, 'worst_inter_delivery_ms': 32684.596384350512, 'aggregate_admitted_mbps': 1.6204452818441157}",-4.440892098500626e-14,-2.1827872842550278e-11,-6.678336359387184e-16,False
A,saturating,True,50,2.3149218312058797,equal,409600,1.0,"{'worst_delivery_fraction': 0.6363636363636362, 'worst_inter_delivery_ms': 101170.21650581772, 'aggregate_admitted_mbps': 1.6204452818441175}","{'worst_delivery_fraction': 0.6363636363636358, 'worst_inter_delivery_ms': 101170.21650581779, 'aggregate_admitted_mbps': 1.6204452818441157}",-4.440892098500626e-14,-7.275957614183426e-11,-7.191798006842288e-16,False
A,saturating,True,50,2.3149218312058797,hot20_traffic80,92160,1.0,"{'worst_delivery_fraction': 0.15909090909090906, 'worst_inter_delivery_ms': 57952.55569979766, 'aggregate_admitted_mbps': 0.8333718592341172}","{'worst_delivery_fraction': 0.6363636363636372, 'worst_inter_delivery_ms': 91068.30181396763, 'aggregate_admitted_mbps': 1.6204452818441162}",47.72727272727282,-33115.74611416997,-0.5714285714285693,True
A,saturating,True,50,2.3149218312058797,hot20_traffic80,132301,1.0,"{'worst_delivery_fraction': 0.15909090909090906, 'worst_inter_delivery_ms': 83197.15443289214, 'aggregate_admitted_mbps': 0.8333718592341172}","{'worst_delivery_fraction': 0.6363636363636372, 'worst_inter_delivery_ms': 130738.38553740174, 'aggregate_admitted_mbps': 1.6204452818441162}",47.72727272727282,-47541.2311045096,-0.5714285714285691,True
A,saturating,True,50,2.3149218312058797,hot20_traffic80,409600,1.0,"{'worst_delivery_fraction': 0.15909090909090906, 'worst_inter_delivery_ms': 257524.1874693541, 'aggregate_admitted_mbps': 0.8333718592341172}","{'worst_delivery_fraction': 0.6363636363636372, 'worst_inter_delivery_ms': 404680.8660232702, 'aggregate_admitted_mbps': 1.6204452818441162}",47.72727272727282,-147156.67855391608,-0.5714285714285693,True
A,saturating,True,50,2.3149218312058797,synchronized_burst,92160,1.0,"{'worst_delivery_fraction': 0.5384615384615384, 'worst_inter_delivery_ms': 22767.07545349194, 'aggregate_admitted_mbps': 1.6204452818441175}","{'worst_delivery_fraction': 0.5384615384615388, 'worst_inter_delivery_ms': 22767.075453491925, 'aggregate_admitted_mbps': 1.6204452818441177}",3.3306690738754696e-14,1.4551915228366852e-11,6.391648878264216e-16,False
A,saturating,True,50,2.3149218312058797,synchronized_burst,132301,1.0,"{'worst_delivery_fraction': 0.5384615384615384, 'worst_inter_delivery_ms': 32684.59638435049, 'aggregate_admitted_mbps': 1.6204452818441175}","{'worst_delivery_fraction': 0.5384615384615388, 'worst_inter_delivery_ms': 32684.596384350472, 'aggregate_admitted_mbps': 1.6204452818441177}",3.3306690738754696e-14,1.8189894035458565e-11,5.565280299489321e-16,False
A,saturating,True,50,2.3149218312058797,synchronized_burst,409600,1.0,"{'worst_delivery_fraction': 0.5384615384615384, 'worst_inter_delivery_ms': 101170.21650581772, 'aggregate_admitted_mbps': 1.6204452818441175}","{'worst_delivery_fraction': 0.5384615384615388, 'worst_inter_delivery_ms': 101170.21650581766, 'aggregate_admitted_mbps': 1.6204452818441177}",3.3306690738754696e-14,5.820766091346741e-11,5.75343840547383e-16,False
A,saturating,True,100,2.2365367026893352,equal,92160,1.0,"{'worst_delivery_fraction': 0.6363636363636362, 'worst_inter_delivery_ms': 47130.01126842747, 'aggregate_admitted_mbps': 1.5655756918825365}","{'worst_delivery_fraction': 0.6363636363636365, 'worst_inter_delivery_ms': 47130.01126842745, 'aggregate_admitted_mbps': 1.5655756918825365}",2.220446049250313e-14,2.1827872842550278e-11,4.631416852041542e-16,False
A,saturating,True,100,2.2365367026893352,equal,132301,1.0,"{'worst_delivery_fraction': 0.6363636363636362, 'worst_inter_delivery_ms': 67660.22272141137, 'aggregate_admitted_mbps': 1.5655756918825365}","{'worst_delivery_fraction': 0.6363636363636365, 'worst_inter_delivery_ms': 67660.22272141134, 'aggregate_admitted_mbps': 1.5655756918825365}",2.220446049250313e-14,2.9103830456733704e-11,4.3014683201040766e-16,False
A,saturating,True,100,2.2365367026893352,equal,409600,1.0,"{'worst_delivery_fraction': 0.6363636363636362, 'worst_inter_delivery_ms': 209431.9691472324, 'aggregate_admitted_mbps': 1.5655756918825365}","{'worst_delivery_fraction': 0.6363636363636365, 'worst_inter_delivery_ms': 209431.9691472323, 'aggregate_admitted_mbps': 1.5655756918825365}",2.220446049250313e-14,8.731149137020111e-11,4.1689667401646986e-16,False
A,saturating,True,100,2.2365367026893352,hot20_traffic80,92160,1.0,"{'worst_delivery_fraction': 0.15909090909090906, 'worst_inter_delivery_ms': 119967.30141054264, 'aggregate_admitted_mbps': 0.8051532129681617}","{'worst_delivery_fraction': 0.6363636363636377, 'worst_inter_delivery_ms': 188520.0450737095, 'aggregate_admitted_mbps': 1.565575691882533}",47.72727272727286,-68552.74366316687,-0.5714285714285685,True
A,saturating,True,100,2.2365367026893352,hot20_traffic80,132301,1.0,"{'worst_delivery_fraction': 0.15909090909090906, 'worst_inter_delivery_ms': 172226.02147268347, 'aggregate_admitted_mbps': 0.8051532129681617}","{'worst_delivery_fraction': 0.6363636363636377, 'worst_inter_delivery_ms': 270640.89088564494, 'aggregate_admitted_mbps': 1.565575691882533}",47.72727272727286,-98414.86941296147,-0.5714285714285685,True
A,saturating,True,100,2.2365367026893352,hot20_traffic80,409600,1.0,"{'worst_delivery_fraction': 0.15909090909090906, 'worst_inter_delivery_ms': 533099.5578293188, 'aggregate_admitted_mbps': 0.8051532129681617}","{'worst_delivery_fraction': 0.6363636363636377, 'worst_inter_delivery_ms': 837727.8765889278, 'aggregate_admitted_mbps': 1.565575691882533}",47.72727272727286,-304628.318759609,-0.5714285714285682,True
A,saturating,True,100,2.2365367026893352,synchronized_burst,92160,1.0,"{'worst_delivery_fraction': 0.5384615384615384, 'worst_inter_delivery_ms': 47130.01126842747, 'aggregate_admitted_mbps': 1.5655756918825365}","{'worst_delivery_fraction': 0.5384615384615377, 'worst_inter_delivery_ms': 47130.01126842755, 'aggregate_admitted_mbps': 1.5655756918825352}",-7.771561172376096e-14,-8.003553375601768e-11,-1.6981861790818988e-15,False
A,saturating,True,100,2.2365367026893352,synchronized_burst,132301,1.0,"{'worst_delivery_fraction': 0.5384615384615384, 'worst_inter_delivery_ms': 67660.22272141137, 'aggregate_admitted_mbps': 1.5655756918825365}","{'worst_delivery_fraction': 0.5384615384615377, 'worst_inter_delivery_ms': 67660.22272141148, 'aggregate_admitted_mbps': 1.5655756918825352}",-7.771561172376096e-14,-1.1641532182693481e-10,-1.7205873280416306e-15,False
A,saturating,True,100,2.2365367026893352,synchronized_burst,409600,1.0,"{'worst_delivery_fraction': 0.5384615384615384, 'worst_inter_delivery_ms': 209431.9691472324, 'aggregate_admitted_mbps': 1.5655756918825365}","{'worst_delivery_fraction': 0.5384615384615377, 'worst_inter_delivery_ms': 209431.96914723274, 'aggregate_admitted_mbps': 1.5655756918825352}",-7.771561172376096e-14,-3.4924596548080444e-10,-1.6675866960658794e-15,False
A,power_law,True,50,0.6025742181414504,equal,92160,1.0,"{'worst_delivery_fraction': 0.6363636363636364, 'worst_inter_delivery_ms': 87464.744446846, 'aggregate_admitted_mbps': 0.42180195269901555}","{'worst_delivery_fraction': 0.6363636363636357, 'worst_inter_delivery_ms': 87464.7444468461, 'aggregate_admitted_mbps': 0.4218019526990143}",-6.661338147750939e-14,-1.0186340659856796e-10,-1.1646224686618995e-15,False
A,power_law,True,50,0.6025742181414504,equal,132301,1.0,"{'worst_delivery_fraction': 0.6363636363636364, 'worst_inter_delivery_ms': 125565.08963767925, 'aggregate_admitted_mbps': 0.42180195269901555}","{'worst_delivery_fraction': 0.6363636363636357, 'worst_inter_delivery_ms': 125565.08963767938, 'aggregate_admitted_mbps': 0.4218019526990143}",-6.661338147750939e-14,-1.3096723705530167e-10,-1.0430226859488607e-15,False
A,power_law,True,50,0.6025742181414504,equal,409600,1.0,"{'worst_delivery_fraction': 0.6363636363636364, 'worst_inter_delivery_ms': 388667.7123018988, 'aggregate_admitted_mbps': 0.42180195269901555}","{'worst_delivery_fraction': 0.6363636363636357, 'worst_inter_delivery_ms': 388667.7123018992, 'aggregate_admitted_mbps': 0.4218019526990143}",-6.661338147750939e-14,-4.0745362639427185e-10,-1.048334125778323e-15,False
A,power_law,True,50,0.6025742181414504,hot20_traffic80,92160,1.0,"{'worst_delivery_fraction': 0.1590909090909091, 'worst_inter_delivery_ms': 222637.5313192444, 'aggregate_admitted_mbps': 0.21692671853092238}","{'worst_delivery_fraction': 0.6363636363636361, 'worst_inter_delivery_ms': 349858.9777873842, 'aggregate_admitted_mbps': 0.4218019526990158}",47.727272727272705,-127221.4464681398,-0.5714285714285721,True
A,power_law,True,50,0.6025742181414504,hot20_traffic80,132301,1.0,"{'worst_delivery_fraction': 0.1590909090909091, 'worst_inter_delivery_ms': 319620.22816863813, 'aggregate_admitted_mbps': 0.21692671853092238}","{'worst_delivery_fraction': 0.6363636363636361, 'worst_inter_delivery_ms': 502260.35855071724, 'aggregate_admitted_mbps': 0.4218019526990158}",47.727272727272705,-182640.1303820791,-0.571428571428572,True
A,power_law,True,50,0.6025742181414504,hot20_traffic80,409600,1.0,"{'worst_delivery_fraction': 0.1590909090909091, 'worst_inter_delivery_ms': 989335.9949502879, 'aggregate_admitted_mbps': 0.21692671853092238}","{'worst_delivery_fraction': 0.6363636363636361, 'worst_inter_delivery_ms': 1554670.849207596, 'aggregate_admitted_mbps': 0.4218019526990158}",47.727272727272705,-565334.8542573081,-0.5714285714285722,True
A,power_law,True,50,0.6025742181414504,synchronized_burst,92160,1.0,"{'worst_delivery_fraction': 0.5384615384615383, 'worst_inter_delivery_ms': 87464.744446846, 'aggregate_admitted_mbps': 0.42180195269901555}","{'worst_delivery_fraction': 0.5384615384615384, 'worst_inter_delivery_ms': 87464.74444684599, 'aggregate_admitted_mbps': 0.42180195269901566}",1.1102230246251565e-14,1.4551915228366852e-11,1.6637463838027138e-16,False
A,power_law,True,50,0.6025742181414504,synchronized_burst,132301,1.0,"{'worst_delivery_fraction': 0.5384615384615383, 'worst_inter_delivery_ms': 125565.08963767925, 'aggregate_admitted_mbps': 0.42180195269901555}","{'worst_delivery_fraction': 0.5384615384615384, 'worst_inter_delivery_ms': 125565.08963767924, 'aggregate_admitted_mbps': 0.42180195269901566}",1.1102230246251565e-14,1.4551915228366852e-11,1.1589140954987342e-16,False
A,power_law,True,50,0.6025742181414504,synchronized_burst,409600,1.0,"{'worst_delivery_fraction': 0.5384615384615383, 'worst_inter_delivery_ms': 388667.7123018988, 'aggregate_admitted_mbps': 0.42180195269901555}","{'worst_delivery_fraction': 0.5384615384615384, 'worst_inter_delivery_ms': 388667.71230189875, 'aggregate_admitted_mbps': 0.42180195269901566}",1.1102230246251565e-14,5.820766091346741e-11,1.4976201796833185e-16,False
A,power_law,True,100,0.3663311298582041,equal,92160,1.0,"{'worst_delivery_fraction': 0.6363636363636362, 'worst_inter_delivery_ms': 287739.6743236107, 'aggregate_admitted_mbps': 0.2564317909007433}","{'worst_delivery_fraction': 0.6363636363636369, 'worst_inter_delivery_ms': 287739.67432361044, 'aggregate_admitted_mbps': 0.2564317909007433}",6.661338147750939e-14,2.9103830456733704e-10,1.0114639395887285e-15,False
A,power_law,True,100,0.3663311298582041,equal,132301,1.0,"{'worst_delivery_fraction': 0.6363636363636362, 'worst_inter_delivery_ms': 413081.3875608788, 'aggregate_admitted_mbps': 0.2564317909007433}","{'worst_delivery_fraction': 0.6363636363636369, 'worst_inter_delivery_ms': 413081.38756087836, 'aggregate_admitted_mbps': 0.2564317909007433}",6.661338147750939e-14,4.656612873077393e-10,1.1272870221951391e-15,False
A,power_law,True,100,0.3663311298582041,equal,409600,1.0,"{'worst_delivery_fraction': 0.6363636363636362, 'worst_inter_delivery_ms': 1278630.8548104835, 'aggregate_admitted_mbps': 0.2564317909007433}","{'worst_delivery_fraction': 0.6363636363636369, 'worst_inter_delivery_ms': 1278630.8548104821, 'aggregate_admitted_mbps': 0.2564317909007433}",6.661338147750939e-14,1.3969838619232178e-09,1.0925622955737888e-15,False
A,power_law,True,100,0.3663311298582041,hot20_traffic80,92160,1.0,"{'worst_delivery_fraction': 0.15909090909090906, 'worst_inter_delivery_ms': 732428.2619146453, 'aggregate_admitted_mbps': 0.1318792067489533}","{'worst_delivery_fraction': 0.636363636363635, 'worst_inter_delivery_ms': 1150958.697294445, 'aggregate_admitted_mbps': 0.25643179090074286}",47.7272727272726,-418530.4353797997,-0.5714285714285746,True
A,power_law,True,100,0.3663311298582041,hot20_traffic80,132301,1.0,"{'worst_delivery_fraction': 0.15909090909090906, 'worst_inter_delivery_ms': 1051479.8956095094, 'aggregate_admitted_mbps': 0.1318792067489533}","{'worst_delivery_fraction': 0.636363636363635, 'worst_inter_delivery_ms': 1652325.550243518, 'aggregate_admitted_mbps': 0.25643179090074286}",47.7272727272726,-600845.6546340086,-0.5714285714285745,True
A,power_law,True,100,0.3663311298582041,hot20_traffic80,409600,1.0,"{'worst_delivery_fraction': 0.15909090909090906, 'worst_inter_delivery_ms': 3254696.721335775, 'aggregate_admitted_mbps': 0.1318792067489533}","{'worst_delivery_fraction': 0.636363636363635, 'worst_inter_delivery_ms': 5114523.419241943, 'aggregate_admitted_mbps': 0.25643179090074286}",47.7272727272726,-1859826.6979061682,-0.5714285714285747,True
A,power_law,True,100,0.3663311298582041,synchronized_burst,92160,1.0,"{'worst_delivery_fraction': 0.5384615384615384, 'worst_inter_delivery_ms': 287739.6743236107, 'aggregate_admitted_mbps': 0.2564317909007433}","{'worst_delivery_fraction': 0.538461538461539, 'worst_inter_delivery_ms': 287739.67432361044, 'aggregate_admitted_mbps': 0.2564317909007433}",5.551115123125783e-14,2.9103830456733704e-10,1.0114639395887285e-15,False
A,power_law,True,100,0.3663311298582041,synchronized_burst,132301,1.0,"{'worst_delivery_fraction': 0.5384615384615384, 'worst_inter_delivery_ms': 413081.3875608788, 'aggregate_admitted_mbps': 0.2564317909007433}","{'worst_delivery_fraction': 0.538461538461539, 'worst_inter_delivery_ms': 413081.38756087836, 'aggregate_admitted_mbps': 0.2564317909007433}",5.551115123125783e-14,4.656612873077393e-10,1.1272870221951391e-15,False
A,power_law,True,100,0.3663311298582041,synchronized_burst,409600,1.0,"{'worst_delivery_fraction': 0.5384615384615384, 'worst_inter_delivery_ms': 1278630.8548104835, 'aggregate_admitted_mbps': 0.2564317909007433}","{'worst_delivery_fraction': 0.538461538461539, 'worst_inter_delivery_ms': 1278630.8548104821, 'aggregate_admitted_mbps': 0.2564317909007433}",5.551115123125783e-14,1.3969838619232178e-09,1.0925622955737888e-15,False
B,constant_ceiling,True,50,6.077408,equal,92160,1.0,"{'worst_delivery_fraction': 0.6363636363636362, 'worst_inter_delivery_ms': 8672.11811351155, 'aggregate_admitted_mbps': 4.254185599999999}","{'worst_delivery_fraction': 0.6363636363636358, 'worst_inter_delivery_ms': 8672.118113511557, 'aggregate_admitted_mbps': 4.254185599999995}",-4.440892098500626e-14,-7.275957614183426e-12,-8.390058252143911e-16,False
B,constant_ceiling,True,50,6.077408,equal,132301,1.0,"{'worst_delivery_fraction': 0.6363636363636362, 'worst_inter_delivery_ms': 12449.762417511827, 'aggregate_admitted_mbps': 4.254185599999999}","{'worst_delivery_fraction': 0.6363636363636358, 'worst_inter_delivery_ms': 12449.762417511838, 'aggregate_admitted_mbps': 4.254185599999995}",-4.440892098500626e-14,-1.0913936421275139e-11,-8.766381281239233e-16,False
B,constant_ceiling,True,50,6.077408,equal,409600,1.0,"{'worst_delivery_fraction': 0.6363636363636362, 'worst_inter_delivery_ms': 38536.35346798222, 'aggregate_admitted_mbps': 4.254185599999999}","{'worst_delivery_fraction': 0.6363636363636358, 'worst_inter_delivery_ms': 38536.353467982255, 'aggregate_admitted_mbps': 4.254185599999995}",-4.440892098500626e-14,-3.637978807091713e-11,-9.4403815610481e-16,False
B,constant_ceiling,True,50,6.077408,hot20_traffic80,92160,1.0,"{'worst_delivery_fraction': 0.15909090909090906, 'worst_inter_delivery_ms': 22074.48247075667, 'aggregate_admitted_mbps': 2.1878668800000027}","{'worst_delivery_fraction': 0.6363636363636377, 'worst_inter_delivery_ms': 34688.472454046125, 'aggregate_admitted_mbps': 4.254185600000002}",47.72727272727286,-12613.989983289455,-0.5714285714285683,True
B,constant_ceiling,True,50,6.077408,hot20_traffic80,132301,1.0,"{'worst_delivery_fraction': 0.15909090909090906, 'worst_inter_delivery_ms': 31690.30433548465, 'aggregate_admitted_mbps': 2.1878668800000027}","{'worst_delivery_fraction': 0.6363636363636377, 'worst_inter_delivery_ms': 49799.04967004721, 'aggregate_admitted_mbps': 4.254185600000002}",47.72727272727286,-18108.745334562558,-0.5714285714285683,True
B,constant_ceiling,True,50,6.077408,hot20_traffic80,409600,1.0,"{'worst_delivery_fraction': 0.15909090909090906, 'worst_inter_delivery_ms': 98092.53610031836, 'aggregate_admitted_mbps': 2.1878668800000027}","{'worst_delivery_fraction': 0.6363636363636377, 'worst_inter_delivery_ms': 154145.41387192855, 'aggregate_admitted_mbps': 4.254185600000002}",47.72727272727286,-56052.87777161019,-0.5714285714285683,True
B,constant_ceiling,True,50,6.077408,synchronized_burst,92160,1.0,"{'worst_delivery_fraction': 0.5384615384615383, 'worst_inter_delivery_ms': 8672.11811351155, 'aggregate_admitted_mbps': 4.254185599999999}","{'worst_delivery_fraction': 0.5384615384615385, 'worst_inter_delivery_ms': 8672.118113511546, 'aggregate_admitted_mbps': 4.2541856}",2.220446049250313e-14,3.637978807091713e-12,4.1950291260719553e-16,False
B,constant_ceiling,True,50,6.077408,synchronized_burst,132301,1.0,"{'worst_delivery_fraction': 0.5384615384615383, 'worst_inter_delivery_ms': 12449.762417511827, 'aggregate_admitted_mbps': 4.254185599999999}","{'worst_delivery_fraction': 0.5384615384615385, 'worst_inter_delivery_ms': 12449.762417511822, 'aggregate_admitted_mbps': 4.2541856}",2.220446049250313e-14,5.4569682106375694e-12,4.3831906406196166e-16,False
B,constant_ceiling,True,50,6.077408,synchronized_burst,409600,1.0,"{'worst_delivery_fraction': 0.5384615384615383, 'worst_inter_delivery_ms': 38536.35346798222, 'aggregate_admitted_mbps': 4.254185599999999}","{'worst_delivery_fraction': 0.5384615384615385, 'worst_inter_delivery_ms': 38536.353467982204, 'aggregate_admitted_mbps': 4.2541856}",2.220446049250313e-14,1.4551915228366852e-11,3.7761526244192394e-16,False
B,constant_ceiling,True,100,6.077408,equal,92160,1.0,"{'worst_delivery_fraction': 0.6363636363636362, 'worst_inter_delivery_ms': 17344.2362270231, 'aggregate_admitted_mbps': 4.254185600000005}","{'worst_delivery_fraction': 0.6363636363636351, 'worst_inter_delivery_ms': 17344.23622702313, 'aggregate_admitted_mbps': 4.254185599999982}",-1.1102230246251565e-13,-3.2741809263825417e-11,-1.88776310673238e-15,False
