ue_id,frame_id,message_id,scheduled_raw_ns,first_chunk_raw_ns,complete_raw_ns,complete_latency_ms,payload_bytes,chunks,onwire_bytes,checksum_expected,checksum_actual,checksum_ok,source_ip
1,200000000,736870912,867955270618877,867955272047584,867955272271103,1.652226,409600,7,409852,3346413535,3346413535,1,127.0.0.1
0,100000000,368435456,867955520618877,867955521548252,867955521847820,1.228943,409600,7,409852,3512885954,3512885954,1,127.0.0.1
1,200000001,736870913,867955770618877,867955771736268,867955772111475,1.492598,409600,7,409852,3346413535,3346413535,1,127.0.0.1
0,100000001,368435457,867956020618877,867956021614812,867956021776177,1.1573,409600,7,409852,3512885954,3512885954,1,127.0.0.1
1,200000002,736870914,867956270618877,867956271659908,867956271990942,1.372065,409600,7,409852,3346413535,3346413535,1,127.0.0.1
0,100000002,368435458,867956520618877,867956521735277,867956521859552,1.240675,409600,7,409852,3512885954,3512885954,1,127.0.0.1
1,200000003,736870915,867956720618877,867956721588182,867956721684473,1.065596,409600,7,409852,3346413535,3346413535,1,127.0.0.1
0,100000003,368435459,867956970618877,867956971577272,867956971674299,1.055422,409600,7,409852,3512885954,3512885954,1,127.0.0.1
1,200000004,736870916,867957220618877,867957221638954,867957221761830,1.142953,409600,7,409852,3346413535,3346413535,1,127.0.0.1
0,100000004,368435460,867957470618877,867957471609292,867957471717513,1.098636,409600,7,409852,3512885954,3512885954,1,127.0.0.1
1,200000005,736870917,867957720618877,867957721648212,867957721756014,1.137137,409600,7,409852,3346413535,3346413535,1,127.0.0.1
0,100000005,368435461,867957970618877,867957971551793,867957971647398,1.028521,409600,7,409852,3512885954,3512885954,1,127.0.0.1
1,200000006,736870918,867958220618877,867958221626267,867958221747219,1.128342,409600,7,409852,3346413535,3346413535,1,127.0.0.1
0,100000006,368435462,867958420618877,867958421571152,867958421652879,1.034002,409600,7,409852,3512885954,3512885954,1,127.0.0.1
1,200000007,736870919,867958670618877,867958671546862,867958671694651,1.075774,409600,7,409852,3346413535,3346413535,1,127.0.0.1
0,100000007,368435463,867958920618877,867958921585876,867958921663454,1.044577,409600,7,409852,3512885954,3512885954,1,127.0.0.1
1,200000008,736870920,867959170618877,867959171562318,867959171641935,1.023058,409600,7,409852,3346413535,3346413535,1,127.0.0.1
0,100000008,368435464,867959420618877,867959421631749,867959421740876,1.121999,409600,7,409852,3512885954,3512885954,1,127.0.0.1
1,200000009,736870921,867959670618877,867959671567543,867959671681222,1.062345,409600,7,409852,3346413535,3346413535,1,127.0.0.1
0,100000009,368435465,867959920618877,867959921581821,867959921669846,1.050969,409600,7,409852,3512885954,3512885954,1,127.0.0.1
1,200000010,736870922,867960120618877,867960121653346,867960121734656,1.115779,409600,7,409852,3346413535,3346413535,1,127.0.0.1
0,100000010,368435466,867960370618877,867960371573326,867960371692644,1.073767,409600,7,409852,3512885954,3512885954,1,127.0.0.1
1,200000011,736870923,867960620618877,867960621667317,867960621764082,1.145205,409600,7,409852,3346413535,3346413535,1,127.0.0.1
0,100000011,368435467,867960870618877,867960871553557,867960871646055,1.027178,409600,7,409852,3512885954,3512885954,1,127.0.0.1
1,200000012,736870924,867961120618877,867961121555597,867961121648554,1.029677,409600,7,409852,3346413535,3346413535,1,127.0.0.1
0,100000012,368435468,867961370618877,867961371619405,867961371760195,1.141318,409600,7,409852,3512885954,3512885954,1,127.0.0.1
1,200000013,736870925,867961570618877,867961571540077,867961571631374,1.012497,409600,7,409852,3346413535,3346413535,1,127.0.0.1
0,100000013,368435469,867961820618877,867961821563914,867961821686581,1.067704,409600,7,409852,3512885954,3512885954,1,127.0.0.1
1,200000014,736870926,867962070618877,867962071642180,867962071763790,1.144913,409600,7,409852,3346413535,3346413535,1,127.0.0.1
0,100000014,368435470,867962320618877,867962321500834,867962321587048,0.968171,409600,7,409852,3512885954,3512885954,1,127.0.0.1
1,200000015,736870927,867962570618877,867962571604168,867962571734980,1.116103,409600,7,409852,3346413535,3346413535,1,127.0.0.1
0,100000015,368435471,867962820618877,867962821520463,867962821609126,0.990249,409600,7,409852,3512885954,3512885954,1,127.0.0.1
