rung_index,commanded_noise_power_db,candidate_application_index,candidate_application_attempted_once,attempt_started_monotonic_ns,attempt_started_wall_time_ns,status,ran_epoch_id,control_session_id,send_monotonic_ns,send_wall_time_ns,response_received_monotonic_ns,response_received_wall_time_ns,handler_bracket_ms,response_sha256,post_apply_state_sha256,candidate_applied_once
1,-2.0,0,True,1582750448091181,1787368105384546577,ACK_AND_POST_STATE_VALIDATED_ONCE,0c4595b9-2b2c-4ab4-8cd1-4545bd7c7266,1783e844-29cb-4997-b08d-ee57d879a0bb,1582750448094151,1787368105384549347,1582750448182732,1787368105384637959,0.088581,ba2522ae06aa77154261d104362c33b989976d6e6a0dec6d6d5be095700269e2,a57e9d28b88dc4927463570800e8ac53396daf029383be3137aac328c3fe24bf,True
