wall_time_iso,elapsed_s,run_id,run_group,stream_id,transport_label,frame_id,carla_timestamp,scheduled_elapsed_s,send_lag_ms,capture_pipeline_queue_wait_ms,capture_pipeline_queue_depth,front_ms,camera_sent_perf,camera_sent_wall_s,t_front_start_perf,t_backbone_input_perf,t_front_model_done_perf,t_front_payload_ready_perf,capture_to_backbone_input_ms,sync_world_tick_ms,camera_frame_wait_ms,radar_wait_ms,rgb_convert_ms,camera_inverse_matrix_ms,radar_tensor_build_ms,camera_matrix_ms,camera_transform_payload_ms,pre_model_other_ms,capture_pipeline_queue_wait_ms,capture_pipeline_queue_depth,model_preprocess_ms,front_backbone_ms,feature_serialize_ms,backbone_input_to_front_send_ms,send_call_ms,feature_payload_bytes,feature_payload_bytes_uncompressed,feature_payload_chunks,radar_projected_points,ego_speed_mps
2026-07-30T00:04:50.656,5.8623034300107975,L_veryfast,uplinkonly_Lsweep,Lsweep_veryfast,L_veryfast,16053260,192063.07836998947,0.019792081991909072,5842.511348018888,nan,0,716.7157450166997,212101.311348693,1785384290.6502876,212100.600278696,212100.650516265,212101.287917764,212101.311348693,77.20404100837186,24.603127007139847,55.486886005382985,0.007452006684616208,1.077619002899155,0.02965301973745227,25.806885008933023,0.025189976440742612,0.01093200989998877,0.002084969310089946,nan,0,50.237569026649,637.4014989996795,23.43092899536714,660.8324279950466,5.645576980896294,1112987,2903040,19,19501,2.2194053917427845
2026-07-30T00:04:50.784,5.990906772989547,L_veryfast,uplinkonly_Lsweep,Lsweep_veryfast,L_veryfast,16053261,192063.17836999096,0.11979208199190908,5871.114690997638,nan,0,22.54107900080271,212101.441159011,1785384290.780098,212101.42310471,212101.436032121,212101.438808977,212101.441159011,48.28454399830662,26.389284001197666,44.17061500134878,0.009164010407403111,1.0485970124136657,0.019834988052025437,34.230293007567525,0.026358000468462706,0.011759024346247315,0.003213935997337103,nan,0,12.9274110076949,2.7768559812102467,2.3500340175814927,5.126889998791739,4.4866849784739316,1127388,2903040,19,19481,2.616731342435318
2026-07-30T00:04:50.898,6.104794934013626,L_veryfast,uplinkonly_Lsweep,Lsweep_veryfast,L_veryfast,16053262,192063.27836999245,0.21979208199190908,5885.0028520217165,nan,0,18.050982005661353,212101.554763445,1785384290.8937025,212101.541481317,212101.551826663,212101.554169195,212101.554763445,43.79868498654105,32.64898300403729,29.601276997709647,0.009520997991785407,1.0813559929374605,0.018948980141431093,32.29816100792959,0.02321100328117609,0.011274998541921377,0.002701999619603157,nan,0,10.345346003305167,2.342532010516152,0.5942499847151339,2.9367819952312857,4.768736020196229,1104521,2903040,19,19522,3.0056887926371614
2026-07-30T00:04:50.996,6.2026918070041575,L_veryfast,uplinkonly_Lsweep,Lsweep_veryfast,L_veryfast,16053263,192063.37836999394,0.3197920819919091,5882.899725012248,nan,0,17.783791990950704,212101.652791394,1785384290.9917305,212101.639641455,212101.650098613,212101.652190225,212101.652791394,37.78034198330715,26.991560007445514,25.66582802683115,0.011286989320069551,1.0907610121648759,0.026990979677066207,26.148396980715916,0.023733009584248066,0.011625990737229586,0.0032390234991908073,nan,0,10.45715800137259,2.091611997457221,0.601169012952596,2.692781010409817,4.6337569947354496,1100676,2903040,19,19497,3.3969650529260584
2026-07-30T00:04:51.101,6.307339457998751,L_veryfast,uplinkonly_Lsweep,Lsweep_veryfast,L_veryfast,16053264,192063.47836999543,0.4197920819919091,5887.547376006842,nan,0,21.608088980428874,212101.757436792,1785384291.0963755,212101.740468202,212101.754836633,212101.756839182,212101.757436792,38.93348199198954,24.561272002756596,33.77894600271247,0.01082901144400239,1.0695960081648082,0.028391979867592454,23.40835699578747,0.02448598388582468,0.012564996723085642,0.0031180388759821653,nan,0,14.368430973263457,2.0025490084663033,0.5976099928375334,2.6001590013038367,4.6394010132644325,1096242,2903040,19,19461,3.8076216985910554
2026-07-30T00:04:51.214,6.42066650299239,L_veryfast,uplinkonly_Lsweep,Lsweep_veryfast,L_veryfast,16053265,192063.57836999692,0.5197920819919091,5900.874421000481,nan,0,17.968825006391853,212101.870719862,1785384291.2096589,212101.857419305,212101.868028842,212101.870090489,212101.870719862,39.26227299962193,31.09140001470223,35.46460697543807,0.010009011020883918,1.0661999986041337,0.023205007892102003,27.50408201245591,0.025004002964124084,0.012002012226730585,0.003793946234509349,nan,0,10.609537013806403,2.061647013761103,0.6293729820754379,2.691019995836541,4.667942994274199,1094810,2903040,19,19498,4.250146092966908
2026-07-30T00:04:51.311,6.517540792003274,L_veryfast,uplinkonly_Lsweep,Lsweep_veryfast,L_veryfast,16053266,192063.6783699984,0.6197920819919092,5897.748710011365,nan,0,21.19064299040474,212101.967514291,1785384291.3064532,212101.951086963,212101.964875294,212101.966898615,212101.967514291,35.922372015193105,38.8860420207493,14.518439013045281,0.007608003215864301,1.2210739951115102,0.02266900264658034,20.83637801115401,0.024515989935025573,0.011075986549258232,0.0026640191208571196,nan,0,13.788331008981913,2.0233209943398833,0.6156759918667376,2.638996986206621,4.763170989463106,1088790,2903040,19,19502,4.7309176182329296
2026-07-30T00:04:51.411,6.6174126059922855,L_veryfast,uplinkonly_Lsweep,Lsweep_veryfast,L_veryfast,16053267,192063.7783699999,0.7197920819919091,5897.6205240003765,nan,0,20.061610994162038,212102.067463192,1785384291.406402,212102.052062864,212102.064791291,212102.066855547,212102.067463192,36.88388000591658,36.421349010197446,19.078822020674124,0.009051000233739614,1.0625360009726137,0.022378982976078987,23.01390000502579,0.025304005248472095,0.010944990208372474,0.0032730167731642723,nan,0,12.728426983812824,2.0642559975385666,0.6076450226828456,2.671901020221412,4.6611769939772785,1084649,2903040,19,19445,5.253128888928836
2026-07-30T00:04:51.511,6.718203855998581,L_veryfast,uplinkonly_Lsweep,Lsweep_veryfast,L_veryfast,16053268,192063.8783700014,0.8197920819919091,5898.411774006672,nan,0,25.35754200653173,212102.168249444,1785384291.5071883,212102.147569783,212102.165492205,212102.167649521,212102.168249444,39.3324340111576,36.057094985153526,17.7999559964519,0.010592018952593207,1.1909960012417287,0.02854500780813396,20.13349300250411,0.02144899917766452,0.012076983693987131,0.0038250000216066837,nan,0,17.92242200463079,2.1573159901890904,0.5999229906592518,2.757238980848342,4.677707998780534,1084553,2903040,19,19511,5.819870858031865
2026-07-30T00:04:51.617,6.82330120599363,L_veryfast,uplinkonly_Lsweep,Lsweep_veryfast,L_veryfast,16053269,192063.97837000288,0.9197920819919091,5903.509124001721,nan,0,23.364188993582502,212102.273384885,1785384291.6123235,212102.254675833,212102.270761137,212102.272757001,212102.273384885,40.35609701531939,33.145290974061936,24.17457298724912,0.010805000783875585,1.0702339932322502,0.024392997147515416,23.1207039905712,0.022772990632802248,0.011572992661967874,0.003093038685619831,nan,0,16.085303999716416,1.9958639750257134,0.627884001005441,2.6237479760311544,4.654976015444845,1084555,2903040,19,19470,6.429023399479856
