time,rnti,frame,slot,snrx10,tpc,rssi
20:19:42.230077,7659,912,7,100,1,937
20:19:44.422183,7659,107,7,100,1,937
20:19:44.457133,7659,110,17,100,1,937
20:19:44.924666,35953,154,7,100,1,929
20:19:45.039549,35953,165,17,100,1,937
20:19:45.159296,35953,177,17,100,1,937
20:19:45.233955,35953,185,7,100,1,937
20:19:45.821334,7659,243,7,100,1,937
20:19:46.167306,7659,265,7,100,1,937
20:19:46.269858,7659,274,7,100,1,929
20:19:46.798328,35953,320,7,100,1,937
20:19:47.139343,35953,346,17,100,1,937
20:19:49.290692,35953,532,17,100,1,937
20:19:50.695556,7659,650,17,100,1,937
20:19:51.218466,7659,692,17,100,1,937
20:19:51.338002,35953,703,7,100,1,937
20:19:54.727132,35953,984,7,100,1,937
