label,class_aware_mode,object_rows,current_supported_rows,current_supported_rate,class_aware_supported_rows,class_aware_supported_rate,support_gain_rows,support_loss_rows,current_support_mean,class_aware_support_mean,current_support_median,class_aware_support_median
person,person_radius,9074,2388,0.2631694952611858,2388,0.2631694952611858,0,0,0.8137535816618912,0.8137535816618912,0.0,0.0
vehicle,bbox,5842,3224,0.5518657993837727,3224,0.5518657993837727,0,0,16.87435809654228,16.880691543991784,1.0,1.0
