world_tick_frame,radar_frame,local_condition_frame,walker_motion_mode,walker_motion_coordinate_m,walker_motion_direction,walker_motion_speed_mps,walker_physics,radar_pps,target_distance_m,actual_ground_distance_m,actual_depth_m,actual_lateral_m,walker_actor_id,total_radar_points,person_radius_points,person_bbox_points,depth_window_points,nearest_depth_m,mean_person_radius_depth_m,mean_person_radius_velocity_mps,mean_abs_person_radius_velocity_mps,walker_world_x,walker_world_y,walker_world_z,walker_radar_x_m,walker_radar_y_m,walker_radar_z_m,walker_camera_u,walker_camera_v,walker_camera_depth_m,walker_camera_visible
2227,2226,142,cross,-2.0213844107440675,1.0,1.2,default,48000,10.0,10.185799087107414,9.983211312344295,-2.0213844107440675,26,4630,31,36,236,0.0014514923095703125,9.980292566360966,-0.011898424055787825,0.011898424055787825,-75.55805206298828,22.452695846557617,0.9393100738525391,9.983211312344295,-2.0213844107440675,-0.6659188953731303,565.1833953839208,384.6473607081834,9.983211312344295,1
2228,2227,143,cross,-2.0155250160481177,1.0,1.2,default,48000,10.0,10.1846389011643,9.983212331549069,-2.0155250160481177,26,4650,48,58,258,0.0001068115234375,9.985328475634256,-0.011655449770235768,0.011655449770235768,-75.55806732177734,22.458555221557617,0.9393100738525391,9.983212331549069,-2.0155250160481177,-0.6659188241033918,565.4002741769116,384.64735555401336,9.983212331549069,1
2229,2228,144,cross,-2.009665621352168,1.0,1.2,default,48000,10.0,10.183481954435553,9.983213350753843,-2.009665621352168,26,4647,40,47,247,0.0008525848388671875,10.000759148597718,-0.011876157810911536,0.011876157810911536,-75.5580825805664,22.464414596557617,0.9393100738525391,9.983213350753843,-2.009665621352168,-0.6659187528336532,565.6171529256193,384.6473503998444,9.983213350753843,1
2230,2229,145,cross,-2.003806226656218,1.0,1.2,default,48000,10.0,10.182328248025323,9.983214369958617,-2.003806226656218,26,4657,41,53,250,0.0028028488159179688,10.002689966341345,-0.011549319208758633,0.011549319208758633,-75.55809783935547,22.470273971557617,0.9393100738525391,9.983214369958617,-2.003806226656218,-0.6659186815639146,565.8340316300439,384.64734524567655,9.983214369958617,1
2231,2230,146,cross,-1.9979468319602685,1.0,1.2,default,48000,10.0,10.181177783035164,9.98321538916339,-1.9979468319602685,26,4668,40,55,228,0.004184722900390625,9.991747570037841,-0.011679006391204894,0.011679006391204894,-75.55811309814453,22.476133346557617,0.9393100738525391,9.98321538916339,-1.9979468319602685,-0.6659186102941761,566.0509102901854,384.6473400915097,9.98321538916339,1
2232,2231,147,cross,-1.9920874372643187,1.0,1.2,default,48000,10.0,10.180030560564035,9.983216408368165,-1.9920874372643187,26,4670,51,66,241,0.004119873046875,9.993812822828106,-0.0115026384409444,0.0115026384409444,-75.5581283569336,22.481992721557617,0.9393100738525391,9.983216408368165,-1.9920874372643187,-0.6659185390244375,566.2677889060437,384.6473349373439,9.983216408368165,1
2233,2232,148,cross,-1.986228042568369,1.0,1.2,default,48000,10.0,10.178886581708287,9.983217427572939,-1.986228042568369,26,4639,46,53,245,0.0003376007080078125,10.016082597815473,-0.011601498674439348,0.011601498674439348,-75.55814361572266,22.487852096557617,0.9393100738525391,9.983217427572939,-1.986228042568369,-0.665918467754699,566.4846674776192,384.6473297831792,9.983217427572939,1
2234,2233,149,cross,-1.9803686478724192,1.0,1.2,default,48000,10.0,10.17774584756167,9.983218446777713,-1.9803686478724192,26,4653,41,49,252,0.000316619873046875,9.983240499729064,-0.011511520119156779,0.011511520119156779,-75.55815887451172,22.493711471557617,0.9393100738525391,9.983218446777713,-1.9803686478724192,-0.6659183964849604,566.7015460049115,384.6473246290155,9.983218446777713,1
2235,2234,150,cross,-1.9745092319780007,1.0,1.2,default,48000,10.0,10.176600888951805,9.983211855202129,-1.9745092319780007,26,4623,43,57,253,0.004836082458496094,10.006301791168923,-0.011550386089744956,0.011550386089744956,-75.55818176269531,22.499570846557617,0.9393100738525391,9.983211855202129,-1.9745092319780007,-0.665918857412811,566.9183695582143,384.64735796292365,9.983211855202129,1
2236,2235,151,cross,-1.968649837282051,1.0,1.2,default,48000,10.0,10.175466646672986,9.983212874406902,-1.968649837282051,26,4664,43,58,259,0.0004062652587890625,9.989666118178256,-0.011493582711663357,0.011493582711663357,-75.55819702148438,22.505430221557617,0.9393100738525391,9.983212874406902,-1.968649837282051,-0.6659187861430724,567.135248162285,384.64735280875425,9.983212874406902,1
2237,2236,152,cross,-1.9627904425861011,1.0,1.2,default,48000,10.0,10.174335652371045,9.983213893611676,-1.9627904425861011,26,4659,55,68,252,0.0024356842041015625,9.978207397460938,-0.011431176926602017,0.011431176926602017,-75.55821228027344,22.511289596557617,0.9393100738525391,9.983213893611676,-1.9627904425861011,-0.6659187148733339,567.3521267220729,384.6473476545859,9.983213893611676,1
2238,2237,153,cross,-1.9569310478901514,1.0,1.2,default,48000,10.0,10.173207907129257,9.98321491281645,-1.9569310478901514,26,4662,42,52,265,0.0007047653198242188,9.986105192275275,-0.011473184318414755,0.011473184318414755,-75.5582275390625,22.517148971557617,0.9393100738525391,9.98321491281645,-1.9569310478901514,-0.6659186436035953,567.5690052375776,384.6473425004185,9.98321491281645,1
2239,2238,154,cross,-1.9510716531942016,1.0,1.2,default,48000,10.0,10.172083412028254,9.983215932021224,-1.9510716531942016,26,4638,39,49,252,0.0005559921264648438,10.002943723629683,-0.011258379269677859,0.011258379269677859,-75.55824279785156,22.523008346557617,0.9393100738525391,9.983215932021224,-1.9510716531942016,-0.6659185723338568,567.7858837087992,384.64733734625224,9.983215932021224,1
2240,2239,155,cross,-1.9452122584982519,1.0,1.2,default,48000,10.0,10.17096216814604,9.983216951225998,-1.9452122584982519,26,4649,38,50,232,0.0011348724365234375,9.983497042404977,-0.011374350906790872,0.011374350906790872,-75.55825805664062,22.528867721557617,0.9393100738525391,9.983216951225998,-1.9452122584982519,-0.6659185010641182,568.0027621357378,384.647332192087,9.983216951225998,1
2241,2240,156,cross,-1.939352863802302,1.0,1.2,default,48000,10.0,10.169844176557971,9.983217970430772,-1.939352863802302,26,4642,32,43,254,0.0006465911865234375,10.009614199399948,-0.011199477390618995,0.011199477390618995,-75.55827331542969,22.534727096557617,0.9393100738525391,9.983217970430772,-1.939352863802302,-0.6659184297943797,568.2196405183934,384.6473270379228,9.983217970430772,1
2242,2241,157,cross,-1.9334934479078836,1.0,1.2,default,48000,10.0,10.168721962371006,9.983211378855188,-1.9334934479078836,26,4660,32,43,250,0.0001964569091796875,9.99430763721466,-0.011073028988903388,0.011073028988903388,-75.55829620361328,22.540586471557617,0.9393100738525391,9.983211378855188,-1.9334934479078836,-0.6659188907222302,568.4364650843881,384.64736037183417,9.983211378855188,1
2243,2242,158,cross,-1.9276340532119338,1.0,1.2,default,48000,10.0,10.167610477780924,9.983212398059962,-1.9276340532119338,26,4645,45,59,262,0.000514984130859375,9.994610892401802,-0.011162687962253889,0.011162687962253889,-75.55831146240234,22.546445846557617,0.9393100738525391,9.983212398059962,-1.9276340532119338,-0.6659188194524917,568.6533435438221,384.64735521766426,9.983212398059962,1
2244,2243,159,cross,-1.921774658515984,1.0,1.2,default,48000,10.0,10.166502248697379,9.983213417264736,-1.921774658515984,26,4653,48,59,265,0.0021677017211914062,9.96803750594457,-0.011047764894707749,0.011047764894707749,-75.5583267211914,22.552305221557617,0.9393100738525391,9.983213417264736,-1.921774658515984,-0.6659187481827531,568.870221958973,384.64735006349537,9.983213417264736,1
2245,2244,160,cross,-1.9159152638200343,1.0,1.2,default,48000,10.0,10.165397276185118,9.98321443646951,-1.9159152638200343,26,4673,34,45,248,0.00025463104248046875,9.987162954667035,-0.011017491575330496,0.011017491575330496,-75.55834197998047,22.558164596557617,0.9393100738525391,9.98321443646951,-1.9159152638200343,-0.6659186769130145,569.087100329841,384.64734490932756,9.98321443646951,1
2246,2245,161,cross,-1.9100558691240845,1.0,1.2,default,48000,10.0,10.164295561306217,9.983215455674284,-1.9100558691240845,26,4645,38,58,260,0.0007457733154296875,9.989463806152344,-0.011093272876582648,0.011093272876582648,-75.55835723876953,22.564023971557617,0.9393100738525391,9.983215455674284,-1.9100558691240845,-0.665918605643276,569.3039786564257,384.6473397551608,9.983215455674284,1
2247,2246,162,cross,-1.9041964744281348,1.0,1.2,default,48000,10.0,10.16319710512008,9.983216474879058,-1.9041964744281348,26,4653,50,60,251,0.0008144378662109375,9.995243415832519,-0.011048818789422512,0.011048818789422512,-75.5583724975586,22.569883346557617,0.9393100738525391,9.983216474879058,-1.9041964744281348,-0.6659185343735374,569.5208569387275,384.64733460099507,9.983216474879058,1
2248,2247,163,cross,-1.898337079732185,1.0,1.2,default,48000,10.0,10.162101908683438,9.983217494083831,-1.898337079732185,26,4666,25,38,227,0.002124786376953125,9.979308738708497,-0.011079854778945446,0.011079854778945446,-75.55838775634766,22.575742721557617,0.9393100738525391,9.983217494083831,-1.898337079732185,-0.6659184631037989,569.7377351767464,384.64732944683044,9.983217494083831,1
2249,2248,164,cross,-1.8924776850362353,1.0,1.2,default,48000,10.0,10.161009973050339,9.983218513288605,-1.8924776850362353,26,4640,44,60,272,0.00046253204345703125,9.981789979067715,-0.011067741698670116,0.011067741698670116,-75.55840301513672,22.581602096557617,0.9393100738525391,9.983218513288605,-1.8924776850362353,-0.6659183918340603,569.9546133704823,384.6473242926668,9.983218513288605,1
2250,2249,165,cross,-1.8866182691418167,1.0,1.2,default,48000,10.0,10.159913816922497,9.983211921713021,-1.8866182691418167,26,4675,50,57,241,0.00011157989501953125,9.972608261108398,-0.011069646570831537,0.011069646570831537,-75.55842590332031,22.587461471557617,0.9393100738525391,9.983211921713021,-1.8866182691418167,-0.6659188527619109,570.1714390702303,384.64735762657455,9.983211921713021,1
2251,2250,166,cross,-1.880758874445867,1.0,1.2,default,48000,10.0,10.1588284052599,9.983212940917795,-1.880758874445867,26,4655,38,45,266,0.00133514404296875,9.972403752176385,-0.010929857478722146,0.010929857478722146,-75.55844116210938,22.593320846557617,0.9393100738525391,9.983212940917795,-1.880758874445867,-0.6659187814921723,570.3883173407444,384.64735247240515,9.983212940917795,1
2252,2251,167,cross,-1.8748994797499172,1.0,1.2,default,48000,10.0,10.157746257549096,9.98321396012257,-1.8748994797499172,26,4651,43,55,249,0.0002613067626953125,9.968502776567327,-0.01083222525410874,0.01083222525410874,-75.55845642089844,22.599180221557617,0.9393100738525391,9.98321396012257,-1.8748994797499172,-0.6659187102224338,570.6051955669755,384.6473473182368,9.98321396012257,1
2253,2252,168,cross,-1.8690400850539675,1.0,1.2,default,48000,10.0,10.15666737483336,9.983214979327343,-1.8690400850539675,26,4606,43,54,252,0.00020122528076171875,9.968726690425429,-0.01080585201812345,0.01080585201812345,-75.5584716796875,22.605039596557617,0.9393100738525391,9.983214979327343,-1.8690400850539675,-0.6659186389526952,570.8220737489235,384.6473421640696,9.983214979327343,1
2254,2253,169,cross,-1.8631806903580177,1.0,1.2,default,48000,10.0,10.15559175815327,9.983215998532117,-1.8631806903580177,26,4630,46,57,257,0.0024671554565429688,9.956228297689687,-0.01079332749561771,0.01079332749561771,-75.55848693847656,22.610898971557617,0.9393100738525391,9.983215998532117,-1.8631806903580177,-0.6659185676829567,571.0389518865884,384.64733700990337,9.983215998532117,1
2255,2254,170,cross,-1.857321295662068,1.0,1.2,default,48000,10.0,10.154301940538975,9.982995818105593,-1.857321295662068,26,4644,48,55,250,6.961822509765625e-05,9.98094536860784,-0.010794297539784262,0.010794297539784262,-75.55850219726562,22.616758346557617,0.9424811005592346,9.982995818105593,-1.857321295662068,-0.6627551940822145,571.2543067713726,384.5307935490043,9.982995818105593,1
2256,2255,171,cross,-1.8514619009661182,1.0,1.2,default,48000,10.0,10.153232836120615,9.982996837310367,-1.8514619009661182,26,4626,42,52,243,0.00021839141845703125,9.952645619710287,-0.01084537644471441,0.01084537644471441,-75.55851745605469,22.622617721557617,0.9424811005592346,9.982996837310367,-1.8514619009661182,-0.662755122812476,571.4711896261326,384.5307884066238,9.982996837310367,1
2257,2256,172,cross,-1.8456024850716997,1.0,1.2,default,48000,10.0,10.151969494798829,9.982797007373392,-1.8456024850716997,26,4660,38,52,219,0.0007390975952148438,9.952687840712699,-0.010965775453338497,0.010965775453338497,-75.55854034423828,22.628477096557617,0.9452512860298157,9.982797007373392,-1.8456024850716997,-0.6599921462272023,571.6866988176621,384.4290103789305,9.982797007373392,1
2258,2257,173,cross,-1.83974309037575,1.0,1.2,default,48000,10.0,10.150906909140595,9.982798026578166,-1.83974309037575,26,4647,40,48,254,0.0011081695556640625,9.93779489994049,-0.010721892165020109,0.010721892165020109,-75.55855560302734,22.634336471557617,0.9452512860298157,9.982798026578166,-1.83974309037575,-0.6599920749574637,571.9035859475704,384.4290052468393,9.982798026578166,1
2259,2258,174,cross,-1.8338836956798001,1.0,1.2,default,48000,10.0,10.14984759480481,9.98279904578294,-1.8338836956798001,26,4658,29,45,246,0.001979827880859375,9.949829331759748,-0.010811535416749018,0.010811535416749018,-75.5585708618164,22.640195846557617,0.9452512860298157,9.98279904578294,-1.8338836956798001,-0.6599920036877251,572.1204730331921,384.4290001147492,9.98279904578294,1
2260,2259,175,cross,-1.8280243009838504,1.0,1.2,default,48000,10.0,10.148791552815842,9.982800064987714,-1.8280243009838504,26,4656,42,46,245,0.00274658203125,9.97813181650071,-0.01067489061859392,0.01067489061859392,-75.55858612060547,22.646055221557617,0.9452512860298157,9.982800064987714,-1.8280243009838504,-0.6599919324179866,572.3373600745272,384.42899498266013,9.982800064987714,1
2261,2260,176,cross,-1.8221649062879006,1.0,1.2,default,48000,10.0,10.147738784195319,9.982801084192488,-1.8221649062879006,26,4636,43,54,249,0.0013980865478515625,9.922123465427132,-0.010764442254291025,0.010764442254291025,-75.55860137939453,22.651914596557617,0.9452512860298157,9.982801084192488,-1.8221649062879006,-0.659991861148248,572.5542470715757,384.42898985057207,9.982801084192488,1
2262,2261,177,cross,-1.8163055115919509,1.0,1.2,default,48000,10.0,10.146689289962124,9.982802103397262,-1.8163055115919509,26,4658,53,66,238,0.00033092498779296875,9.951828470769918,-0.01055919516058463,0.01055919516058463,-75.5586166381836,22.657773971557617,0.9452512860298157,9.982802103397262,-1.8163055115919509,-0.6599917898785095,572.7711340243375,384.4289847184851,9.982802103397262,1
2263,2262,178,cross,-1.810446116896001,1.0,1.2,default,48000,10.0,10.145643071132394,9.982803122602036,-1.810446116896001,26,4680,39,55,231,5.7220458984375e-05,9.948716701605381,-0.010470726670554051,0.010470726670554051,-75.55863189697266,22.663633346557617,0.9452512860298157,9.982803122602036,-1.810446116896001,-0.6599917186087709,572.9880209328127,384.4289795863991,9.982803122602036,1
2264,2263,179,cross,-1.8045867222000513,1.0,1.2,default,48000,10.0,10.144600128719512,9.98280414180681,-1.8045867222000513,26,4672,52,63,262,0.000774383544921875,9.954094134844267,-0.010422053514048457,0.010422053514048457,-75.55864715576172,22.669492721557617,0.9452512860298157,9.98280414180681,-1.8045867222000513,-0.6599916473390324,573.2049077970013,384.42897445431424,9.98280414180681,1
2265,2264,180,cross,-1.7987273063056328,1.0,1.2,default,48000,10.0,10.143552969810534,9.982797550231226,-1.7987273063056328,26,4664,36,49,255,0.0009031295776367188,9.935011784235636,-0.010445570081679357,0.010445570081679357,-75.55867004394531,22.675352096557617,0.9452512860298157,9.982797550231226,-1.7987273063056328,-0.6599921082668829,573.4217446430184,384.4290076454306,9.982797550231226,1
2266,2265,181,cross,-1.792867911609683,1.0,1.2,default,48000,10.0,10.142516582506193,9.982798569436,-1.792867911609683,26,4637,38,46,240,0.00034236907958984375,9.939997673034668,-0.010308619466071067,0.010308619466071067,-75.55868530273438,22.681211471557617,0.9452512860298157,9.982798569436,-1.792867911609683,-0.6599920369971444,573.6386315839912,384.42900251334,9.982798569436,1
2267,2266,182,cross,-1.7870085169137333,1.0,1.2,default,48000,10.0,10.141483474644556,9.982799588640773,-1.7870085169137333,26,4653,35,44,212,0.00072479248046875,9.973542158944266,-0.010462383553385735,0.010462383553385735,-75.55870056152344,22.687070846557617,0.9452512860298157,9.982799588640773,-1.7870085169137333,-0.6599919657274058,573.8555184806775,384.42899738125044,9.982799588640773,1
2268,2267,183,cross,-1.7811491222177835,1.0,1.2,default,48000,10.0,10.140453647227949,9.982800607845547,-1.7811491222177835,26,4642,37,45,244,5.91278076171875e-05,9.941229175876927,-0.010342117122097596,0.010342117122097596,-75.5587158203125,22.692930221557617,0.9452512860298157,9.982800607845547,-1.7811491222177835,-0.6599918944576673,574.072405333077,384.42899224916187,9.982800607845547,1
2269,2268,184,cross,-1.7752897275218338,1.0,1.2,default,48000,10.0,10.139427101255924,9.982801627050321,-1.7752897275218338,26,4652,42,52,239,0.00032520294189453125,9.941391763233003,-0.010260439655255704,0.010260439655255704,-75.55873107910156,22.698789596557617,0.9452512860298157,9.982801627050321,-1.7752897275218338,-0.6599918231879287,574.2892921411899,384.42898711707437,9.982801627050321,1
2270,2269,185,cross,-1.769430332825884,1.0,1.2,default,48000,10.0,10.13840383772525,9.982802646255095,-1.769430332825884,26,4638,47,57,258,0.0022497177124023438,9.940641484362013,-0.010345193993379461,0.010345193993379461,-75.55874633789062,22.704648971557617,0.9452512860298157,9.982802646255095,-1.769430332825884,-0.6599917519181902,574.5061789050163,384.42898198498796,9.982802646255095,1
2271,2270,186,cross,-1.7635709381299343,1.0,1.2,default,48000,10.0,10.13738385762991,9.982803665459869,-1.7635709381299343,26,4650,51,60,225,0.0047130584716796875,9.941481964260925,-0.010273154569314975,0.010273154569314975,-75.55876159667969,22.710508346557617,0.9452512860298157,9.982803665459869,-1.7635709381299343,-0.6599916806484516,574.7230656245562,384.42897685290257,9.982803665459869,1
2272,2271,187,cross,-1.7577115222355157,1.0,1.2,default,48000,10.0,10.136359662805583,9.982797073884285,-1.7577115222355157,26,4646,42,52,251,0.0003662109375,9.940718718937465,-0.010091449710584822,0.010091449710584822,-75.55878448486328,22.716367721557617,0.9452512860298157,9.982797073884285,-1.7577115222355157,-0.6599921415763021,574.9399034833498,384.42901004402216,9.982797073884285,1
2273,2272,188,cross,-1.751852127539566,1.0,1.2,default,48000,10.0,10.135346251813376,9.982798093089059,-1.751852127539566,26,4655,53,64,263,0.001888275146484375,9.94764139067452,-0.010194076400882792,0.010194076400882792,-75.55879974365234,22.722227096557617,0.9452512860298157,9.982798093089059,-1.751852127539566,-0.6599920703065636,575.1567902796736,384.42900491193103,9.982798093089059,1
2274,2273,189,cross,-1.7459927328436162,1.0,1.2,default,48000,10.0,10.134336127223987,9.982799112293833,-1.7459927328436162,26,4652,41,47,248,0.001415252685546875,9.928855384268411,-0.010305234662643293,0.010305234662643293,-75.5588150024414,22.728086471557617,0.9452512860298157,9.982799112293833,-1.7459927328436162,-0.659991999036825,575.3736770317109,384.428999779841,9.982799112293833,1
2275,2274,190,cross,-1.7401333381476665,1.0,1.2,default,48000,10.0,10.133329290020212,9.982800131498607,-1.7401333381476665,26,4637,49,60,240,0.003937721252441406,9.959721429007393,-0.010122597635704644,0.010122597635704644,-75.55883026123047,22.733945846557617,0.9452512860298157,9.982800131498607,-1.7401333381476665,-0.6599919277670865,575.5905637394616,384.42899464775195,9.982800131498607,1
2276,2275,191,cross,-1.7342739434517167,1.0,1.2,default,48000,10.0,10.132325741182047,9.98280115070338,-1.7342739434517167,26,4666,49,64,244,0.0003566741943359375,9.92983257527254,-0.01032058058344588,0.01032058058344588,-75.55884552001953,22.739805221557617,0.9452512860298157,9.98280115070338,-1.7342739434517167,-0.6599918564973479,575.8074504029256,384.42898951566394,9.98280115070338,1
2277,2276,192,cross,-1.728414548755767,1.0,1.2,default,48000,10.0,10.131325481686666,9.982802169908155,-1.728414548755767,26,4664,47,58,263,0.0010156631469726562,9.946138361667066,-0.010126458163908187,0.010126458163908187,-75.5588607788086,22.745664596557617,0.9452512860298157,9.982802169908155,-1.728414548755767,-0.6599917852276094,576.0243370221032,384.428984383577,9.982802169908155,1
2278,2277,193,cross,-1.7225551540598172,1.0,1.2,default,48000,10.0,10.130328512508433,9.982803189112929,-1.7225551540598172,26,4647,49,57,254,0.0027360916137695312,9.934113191098582,-0.010078672604749397,0.010078672604749397,-75.55887603759766,22.751523971557617,0.9452512860298157,9.982803189112929,-1.7225551540598172,-0.6599917139578708,576.2412235969942,384.42897925149117,9.982803189112929,1
2279,2278,194,cross,-1.7166957593638674,1.0,1.2,default,48000,10.0,10.12933483461888,9.982804208317702,-1.7166957593638674,26,4652,44,51,256,0.005034446716308594,9.967845808375966,-0.009973139163445343,0.009973139163445343,-75.55889129638672,22.757383346557617,0.9452512860298157,9.982804208317702,-1.7166957593638674,-0.6599916426881323,576.4581101275987,384.42897411940635,9.982804208317702,1
2280,2279,195,cross,-1.710836343469449,1.0,1.2,default,48000,10.0,10.128336943988783,9.982797616742118,-1.710836343469449,26,4661,38,43,244,0.00055694580078125,9.94763025484587,-0.010157112693904262,0.010157112693904262,-75.55891418457031,22.763242721557617,0.9452512860298157,9.982797616742118,-1.710836343469449,-0.6599921036159828,576.6749491202394,384.4290073105223,9.982797616742118,1
2281,2280,196,cross,-1.7049769487734991,1.0,1.2,default,48000,10.0,10.127349850859904,9.982798635946892,-1.7049769487734991,26,4641,40,50,244,0.004082679748535156,9.95490005016327,-0.00998284516390413,0.00998284516390413,-75.55892944335938,22.769102096557617,0.9452512860298157,9.982798635946892,-1.7049769487734991,-0.6599920323462443,576.8918357276276,384.42900217843174,9.982798635946892,1
2282,2281,197,cross,-1.6991175540775494,1.0,1.2,default,48000,10.0,10.126366051919646,9.982799655151666,-1.6991175540775494,26,4634,45,56,287,0.0005578994750976562,9.939833619859483,-0.009961659544044071,0.009961659544044071,-75.55894470214844,22.774961471557617,0.9452512860298157,9.982799655151666,-1.6991175540775494,-0.6599919610765057,577.1087222907294,384.4289970463422,9.982799655151666,1
2283,2282,198,cross,-1.6932581593815996,1.0,1.2,default,48000,10.0,10.125385548128216,9.98280067435644,-1.6932581593815996,26,4647,42,50,251,0.0038623809814453125,9.928089209965297,-0.009902472519094036,0.009902472519094036,-75.5589599609375,22.780820846557617,0.9452512860298157,9.98280067435644,-1.6932581593815996,-0.6599918898067672,577.3256088095445,384.42899191425374,9.98280067435644,1
2284,2283,199,cross,-1.6873987646856499,1.0,1.2,default,48000,10.0,10.124408340442976,9.982801693561214,-1.6873987646856499,26,4653,44,61,249,0.005654335021972656,9.927098274230957,-0.009880480864508585,0.009880480864508585,-75.55897521972656,22.786680221557617,0.9452512860298157,9.982801693561214,-1.6873987646856499,-0.6599918185370286,577.5424952840732,384.42898678216636,9.982801693561214,1
2285,2284,200,cross,-1.6815393699897,1.0,1.2,default,48000,10.0,10.123434429818436,9.982802712765988,-1.6815393699897,26,4660,34,42,221,0.003284454345703125,9.926579447353587,-0.009622808545827866,0.009622808545827866,-75.55899047851562,22.792539596557617,0.9452512860298157,9.982802712765988,-1.6815393699897,-0.65999174726729,577.7593817143154,384.42898165008,9.982802712765988,1
2286,2285,201,cross,-1.6756799752937503,1.0,1.2,default,48000,10.0,10.122463817206256,9.982803731970762,-1.6756799752937503,26,4645,40,50,249,0.000820159912109375,9.925922274589539,-0.009863615338690578,0.009863615338690578,-75.55900573730469,22.798398971557617,0.9452512860298157,9.982803731970762,-1.6756799752937503,-0.6599916759975515,577.9762681002711,384.42897651799467,9.982803731970762,1
2287,2286,202,cross,-1.6698205593993318,1.0,1.2,default,48000,10.0,10.12148899356586,9.982797140395178,-1.6698205593993318,26,4664,31,45,253,7.724761962890625e-05,9.89667797088623,-0.009694017379754973,0.009694017379754973,-75.55902862548828,22.804258346557617,0.9452512860298157,9.982797140395178,-1.6698205593993318,-0.659992136925402,578.1931081056883,384.42900970911376,9.982797140395178,1
2288,2287,203,cross,-1.663961164703382,1.0,1.2,default,48000,10.0,10.12052497911809,9.982798159599952,-1.663961164703382,26,4666,42,54,255,0.0023698806762695312,9.92652670542399,-0.009739550584483714,0.009739550584483714,-75.55904388427734,22.810117721557617,0.9452512860298157,9.982798159599952,-1.663961164703382,-0.6599920656556635,578.4099945684276,384.42900457702274,9.982798159599952,1
2289,2288,204,cross,-1.6581017700074323,1.0,1.2,default,48000,10.0,10.119564265522804,9.982799178804726,-1.6581017700074323,26,4648,42,51,233,0.0,9.899984314328147,-0.009866135837953715,0.009866135837953715,-75.5590591430664,22.815977096557617,0.9452512860298157,9.982799178804726,-1.6581017700074323,-0.6599919943859249,578.6268809868803,384.42899944493274,9.982799178804726,1
2290,2289,205,cross,-1.6522423753114825,1.0,1.2,default,48000,10.0,10.118808680659926,9.983004770560001,-1.6522423753114825,26,4647,51,53,270,4.38690185546875e-05,9.899415128371295,-0.009612651523567882,0.009612651523567882,-75.55907440185547,22.821836471557617,0.9423186182975769,9.983004770560001,-1.6522423753114825,-0.6629174470967514,578.8450205795693,384.53677707364426,9.983004770560001,1
2291,2290,206,cross,-1.6463829806155328,1.0,1.2,default,48000,10.0,10.117854590640126,9.983005789764775,-1.6463829806155328,26,4638,60,70,270,0.0040721893310546875,9.920909595489501,-0.009578265327339372,0.009578265327339372,-75.55908966064453,22.827695846557617,0.9423186182975769,9.983005789764775,-1.6463829806155328,-0.6629173758270128,579.0619024648691,384.53677193065755,9.983005789764775,1
2292,2291,207,cross,-1.640523585919583,1.0,1.2,default,48000,10.0,10.117098719199301,9.983204338190504,-1.640523585919583,26,4650,46,55,249,0.0011348724365234375,9.89728711998981,-0.0096386157826561,0.0096386157826561,-75.5591049194336,22.833555221557617,0.9394869208335876,9.983204338190504,-1.640523585919583,-0.6657421042253504,579.2799857452244,384.6408344296423,9.983204338190504,1
2293,2292,208,cross,-1.6346641912236333,1.0,1.2,default,48000,10.0,10.116151255590962,9.983205357395278,-1.6346641912236333,26,4629,38,45,235,0.00020694732666015625,9.883636600092837,-0.00966445748743258,0.00966445748743258,-75.55912017822266,22.839414596557617,0.9394869208335876,9.983205357395278,-1.6346641912236333,-0.6657420329556119,579.4968632505761,384.64082927613504,9.983205357395278,1
2294,2293,209,cross,-1.6288047965276835,1.0,1.2,default,48000,10.0,10.115207097384587,9.983206376600052,-1.6288047965276835,26,4637,48,54,266,0.0012340545654296875,9.902624626954397,-0.00950307515449822,0.00950307515449822,-75.55913543701172,22.845273971557617,0.9394869208335876,9.983206376600052,-1.6288047965276835,-0.6657419616858733,579.7137407116448,384.64082412262877,9.983206376600052,1
2295,2294,210,cross,-1.622945380633265,1.0,1.2,default,48000,10.0,10.11425872994316,9.983199785024468,-1.622945380633265,26,4636,47,58,253,0.00018310546875,9.897112014445852,-0.009405361746061356,0.009405361746061356,-75.55915832519531,22.851133346557617,0.9394869208335876,9.983199785024468,-1.622945380633265,-0.6657424226137238,579.9305731186183,384.64085745228516,9.983199785024468,1
2296,2295,211,cross,-1.6170859859373152,1.0,1.2,default,48000,10.0,10.11332118462962,9.983200804229241,-1.6170859859373152,26,4638,43,56,264,0.0016078948974609375,9.911185730335324,-0.009398647324117116,0.009398647324117116,-75.55917358398438,22.856992721557617,0.9394869208335876,9.983200804229241,-1.6170859859373152,-0.6657423513439853,580.1474506564643,384.64085229877315,9.983200804229241,1
2297,2296,212,cross,-1.6112265912413655,1.0,1.2,default,48000,10.0,10.112386947488686,9.983201823434015,-1.6112265912413655,26,4656,37,46,284,0.0009307861328125,9.901449100391284,-0.009636208817765519,0.009636208817765519,-75.55918884277344,22.862852096557617,0.9394869208335876,9.983201823434015,-1.6112265912413655,-0.6657422800742467,580.3643281500274,384.64084714526217,9.983201823434015,1
