rung_index,commanded_noise_power_db,candidate_application_index,candidate_application_attempted_once,attempt_started_monotonic_ns,attempt_started_wall_time_ns,status,ran_epoch_id,control_session_id,send_monotonic_ns,send_wall_time_ns,response_received_monotonic_ns,response_received_wall_time_ns,handler_bracket_ms,response_sha256,post_apply_state_sha256,candidate_applied_once
2,-3.0,0,True,1580588899691569,1787365943836147019,ACK_AND_POST_STATE_VALIDATED_ONCE,953bfcf8-cb77-403c-89f1-eecfc294a61e,cd4d479a-5c53-49bf-b546-1ae1b2360adf,1580588899694180,1787365943836149405,1580588899826209,1787365943836281393,0.132029,2ae62bb3a37c0166143b80b121fc0752887a4394869a46fb569005ec08450a03,9547a184c4019f2f452f822060a7ef880df040512217934df3141b26a796b49c,True
