cell_id,ucb_k,c1_pessimism_factor,controller,frames,split_pct,skip_pct,degraded_tier_pct,over_budget_pct,shield_ood_pct,selected_true_safe_pct,selected_matched_true_safe_pct,false_admit_selected_pct,false_admit_selected_matched_pct,false_reject_frame_pct,false_reject_frame_matched_pct,matched_false_admit_count,admitted_send_count,matched_false_admit_conditional_pct,matched_false_admit_ci95_low_pct,matched_false_admit_ci95_high_pct,false_reject_count,true_feasible_frame_count,false_reject_conditional_pct,false_reject_ci95_low_pct,false_reject_ci95_high_pct,matched_false_reject_count,matched_true_feasible_frame_count,matched_false_reject_conditional_pct,matched_false_reject_ci95_low_pct,matched_false_reject_ci95_high_pct,mean_bound_m,mean_risk_sigma_m,max_risk_sigma_m,p95_true_risk_m,p95_matched_true_risk_m,mean_reward,mean_predicted_reward,mean_true_scored_reward,mean_matched_true_scored_reward,mean_matched_true_scored_reward_finite,matched_true_reward_finite_frame_count,mean_prb_cost,mean_oracle_reward_gap_safe_only,oracle_action_set_mismatch_pct,shield_skip_clairvoyant_split_pct,attempts,capture_attempt_pct,delivery_pct_attempted,c1_estimate_miss_count,c1_estimate_miss_pct_attempted,c1_estimate_miss_ci95_low_pct,c1_estimate_miss_ci95_high_pct,truth_objects,observed_objects,unobserved_gt_objects,observation_coverage_pct,roc_nondominated
ucb0.0__c10.6,0.0,0.6,shielded,1699,5.826957033549147,94.17304296645085,4.414361389052384,56.56268393172454,0.0,47.20423778693349,69.15832842848735,11.88934667451442,0.0,24.308416715715126,25.779870512065923,0,15,0.0,0.0,20.388330103584863,413,984,41.97154471544715,38.92507585234698,45.080454732629306,438,1176,37.244897959183675,34.52748025467426,40.045374618567465,8.101618685209262,5.815765108395464e-17,7.105427357601002e-15,1000000.0,11.98006252581542,0.31513658306373893,0.31513658306373893,-6547.489013325978,-14.28011605513878,0.435676794514665,1698,0.02585049804756713,0.006830198863784922,28.840494408475575,26.603884638022368,79,4.649793996468511,98.73417721518987,1,1.2658227848101267,0.22379938550498787,6.827571876965955,3185,1439,1746,45.18053375196232,True
ucb0.5__c10.6,0.5,0.6,shielded,1699,5.826957033549147,94.17304296645085,4.414361389052384,56.56268393172454,0.0,47.20423778693349,69.15832842848735,11.88934667451442,0.0,24.308416715715126,25.779870512065923,0,15,0.0,0.0,20.388330103584863,413,984,41.97154471544715,38.92507585234698,45.080454732629306,438,1176,37.244897959183675,34.52748025467426,40.045374618567465,8.101618685209262,5.815765108395464e-17,7.105427357601002e-15,1000000.0,11.98006252581542,0.31513658306373893,0.31513658306373893,-6547.489013325978,-14.28011605513878,0.435676794514665,1698,0.02585049804756713,0.006830198863784922,28.840494408475575,26.603884638022368,79,4.649793996468511,98.73417721518987,1,1.2658227848101267,0.22379938550498787,6.827571876965955,3185,1439,1746,45.18053375196232,True
ucb1.0__c10.6,1.0,0.6,shielded,1699,5.826957033549147,94.17304296645085,4.414361389052384,56.56268393172454,0.0,47.20423778693349,69.15832842848735,11.88934667451442,0.0,24.308416715715126,25.779870512065923,0,15,0.0,0.0,20.388330103584863,413,984,41.97154471544715,38.92507585234698,45.080454732629306,438,1176,37.244897959183675,34.52748025467426,40.045374618567465,8.101618685209264,5.815765108395464e-17,7.105427357601002e-15,1000000.0,11.98006252581542,0.31513658306373893,0.31513658306373893,-6547.489013325978,-14.28011605513878,0.435676794514665,1698,0.02585049804756713,0.006830198863784922,28.840494408475575,26.603884638022368,79,4.649793996468511,98.73417721518987,1,1.2658227848101267,0.22379938550498787,6.827571876965955,3185,1439,1746,45.18053375196232,True
ucb1.5__c10.6,1.5,0.6,shielded,1699,5.826957033549147,94.17304296645085,4.414361389052384,56.56268393172454,0.0,47.20423778693349,69.15832842848735,11.88934667451442,0.0,24.308416715715126,25.779870512065923,0,15,0.0,0.0,20.388330103584863,413,984,41.97154471544715,38.92507585234698,45.080454732629306,438,1176,37.244897959183675,34.52748025467426,40.045374618567465,8.101618685209264,5.815765108395464e-17,7.105427357601002e-15,1000000.0,11.98006252581542,0.31513658306373893,0.31513658306373893,-6547.489013325978,-14.28011605513878,0.435676794514665,1698,0.02585049804756713,0.006830198863784922,28.840494408475575,26.603884638022368,79,4.649793996468511,98.73417721518987,1,1.2658227848101267,0.22379938550498787,6.827571876965955,3185,1439,1746,45.18053375196232,True
ucb2.0__c10.6,2.0,0.6,shielded,1699,5.826957033549147,94.17304296645085,4.414361389052384,56.56268393172454,0.0,47.20423778693349,69.15832842848735,11.88934667451442,0.0,24.308416715715126,25.779870512065923,0,15,0.0,0.0,20.388330103584863,413,984,41.97154471544715,38.92507585234698,45.080454732629306,438,1176,37.244897959183675,34.52748025467426,40.045374618567465,8.101618685209264,5.815765108395464e-17,7.105427357601002e-15,1000000.0,11.98006252581542,0.31513658306373893,0.31513658306373893,-6547.489013325978,-14.28011605513878,0.435676794514665,1698,0.02585049804756713,0.006830198863784922,28.840494408475575,26.603884638022368,79,4.649793996468511,98.73417721518987,1,1.2658227848101267,0.22379938550498787,6.827571876965955,3185,1439,1746,45.18053375196232,True
ucb0.0__c10.7,0.0,0.7,shielded,1699,5.826957033549147,94.17304296645085,4.29664508534432,56.56268393172454,0.0,47.321954090641555,69.21718658034138,11.830488522660389,0.0,24.367274867569158,25.83872866391995,0,15,0.0,0.0,20.388330103584863,414,986,41.987829614604465,38.94418141858747,45.09366640117927,439,1177,37.2982158028887,34.580960363461415,40.09811295611773,8.100750867387896,5.083893544192889e-17,1.4210854715202004e-14,1000000.0,11.98006252581542,0.31891509738487056,0.31891509738487056,-6547.483343535592,-14.276305181107368,0.4395642645681688,1698,0.02755717569250955,0.00683308525010368,28.72277810476751,26.603884638022368,80,4.7086521483225425,98.75,1,1.25,0.22099755204522745,6.746270077668664,3185,1439,1746,45.18053375196232,False
ucb0.5__c10.7,0.5,0.7,shielded,1699,5.826957033549147,94.17304296645085,4.29664508534432,56.56268393172454,0.0,47.321954090641555,69.21718658034138,11.830488522660389,0.0,24.367274867569158,25.83872866391995,0,15,0.0,0.0,20.388330103584863,414,986,41.987829614604465,38.94418141858747,45.09366640117927,439,1177,37.2982158028887,34.580960363461415,40.09811295611773,8.100750867387896,5.083893544192889e-17,1.4210854715202004e-14,1000000.0,11.98006252581542,0.31891509738487056,0.31891509738487056,-6547.483343535592,-14.276305181107368,0.4395642645681688,1698,0.02755717569250955,0.00683308525010368,28.72277810476751,26.603884638022368,80,4.7086521483225425,98.75,1,1.25,0.22099755204522745,6.746270077668664,3185,1439,1746,45.18053375196232,False
ucb1.0__c10.7,1.0,0.7,shielded,1699,5.826957033549147,94.17304296645085,4.29664508534432,56.56268393172454,0.0,47.321954090641555,69.21718658034138,11.830488522660389,0.0,24.367274867569158,25.83872866391995,0,15,0.0,0.0,20.388330103584863,414,986,41.987829614604465,38.94418141858747,45.09366640117927,439,1177,37.2982158028887,34.580960363461415,40.09811295611773,8.100750867387896,5.083893544192889e-17,1.4210854715202004e-14,1000000.0,11.98006252581542,0.31891509738487056,0.31891509738487056,-6547.483343535592,-14.276305181107368,0.4395642645681688,1698,0.02755717569250955,0.00683308525010368,28.72277810476751,26.603884638022368,80,4.7086521483225425,98.75,1,1.25,0.22099755204522745,6.746270077668664,3185,1439,1746,45.18053375196232,False
ucb1.5__c10.7,1.5,0.7,shielded,1699,5.826957033549147,94.17304296645085,4.29664508534432,56.56268393172454,0.0,47.321954090641555,69.21718658034138,11.830488522660389,0.0,24.367274867569158,25.83872866391995,0,15,0.0,0.0,20.388330103584863,414,986,41.987829614604465,38.94418141858747,45.09366640117927,439,1177,37.2982158028887,34.580960363461415,40.09811295611773,8.100750867387896,5.083893544192889e-17,1.4210854715202004e-14,1000000.0,11.98006252581542,0.31891509738487056,0.31891509738487056,-6547.483343535592,-14.276305181107368,0.4395642645681688,1698,0.02755717569250955,0.00683308525010368,28.72277810476751,26.603884638022368,80,4.7086521483225425,98.75,1,1.25,0.22099755204522745,6.746270077668664,3185,1439,1746,45.18053375196232,False
ucb2.0__c10.7,2.0,0.7,shielded,1699,5.826957033549147,94.17304296645085,4.29664508534432,56.56268393172454,0.0,47.321954090641555,69.21718658034138,11.830488522660389,0.0,24.367274867569158,25.83872866391995,0,15,0.0,0.0,20.388330103584863,414,986,41.987829614604465,38.94418141858747,45.09366640117927,439,1177,37.2982158028887,34.580960363461415,40.09811295611773,8.100750867387896,5.083893544192889e-17,1.4210854715202004e-14,1000000.0,11.98006252581542,0.31891509738487056,0.31891509738487056,-6547.483343535592,-14.276305181107368,0.4395642645681688,1698,0.02755717569250955,0.00683308525010368,28.72277810476751,26.603884638022368,80,4.7086521483225425,98.75,1,1.25,0.22099755204522745,6.746270077668664,3185,1439,1746,45.18053375196232,False
