time,mono_sec,mono_nsec,rnti,frame,slot,sdu_bytes
17:09:32.217702,880817,281247042,35341,381,8,480
17:09:32.239186,880817,302730966,59179,383,8,480
17:09:32.324911,880817,388455956,35341,391,8,480
17:09:32.346150,880817,409695018,59179,393,8,480
17:09:32.431324,880817,494869491,35341,401,8,480
17:09:32.452376,880817,515921410,59179,403,8,480
17:09:32.537525,880817,601070326,35341,411,8,480
17:09:32.558609,880817,622154597,59179,413,8,480
17:09:32.643944,880817,707489547,35341,421,8,480
17:09:32.665203,880817,728748001,59179,423,8,480
17:09:32.750193,880817,813738295,35341,431,8,480
17:09:32.771748,880817,835293440,59179,433,8,480
17:09:32.856710,880817,920255048,35341,441,8,480
17:09:32.878267,880817,941812186,59179,443,8,480
17:09:32.988003,880818,51548719,35341,451,8,480
17:09:33.009391,880818,72936503,59179,453,8,480
17:09:33.094759,880818,158304122,35341,461,8,480
17:09:33.115997,880818,179542505,59179,463,8,480
17:09:33.201171,880818,264716064,35341,471,8,480
17:09:33.222453,880818,285998789,59179,473,8,480
17:09:33.308196,880818,371740930,35341,481,8,480
17:09:33.329701,880818,393246497,59179,483,8,480
17:09:33.414805,880818,478349947,35341,491,8,480
17:09:33.436094,880818,499639485,59179,493,8,480
17:09:33.521945,880818,585489901,35341,501,8,480
17:09:33.543299,880818,606843911,59179,503,8,480
17:09:33.628492,880818,692036897,35341,511,8,480
17:09:33.650040,880818,713585538,59179,513,8,480
17:09:33.735565,880818,799110125,35341,521,8,480
17:09:33.757121,880818,820666114,59179,523,8,480
17:09:33.843032,880818,906576891,35341,531,8,480
17:09:33.864540,880818,928085564,59179,533,8,480
17:09:33.971224,880819,34769677,35341,541,8,480
17:09:33.992637,880819,56182561,59179,543,8,480
17:09:34.078139,880819,141683905,35341,551,8,480
17:09:34.099267,880819,162812265,59179,553,8,480
17:09:34.237230,880819,300775286,35341,561,8,480
17:09:34.258600,880819,322145445,59179,563,8,480
17:09:34.344564,880819,408109699,35341,571,8,480
17:09:34.366502,880819,430047152,59179,573,8,480
17:09:34.451593,880819,515138424,35341,581,8,480
17:09:34.473174,880819,536719726,59179,583,8,480
17:09:34.558830,880819,622374957,35341,591,8,480
17:09:34.580167,880819,643712804,59179,593,8,480
17:09:34.665604,880819,729149407,35341,601,8,480
17:09:34.686843,880819,750388231,59179,603,8,480
17:09:34.772997,880819,836541757,35341,611,8,480
17:09:34.794043,880819,857588617,59179,613,8,480
17:09:34.879505,880819,943050305,35341,621,8,480
17:09:34.901406,880819,964951573,59179,623,8,480
17:09:34.986586,880820,50131343,35341,631,8,480
17:09:35.008263,880820,71807971,59179,633,8,480
17:09:35.094430,880820,157975097,35341,641,8,480
17:09:35.115917,880820,179462294,59179,643,8,480
17:09:35.201730,880820,265275479,35341,651,8,480
