policy,filtered_bler_mean_pct,filtered_bler_p50_pct,filtered_bler_p95_pct,filtered_above_upper_pct,window_bler_p95_pct,window_nonzero_retx_pct,branch2_dec
P0_vanilla,5.158753757736516,4.0227,15.8128,6.542882404951371,52.0869,10.963748894783377,63
P2_hold_few,6.749602216066482,6.0038,17.31679,10.43397968605725,56.0,13.573407202216067,91
P3_aimd_uncapped,2.048002056962025,1.5453,5.923684999999999,0.07911392405063292,0.0,4.90506329113924,47
P4_aimd_cap3,3.8216889207258835,4.2235,8.825449999999998,0.0,47.99995999999987,8.595988538681947,72
