policy,frames,returned,delivery_pct,payload_p50_kib,front_build_p50_ms,uplink_p50_ms,uplink_p95_ms,capture_result_p50_ms,capture_result_p95_ms,edge_tail_p50_ms,downlink_p50_ms,ul_sched_mbps,mcs_avg,mcs_p50,mcs_p95,retx_rate_pct,retx_grants,ul_grants,avg_tbs_bytes,p95_tbs_bytes,bler_update_windows,bad_retx_windows,bad_retx_window_pct,sum_window_retx_pct,bler_window_p50_pct,bler_window_p95_pct,bler_window_max_pct,branch1_inc,branch2_dec,branch3_sparse,branch4_hold,branch2_delta_med,branch2_old_mcs_med,branch2_new_mcs_med,rlc_queue_wait_ms,pdcp_to_gnb_pdcp_mean_ms,pdcp_to_gnb_pdcp_p50_ms,pdcp_to_gnb_pdcp_p95_ms,snr_p50_db
P0_vanilla,300,291,97.0,1043.10205078125,54.78868950740434,218.31679344177246,311.3967180252075,293.312371999491,425.25756848044693,7.545556989498436,7.537773984950036,17.731743,23.158633,25.0,27.0,5.135,1322,25745,14256.234298,25101.0,1131,124,10.963748894783377,5.382078736310711,0.0,52.0869,100.0,223,63,466,379,-1.0,26.0,25.0,132.3,134.4,127.1,238.5,20.0
P2_hold_few,300,288,96.0,1045.794921875,54.97300703427754,216.88365936279297,303.2850742340088,289.08048701123334,385.77933820779396,7.228336529806256,7.628714520251378,18.460611,24.525987,25.0,27.0,6.6223,1622,24493,15261.310864,25101.0,1083,147,13.573407202216067,7.061790668348046,0.0,56.0,100.0,117,91,448,427,-1.0,26.0,25.0,128.7,131.3,127.4,228.9,20.0
P3_aimd_uncapped,300,293,97.66666666666667,1043.14013671875,56.97449899162166,282.96875953674316,452.6008129119872,365.04938203142956,546.4931932277976,7.754185993690044,7.506063964683562,15.14965,18.204358,18.0,26.0,1.7745,614,34601,10137.750672,24078.0,1264,62,4.90506329113924,1.7996365554839089,0.0,0.0,100.0,667,47,464,86,-14.0,27.0,13.0,167.1,167.5,153.0,342.3,20.0
P4_aimd_cap3,300,292,97.33333333333334,1047.17822265625,53.46399699919857,219.67649459838867,262.0621919631958,290.2826234931126,339.27187742083333,7.16409002779983,7.849147485103458,18.253176,24.130874,24.0,27.0,3.6276,877,24176,14876.424016,25101.0,1047,90,8.595988538681947,3.743543774277543,0.0,47.99995999999987,100.0,240,72,416,319,-3.0,27.0,24.0,126.0,126.8,124.8,208.9,20.0
