label,class_aware_mode,object_rows,current_supported_rows,current_supported_rate,class_aware_supported_rows,class_aware_supported_rate,support_gain_rows,support_loss_rows,current_support_mean,class_aware_support_mean,current_support_median,class_aware_support_median
person,person_radius,976,32,0.03278688524590164,44,0.045081967213114756,13,1,0.04405737704918033,0.06762295081967214,0.0,0.0
vehicle,bbox,974,350,0.3593429158110883,350,0.3593429158110883,0,0,1.200205338809035,1.202258726899384,0.0,0.0
