ue_id,frame_id,message_id,scheduled_raw_ns,first_chunk_raw_ns,complete_raw_ns,complete_latency_ms,payload_bytes,chunks,onwire_bytes,checksum_expected,checksum_actual,checksum_ok,source_ip
1,200000000,736870912,877139313507877,877139314571212,877139314814120,1.306243,409600,7,409852,3346413535,3346413535,1,127.0.0.1
0,100000000,368435456,877139563507877,877139564261700,877139564439120,0.931243,409600,7,409852,3512885954,3512885954,1,127.0.0.1
1,200000001,736870913,877139813507877,877139814406375,877139814547872,1.039995,409600,7,409852,3346413535,3346413535,1,127.0.0.1
0,100000001,368435457,877140063507877,877140064407299,877140064524869,1.016992,409600,7,409852,3512885954,3512885954,1,127.0.0.1
1,200000002,736870914,877140313507877,877140314423499,877140314539058,1.031181,409600,7,409852,3346413535,3346413535,1,127.0.0.1
0,100000002,368435458,877140563507877,877140564649079,877140564754559,1.246682,409600,7,409852,3512885954,3512885954,1,127.0.0.1
1,200000003,736870915,877140763507877,877140764384320,877140764485079,0.977202,409600,7,409852,3346413535,3346413535,1,127.0.0.1
0,100000003,368435459,877141013507877,877141014458745,877141014561873,1.053996,409600,7,409852,3512885954,3512885954,1,127.0.0.1
1,200000004,736870916,877141263507877,877141264445564,877141264579232,1.071355,409600,7,409852,3346413535,3346413535,1,127.0.0.1
0,100000004,368435460,877141513507877,877141514294566,877141514413296,0.905419,409600,7,409852,3512885954,3512885954,1,127.0.0.1
1,200000005,736870917,877141763507877,877141764458611,877141764561128,1.053251,409600,7,409852,3346413535,3346413535,1,127.0.0.1
0,100000005,368435461,877142013507877,877142014419224,877142014535754,1.027877,409600,7,409852,3512885954,3512885954,1,127.0.0.1
1,200000006,736870918,877142263507877,877142264403114,877142264524867,1.01699,409600,7,409852,3346413535,3346413535,1,127.0.0.1
0,100000006,368435462,877142463507877,877142464433937,877142464561414,1.053537,409600,7,409852,3512885954,3512885954,1,127.0.0.1
1,200000007,736870919,877142713507877,877142714275238,877142714449363,0.941486,409600,7,409852,3346413535,3346413535,1,127.0.0.1
0,100000007,368435463,877142963507877,877142964427963,877142964542126,1.034249,409600,7,409852,3512885954,3512885954,1,127.0.0.1
1,200000008,736870920,877143213507877,877143214613798,877143214723458,1.215581,409600,7,409852,3346413535,3346413535,1,127.0.0.1
0,100000008,368435464,877143463507877,877143464654626,877143464847515,1.339638,409600,7,409852,3512885954,3512885954,1,127.0.0.1
1,200000009,736870921,877143713507877,877143714372480,877143714906317,1.39844,409600,7,409852,3346413535,3346413535,1,127.0.0.1
0,100000009,368435465,877143963507877,877143964299972,877143964402754,0.894877,409600,7,409852,3512885954,3512885954,1,127.0.0.1
1,200000010,736870922,877144163507877,877144164574673,877144164677483,1.169606,409600,7,409852,3346413535,3346413535,1,127.0.0.1
0,100000010,368435466,877144413507877,877144414367752,877144414467321,0.959444,409600,7,409852,3512885954,3512885954,1,127.0.0.1
1,200000011,736870923,877144663507877,877144664389894,877144664507571,0.999694,409600,7,409852,3346413535,3346413535,1,127.0.0.1
0,100000011,368435467,877144913507877,877144914515420,877144914654109,1.146232,409600,7,409852,3512885954,3512885954,1,127.0.0.1
1,200000012,736870924,877145163507877,877145164394291,877145164517956,1.010079,409600,7,409852,3346413535,3346413535,1,127.0.0.1
0,100000012,368435468,877145413507877,877145414685139,877145414816698,1.308821,409600,7,409852,3512885954,3512885954,1,127.0.0.1
1,200000013,736870925,877145613507877,877145614707646,877145614835416,1.327539,409600,7,409852,3346413535,3346413535,1,127.0.0.1
0,100000013,368435469,877145863507877,877145864371623,877145864482035,0.974158,409600,7,409852,3512885954,3512885954,1,127.0.0.1
1,200000014,736870926,877146113507877,877146114685931,877146114834811,1.326934,409600,7,409852,3346413535,3346413535,1,127.0.0.1
0,100000014,368435470,877146363507877,877146364493403,877146364629480,1.121603,409600,7,409852,3512885954,3512885954,1,127.0.0.1
1,200000015,736870927,877146613507877,877146614569113,877146614698108,1.190231,409600,7,409852,3346413535,3346413535,1,127.0.0.1
0,100000015,368435471,877146863507877,877146864437760,877146864568345,1.060468,409600,7,409852,3512885954,3512885954,1,127.0.0.1
