1787375372981873798,1590018045419447,connecting to 127.0.0.1:2031
1787375372981914613,1590018045459618,turning ON GNB_MAC_PUSCH_POWER_CONTROL
1787375372981932557,1590018045477494,time,rnti,frame,slot,snrx10,phr,tpc,tb_size,txpower_calc,rbSize,mcs,rssi
1787375373038283830,1590018101828969,22:09:33.037328,46322,869,8,510,48,0,480,0,5,28,860
1787375373099410867,1590018162956167,22:09:33.098336,46322,879,8,510,48,0,480,0,5,28,860
1787375373160775253,1590018224320247,22:09:33.159711,46322,889,8,510,48,0,480,0,5,28,860
1787375373221912446,1590018285457618,22:09:33.221089,46322,899,8,510,48,0,480,0,5,28,860
1787375373283958660,1590018347504135,22:09:33.283301,46322,909,8,510,48,0,480,0,5,28,860
1787375373348197088,1590018411742096,22:09:33.347431,46322,919,8,510,48,0,480,0,5,28,860
1787375373409297089,1590018472842169,22:09:33.408616,46322,929,8,510,48,0,480,0,5,28,860
1787375373471319864,1590018534865115,22:09:33.470123,46322,939,8,510,48,1,480,0,5,28,860
1787375373533621070,1590018597166465,22:09:33.533011,46322,949,8,510,48,0,480,0,5,28,860
1787375373595710628,1590018659255770,22:09:33.594588,46322,959,8,510,48,0,480,0,5,28,860
1787375373657794313,1590018721339660,22:09:33.657070,46322,969,8,510,48,0,480,0,5,28,860
1787375373721816748,1590018785361992,22:09:33.720503,46322,979,8,510,48,0,480,0,5,28,860
1787375373783995961,1590018847540975,22:09:33.783276,46322,989,8,510,48,0,480,0,5,28,860
1787375373847118472,1590018910663752,22:09:33.845943,46322,999,8,510,48,0,480,0,5,28,860
1787375373908851426,1590018972396647,22:09:33.908132,46322,1009,8,510,48,1,480,0,5,28,860
1787375373972009945,1590019035555046,22:09:33.971153,46322,1019,8,510,48,0,480,0,5,28,860
1787375374034702727,1590019098247897,22:09:34.033629,46322,5,8,510,48,0,480,0,5,28,860
1787375374101038923,1590019164584053,22:09:34.100202,46322,15,8,510,48,0,480,0,5,28,860
1787375374164078243,1590019227623405,22:09:34.163359,46322,25,8,510,48,0,480,0,5,28,860
1787375374228169738,1590019291715012,22:09:34.226732,46322,35,8,510,48,0,480,0,5,28,860
1787375374290212511,1590019353757701,22:09:34.289573,46322,45,8,510,48,0,480,0,5,28,860
1787375374352260771,1590019415806027,22:09:34.351438,46322,55,8,510,48,1,480,0,5,28,860
1787375374414583646,1590019478128817,22:09:34.413418,46322,65,8,510,48,0,480,0,5,28,860
1787375374478453867,1590019541999364,22:09:34.477280,46322,75,8,510,48,0,480,0,5,28,860
1787375374540686118,1590019604231293,22:09:34.539500,46322,85,8,510,48,0,480,0,5,28,860
1787375374604032055,1590019667577212,22:09:34.603403,46322,95,8,510,48,0,480,0,5,28,860
