1787375372986606880,1590018050152543,connecting to 127.0.0.1:2031
1787375372986645470,1590018050190651,turning ON GNB_MAC_UL_MCS_DECISION
1787375372986651119,1590018050196165,time,rnti,frame,slot,sched_frame,sched_slot,avg_snr_x10,mcs_table,ul_bler_mcs_before,selected_mcs,pre_phr_mcs,post_phr_mcs,final_mcs,estimated_ul_buffer,sched_ul_bytes,B,min_rb,available_rb_before,available_rb_after,ph,pcmax,rb_size_final,tbs_final,force_ul_mcs
1787375373034411991,1590018097957633,22:09:33.033253,46322,869,2,869,8,475,0,28,28,28,28,28,0,0,0,5,5,5,48,20,5,480,-1
1787375373095443503,1590018158988860,22:09:33.094469,46322,879,2,879,8,476,0,28,28,28,28,28,0,0,0,5,5,5,48,20,5,480,-1
1787375373156537780,1590018220083042,22:09:33.155727,46322,889,2,889,8,477,0,28,28,28,28,28,0,0,0,5,5,5,48,20,5,480,-1
1787375373217740680,1590018281286428,22:09:33.217170,46322,899,2,899,8,478,0,28,28,28,28,28,0,0,0,5,5,5,48,20,5,480,-1
1787375373280097672,1590018343643311,22:09:33.279070,46322,909,2,909,8,478,0,28,28,28,28,28,0,0,0,5,5,5,48,20,5,480,-1
1787375373344229137,1590018407774610,22:09:33.342988,46322,919,2,919,8,479,0,28,28,28,28,28,0,0,0,5,5,5,48,20,5,480,-1
1787375373405058428,1590018468603613,22:09:33.404696,46322,929,2,929,8,480,0,28,28,28,28,28,0,0,0,5,5,5,48,20,5,480,-1
1787375373467376554,1590018530922582,22:09:33.466031,46322,939,2,939,8,481,0,28,28,28,28,28,0,0,0,5,5,5,48,20,5,480,-1
1787375373529697778,1590018593243966,22:09:33.528877,46322,949,2,949,8,481,0,28,28,28,28,28,0,0,0,5,5,5,48,20,5,480,-1
1787375373591375677,1590018654921116,22:09:33.590647,46322,959,2,959,8,482,0,28,28,28,28,28,0,0,0,5,5,5,48,20,5,480,-1
1787375373653550264,1590018717095654,22:09:33.652946,46322,969,2,969,8,483,0,28,28,28,28,28,0,0,0,5,5,5,48,20,5,480,-1
1787375373717631689,1590018781177104,22:09:33.716371,46322,979,2,979,8,483,0,28,28,28,28,28,0,0,0,5,5,5,48,20,5,480,-1
1787375373779683749,1590018843228965,22:09:33.779164,46322,989,2,989,8,484,0,28,28,28,28,28,0,0,0,5,5,5,48,20,5,480,-1
1787375373842902302,1590018906448047,22:09:33.841848,46322,999,2,999,8,485,0,28,28,28,28,28,0,0,0,5,5,5,48,20,5,480,-1
1787375373904759490,1590018968304990,22:09:33.904194,46322,1009,2,1009,8,485,0,28,28,28,28,28,0,0,0,5,5,5,48,20,5,480,-1
1787375373967734055,1590019031279736,22:09:33.966712,46322,1019,2,1019,8,486,0,28,28,28,28,28,0,0,0,5,5,5,48,20,5,480,-1
1787375374030735696,1590019094281251,22:09:34.029474,46322,5,2,5,8,487,0,28,28,28,28,28,0,0,0,5,5,5,48,20,5,480,-1
1787375374096519946,1590019160065388,22:09:34.096048,46322,15,2,15,8,487,0,28,28,28,28,28,0,0,0,5,5,5,48,20,5,480,-1
1787375374159918779,1590019223464452,22:09:34.158929,46322,25,2,25,8,488,0,28,28,28,28,28,0,0,0,5,5,5,48,20,5,480,-1
1787375374222953630,1590019286499286,22:09:34.222203,46322,35,2,35,8,488,0,28,28,28,28,28,0,0,0,5,5,5,48,20,5,480,-1
1787375374285932537,1590019349478482,22:09:34.285447,46322,45,2,45,8,489,0,28,28,28,28,28,0,0,0,5,5,5,48,20,5,480,-1
1787375374348293023,1590019411838411,22:09:34.347321,46322,55,2,55,8,489,0,28,28,28,28,28,0,0,0,5,5,5,48,20,5,480,-1
1787375374410480126,1590019474025325,22:09:34.409369,46322,65,2,65,8,490,0,28,28,28,28,28,0,0,0,5,5,5,48,20,5,480,-1
1787375374474302527,1590019537848615,22:09:34.473060,46322,75,2,75,8,490,0,28,28,28,28,28,0,0,0,5,5,5,48,20,5,480,-1
1787375374536866169,1590019600412005,22:09:34.535733,46322,85,2,85,8,491,0,28,28,28,28,28,0,0,0,5,5,5,48,20,5,480,-1
1787375374600674357,1590019664219754,22:09:34.599382,46322,95,2,95,8,491,0,28,28,28,28,28,0,0,0,5,5,5,48,20,5,480,-1
1787375374664172339,1590019727718055,22:09:34.662380,46322,105,2,105,8,492,0,28,28,28,28,28,0,0,0,5,5,5,48,20,5,480,-1
1787375374726212273,1590019789757869,22:09:34.724633,46322,115,2,115,8,492,0,28,28,28,28,28,0,0,0,5,5,5,48,20,5,480,-1
1787375374789110124,1590019852655375,22:09:34.788075,46322,125,2,125,8,493,0,28,28,28,28,28,0,0,0,5,5,5,48,20,5,480,-1
1787375374850074914,1590019913620330,22:09:34.849259,46322,135,2,135,8,493,0,28,28,28,28,28,0,0,0,5,5,5,48,20,5,480,-1
1787375374912172292,1590019975717672,22:09:34.911014,46322,145,2,145,8,493,0,28,28,28,28,28,0,0,0,5,5,5,48,20,5,480,-1
1787375374974067505,1590020037612863,22:09:34.973708,46322,155,2,155,8,494,0,28,28,28,28,28,0,0,0,5,5,5,48,20,5,480,-1
1787375375037258560,1590020100804294,22:09:35.035816,46322,165,2,165,8,494,0,28,28,28,28,28,0,0,0,5,5,5,48,20,5,480,-1
1787375375091734423,1590020155280124,22:09:35.091103,46322,174,1,174,7,495,0,28,28,28,28,28,0,0,0,5,5,5,48,20,5,106,-1
1787375375095007415,1590020158552518,22:09:35.094169,46322,174,11,174,17,495,0,28,28,28,28,28,0,106,0,5,5,5,48,20,5,106,-1
1787375375098246231,1590020161791318,22:09:35.097517,46322,175,1,175,7,495,0,28,28,28,28,28,2806,0,2806,5,106,106,48,20,106,2178,-1
1787375375099531039,1590020163076501,22:09:35.097798,46322,175,2,175,8,495,0,28,28,28,28,28,2806,2178,628,5,106,106,48,20,7,672,-1
1787375375101235287,1590020164780273,22:09:35.100600,46322,175,11,175,17,495,0,28,28,28,28,28,2806,0,2806,5,106,106,48,20,106,2178,-1
1787375375101245008,1590020164789930,22:09:35.100890,46322,175,12,175,18,495,0,28,28,28,28,28,2806,2178,628,5,106,106,48,20,7,672,-1
1787375375114131580,1590020177676791,22:09:35.113037,46322,177,11,177,17,496,0,28,28,28,28,28,0,0,0,5,5,5,61,20,5,106,-1
1787375375117073476,1590020180618531,22:09:35.116120,46322,178,1,178,7,496,0,28,28,28,28,28,0,106,0,5,5,5,61,20,5,106,-1
1787375375179451498,1590020242996811,22:09:35.177905,46322,188,2,188,8,497,0,28,28,28,28,28,0,0,0,5,5,5,48,20,5,480,-1
1787375375193956813,1590020257501788,22:09:35.193104,46322,190,11,190,17,497,0,28,28,28,28,28,0,0,0,5,5,5,48,20,5,106,-1
1787375375197294484,1590020260839409,22:09:35.196237,46322,191,1,191,7,497,0,28,28,28,28,28,0,106,0,5,5,5,48,20,5,106,-1
1787375375200219709,1590020263764767,22:09:35.199542,46322,191,11,191,17,497,0,28,28,28,28,28,2806,0,2806,5,106,106,48,20,106,2178,-1
1787375375200231618,1590020263776539,22:09:35.199876,46322,191,12,191,18,497,0,28,28,28,28,28,2806,2178,628,5,106,106,48,20,7,672,-1
1787375375203328840,1590020266873849,22:09:35.202646,46322,192,1,192,7,498,0,28,28,28,28,28,2806,0,2806,5,106,106,48,20,106,2178,-1
1787375375203414306,1590020266959367,22:09:35.202936,46322,192,2,192,8,498,0,28,28,28,28,28,2806,2178,628,5,106,106,48,20,8,704,-1
1787375375216058734,1590020279603698,22:09:35.215139,46322,194,1,194,7,498,0,28,28,28,28,28,0,0,0,5,5,5,61,20,5,106,-1
1787375375219468402,1590020283013471,22:09:35.218272,46322,194,11,194,17,498,0,28,28,28,28,28,0,106,0,5,5,5,61,20,5,106,-1
1787375375277764028,1590020341309186,22:09:35.277029,46322,204,2,204,8,499,0,28,28,28,28,28,0,0,0,5,5,5,48,20,5,480,-1
1787375375293523653,1590020357068796,22:09:35.292261,46322,206,11,206,17,499,0,28,28,28,28,28,0,0,0,5,5,5,48,20,5,106,-1
1787375375295624377,1590020359169370,22:09:35.295225,46322,207,1,207,7,499,0,28,28,28,28,28,0,106,0,5,5,5,48,20,5,106,-1
1787375375298759013,1590020362303975,22:09:35.298327,46322,207,11,207,17,500,0,28,28,28,28,28,2806,0,2806,5,106,106,48,20,106,2178,-1
1787375375299884596,1590020363429580,22:09:35.298653,46322,207,12,207,18,500,0,28,28,28,28,28,2806,2178,628,5,106,106,48,20,7,672,-1
1787375375301938880,1590020365483817,22:09:35.301476,46322,208,1,208,7,500,0,28,28,28,28,28,2806,0,2806,5,106,106,48,20,106,2178,-1
