metric,context_family,budget_kib,context_value,discovery_frames,global_profile,context_profile
utility_v5_frame,nearest_range,341.0,le_12m,352,ae128__uint6__roi0.0,ae128__uint4__roi0.0
utility_v5_frame,nearest_range,392.0,12_25m,244,ae128__uint6__roi0.0,noae__uint4__roi0.3
utility_v5_frame,nearest_range,392.0,empty,2,ae128__uint6__roi0.0,noae__uint4__roi0.0
utility_v5_frame,nearest_range,392.0,gt_25m,254,ae128__uint6__roi0.0,ae128__uint6__roi0.0
utility_v5_frame,nearest_range,392.0,le_12m,352,ae128__uint6__roi0.0,ae128__uint4__roi0.0
utility_v5_frame,nearest_range,452.2,12_25m,244,ae128__uint6__roi0.0,noae__uint4__roi0.3
utility_v5_frame,nearest_range,452.2,empty,2,ae128__uint6__roi0.0,noae__uint4__roi0.0
utility_v5_frame,nearest_range,452.2,gt_25m,254,ae128__uint6__roi0.0,ae128__uint6__roi0.0
utility_v5_frame,nearest_range,452.2,le_12m,352,ae128__uint6__roi0.0,ae128__uint4__roi0.0
utility_v5_frame,nearest_range,565.6,12_25m,244,ae128__uint6__roi0.0,noae__uint4__roi0.3
utility_v5_frame,nearest_range,565.6,empty,2,ae128__uint6__roi0.0,noae__uint4__roi0.0
utility_v5_frame,nearest_range,565.6,gt_25m,254,ae128__uint6__roi0.0,ae128__uint6__roi0.0
utility_v5_frame,nearest_range,565.6,le_12m,352,ae128__uint6__roi0.0,ae128__uint4__roi0.0
utility_v5_frame,nearest_range,598.1,12_25m,244,ae128__uint6__roi0.0,noae__uint4__roi0.3
utility_v5_frame,nearest_range,598.1,empty,2,ae128__uint6__roi0.0,noae__uint4__roi0.0
utility_v5_frame,nearest_range,598.1,gt_25m,254,ae128__uint6__roi0.0,ae128__uint6__roi0.0
utility_v5_frame,nearest_range,598.1,le_12m,352,ae128__uint6__roi0.0,ae128__uint4__roi0.0
utility_v5_frame,nearest_range,759.7,12_25m,244,ae128__uint6__roi0.0,noae__uint4__roi0.3
utility_v5_frame,nearest_range,759.7,empty,2,ae128__uint6__roi0.0,noae__uint4__roi0.0
utility_v5_frame,nearest_range,759.7,gt_25m,254,ae128__uint6__roi0.0,ae128__uint6__roi0.0
utility_v5_frame,nearest_range,759.7,le_12m,352,ae128__uint6__roi0.0,ae128__uint4__roi0.0
utility_v5_frame,nearest_range,784.8,12_25m,244,ae128__uint6__roi0.0,noae__uint4__roi0.3
utility_v5_frame,nearest_range,784.8,empty,2,ae128__uint6__roi0.0,noae__uint4__roi0.0
utility_v5_frame,nearest_range,784.8,gt_25m,254,ae128__uint6__roi0.0,ae128__uint6__roi0.0
utility_v5_frame,nearest_range,784.8,le_12m,352,ae128__uint6__roi0.0,ae128__uint4__roi0.0
utility_v5_frame,nearest_range,1050.3,12_25m,244,ae128__uint6__roi0.0,noae__uint4__roi0.3
utility_v5_frame,nearest_range,1050.3,empty,2,ae128__uint6__roi0.0,noae__uint4__roi0.0
utility_v5_frame,nearest_range,1050.3,gt_25m,254,ae128__uint6__roi0.0,ae128__uint6__roi0.0
utility_v5_frame,nearest_range,1050.3,le_12m,352,ae128__uint6__roi0.0,ae128__uint4__roi0.0
utility_v5_frame,vulnerable_present,49.4,absent,432,ae32__uint4__roi0.5,ae32__uint4__roi0.5
utility_v5_frame,vulnerable_present,49.4,present,420,ae32__uint4__roi0.5,ae32__uint4__roi0.5
utility_v5_frame,vulnerable_present,61.3,absent,432,ae64__uint4__roi0.5,ae64__uint4__roi0.5
utility_v5_frame,vulnerable_present,61.3,present,420,ae64__uint4__roi0.5,ae64__uint4__roi0.5
utility_v5_frame,vulnerable_present,64.1,absent,432,ae64__uint4__roi0.5,ae32__uint4__roi0.3
utility_v5_frame,vulnerable_present,64.1,present,420,ae64__uint4__roi0.5,ae64__uint4__roi0.5
utility_v5_frame,vulnerable_present,75.2,absent,432,ae64__uint4__roi0.3,ae64__uint4__roi0.3
utility_v5_frame,vulnerable_present,75.2,present,420,ae64__uint4__roi0.3,ae64__uint4__roi0.3
utility_v5_frame,vulnerable_present,79.2,absent,432,ae64__uint4__roi0.3,ae64__uint4__roi0.3
utility_v5_frame,vulnerable_present,79.2,present,420,ae64__uint4__roi0.3,ae64__uint4__roi0.3
utility_v5_frame,vulnerable_present,90.0,absent,432,ae32__uint4__roi0.0,ae32__uint4__roi0.0
utility_v5_frame,vulnerable_present,90.0,present,420,ae32__uint4__roi0.0,ae64__uint4__roi0.3
utility_v5_frame,vulnerable_present,94.2,absent,432,ae32__uint4__roi0.0,ae32__uint4__roi0.0
utility_v5_frame,vulnerable_present,94.2,present,420,ae32__uint4__roi0.0,ae64__uint4__roi0.3
utility_v5_frame,vulnerable_present,96.4,absent,432,ae32__uint4__roi0.0,ae32__uint4__roi0.0
utility_v5_frame,vulnerable_present,96.4,present,420,ae32__uint4__roi0.0,ae128__uint4__roi0.3
utility_v5_frame,vulnerable_present,101.1,absent,432,ae64__uint4__roi0.0,ae32__uint4__roi0.0
utility_v5_frame,vulnerable_present,101.1,present,420,ae64__uint4__roi0.0,ae64__uint4__roi0.0
utility_v5_frame,vulnerable_present,117.9,absent,432,ae64__uint4__roi0.0,ae32__uint4__roi0.0
utility_v5_frame,vulnerable_present,117.9,present,420,ae64__uint4__roi0.0,ae64__uint4__roi0.0
utility_v5_frame,vulnerable_present,122.7,absent,432,ae64__uint4__roi0.0,ae32__uint4__roi0.0
utility_v5_frame,vulnerable_present,122.7,present,420,ae64__uint4__roi0.0,ae64__uint4__roi0.0
utility_v5_frame,vulnerable_present,124.4,absent,432,ae64__uint4__roi0.0,ae32__uint4__roi0.0
utility_v5_frame,vulnerable_present,124.4,present,420,ae64__uint4__roi0.0,ae64__uint4__roi0.0
utility_v5_frame,vulnerable_present,129.2,absent,432,ae128__uint4__roi0.0,ae128__uint4__roi0.0
utility_v5_frame,vulnerable_present,129.2,present,420,ae128__uint4__roi0.0,ae128__uint4__roi0.0
utility_v5_frame,vulnerable_present,148.6,absent,432,ae128__uint4__roi0.0,ae128__uint4__roi0.0
utility_v5_frame,vulnerable_present,148.6,present,420,ae128__uint4__roi0.0,ae128__uint4__roi0.0
utility_v5_frame,vulnerable_present,153.9,absent,432,ae128__uint4__roi0.0,ae128__uint4__roi0.0
utility_v5_frame,vulnerable_present,153.9,present,420,ae128__uint4__roi0.0,ae128__uint4__roi0.0
utility_v5_frame,vulnerable_present,154.6,absent,432,ae128__uint4__roi0.0,ae128__uint4__roi0.0
utility_v5_frame,vulnerable_present,154.6,present,420,ae128__uint4__roi0.0,ae128__uint4__roi0.0
utility_v5_frame,vulnerable_present,163.4,absent,432,ae128__uint4__roi0.0,ae128__uint4__roi0.0
utility_v5_frame,vulnerable_present,163.4,present,420,ae128__uint4__roi0.0,ae128__uint4__roi0.0
utility_v5_frame,vulnerable_present,174.7,absent,432,ae128__uint4__roi0.0,ae128__uint4__roi0.0
utility_v5_frame,vulnerable_present,174.7,present,420,ae128__uint4__roi0.0,ae128__uint4__roi0.0
utility_v5_frame,vulnerable_present,192.8,absent,432,ae128__uint4__roi0.0,ae128__uint4__roi0.0
utility_v5_frame,vulnerable_present,192.8,present,420,ae128__uint4__roi0.0,ae128__uint4__roi0.0
utility_v5_frame,vulnerable_present,195.7,absent,432,ae128__uint4__roi0.0,ae128__uint4__roi0.0
utility_v5_frame,vulnerable_present,195.7,present,420,ae128__uint4__roi0.0,ae128__uint4__roi0.0
utility_v5_frame,vulnerable_present,200.6,absent,432,ae128__uint4__roi0.0,ae128__uint4__roi0.0
utility_v5_frame,vulnerable_present,200.6,present,420,ae128__uint4__roi0.0,ae128__uint4__roi0.0
utility_v5_frame,vulnerable_present,203.1,absent,432,ae128__uint4__roi0.0,ae128__uint4__roi0.0
utility_v5_frame,vulnerable_present,203.1,present,420,ae128__uint4__roi0.0,ae128__uint4__roi0.0
utility_v5_frame,vulnerable_present,228.6,absent,432,ae128__uint4__roi0.0,ae128__uint4__roi0.0
utility_v5_frame,vulnerable_present,228.6,present,420,ae128__uint4__roi0.0,ae128__uint4__roi0.0
utility_v5_frame,vulnerable_present,239.4,absent,432,ae128__uint4__roi0.0,ae128__uint4__roi0.0
utility_v5_frame,vulnerable_present,239.4,present,420,ae128__uint4__roi0.0,ae128__uint4__roi0.0
utility_v5_frame,vulnerable_present,251.8,absent,432,ae128__uint4__roi0.0,ae128__uint4__roi0.0
utility_v5_frame,vulnerable_present,251.8,present,420,ae128__uint4__roi0.0,ae128__uint4__roi0.0
utility_v5_frame,vulnerable_present,260.9,absent,432,ae128__uint6__roi0.0,ae128__uint6__roi0.0
utility_v5_frame,vulnerable_present,260.9,present,420,ae128__uint6__roi0.0,ae128__uint6__roi0.0
utility_v5_frame,vulnerable_present,267.7,absent,432,ae128__uint6__roi0.0,ae128__uint6__roi0.0
utility_v5_frame,vulnerable_present,267.7,present,420,ae128__uint6__roi0.0,ae128__uint6__roi0.0
utility_v5_frame,vulnerable_present,289.0,absent,432,ae128__uint6__roi0.0,ae128__uint6__roi0.0
utility_v5_frame,vulnerable_present,289.0,present,420,ae128__uint6__roi0.0,ae128__uint6__roi0.0
utility_v5_frame,vulnerable_present,341.0,absent,432,ae128__uint6__roi0.0,ae128__uint8__roi0.0
utility_v5_frame,vulnerable_present,341.0,present,420,ae128__uint6__roi0.0,ae128__uint6__roi0.0
utility_v5_frame,vulnerable_present,392.0,absent,432,ae128__uint6__roi0.0,noae__uint4__roi0.0
utility_v5_frame,vulnerable_present,392.0,present,420,ae128__uint6__roi0.0,ae128__uint6__roi0.0
utility_v5_frame,vulnerable_present,452.2,absent,432,ae128__uint6__roi0.0,noae__uint4__roi0.0
utility_v5_frame,vulnerable_present,452.2,present,420,ae128__uint6__roi0.0,ae128__uint6__roi0.0
utility_v5_frame,vulnerable_present,565.6,absent,432,ae128__uint6__roi0.0,noae__uint4__roi0.0
utility_v5_frame,vulnerable_present,565.6,present,420,ae128__uint6__roi0.0,ae128__uint6__roi0.0
utility_v5_frame,vulnerable_present,598.1,absent,432,ae128__uint6__roi0.0,noae__uint4__roi0.0
utility_v5_frame,vulnerable_present,598.1,present,420,ae128__uint6__roi0.0,ae128__uint6__roi0.0
utility_v5_frame,vulnerable_present,759.7,absent,432,ae128__uint6__roi0.0,noae__uint4__roi0.0
utility_v5_frame,vulnerable_present,759.7,present,420,ae128__uint6__roi0.0,ae128__uint6__roi0.0
utility_v5_frame,vulnerable_present,784.8,absent,432,ae128__uint6__roi0.0,noae__uint6__roi0.0
utility_v5_frame,vulnerable_present,784.8,present,420,ae128__uint6__roi0.0,ae128__uint6__roi0.0
utility_v5_frame,vulnerable_present,1050.3,absent,432,ae128__uint6__roi0.0,noae__uint8__roi0.0
utility_v5_frame,vulnerable_present,1050.3,present,420,ae128__uint6__roi0.0,ae128__uint6__roi0.0
utility_v5_frame,reference_low_confidence_or_miss,49.4,absent,371,ae32__uint4__roi0.5,ae32__uint4__roi0.5
utility_v5_frame,reference_low_confidence_or_miss,49.4,present,481,ae32__uint4__roi0.5,ae32__uint4__roi0.5
utility_v5_frame,reference_low_confidence_or_miss,61.3,absent,371,ae64__uint4__roi0.5,ae64__uint4__roi0.5
utility_v5_frame,reference_low_confidence_or_miss,61.3,present,481,ae64__uint4__roi0.5,ae64__uint4__roi0.5
utility_v5_frame,reference_low_confidence_or_miss,64.1,absent,371,ae64__uint4__roi0.5,ae32__uint4__roi0.3
utility_v5_frame,reference_low_confidence_or_miss,64.1,present,481,ae64__uint4__roi0.5,ae64__uint4__roi0.5
utility_v5_frame,reference_low_confidence_or_miss,75.2,absent,371,ae64__uint4__roi0.3,ae64__uint4__roi0.3
utility_v5_frame,reference_low_confidence_or_miss,75.2,present,481,ae64__uint4__roi0.3,ae64__uint4__roi0.3
utility_v5_frame,reference_low_confidence_or_miss,79.2,absent,371,ae64__uint4__roi0.3,ae64__uint4__roi0.3
utility_v5_frame,reference_low_confidence_or_miss,79.2,present,481,ae64__uint4__roi0.3,ae64__uint4__roi0.3
utility_v5_frame,reference_low_confidence_or_miss,90.0,absent,371,ae32__uint4__roi0.0,ae32__uint4__roi0.0
utility_v5_frame,reference_low_confidence_or_miss,90.0,present,481,ae32__uint4__roi0.0,ae32__uint4__roi0.0
utility_v5_frame,reference_low_confidence_or_miss,94.2,absent,371,ae32__uint4__roi0.0,ae32__uint4__roi0.0
utility_v5_frame,reference_low_confidence_or_miss,94.2,present,481,ae32__uint4__roi0.0,ae32__uint4__roi0.0
utility_v5_frame,reference_low_confidence_or_miss,96.4,absent,371,ae32__uint4__roi0.0,ae32__uint4__roi0.0
utility_v5_frame,reference_low_confidence_or_miss,96.4,present,481,ae32__uint4__roi0.0,ae32__uint4__roi0.0
utility_v5_frame,reference_low_confidence_or_miss,101.1,absent,371,ae64__uint4__roi0.0,ae64__uint4__roi0.0
utility_v5_frame,reference_low_confidence_or_miss,101.1,present,481,ae64__uint4__roi0.0,ae64__uint4__roi0.0
utility_v5_frame,reference_low_confidence_or_miss,117.9,absent,371,ae64__uint4__roi0.0,ae64__uint4__roi0.0
utility_v5_frame,reference_low_confidence_or_miss,117.9,present,481,ae64__uint4__roi0.0,ae64__uint4__roi0.0
utility_v5_frame,reference_low_confidence_or_miss,122.7,absent,371,ae64__uint4__roi0.0,ae64__uint4__roi0.0
utility_v5_frame,reference_low_confidence_or_miss,122.7,present,481,ae64__uint4__roi0.0,ae64__uint4__roi0.0
utility_v5_frame,reference_low_confidence_or_miss,124.4,absent,371,ae64__uint4__roi0.0,ae64__uint4__roi0.0
utility_v5_frame,reference_low_confidence_or_miss,124.4,present,481,ae64__uint4__roi0.0,ae64__uint4__roi0.0
utility_v5_frame,reference_low_confidence_or_miss,129.2,absent,371,ae128__uint4__roi0.0,ae64__uint4__roi0.0
utility_v5_frame,reference_low_confidence_or_miss,129.2,present,481,ae128__uint4__roi0.0,ae128__uint4__roi0.0
utility_v5_frame,reference_low_confidence_or_miss,148.6,absent,371,ae128__uint4__roi0.0,ae64__uint4__roi0.0
utility_v5_frame,reference_low_confidence_or_miss,148.6,present,481,ae128__uint4__roi0.0,ae128__uint4__roi0.0
utility_v5_frame,reference_low_confidence_or_miss,153.9,absent,371,ae128__uint4__roi0.0,ae64__uint4__roi0.0
utility_v5_frame,reference_low_confidence_or_miss,153.9,present,481,ae128__uint4__roi0.0,ae128__uint4__roi0.0
utility_v5_frame,reference_low_confidence_or_miss,154.6,absent,371,ae128__uint4__roi0.0,ae64__uint4__roi0.0
utility_v5_frame,reference_low_confidence_or_miss,154.6,present,481,ae128__uint4__roi0.0,ae128__uint4__roi0.0
utility_v5_frame,reference_low_confidence_or_miss,163.4,absent,371,ae128__uint4__roi0.0,ae64__uint4__roi0.0
utility_v5_frame,reference_low_confidence_or_miss,163.4,present,481,ae128__uint4__roi0.0,ae128__uint4__roi0.0
utility_v5_frame,reference_low_confidence_or_miss,174.7,absent,371,ae128__uint4__roi0.0,ae64__uint4__roi0.0
utility_v5_frame,reference_low_confidence_or_miss,174.7,present,481,ae128__uint4__roi0.0,ae128__uint4__roi0.0
utility_v5_frame,reference_low_confidence_or_miss,192.8,absent,371,ae128__uint4__roi0.0,ae64__uint4__roi0.0
utility_v5_frame,reference_low_confidence_or_miss,192.8,present,481,ae128__uint4__roi0.0,ae128__uint4__roi0.0
utility_v5_frame,reference_low_confidence_or_miss,195.7,absent,371,ae128__uint4__roi0.0,ae64__uint4__roi0.0
utility_v5_frame,reference_low_confidence_or_miss,195.7,present,481,ae128__uint4__roi0.0,ae128__uint4__roi0.0
utility_v5_frame,reference_low_confidence_or_miss,200.6,absent,371,ae128__uint4__roi0.0,ae64__uint4__roi0.0
utility_v5_frame,reference_low_confidence_or_miss,200.6,present,481,ae128__uint4__roi0.0,ae128__uint4__roi0.0
utility_v5_frame,reference_low_confidence_or_miss,203.1,absent,371,ae128__uint4__roi0.0,ae64__uint6__roi0.0
utility_v5_frame,reference_low_confidence_or_miss,203.1,present,481,ae128__uint4__roi0.0,ae128__uint4__roi0.0
utility_v5_frame,reference_low_confidence_or_miss,228.6,absent,371,ae128__uint4__roi0.0,ae64__uint6__roi0.0
utility_v5_frame,reference_low_confidence_or_miss,228.6,present,481,ae128__uint4__roi0.0,ae128__uint4__roi0.0
utility_v5_frame,reference_low_confidence_or_miss,239.4,absent,371,ae128__uint4__roi0.0,ae64__uint6__roi0.0
utility_v5_frame,reference_low_confidence_or_miss,239.4,present,481,ae128__uint4__roi0.0,ae128__uint4__roi0.0
utility_v5_frame,reference_low_confidence_or_miss,251.8,absent,371,ae128__uint4__roi0.0,ae64__uint6__roi0.0
utility_v5_frame,reference_low_confidence_or_miss,251.8,present,481,ae128__uint4__roi0.0,ae128__uint4__roi0.0
utility_v5_frame,reference_low_confidence_or_miss,260.9,absent,371,ae128__uint6__roi0.0,ae64__uint6__roi0.0
utility_v5_frame,reference_low_confidence_or_miss,260.9,present,481,ae128__uint6__roi0.0,ae128__uint6__roi0.0
utility_v5_frame,reference_low_confidence_or_miss,267.7,absent,371,ae128__uint6__roi0.0,ae64__uint8__roi0.0
utility_v5_frame,reference_low_confidence_or_miss,267.7,present,481,ae128__uint6__roi0.0,ae128__uint6__roi0.0
utility_v5_frame,reference_low_confidence_or_miss,289.0,absent,371,ae128__uint6__roi0.0,ae64__uint8__roi0.0
utility_v5_frame,reference_low_confidence_or_miss,289.0,present,481,ae128__uint6__roi0.0,ae128__uint6__roi0.0
utility_v5_frame,reference_low_confidence_or_miss,341.0,absent,371,ae128__uint6__roi0.0,ae64__uint8__roi0.0
utility_v5_frame,reference_low_confidence_or_miss,341.0,present,481,ae128__uint6__roi0.0,ae128__uint6__roi0.0
utility_v5_frame,reference_low_confidence_or_miss,392.0,absent,371,ae128__uint6__roi0.0,noae__uint4__roi0.0
utility_v5_frame,reference_low_confidence_or_miss,392.0,present,481,ae128__uint6__roi0.0,ae128__uint6__roi0.0
utility_v5_frame,reference_low_confidence_or_miss,452.2,absent,371,ae128__uint6__roi0.0,noae__uint4__roi0.0
utility_v5_frame,reference_low_confidence_or_miss,452.2,present,481,ae128__uint6__roi0.0,ae128__uint6__roi0.0
utility_v5_frame,reference_low_confidence_or_miss,565.6,absent,371,ae128__uint6__roi0.0,noae__uint4__roi0.0
utility_v5_frame,reference_low_confidence_or_miss,565.6,present,481,ae128__uint6__roi0.0,ae128__uint6__roi0.0
utility_v5_frame,reference_low_confidence_or_miss,598.1,absent,371,ae128__uint6__roi0.0,noae__uint4__roi0.0
utility_v5_frame,reference_low_confidence_or_miss,598.1,present,481,ae128__uint6__roi0.0,ae128__uint6__roi0.0
utility_v5_frame,reference_low_confidence_or_miss,759.7,absent,371,ae128__uint6__roi0.0,noae__uint4__roi0.0
utility_v5_frame,reference_low_confidence_or_miss,759.7,present,481,ae128__uint6__roi0.0,ae128__uint6__roi0.0
utility_v5_frame,reference_low_confidence_or_miss,784.8,absent,371,ae128__uint6__roi0.0,noae__uint6__roi0.0
utility_v5_frame,reference_low_confidence_or_miss,784.8,present,481,ae128__uint6__roi0.0,ae128__uint6__roi0.0
utility_v5_frame,reference_low_confidence_or_miss,1050.3,absent,371,ae128__uint6__roi0.0,noae__uint8__roi0.0
utility_v5_frame,reference_low_confidence_or_miss,1050.3,present,481,ae128__uint6__roi0.0,ae128__uint6__roi0.0
utility_v5_frame,small_object_present,49.4,absent,480,ae32__uint4__roi0.5,ae32__uint4__roi0.5
utility_v5_frame,small_object_present,49.4,present,372,ae32__uint4__roi0.5,ae32__uint4__roi0.5
utility_v5_frame,small_object_present,61.3,absent,480,ae64__uint4__roi0.5,ae64__uint4__roi0.5
utility_v5_frame,small_object_present,61.3,present,372,ae64__uint4__roi0.5,ae64__uint4__roi0.5
utility_v5_frame,small_object_present,64.1,absent,480,ae64__uint4__roi0.5,ae64__uint4__roi0.5
utility_v5_frame,small_object_present,64.1,present,372,ae64__uint4__roi0.5,ae64__uint4__roi0.5
utility_v5_frame,small_object_present,75.2,absent,480,ae64__uint4__roi0.3,ae64__uint4__roi0.3
utility_v5_frame,small_object_present,75.2,present,372,ae64__uint4__roi0.3,ae64__uint4__roi0.3
utility_v5_frame,small_object_present,79.2,absent,480,ae64__uint4__roi0.3,ae64__uint4__roi0.3
utility_v5_frame,small_object_present,79.2,present,372,ae64__uint4__roi0.3,ae64__uint4__roi0.3
utility_v5_frame,small_object_present,90.0,absent,480,ae32__uint4__roi0.0,ae32__uint4__roi0.0
utility_v5_frame,small_object_present,90.0,present,372,ae32__uint4__roi0.0,ae64__uint4__roi0.3
utility_v5_frame,small_object_present,94.2,absent,480,ae32__uint4__roi0.0,ae32__uint4__roi0.0
utility_v5_frame,small_object_present,94.2,present,372,ae32__uint4__roi0.0,ae64__uint4__roi0.3
utility_v5_frame,small_object_present,96.4,absent,480,ae32__uint4__roi0.0,ae32__uint4__roi0.0
utility_v5_frame,small_object_present,96.4,present,372,ae32__uint4__roi0.0,ae128__uint4__roi0.3
utility_v5_frame,small_object_present,101.1,absent,480,ae64__uint4__roi0.0,ae64__uint4__roi0.0
utility_v5_frame,small_object_present,101.1,present,372,ae64__uint4__roi0.0,ae64__uint4__roi0.0
utility_v5_frame,small_object_present,117.9,absent,480,ae64__uint4__roi0.0,ae64__uint4__roi0.0
utility_v5_frame,small_object_present,117.9,present,372,ae64__uint4__roi0.0,ae64__uint4__roi0.0
utility_v5_frame,small_object_present,122.7,absent,480,ae64__uint4__roi0.0,ae64__uint4__roi0.0
utility_v5_frame,small_object_present,122.7,present,372,ae64__uint4__roi0.0,ae64__uint4__roi0.0
utility_v5_frame,small_object_present,124.4,absent,480,ae64__uint4__roi0.0,ae64__uint4__roi0.0
utility_v5_frame,small_object_present,124.4,present,372,ae64__uint4__roi0.0,ae64__uint4__roi0.0
utility_v5_frame,small_object_present,129.2,absent,480,ae128__uint4__roi0.0,ae128__uint4__roi0.0
utility_v5_frame,small_object_present,129.2,present,372,ae128__uint4__roi0.0,ae128__uint4__roi0.0
utility_v5_frame,small_object_present,148.6,absent,480,ae128__uint4__roi0.0,ae128__uint4__roi0.0
utility_v5_frame,small_object_present,148.6,present,372,ae128__uint4__roi0.0,ae128__uint4__roi0.0
utility_v5_frame,small_object_present,153.9,absent,480,ae128__uint4__roi0.0,ae128__uint4__roi0.0
utility_v5_frame,small_object_present,153.9,present,372,ae128__uint4__roi0.0,ae128__uint4__roi0.0
utility_v5_frame,small_object_present,154.6,absent,480,ae128__uint4__roi0.0,ae128__uint4__roi0.0
utility_v5_frame,small_object_present,154.6,present,372,ae128__uint4__roi0.0,ae128__uint4__roi0.0
utility_v5_frame,small_object_present,163.4,absent,480,ae128__uint4__roi0.0,ae128__uint4__roi0.0
utility_v5_frame,small_object_present,163.4,present,372,ae128__uint4__roi0.0,ae128__uint4__roi0.0
utility_v5_frame,small_object_present,174.7,absent,480,ae128__uint4__roi0.0,ae128__uint4__roi0.0
utility_v5_frame,small_object_present,174.7,present,372,ae128__uint4__roi0.0,ae128__uint4__roi0.0
utility_v5_frame,small_object_present,192.8,absent,480,ae128__uint4__roi0.0,ae128__uint4__roi0.0
utility_v5_frame,small_object_present,192.8,present,372,ae128__uint4__roi0.0,ae128__uint4__roi0.0
utility_v5_frame,small_object_present,195.7,absent,480,ae128__uint4__roi0.0,ae128__uint4__roi0.0
utility_v5_frame,small_object_present,195.7,present,372,ae128__uint4__roi0.0,ae128__uint4__roi0.0
utility_v5_frame,small_object_present,200.6,absent,480,ae128__uint4__roi0.0,ae128__uint4__roi0.0
utility_v5_frame,small_object_present,200.6,present,372,ae128__uint4__roi0.0,ae128__uint4__roi0.0
utility_v5_frame,small_object_present,203.1,absent,480,ae128__uint4__roi0.0,ae128__uint4__roi0.0
utility_v5_frame,small_object_present,203.1,present,372,ae128__uint4__roi0.0,ae128__uint4__roi0.0
utility_v5_frame,small_object_present,228.6,absent,480,ae128__uint4__roi0.0,ae128__uint4__roi0.0
utility_v5_frame,small_object_present,228.6,present,372,ae128__uint4__roi0.0,ae128__uint4__roi0.0
utility_v5_frame,small_object_present,239.4,absent,480,ae128__uint4__roi0.0,ae128__uint4__roi0.0
utility_v5_frame,small_object_present,239.4,present,372,ae128__uint4__roi0.0,ae128__uint4__roi0.0
utility_v5_frame,small_object_present,251.8,absent,480,ae128__uint4__roi0.0,ae128__uint4__roi0.0
utility_v5_frame,small_object_present,251.8,present,372,ae128__uint4__roi0.0,ae128__uint4__roi0.0
utility_v5_frame,small_object_present,260.9,absent,480,ae128__uint6__roi0.0,ae128__uint6__roi0.0
utility_v5_frame,small_object_present,260.9,present,372,ae128__uint6__roi0.0,ae128__uint6__roi0.0
utility_v5_frame,small_object_present,267.7,absent,480,ae128__uint6__roi0.0,ae128__uint6__roi0.0
utility_v5_frame,small_object_present,267.7,present,372,ae128__uint6__roi0.0,ae128__uint6__roi0.0
utility_v5_frame,small_object_present,289.0,absent,480,ae128__uint6__roi0.0,ae128__uint6__roi0.0
utility_v5_frame,small_object_present,289.0,present,372,ae128__uint6__roi0.0,ae128__uint6__roi0.0
utility_v5_frame,small_object_present,341.0,absent,480,ae128__uint6__roi0.0,ae128__uint6__roi0.0
utility_v5_frame,small_object_present,341.0,present,372,ae128__uint6__roi0.0,ae128__uint6__roi0.0
utility_v5_frame,small_object_present,392.0,absent,480,ae128__uint6__roi0.0,ae128__uint6__roi0.0
utility_v5_frame,small_object_present,392.0,present,372,ae128__uint6__roi0.0,ae128__uint6__roi0.0
utility_v5_frame,small_object_present,452.2,absent,480,ae128__uint6__roi0.0,ae128__uint6__roi0.0
utility_v5_frame,small_object_present,452.2,present,372,ae128__uint6__roi0.0,ae128__uint6__roi0.0
utility_v5_frame,small_object_present,565.6,absent,480,ae128__uint6__roi0.0,ae128__uint6__roi0.0
utility_v5_frame,small_object_present,565.6,present,372,ae128__uint6__roi0.0,ae128__uint6__roi0.0
utility_v5_frame,small_object_present,598.1,absent,480,ae128__uint6__roi0.0,ae128__uint6__roi0.0
utility_v5_frame,small_object_present,598.1,present,372,ae128__uint6__roi0.0,ae128__uint6__roi0.0
utility_v5_frame,small_object_present,759.7,absent,480,ae128__uint6__roi0.0,ae128__uint6__roi0.0
utility_v5_frame,small_object_present,759.7,present,372,ae128__uint6__roi0.0,noae__uint8__roi0.3
utility_v5_frame,small_object_present,784.8,absent,480,ae128__uint6__roi0.0,ae128__uint6__roi0.0
utility_v5_frame,small_object_present,784.8,present,372,ae128__uint6__roi0.0,noae__uint8__roi0.3
utility_v5_frame,small_object_present,1050.3,absent,480,ae128__uint6__roi0.0,ae128__uint6__roi0.0
utility_v5_frame,small_object_present,1050.3,present,372,ae128__uint6__roi0.0,noae__uint8__roi0.0
utility_v5_frame,edge_truncated_present,49.4,absent,637,ae32__uint4__roi0.5,ae32__uint4__roi0.5
utility_v5_frame,edge_truncated_present,49.4,present,215,ae32__uint4__roi0.5,ae32__uint4__roi0.5
utility_v5_frame,edge_truncated_present,61.3,absent,637,ae64__uint4__roi0.5,ae64__uint4__roi0.5
utility_v5_frame,edge_truncated_present,61.3,present,215,ae64__uint4__roi0.5,ae64__uint4__roi0.5
utility_v5_frame,edge_truncated_present,64.1,absent,637,ae64__uint4__roi0.5,ae64__uint4__roi0.5
utility_v5_frame,edge_truncated_present,64.1,present,215,ae64__uint4__roi0.5,ae32__uint4__roi0.3
utility_v5_frame,edge_truncated_present,75.2,absent,637,ae64__uint4__roi0.3,ae64__uint4__roi0.3
utility_v5_frame,edge_truncated_present,75.2,present,215,ae64__uint4__roi0.3,ae64__uint4__roi0.3
utility_v5_frame,edge_truncated_present,79.2,absent,637,ae64__uint4__roi0.3,ae64__uint4__roi0.3
utility_v5_frame,edge_truncated_present,79.2,present,215,ae64__uint4__roi0.3,ae64__uint4__roi0.3
