sample_id,frame_id,scenario_id,view_id,traffic_light_id,n_inview,n_inview_veh,n_inview_ped,density_bin,gt_dist_mean_m,gt_dist_min_m,gt_speed_mean_mps,gt_speed_max_mps,frac_parked,frac_moving,camera_x,camera_y
moving_ego_pps200000_medium_8loops_stride2_003739_frame99403,99403,moving_ego_training,autopilot_spawn80,,4,2,2,3-4,21.025,3.93,1.848,7.393,0.75,0.25,-110.29690551757812,8.064790725708008
moving_ego_pps200000_medium_8loops_stride2_003742_frame99409,99409,moving_ego_training,autopilot_spawn80,,4,2,2,3-4,20.017,4.927,1.856,7.423,0.75,0.25,-110.18029022216797,10.047861099243164
moving_ego_pps200000_medium_8loops_stride2_003746_frame99417,99417,moving_ego_training,autopilot_spawn80,,6,4,2,5+,25.142,7.649,1.277,7.425,0.667,0.167,-109.68043518066406,12.654901504516602
moving_ego_pps200000_medium_8loops_stride2_003749_frame99423,99423,moving_ego_training,autopilot_spawn80,,6,4,2,5+,24.233,10.18,1.236,7.415,0.667,0.167,-108.95796203613281,14.533970832824707
moving_ego_pps200000_medium_8loops_stride2_003755_frame99435,99435,moving_ego_training,autopilot_spawn80,,6,5,1,5+,26.671,15.433,1.234,7.402,0.667,0.167,-106.99734497070312,18.021947860717773
moving_ego_pps200000_medium_8loops_stride2_003768_frame99461,99461,moving_ego_training,autopilot_spawn80,,5,3,2,5+,22.562,9.349,0.0,0.0,1.0,0.0,-100.33103942871094,23.4063720703125
moving_ego_pps200000_medium_8loops_stride2_003769_frame99463,99463,moving_ego_training,autopilot_spawn80,,4,3,1,3-4,25.219,19.348,0.0,0.0,1.0,0.0,-99.69486999511719,23.63042449951172
moving_ego_pps200000_medium_8loops_stride2_003771_frame99467,99467,moving_ego_training,autopilot_spawn80,,4,3,1,3-4,23.924,18.014,0.0,0.0,1.0,0.0,-98.40579223632812,24.005338668823242
moving_ego_pps200000_medium_8loops_stride2_003776_frame99477,99477,moving_ego_training,autopilot_spawn80,,4,3,1,3-4,20.686,14.689,0.0,0.0,1.0,0.0,-95.07164764404297,24.401885986328125
moving_ego_pps200000_medium_8loops_stride2_003784_frame99493,99493,moving_ego_training,autopilot_spawn80,,4,3,1,3-4,15.841,9.554,0.0,0.0,1.0,0.0,-89.75283813476562,24.632261276245117
moving_ego_pps200000_medium_8loops_stride2_003790_frame99505,99505,moving_ego_training,autopilot_spawn80,,4,3,1,3-4,10.656,3.936,1.083,3.757,0.5,0.5,-85.78510284423828,24.709474563598633
moving_ego_pps200000_medium_8loops_stride2_003792_frame99509,99509,moving_ego_training,autopilot_spawn80,,4,3,1,3-4,9.798,3.881,0.654,2.613,0.5,0.25,-84.46028137207031,24.725366592407227
moving_ego_pps200000_medium_8loops_stride2_003796_frame99517,99517,moving_ego_training,autopilot_spawn80,,2,2,0,1-2,7.705,3.912,0.017,0.033,0.5,0.0,-81.80062103271484,24.720815658569336
moving_ego_pps200000_medium_8loops_stride2_003798_frame99521,99521,moving_ego_training,autopilot_spawn80,,2,2,0,1-2,6.84,3.439,0.008,0.016,0.5,0.0,-80.47537231445312,24.721391677856445
moving_ego_pps200000_medium_8loops_stride2_003801_frame99527,99527,moving_ego_training,autopilot_spawn80,,1,1,0,1-2,8.397,8.397,0.0,0.0,1.0,0.0,-78.48582458496094,24.713199615478516
moving_ego_pps200000_medium_8loops_stride2_003811_frame99547,99547,moving_ego_training,autopilot_spawn80,,1,1,0,1-2,3.638,3.638,0.0,0.0,1.0,0.0,-71.85126495361328,24.656784057617188
moving_ego_pps200000_medium_8loops_stride2_003812_frame99549,99549,moving_ego_training,autopilot_spawn80,,1,1,0,1-2,3.52,3.52,0.0,0.0,1.0,0.0,-71.19417572021484,24.650184631347656
moving_ego_pps200000_medium_8loops_stride2_003823_frame99571,99571,moving_ego_training,autopilot_spawn80,,1,1,0,1-2,3.553,3.553,0.0,0.0,1.0,0.0,-70.29875183105469,24.642658233642578
moving_ego_pps200000_medium_8loops_stride2_003829_frame99583,99583,moving_ego_training,autopilot_spawn80,,1,1,0,1-2,3.553,3.553,0.0,0.0,1.0,0.0,-70.29875183105469,24.642658233642578
moving_ego_pps200000_medium_8loops_stride2_003833_frame99591,99591,moving_ego_training,autopilot_spawn80,,1,1,0,1-2,3.577,3.577,0.792,0.792,0.0,1.0,-70.0547103881836,24.640670776367188
moving_ego_pps200000_medium_8loops_stride2_003841_frame99607,99607,moving_ego_training,autopilot_spawn80,,1,1,0,1-2,3.839,3.839,4.42,4.42,0.0,1.0,-65.2497329711914,24.57742691040039
moving_ego_pps200000_medium_8loops_stride2_003844_frame99613,99613,moving_ego_training,autopilot_spawn80,,1,1,0,1-2,3.849,3.849,6.238,6.238,0.0,1.0,-63.26667404174805,24.490787506103516
moving_ego_pps200000_medium_8loops_stride2_003845_frame99615,99615,moving_ego_training,autopilot_spawn80,,1,1,0,1-2,4.022,4.022,6.907,6.907,0.0,1.0,-62.60659408569336,24.451824188232422
moving_ego_pps200000_medium_8loops_stride2_003858_frame99641,99641,moving_ego_training,autopilot_spawn80,,0,0,0,0,,,,,,,-54.44527816772461,21.81500816345215
moving_ego_pps200000_medium_8loops_stride2_003862_frame99649,99649,moving_ego_training,autopilot_spawn80,,0,0,0,0,,,,,,,-52.2929573059082,20.232975006103516
moving_ego_pps200000_medium_8loops_stride2_003863_frame99651,99651,moving_ego_training,autopilot_spawn80,,0,0,0,0,,,,,,,-51.76329040527344,19.83112144470215
moving_ego_pps200000_medium_8loops_stride2_003865_frame99655,99655,moving_ego_training,autopilot_spawn80,,0,0,0,0,,,,,,,-50.762107849121094,18.95916748046875
moving_ego_pps200000_medium_8loops_stride2_003868_frame99661,99661,moving_ego_training,autopilot_spawn80,,0,0,0,0,,,,,,,-49.36812973022461,17.530027389526367
moving_ego_pps200000_medium_8loops_stride2_003873_frame99671,99671,moving_ego_training,autopilot_spawn80,,0,0,0,0,,,,,,,-47.43442916870117,14.809952735900879
moving_ego_pps200000_medium_8loops_stride2_003876_frame99677,99677,moving_ego_training,autopilot_spawn80,,0,0,0,0,,,,,,,-46.46821594238281,13.069358825683594
moving_ego_pps200000_medium_8loops_stride2_003881_frame99687,99687,moving_ego_training,autopilot_spawn80,,0,0,0,0,,,,,,,-45.58600616455078,9.839262962341309
moving_ego_pps200000_medium_8loops_stride2_003882_frame99689,99689,moving_ego_training,autopilot_spawn80,,0,0,0,0,,,,,,,-45.46043014526367,9.182382583618164
moving_ego_pps200000_medium_8loops_stride2_003891_frame99707,99707,moving_ego_training,autopilot_spawn80,,0,0,0,0,,,,,,,-45.11310958862305,3.207490921020508
moving_ego_pps200000_medium_8loops_stride2_003898_frame99721,99721,moving_ego_training,autopilot_spawn80,,0,0,0,0,,,,,,,-45.05336380004883,-1.4502872228622437
moving_ego_pps200000_medium_8loops_stride2_003901_frame99727,99727,moving_ego_training,autopilot_spawn80,,0,0,0,0,,,,,,,-45.09576416015625,-3.4465036392211914
moving_ego_pps200000_medium_8loops_stride2_003924_frame99773,99773,moving_ego_training,autopilot_spawn80,,0,0,0,0,,,,,,,-45.28328323364258,-18.699050903320312
moving_ego_pps200000_medium_8loops_stride2_003930_frame99785,99785,moving_ego_training,autopilot_spawn80,,2,2,0,1-2,37.712,36.487,7.352,7.428,0.0,1.0,-45.32998275756836,-22.685272216796875
moving_ego_pps200000_medium_8loops_stride2_003936_frame99797,99797,moving_ego_training,autopilot_spawn80,,2,2,0,1-2,30.314,24.667,7.4,7.441,0.0,1.0,-45.35665512084961,-26.68631935119629
moving_ego_pps200000_medium_8loops_stride2_003957_frame99839,99839,moving_ego_training,autopilot_spawn80,,1,1,0,1-2,35.809,35.809,0.0,0.0,1.0,0.0,-45.30336380004883,-40.40581130981445
moving_ego_pps200000_medium_8loops_stride2_003962_frame99849,99849,moving_ego_training,autopilot_spawn80,,1,1,0,1-2,35.687,35.687,0.0,0.0,1.0,0.0,-45.304161071777344,-40.56381607055664
moving_ego_pps200000_medium_8loops_stride2_003963_frame99851,99851,moving_ego_training,autopilot_spawn80,,1,1,0,1-2,35.687,35.687,0.0,0.0,1.0,0.0,-45.304161071777344,-40.56381607055664
moving_ego_pps200000_medium_8loops_stride2_003973_frame99871,99871,moving_ego_training,autopilot_spawn80,,1,1,0,1-2,35.687,35.687,0.0,0.0,1.0,0.0,-45.304161071777344,-40.56381607055664
moving_ego_pps200000_medium_8loops_stride2_003978_frame99881,99881,moving_ego_training,autopilot_spawn80,,1,1,0,1-2,35.687,35.687,0.0,0.0,1.0,0.0,-45.304161071777344,-40.56381607055664
moving_ego_pps200000_medium_8loops_stride2_003979_frame99883,99883,moving_ego_training,autopilot_spawn80,,1,1,0,1-2,35.687,35.687,0.0,0.0,1.0,0.0,-45.304161071777344,-40.56381607055664
moving_ego_pps200000_medium_8loops_stride2_003984_frame99893,99893,moving_ego_training,autopilot_spawn80,,1,1,0,1-2,35.497,35.497,0.0,0.0,1.0,0.0,-45.30177307128906,-40.80852508544922
moving_ego_pps200000_medium_8loops_stride2_003998_frame99921,99921,moving_ego_training,autopilot_spawn80,,3,2,1,3-4,33.602,29.203,0.0,0.0,1.0,0.0,-45.22275924682617,-49.584651947021484
moving_ego_pps200000_medium_8loops_stride2_004002_frame99929,99929,moving_ego_training,autopilot_spawn80,,2,1,1,1-2,30.284,27.832,0.0,0.0,1.0,0.0,-45.51100158691406,-52.22127914428711
moving_ego_pps200000_medium_8loops_stride2_004005_frame99935,99935,moving_ego_training,autopilot_spawn80,,1,0,1,1-2,31.388,31.388,0.0,0.0,1.0,0.0,-46.068931579589844,-54.132633209228516
moving_ego_pps200000_medium_8loops_stride2_004006_frame99937,99937,moving_ego_training,autopilot_spawn80,,1,0,1,1-2,31.018,31.018,0.0,0.0,1.0,0.0,-46.323638916015625,-54.74971389770508
moving_ego_pps200000_medium_8loops_stride2_004012_frame99949,99949,moving_ego_training,autopilot_spawn80,,0,0,0,0,,,,,,,-48.24381637573242,-58.25782775878906
moving_ego_pps200000_medium_8loops_stride2_004013_frame99951,99951,moving_ego_training,autopilot_spawn80,,0,0,0,0,,,,,,,-48.667320251464844,-58.779945373535156
moving_ego_pps200000_medium_8loops_stride2_004014_frame99953,99953,moving_ego_training,autopilot_spawn80,,0,0,0,0,,,,,,,-49.072914123535156,-59.312461853027344
moving_ego_pps200000_medium_8loops_stride2_004020_frame99965,99965,moving_ego_training,autopilot_spawn80,,0,0,0,0,,,,,,,-52.0471076965332,-62.01932907104492
moving_ego_pps200000_medium_8loops_stride2_004021_frame99967,99967,moving_ego_training,autopilot_spawn80,,0,0,0,0,,,,,,,-52.58668899536133,-62.41218566894531
moving_ego_pps200000_medium_8loops_stride2_004024_frame99973,99973,moving_ego_training,autopilot_spawn80,,0,0,0,0,,,,,,,-54.330772399902344,-63.41069412231445
moving_ego_pps200000_medium_8loops_stride2_004026_frame99977,99977,moving_ego_training,autopilot_spawn80,,0,0,0,0,,,,,,,-55.55412292480469,-63.950721740722656
moving_ego_pps200000_medium_8loops_stride2_004039_frame100003,100003,moving_ego_training,autopilot_spawn80,,0,0,0,0,,,,,,,-64.0626449584961,-65.28328704833984
moving_ego_pps200000_medium_8loops_stride2_004058_frame100041,100041,moving_ego_training,autopilot_spawn80,,1,1,0,1-2,28.377,28.377,0.0,0.0,1.0,0.0,-76.61605072021484,-64.8073501586914
moving_ego_pps200000_medium_8loops_stride2_004060_frame100045,100045,moving_ego_training,autopilot_spawn80,,1,1,0,1-2,27.057,27.057,0.0,0.0,1.0,0.0,-77.91778564453125,-64.56803894042969
moving_ego_pps200000_medium_8loops_stride2_004065_frame100055,100055,moving_ego_training,autopilot_spawn80,,1,1,0,1-2,23.758,23.758,0.0,0.0,1.0,0.0,-81.12821197509766,-63.78180694580078
moving_ego_pps200000_medium_8loops_stride2_004066_frame100057,100057,moving_ego_training,autopilot_spawn80,,1,1,0,1-2,23.099,23.099,0.0,0.0,1.0,0.0,-81.76322937011719,-63.59715270996094
moving_ego_pps200000_medium_8loops_stride2_004067_frame100059,100059,moving_ego_training,autopilot_spawn80,,1,1,0,1-2,22.441,22.441,0.0,0.0,1.0,0.0,-82.397705078125,-63.409549713134766
moving_ego_pps200000_medium_8loops_stride2_004073_frame100071,100071,moving_ego_training,autopilot_spawn80,,1,1,0,1-2,18.534,18.534,0.0,0.0,1.0,0.0,-86.08772277832031,-61.920318603515625
moving_ego_pps200000_medium_8loops_stride2_004077_frame100079,100079,moving_ego_training,autopilot_spawn80,,1,1,0,1-2,16.01,16.01,0.0,0.0,1.0,0.0,-88.45589447021484,-60.72869110107422
moving_ego_pps200000_medium_8loops_stride2_004079_frame100083,100083,moving_ego_training,autopilot_spawn80,,2,2,0,1-2,25.568,14.789,3.725,7.451,0.5,0.5,-89.6077880859375,-60.070613861083984
moving_ego_pps200000_medium_8loops_stride2_004082_frame100089,100089,moving_ego_training,autopilot_spawn80,,2,2,0,1-2,21.704,13.043,3.709,7.418,0.5,0.5,-91.28590393066406,-59.00264358520508
moving_ego_pps200000_medium_8loops_stride2_004087_frame100099,100099,moving_ego_training,autopilot_spawn80,,3,2,1,3-4,23.288,10.506,2.471,7.414,0.667,0.333,-93.93251037597656,-57.023529052734375
moving_ego_pps200000_medium_8loops_stride2_004101_frame100127,100127,moving_ego_training,autopilot_spawn80,,2,1,1,1-2,31.752,28.247,0.0,0.0,1.0,0.0,-100.38591003417969,-50.32037353515625
moving_ego_pps200000_medium_8loops_stride2_004121_frame100167,100167,moving_ego_training,autopilot_spawn80,,3,2,1,3-4,23.043,14.005,0.0,0.0,1.0,0.0,-106.87504577636719,-38.76146697998047
moving_ego_pps200000_medium_8loops_stride2_004123_frame100171,100171,moving_ego_training,autopilot_spawn80,,3,2,1,3-4,21.833,12.948,0.0,0.0,1.0,0.0,-107.33126068115234,-37.51907730102539
moving_ego_pps200000_medium_8loops_stride2_004131_frame100187,100187,moving_ego_training,autopilot_spawn80,,2,2,0,1-2,21.08,16.052,0.0,0.0,1.0,0.0,-108.82095336914062,-32.43288803100586
moving_ego_pps200000_medium_8loops_stride2_004135_frame100195,100195,moving_ego_training,autopilot_spawn80,,2,2,0,1-2,18.507,13.425,0.293,0.586,0.5,0.5,-109.34671783447266,-29.826459884643555
moving_ego_pps200000_medium_8loops_stride2_004138_frame100201,100201,moving_ego_training,autopilot_spawn80,,2,2,0,1-2,16.866,11.462,0.848,1.582,0.5,0.5,-109.65859985351562,-27.8587589263916
moving_ego_pps200000_medium_8loops_stride2_004142_frame100209,100209,moving_ego_training,autopilot_spawn80,,3,3,0,3-4,11.67,3.908,4.082,7.421,0.0,1.0,-109.93621063232422,-25.22744369506836
moving_ego_pps200000_medium_8loops_stride2_004154_frame100233,100233,moving_ego_training,autopilot_spawn80,,3,3,0,3-4,16.542,9.978,5.717,6.623,0.0,1.0,-110.19766998291016,-20.069379806518555
moving_ego_pps200000_medium_8loops_stride2_004157_frame100239,100239,moving_ego_training,autopilot_spawn80,,3,3,0,3-4,18.781,11.864,5.707,7.264,0.0,1.0,-110.23607635498047,-18.90935516357422
moving_ego_pps200000_medium_8loops_stride2_004166_frame100257,100257,moving_ego_training,autopilot_spawn80,,3,3,0,3-4,22.316,14.012,5.308,7.342,0.0,1.0,-110.33039855957031,-13.29212474822998
moving_ego_pps200000_medium_8loops_stride2_004173_frame100271,100271,moving_ego_training,autopilot_spawn80,,2,2,0,1-2,17.866,15.716,7.055,7.44,0.0,1.0,-110.35126495361328,-8.640188217163086
moving_ego_pps200000_medium_8loops_stride2_004180_frame100285,100285,moving_ego_training,autopilot_spawn80,,2,2,0,1-2,23.345,20.967,7.374,7.431,0.0,1.0,-110.35636138916016,-3.9998278617858887
moving_ego_pps200000_medium_8loops_stride2_004181_frame100287,100287,moving_ego_training,autopilot_spawn80,,2,2,0,1-2,24.093,21.644,7.368,7.43,0.0,1.0,-110.3564224243164,-3.340912342071533
moving_ego_pps200000_medium_8loops_stride2_004186_frame100297,100297,moving_ego_training,autopilot_spawn80,,2,2,0,1-2,27.548,24.445,7.38,7.419,0.0,1.0,-110.34864044189453,-0.046418286859989166
moving_ego_pps200000_medium_8loops_stride2_004187_frame100299,100299,moving_ego_training,autopilot_spawn80,,2,2,0,1-2,28.213,24.954,7.366,7.42,0.0,1.0,-110.34855651855469,0.6109029054641724
moving_ego_pps200000_medium_8loops_stride2_004190_frame100305,100305,moving_ego_training,autopilot_spawn80,,2,2,0,1-2,30.026,26.128,7.386,7.422,0.0,1.0,-110.34622955322266,2.598005533218384
moving_ego_pps200000_medium_8loops_stride2_004192_frame100309,100309,moving_ego_training,autopilot_spawn80,,2,2,0,1-2,31.32,27.076,7.409,7.422,0.0,1.0,-110.3422622680664,3.9205899238586426
moving_ego_pps200000_medium_8loops_stride2_004208_frame100341,100341,moving_ego_training,autopilot_spawn80,,3,3,0,3-4,37.193,36.442,1.386,4.158,0.333,0.333,-109.02159118652344,14.397076606750488
moving_ego_pps200000_medium_8loops_stride2_004214_frame100353,100353,moving_ego_training,autopilot_spawn80,,3,3,0,3-4,33.641,31.978,1.263,2.041,0.0,0.667,-107.07190704345703,17.89082145690918
moving_ego_pps200000_medium_8loops_stride2_004228_frame100381,100381,moving_ego_training,autopilot_spawn80,,1,1,0,1-2,28.838,28.838,0.0,0.0,0.0,0.0,-99.8447265625,23.59108543395996
moving_ego_pps200000_medium_8loops_stride2_004230_frame100385,100385,moving_ego_training,autopilot_spawn80,,1,1,0,1-2,27.533,27.533,0.0,0.0,0.0,0.0,-98.54827880859375,23.954696655273438
moving_ego_pps200000_medium_8loops_stride2_004232_frame100389,100389,moving_ego_training,autopilot_spawn80,,1,1,0,1-2,26.213,26.213,0.0,0.0,0.0,0.0,-97.23046875,24.22013282775879
moving_ego_pps200000_medium_8loops_stride2_004236_frame100397,100397,moving_ego_training,autopilot_spawn80,,2,2,0,1-2,14.152,4.769,3.669,7.338,0.5,0.5,-94.54882049560547,24.398378372192383
moving_ego_pps200000_medium_8loops_stride2_004237_frame100399,100399,moving_ego_training,autopilot_spawn80,,2,2,0,1-2,13.697,4.525,3.715,7.429,0.5,0.5,-93.88175201416016,24.437423706054688
moving_ego_pps200000_medium_8loops_stride2_004242_frame100409,100409,moving_ego_training,autopilot_spawn80,,2,2,0,1-2,12.855,6.154,3.45,6.9,0.5,0.5,-90.56083679199219,24.60188102722168
moving_ego_pps200000_medium_8loops_stride2_004243_frame100411,100411,moving_ego_training,autopilot_spawn80,,2,2,0,1-2,12.807,6.715,3.363,6.726,0.5,0.5,-89.90116119384766,24.623390197753906
moving_ego_pps200000_medium_8loops_stride2_004244_frame100413,100413,moving_ego_training,autopilot_spawn80,,2,2,0,1-2,12.761,7.279,3.278,6.557,0.5,0.5,-89.24211120605469,24.641969680786133
moving_ego_pps200000_medium_8loops_stride2_004257_frame100439,100439,moving_ego_training,autopilot_spawn80,,2,2,0,1-2,9.85,9.685,0.004,0.008,0.5,0.0,-80.62468719482422,24.71599578857422
moving_ego_pps200000_medium_8loops_stride2_004266_frame100457,100457,moving_ego_training,autopilot_spawn80,,2,2,0,1-2,8.661,8.462,0.0,0.0,0.5,0.0,-79.38285827636719,24.71299934387207
moving_ego_pps200000_medium_8loops_stride2_004272_frame100469,100469,moving_ego_training,autopilot_spawn80,,2,2,0,1-2,8.661,8.462,0.0,0.0,0.5,0.0,-79.38285827636719,24.71299934387207
moving_ego_pps200000_medium_8loops_stride2_004275_frame100475,100475,moving_ego_training,autopilot_spawn80,,2,2,0,1-2,8.661,8.462,0.0,0.0,0.5,0.0,-79.38285827636719,24.71299934387207
moving_ego_pps200000_medium_8loops_stride2_004283_frame100491,100491,moving_ego_training,autopilot_spawn80,,2,2,0,1-2,8.661,8.462,0.0,0.0,1.0,0.0,-79.38285827636719,24.71299934387207
moving_ego_pps200000_medium_8loops_stride2_004290_frame100505,100505,moving_ego_training,autopilot_spawn80,,2,2,0,1-2,8.661,8.462,0.0,0.0,1.0,0.0,-79.38285827636719,24.71299934387207
moving_ego_pps200000_medium_8loops_stride2_004307_frame100539,100539,moving_ego_training,autopilot_spawn80,,3,3,0,3-4,17.627,8.462,2.383,7.15,0.667,0.333,-79.38285827636719,24.71299934387207
moving_ego_pps200000_medium_8loops_stride2_004309_frame100543,100543,moving_ego_training,autopilot_spawn80,,3,3,0,3-4,17.559,8.462,2.435,7.306,0.667,0.333,-79.38285827636719,24.71299934387207
moving_ego_pps200000_medium_8loops_stride2_004315_frame100555,100555,moving_ego_training,autopilot_spawn80,,3,3,0,3-4,18.506,8.462,2.411,7.233,0.667,0.333,-79.38285827636719,24.71299934387207
moving_ego_pps200000_medium_8loops_stride2_004322_frame100569,100569,moving_ego_training,autopilot_spawn80,,2,2,0,1-2,8.661,8.462,0.0,0.0,1.0,0.0,-79.38285827636719,24.71299934387207
moving_ego_pps200000_medium_8loops_stride2_004326_frame100577,100577,moving_ego_training,autopilot_spawn80,,2,2,0,1-2,8.661,8.462,0.0,0.0,1.0,0.0,-79.38285827636719,24.71299934387207
moving_ego_pps200000_medium_8loops_stride2_004332_frame100589,100589,moving_ego_training,autopilot_spawn80,,2,2,0,1-2,8.661,8.462,0.0,0.0,1.0,0.0,-79.38285827636719,24.71299934387207
moving_ego_pps200000_medium_8loops_stride2_004344_frame100613,100613,moving_ego_training,autopilot_spawn80,,2,2,0,1-2,8.661,8.462,0.0,0.0,1.0,0.0,-79.38285827636719,24.71299934387207
moving_ego_pps200000_medium_8loops_stride2_004351_frame100627,100627,moving_ego_training,autopilot_spawn80,,2,2,0,1-2,8.661,8.462,0.0,0.0,1.0,0.0,-79.38285827636719,24.71299934387207
moving_ego_pps200000_medium_8loops_stride2_004353_frame100631,100631,moving_ego_training,autopilot_spawn80,,2,2,0,1-2,8.661,8.462,0.0,0.0,1.0,0.0,-79.38285827636719,24.71299934387207
moving_ego_pps200000_medium_8loops_stride2_004358_frame100641,100641,moving_ego_training,autopilot_spawn80,,2,2,0,1-2,8.661,8.462,0.0,0.0,1.0,0.0,-79.38285827636719,24.71299934387207
moving_ego_pps200000_medium_8loops_stride2_004361_frame100647,100647,moving_ego_training,autopilot_spawn80,,2,2,0,1-2,8.661,8.462,0.0,0.0,1.0,0.0,-79.38285827636719,24.71299934387207
moving_ego_pps200000_medium_8loops_stride2_004366_frame100657,100657,moving_ego_training,autopilot_spawn80,,2,2,0,1-2,8.661,8.462,0.0,0.0,1.0,0.0,-79.38285827636719,24.71299934387207
moving_ego_pps200000_medium_8loops_stride2_004367_frame100659,100659,moving_ego_training,autopilot_spawn80,,2,2,0,1-2,8.661,8.462,0.0,0.0,1.0,0.0,-79.38285827636719,24.71299934387207
moving_ego_pps200000_medium_8loops_stride2_004378_frame100681,100681,moving_ego_training,autopilot_spawn80,,3,3,0,3-4,18.453,8.462,1.542,4.627,0.667,0.333,-79.38285827636719,24.71299934387207
moving_ego_pps200000_medium_8loops_stride2_004411_frame100747,100747,moving_ego_training,autopilot_spawn80,,2,2,0,1-2,8.661,8.462,0.0,0.0,1.0,0.0,-79.38285827636719,24.71299934387207
moving_ego_pps200000_medium_8loops_stride2_004416_frame100757,100757,moving_ego_training,autopilot_spawn80,,2,2,0,1-2,8.661,8.462,0.0,0.0,1.0,0.0,-79.38285827636719,24.71299934387207
moving_ego_pps200000_medium_8loops_stride2_004427_frame100779,100779,moving_ego_training,autopilot_spawn80,,2,2,0,1-2,8.661,8.462,0.0,0.0,1.0,0.0,-79.38285827636719,24.71299934387207
moving_ego_pps200000_medium_8loops_stride2_004442_frame100809,100809,moving_ego_training,autopilot_spawn80,,2,2,0,1-2,9.568,9.523,2.828,3.033,0.0,1.0,-78.3990478515625,24.706317901611328
moving_ego_pps200000_medium_8loops_stride2_004450_frame100825,100825,moving_ego_training,autopilot_spawn80,,2,2,0,1-2,11.83,11.152,6.324,7.44,0.0,1.0,-73.3405990600586,24.66291618347168
moving_ego_pps200000_medium_8loops_stride2_004453_frame100831,100831,moving_ego_training,autopilot_spawn80,,2,2,0,1-2,13.9,12.796,7.2,7.372,0.0,1.0,-71.36038208007812,24.644718170166016
moving_ego_pps200000_medium_8loops_stride2_004458_frame100841,100841,moving_ego_training,autopilot_spawn80,,3,2,1,3-4,24.825,16.445,4.905,7.37,0.333,0.667,-68.06588745117188,24.61256217956543
moving_ego_pps200000_medium_8loops_stride2_004462_frame100849,100849,moving_ego_training,autopilot_spawn80,,3,2,1,3-4,25.898,19.313,4.937,7.459,0.333,0.667,-65.47837829589844,24.576841354370117
moving_ego_pps200000_medium_8loops_stride2_004480_frame100885,100885,moving_ego_training,autopilot_spawn80,,3,2,1,3-4,29.874,24.838,2.476,7.428,0.333,0.333,-54.11045455932617,21.543943405151367
moving_ego_pps200000_medium_8loops_stride2_004490_frame100905,100905,moving_ego_training,autopilot_spawn80,,3,2,1,3-4,25.122,17.354,1.87,5.611,0.333,0.333,-49.07744216918945,17.224388122558594
moving_ego_pps200000_medium_8loops_stride2_004491_frame100907,100907,moving_ego_training,autopilot_spawn80,,3,2,1,3-4,24.219,16.59,1.823,5.47,0.333,0.333,-48.68731689453125,16.677326202392578
moving_ego_pps200000_medium_8loops_stride2_004496_frame100917,100917,moving_ego_training,autopilot_spawn80,,3,2,1,3-4,20.383,12.835,0.447,1.34,0.333,0.333,-46.87891387939453,13.879386901855469
moving_ego_pps200000_medium_8loops_stride2_004501_frame100927,100927,moving_ego_training,autopilot_spawn80,,1,0,1,1-2,9.117,9.117,0.0,0.0,1.0,0.0,-45.752017974853516,10.748174667358398
moving_ego_pps200000_medium_8loops_stride2_004513_frame100951,100951,moving_ego_training,autopilot_spawn80,,1,0,1,1-2,3.696,3.696,0.0,0.0,1.0,0.0,-45.154842376708984,4.535917282104492
moving_ego_pps200000_medium_8loops_stride2_004520_frame100965,100965,moving_ego_training,autopilot_spawn80,,1,0,1,1-2,4.357,4.357,0.0,0.0,1.0,0.0,-45.154842376708984,4.535917282104492
moving_ego_pps200000_medium_8loops_stride2_004528_frame100981,100981,moving_ego_training,autopilot_spawn80,,1,0,1,1-2,5.131,5.131,0.0,0.0,1.0,0.0,-45.154842376708984,4.535917282104492
moving_ego_pps200000_medium_8loops_stride2_004532_frame100989,100989,moving_ego_training,autopilot_spawn80,,1,0,1,1-2,5.502,5.502,0.0,0.0,1.0,0.0,-45.154842376708984,4.535917282104492
moving_ego_pps200000_medium_8loops_stride2_004534_frame100993,100993,moving_ego_training,autopilot_spawn80,,2,1,1,1-2,5.089,4.544,3.708,7.416,0.5,0.5,-45.154842376708984,4.535917282104492
moving_ego_pps200000_medium_8loops_stride2_004541_frame101007,101007,moving_ego_training,autopilot_spawn80,,2,1,1,1-2,7.405,4.393,3.729,7.458,0.5,0.5,-45.10676574707031,2.7788243293762207
moving_ego_pps200000_medium_8loops_stride2_004549_frame101023,101023,moving_ego_training,autopilot_spawn80,,2,2,0,1-2,26.977,16.748,3.629,7.257,0.5,0.5,-45.07524108886719,-2.5449583530426025
moving_ego_pps200000_medium_8loops_stride2_004552_frame101029,101029,moving_ego_training,autopilot_spawn80,,2,2,0,1-2,27.076,18.941,3.362,6.723,0.5,0.5,-45.105560302734375,-4.5414886474609375
moving_ego_pps200000_medium_8loops_stride2_004564_frame101053,101053,moving_ego_training,autopilot_spawn80,,2,2,0,1-2,26.102,24.936,2.468,4.937,0.5,0.5,-45.1898078918457,-12.49795913696289
moving_ego_pps200000_medium_8loops_stride2_004566_frame101057,101057,moving_ego_training,autopilot_spawn80,,2,2,0,1-2,25.64,25.334,1.574,3.148,0.5,0.5,-45.20703887939453,-13.822550773620605
moving_ego_pps200000_medium_8loops_stride2_004567_frame101059,101059,moving_ego_training,autopilot_spawn80,,2,2,0,1-2,25.225,25.165,0.908,1.816,0.5,0.5,-45.21626663208008,-14.485553741455078
