model,quant,roi,profile,density_bin,frames,gt_objs,payload_kb,recall,precision,recall_veh,recall_ped,loc_m,fp_per_frame,pred_per_frame,transport_ms_derived
ae32,per_channel_uint8,0.7,ae32/u8/q0.7,0,483,0,78.4699,nan,0.0,nan,nan,nan,0.0642,0.0642,1.783
ae32,per_channel_uint8,0.7,ae32/u8/q0.7,1-2,1091,1579,79.1407,0.9272,0.5071,0.9506,0.8674,0.7977,1.3043,2.6462,1.789
ae32,per_channel_uint8,0.7,ae32/u8/q0.7,3-4,453,1528,80.2279,0.892,0.5351,0.9106,0.8622,0.971,2.6137,5.6225,1.799
ae32,per_channel_uint8,0.7,ae32/u8/q0.7,5+,135,792,79.6877,0.8409,0.5801,0.868,0.8141,1.1017,3.5704,8.5037,1.794
ae32,per_channel_uint8,0.7,ae32/u8/q0.7,ALL,2162,3899,79.2528,0.8959,0.5282,0.9222,0.8505,0.9233,1.4431,3.0587,1.79
ae32,per_channel_uint8,0.9,ae32/u8/q0.9,0,483,0,33.0335,nan,0.0,nan,nan,nan,0.058,0.058,1.368
ae32,per_channel_uint8,0.9,ae32/u8/q0.9,1-2,1091,1579,33.8484,0.9291,0.5083,0.9524,0.8697,0.8045,1.3006,2.6453,1.376
ae32,per_channel_uint8,0.9,ae32/u8/q0.9,3-4,453,1528,34.9584,0.8848,0.5365,0.9064,0.8503,1.0,2.5784,5.5629,1.386
ae32,per_channel_uint8,0.9,ae32/u8/q0.9,5+,135,792,33.9154,0.8434,0.5809,0.8756,0.8116,1.1344,3.5704,8.5185,1.376
ae32,per_channel_uint8,0.9,ae32/u8/q0.9,ALL,2162,3899,33.9031,0.8943,0.5296,0.9226,0.8456,0.9435,1.4325,3.0453,1.376
ae32,per_channel_uint8,0.98,ae32/u8/q0.98,0,483,0,10.922,nan,0.0,nan,nan,nan,0.0538,0.0538,1.166
ae32,per_channel_uint8,0.98,ae32/u8/q0.98,1-2,1091,1579,11.0488,0.9126,0.4938,0.933,0.8607,0.8713,1.3538,2.6746,1.168
ae32,per_channel_uint8,0.98,ae32/u8/q0.98,3-4,453,1528,11.3874,0.8586,0.5233,0.8819,0.8214,1.111,2.638,5.5342,1.171
ae32,per_channel_uint8,0.98,ae32/u8/q0.98,5+,135,792,11.2579,0.8119,0.5721,0.8173,0.8065,1.2728,3.563,8.3259,1.169
ae32,per_channel_uint8,0.98,ae32/u8/q0.98,ALL,2162,3899,11.1045,0.871,0.5165,0.8951,0.8295,1.0399,1.4704,3.0412,1.168
ae64,per_channel_uint4,0.0,ae64/u4/q0,0,483,0,101.9125,nan,0.0,nan,nan,nan,0.0414,0.0414,1.997
ae64,per_channel_uint4,0.0,ae64/u4/q0,1-2,1091,1579,101.1169,0.9284,0.5147,0.9409,0.8966,0.7608,1.2667,2.6104,1.989
ae64,per_channel_uint4,0.0,ae64/u4/q0,3-4,453,1528,100.4458,0.8953,0.5586,0.9128,0.8673,0.9212,2.3863,5.4062,1.983
ae64,per_channel_uint4,0.0,ae64/u4/q0,5+,135,792,99.9199,0.8447,0.6011,0.8731,0.8166,1.0529,3.2889,8.2444,1.978
ae64,per_channel_uint4,0.0,ae64/u4/q0,ALL,2162,3899,101.0793,0.8984,0.5448,0.9194,0.8623,0.8792,1.3538,2.9741,1.989
ae64,per_channel_uint4,0.3,ae64/u4/q0.3,0,483,0,75.7728,nan,0.0,nan,nan,nan,0.0352,0.0352,1.758
ae64,per_channel_uint4,0.3,ae64/u4/q0.3,1-2,1091,1579,75.3845,0.9278,0.5137,0.9392,0.8989,0.7505,1.2713,2.6141,1.755
ae64,per_channel_uint4,0.3,ae64/u4/q0.3,3-4,453,1528,74.6719,0.892,0.5512,0.9117,0.8605,0.9143,2.4503,5.4592,1.748
ae64,per_channel_uint4,0.3,ae64/u4/q0.3,5+,135,792,73.8833,0.851,0.5996,0.8807,0.8216,1.0514,3.3333,8.3259,1.741
ae64,per_channel_uint4,0.3,ae64/u4/q0.3,ALL,2162,3899,75.2282,0.8982,0.5416,0.9194,0.8616,0.8722,1.371,2.9907,1.753
ae64,per_channel_uint4,0.5,ae64/u4/q0.5,0,483,0,61.8395,nan,0.0,nan,nan,nan,0.0269,0.0269,1.631
ae64,per_channel_uint4,0.5,ae64/u4/q0.5,1-2,1091,1579,61.3558,0.9253,0.5112,0.9383,0.8921,0.8111,1.2805,2.6196,1.627
ae64,per_channel_uint4,0.5,ae64/u4/q0.5,3-4,453,1528,61.1012,0.8966,0.5502,0.9085,0.8776,0.9746,2.4724,5.4967,1.624
ae64,per_channel_uint4,0.5,ae64/u4/q0.5,5+,135,792,60.1187,0.8598,0.6053,0.8832,0.8367,1.1169,3.2889,8.3333,1.615
ae64,per_channel_uint4,0.5,ae64/u4/q0.5,ALL,2162,3899,61.3333,0.9007,0.5415,0.9182,0.8707,0.9342,1.3756,3.0,1.626
ae64,per_channel_uint4,0.7,ae64/u4/q0.7,0,483,0,44.4668,nan,0.0,nan,nan,nan,0.0311,0.0311,1.472
ae64,per_channel_uint4,0.7,ae64/u4/q0.7,1-2,1091,1579,44.6246,0.9221,0.5091,0.9356,0.8876,0.8076,1.2869,2.6214,1.474
ae64,per_channel_uint4,0.7,ae64/u4/q0.7,3-4,453,1528,44.8952,0.8979,0.5466,0.9085,0.881,0.9645,2.5121,5.5408,1.476
ae64,per_channel_uint4,0.7,ae64/u4/q0.7,5+,135,792,43.7379,0.8535,0.6041,0.8782,0.8291,1.1006,3.2815,8.2889,1.466
ae64,per_channel_uint4,0.7,ae64/u4/q0.7,ALL,2162,3899,44.5907,0.8987,0.5387,0.9161,0.8686,0.9256,1.3876,3.0083,1.474
ae64,per_channel_uint4,0.9,ae64/u4/q0.9,0,483,0,23.0931,nan,0.0,nan,nan,nan,0.0311,0.0311,1.277
ae64,per_channel_uint4,0.9,ae64/u4/q0.9,1-2,1091,1579,23.1767,0.9177,0.5072,0.9365,0.8697,0.808,1.2906,2.6187,1.278
ae64,per_channel_uint4,0.9,ae64/u4/q0.9,3-4,453,1528,23.424,0.8914,0.5416,0.9053,0.869,0.9769,2.5453,5.5519,1.28
ae64,per_channel_uint4,0.9,ae64/u4/q0.9,5+,135,792,22.5257,0.8409,0.5931,0.8832,0.799,1.0838,3.3852,8.3185,1.272
ae64,per_channel_uint4,0.9,ae64/u4/q0.9,ALL,2162,3899,23.1692,0.8918,0.5341,0.9161,0.8498,0.927,1.4029,3.0111,1.278
ae64,per_channel_uint4,0.98,ae64/u4/q0.98,0,483,0,9.5391,nan,0.0,nan,nan,nan,0.0455,0.0455,1.154
ae64,per_channel_uint4,0.98,ae64/u4/q0.98,1-2,1091,1579,9.7318,0.9227,0.4956,0.9418,0.8742,0.8945,1.3593,2.6948,1.156
ae64,per_channel_uint4,0.98,ae64/u4/q0.98,3-4,453,1528,9.872,0.8776,0.536,0.8915,0.8554,1.1116,2.5629,5.5232,1.157
ae64,per_channel_uint4,0.98,ae64/u4/q0.98,5+,135,792,9.81,0.8194,0.5821,0.8274,0.8116,1.2635,3.4519,8.2593,1.156
ae64,per_channel_uint4,0.98,ae64/u4/q0.98,ALL,2162,3899,9.723,0.8841,0.5239,0.9044,0.8491,1.0485,1.4487,3.043,1.155
ae64,per_channel_uint6,0.0,ae64/u6/q0,0,483,0,203.6509,nan,0.0,nan,nan,nan,0.0435,0.0435,2.925
ae64,per_channel_uint6,0.0,ae64/u6/q0,1-2,1091,1579,203.1084,0.9322,0.5129,0.9444,0.9011,0.7557,1.2814,2.6306,2.92
ae64,per_channel_uint6,0.0,ae64/u6/q0,3-4,453,1528,202.8204,0.8946,0.5512,0.9106,0.869,0.9099,2.457,5.4746,2.917
ae64,per_channel_uint6,0.0,ae64/u6/q0,5+,135,792,202.5596,0.8497,0.5993,0.8782,0.8216,1.0226,3.3333,8.3185,2.915
ae64,per_channel_uint6,0.0,ae64/u6/q0,ALL,2162,3899,203.135,0.9007,0.5408,0.921,0.8658,0.8669,1.3793,3.0037,2.92
ae64,per_channel_uint6,0.3,ae64/u6/q0.3,0,483,0,149.3697,nan,0.0,nan,nan,nan,0.0393,0.0393,2.43
ae64,per_channel_uint6,0.3,ae64/u6/q0.3,1-2,1091,1579,148.6409,0.9316,0.5127,0.9444,0.8989,0.7554,1.2814,2.6297,2.423
ae64,per_channel_uint6,0.3,ae64/u6/q0.3,3-4,453,1528,148.1569,0.8966,0.5509,0.9128,0.8707,0.9149,2.4658,5.4901,2.419
ae64,per_channel_uint6,0.3,ae64/u6/q0.3,5+,135,792,147.2022,0.8472,0.598,0.8782,0.8166,1.0139,3.3407,8.3111,2.41
ae64,per_channel_uint6,0.3,ae64/u6/q0.3,ALL,2162,3899,148.6125,0.9007,0.5406,0.9218,0.8644,0.867,1.3807,3.0051,2.423
ae64,per_channel_uint6,0.5,ae64/u6/q0.5,0,483,0,118.6413,nan,0.0,nan,nan,nan,0.0352,0.0352,2.149
ae64,per_channel_uint6,0.5,ae64/u6/q0.5,1-2,1091,1579,117.7696,0.9227,0.5075,0.9339,0.8944,0.7865,1.2961,2.6315,2.141
ae64,per_channel_uint6,0.5,ae64/u6/q0.5,3-4,453,1528,117.7961,0.8979,0.5519,0.9096,0.8793,0.9607,2.4592,5.4879,2.142
ae64,per_channel_uint6,0.5,ae64/u6/q0.5,5+,135,792,116.5032,0.846,0.5977,0.8731,0.8191,1.0833,3.3407,8.3037,2.13
ae64,per_channel_uint6,0.5,ae64/u6/q0.5,ALL,2162,3899,117.8908,0.8974,0.5387,0.9149,0.8672,0.9116,1.3858,3.0042,2.142
ae64,per_channel_uint6,0.7,ae64/u6/q0.7,0,483,0,80.6809,nan,0.0,nan,nan,nan,0.0331,0.0331,1.803
ae64,per_channel_uint6,0.7,ae64/u6/q0.7,1-2,1091,1579,81.0613,0.9253,0.5061,0.9374,0.8944,0.7882,1.3071,2.6462,1.806
ae64,per_channel_uint6,0.7,ae64/u6/q0.7,3-4,453,1528,81.5881,0.8999,0.5467,0.9106,0.8827,0.9631,2.5166,5.5519,1.811
ae64,per_channel_uint6,0.7,ae64/u6/q0.7,5+,135,792,80.1658,0.8472,0.5943,0.8731,0.8216,1.09,3.3926,8.363,1.798
ae64,per_channel_uint6,0.7,ae64/u6/q0.7,ALL,2162,3899,81.0308,0.8995,0.5357,0.9169,0.8693,0.9145,1.4061,3.0282,1.806
ae64,per_channel_uint6,0.9,ae64/u6/q0.9,0,483,0,37.4403,nan,0.0,nan,nan,nan,0.0311,0.0311,1.408
ae64,per_channel_uint6,0.9,ae64/u6/q0.9,1-2,1091,1579,37.7811,0.9196,0.5031,0.9392,0.8697,0.8047,1.3144,2.6453,1.411
ae64,per_channel_uint6,0.9,ae64/u6/q0.9,3-4,453,1528,38.2123,0.8953,0.5422,0.9138,0.8656,0.9831,2.5497,5.5695,1.415
ae64,per_channel_uint6,0.9,ae64/u6/q0.9,5+,135,792,36.8773,0.8384,0.5861,0.8756,0.8015,1.0542,3.4741,8.3926,1.403
ae64,per_channel_uint6,0.9,ae64/u6/q0.9,ALL,2162,3899,37.7389,0.8936,0.5313,0.9194,0.8491,0.9223,1.4214,3.0328,1.411
ae64,per_channel_uint6,0.98,ae64/u6/q0.98,0,483,0,13.4956,nan,0.0,nan,nan,nan,0.0455,0.0455,1.19
ae64,per_channel_uint6,0.98,ae64/u6/q0.98,1-2,1091,1579,13.7616,0.924,0.4958,0.9409,0.8809,0.8834,1.3602,2.6975,1.192
ae64,per_channel_uint6,0.98,ae64/u6/q0.98,3-4,453,1528,13.992,0.8763,0.5397,0.8904,0.8537,1.1026,2.521,5.4768,1.194
ae64,per_channel_uint6,0.98,ae64/u6/q0.98,5+,135,792,13.9102,0.8245,0.5841,0.8299,0.8191,1.2589,3.4444,8.2815,1.194
ae64,per_channel_uint6,0.98,ae64/u6/q0.98,ALL,2162,3899,13.7597,0.8851,0.5257,0.904,0.8526,1.0395,1.4399,3.0361,1.192
ae64,per_channel_uint8,0.0,ae64/u8/q0,0,483,0,267.7542,nan,0.0,nan,nan,nan,0.0435,0.0435,3.51
ae64,per_channel_uint8,0.0,ae64/u8/q0,1-2,1091,1579,267.7032,0.9297,0.5119,0.9427,0.8966,0.7504,1.2832,2.6288,3.509
ae64,per_channel_uint8,0.0,ae64/u8/q0,3-4,453,1528,267.6477,0.8959,0.5496,0.9117,0.8707,0.9153,2.4768,5.4989,3.509
ae64,per_channel_uint8,0.0,ae64/u8/q0,5+,135,792,267.9039,0.8497,0.5972,0.8807,0.8191,1.0133,3.363,8.3481,3.511
ae64,per_channel_uint8,0.0,ae64/u8/q0,ALL,2162,3899,267.7155,0.9002,0.5394,0.921,0.8644,0.8651,1.3862,3.0097,3.509
ae64,per_channel_uint8,0.3,ae64/u8/q0.3,0,483,0,196.1869,nan,0.0,nan,nan,nan,0.0435,0.0435,2.857
ae64,per_channel_uint8,0.3,ae64/u8/q0.3,1-2,1091,1579,195.826,0.9297,0.5113,0.9427,0.8966,0.7485,1.286,2.6315,2.853
ae64,per_channel_uint8,0.3,ae64/u8/q0.3,3-4,453,1528,195.3782,0.8946,0.5499,0.9106,0.869,0.91,2.4702,5.4879,2.849
ae64,per_channel_uint8,0.3,ae64/u8/q0.3,5+,135,792,194.4339,0.8485,0.5936,0.8782,0.8191,1.0055,3.4074,8.3852,2.841
ae64,per_channel_uint8,0.3,ae64/u8/q0.3,ALL,2162,3899,195.7259,0.8995,0.5387,0.9202,0.8637,0.8607,1.389,3.0111,2.853
ae64,per_channel_uint8,0.5,ae64/u8/q0.5,0,483,0,154.5823,nan,0.0,nan,nan,nan,0.0373,0.0373,2.477
ae64,per_channel_uint8,0.5,ae64/u8/q0.5,1-2,1091,1579,153.7415,0.9221,0.5077,0.933,0.8944,0.7838,1.2942,2.6288,2.469
ae64,per_channel_uint8,0.5,ae64/u8/q0.5,3-4,453,1528,153.886,0.8979,0.5523,0.9085,0.881,0.9575,2.4547,5.4834,2.471
ae64,per_channel_uint8,0.5,ae64/u8/q0.5,5+,135,792,152.6719,0.846,0.6004,0.8706,0.8216,1.0832,3.3037,8.2667,2.46
ae64,per_channel_uint8,0.5,ae64/u8/q0.5,ALL,2162,3899,153.8928,0.8972,0.5393,0.9137,0.8686,0.9093,1.3821,3.0,2.471
ae64,per_channel_uint8,0.7,ae64/u8/q0.7,0,483,0,103.6333,nan,0.0,nan,nan,nan,0.0352,0.0352,2.012
ae64,per_channel_uint8,0.7,ae64/u8/q0.7,1-2,1091,1579,103.988,0.9265,0.5075,0.9392,0.8944,0.7899,1.3016,2.6425,2.016
ae64,per_channel_uint8,0.7,ae64/u8/q0.7,3-4,453,1528,104.5691,0.8973,0.5456,0.9096,0.8776,0.9568,2.521,5.5475,2.021
ae64,per_channel_uint8,0.7,ae64/u8/q0.7,5+,135,792,103.1258,0.8485,0.6,0.8756,0.8216,1.0847,3.3185,8.2963,2.008
ae64,per_channel_uint8,0.7,ae64/u8/q0.7,ALL,2162,3899,103.9767,0.8992,0.5367,0.9177,0.8672,0.9117,1.4001,3.0217,2.015
ae64,per_channel_uint8,0.9,ae64/u8/q0.9,0,483,0,46.4472,nan,0.0,nan,nan,nan,0.029,0.029,1.491
ae64,per_channel_uint8,0.9,ae64/u8/q0.9,1-2,1091,1579,46.6723,0.9202,0.5042,0.94,0.8697,0.8026,1.3098,2.6416,1.493
ae64,per_channel_uint8,0.9,ae64/u8/q0.9,3-4,453,1528,47.0806,0.8946,0.5422,0.9138,0.8639,0.9833,2.5475,5.5651,1.496
ae64,per_channel_uint8,0.9,ae64/u8/q0.9,5+,135,792,45.6076,0.8346,0.5839,0.8706,0.799,1.052,3.4889,8.3852,1.483
ae64,per_channel_uint8,0.9,ae64/u8/q0.9,ALL,2162,3899,46.6411,0.8928,0.5315,0.919,0.8477,0.9209,1.4191,3.0291,1.492
ae64,per_channel_uint8,0.98,ae64/u8/q0.98,0,483,0,15.6696,nan,0.0,nan,nan,nan,0.0455,0.0455,1.21
ae64,per_channel_uint8,0.98,ae64/u8/q0.98,1-2,1091,1579,15.8379,0.9227,0.4957,0.94,0.8787,0.884,1.3584,2.6939,1.211
ae64,per_channel_uint8,0.98,ae64/u8/q0.98,3-4,453,1528,16.0352,0.8763,0.5388,0.8915,0.852,1.0978,2.5298,5.4857,1.213
ae64,per_channel_uint8,0.98,ae64/u8/q0.98,5+,135,792,15.9749,0.8232,0.5853,0.8299,0.8166,1.2549,3.4222,8.2519,1.213
ae64,per_channel_uint8,0.98,ae64/u8/q0.98,ALL,2162,3899,15.8502,0.8843,0.5256,0.904,0.8505,1.0372,1.4394,3.0342,1.211
noae,per_channel_uint4,0.0,noae/u4/q0,0,483,0,397.683,nan,0.0,nan,nan,nan,0.0497,0.0497,4.695
noae,per_channel_uint4,0.0,noae/u4/q0,1-2,1091,1579,392.1702,0.9025,0.5251,0.9242,0.8472,0.9363,1.1815,2.4876,4.645
noae,per_channel_uint4,0.0,noae/u4/q0,3-4,453,1528,388.4685,0.8691,0.5649,0.8798,0.852,1.0764,2.2583,5.1898,4.611
noae,per_channel_uint4,0.0,noae/u4/q0,5+,135,792,382.733,0.8321,0.6018,0.8376,0.8266,1.2188,3.2296,8.1111,4.559
noae,per_channel_uint4,0.0,noae/u4/q0,ALL,2162,3899,392.0369,0.8751,0.5517,0.8934,0.8435,1.0454,1.2821,2.8603,4.644
noae,per_channel_uint4,0.3,noae/u4/q0.3,0,483,0,290.2167,nan,0.0,nan,nan,nan,0.0518,0.0518,3.715
noae,per_channel_uint4,0.3,noae/u4/q0.3,1-2,1091,1579,289.1497,0.9101,0.5316,0.9286,0.8629,0.9264,1.1604,2.4775,3.705
noae,per_channel_uint4,0.3,noae/u4/q0.3,3-4,453,1528,289.1674,0.8737,0.5662,0.883,0.8588,1.0689,2.2583,5.2053,3.705
noae,per_channel_uint4,0.3,noae/u4/q0.3,5+,135,792,283.5931,0.8295,0.6066,0.8325,0.8266,1.2309,3.1556,8.0222,3.654
noae,per_channel_uint4,0.3,noae/u4/q0.3,ALL,2162,3899,289.0448,0.8795,0.5558,0.8959,0.8512,1.0402,1.2673,2.8534,3.704
noae,per_channel_uint4,0.5,noae/u4/q0.5,0,483,0,240.7573,nan,0.0,nan,nan,nan,0.0559,0.0559,3.263
noae,per_channel_uint4,0.5,noae/u4/q0.5,1-2,1091,1579,239.2538,0.8841,0.523,0.9118,0.8135,1.0466,1.1668,2.4464,3.25
noae,per_channel_uint4,0.5,noae/u4/q0.5,3-4,453,1528,239.6702,0.858,0.5565,0.8766,0.8282,1.116,2.3068,5.2009,3.253
noae,per_channel_uint4,0.5,noae/u4/q0.5,5+,135,792,234.68,0.8182,0.5896,0.8325,0.804,1.2556,3.3407,8.1407,3.208
noae,per_channel_uint4,0.5,noae/u4/q0.5,ALL,2162,3899,239.3913,0.8605,0.5454,0.8857,0.8169,1.1141,1.2932,2.8451,3.251
noae,per_channel_uint4,0.7,noae/u4/q0.7,0,483,0,185.7392,nan,0.0,nan,nan,nan,0.0559,0.0559,2.761
noae,per_channel_uint4,0.7,noae/u4/q0.7,1-2,1091,1579,184.4255,0.8866,0.5241,0.9136,0.818,1.0417,1.165,2.4482,2.749
noae,per_channel_uint4,0.7,noae/u4/q0.7,3-4,453,1528,185.0595,0.8606,0.5584,0.8766,0.835,1.1315,2.2958,5.1987,2.755
noae,per_channel_uint4,0.7,noae/u4/q0.7,5+,135,792,180.7861,0.8131,0.5797,0.8274,0.799,1.2622,3.4593,8.2296,2.716
noae,per_channel_uint4,0.7,noae/u4/q0.7,ALL,2162,3899,184.6246,0.8615,0.5449,0.8857,0.8197,1.1191,1.2974,2.8511,2.751
noae,per_channel_uint4,0.9,noae/u4/q0.9,0,483,0,100.4859,nan,0.0,nan,nan,nan,0.0518,0.0518,1.984
noae,per_channel_uint4,0.9,noae/u4/q0.9,1-2,1091,1579,98.4834,0.886,0.5063,0.9092,0.827,1.0705,1.2502,2.5325,1.965
noae,per_channel_uint4,0.9,noae/u4/q0.9,3-4,453,1528,97.1102,0.8495,0.5344,0.8606,0.8316,1.1891,2.4967,5.362,1.953
noae,per_channel_uint4,0.9,noae/u4/q0.9,5+,135,792,93.5329,0.8258,0.5919,0.835,0.8166,1.3211,3.3407,8.1852,1.92
noae,per_channel_uint4,0.9,noae/u4/q0.9,ALL,2162,3899,98.3339,0.8595,0.5301,0.8788,0.826,1.1653,1.3742,2.9241,1.964
noae,per_channel_uint4,0.98,noae/u4/q0.98,0,483,0,44.9624,nan,0.0,nan,nan,nan,0.0766,0.0766,1.477
noae,per_channel_uint4,0.98,noae/u4/q0.98,1-2,1091,1579,43.2284,0.8816,0.5192,0.8986,0.8382,1.2473,1.1815,2.4574,1.461
noae,per_channel_uint4,0.98,noae/u4/q0.98,3-4,453,1528,41.4334,0.8128,0.5547,0.8085,0.8197,1.4146,2.2009,4.9426,1.445
noae,per_channel_uint4,0.98,noae/u4/q0.98,5+,135,792,39.4261,0.7639,0.5926,0.7665,0.7613,1.5848,3.0815,7.563,1.426
noae,per_channel_uint4,0.98,noae/u4/q0.98,ALL,2162,3899,43.0023,0.8307,0.5418,0.8432,0.8092,1.3745,1.2669,2.765,1.459
noae,per_channel_uint6,0.0,noae/u6/q0,0,483,0,794.6036,nan,0.0,nan,nan,nan,0.058,0.058,8.317
noae,per_channel_uint6,0.0,noae/u6/q0,1-2,1091,1579,784.9314,0.9044,0.5395,0.9259,0.8494,0.8523,1.1173,2.4262,8.228
noae,per_channel_uint6,0.0,noae/u6/q0,3-4,453,1528,778.2378,0.8763,0.5686,0.8809,0.869,0.9943,2.2428,5.1987,8.167
noae,per_channel_uint6,0.0,noae/u6/q0,5+,135,792,770.4546,0.8308,0.6031,0.8325,0.8291,1.1231,3.2074,8.0815,8.096
noae,per_channel_uint6,0.0,noae/u6/q0,ALL,2162,3899,784.7858,0.8784,0.5595,0.8938,0.8519,0.9598,1.247,2.8312,8.227
noae,per_channel_uint6,0.3,noae/u6/q0.3,0,483,0,570.3809,nan,0.0,nan,nan,nan,0.0559,0.0559,6.271
noae,per_channel_uint6,0.3,noae/u6/q0.3,1-2,1091,1579,565.5674,0.9044,0.5393,0.9259,0.8494,0.8506,1.1182,2.4271,6.227
noae,per_channel_uint6,0.3,noae/u6/q0.3,3-4,453,1528,563.5438,0.873,0.5645,0.8766,0.8673,0.9908,2.2715,5.2163,6.208
noae,per_channel_uint6,0.3,noae/u6/q0.3,5+,135,792,556.0366,0.8321,0.6051,0.8299,0.8342,1.1379,3.1852,8.0667,6.14
noae,per_channel_uint6,0.3,noae/u6/q0.3,ALL,2162,3899,565.6236,0.8774,0.5583,0.8918,0.8526,0.9606,1.2516,2.834,6.227
noae,per_channel_uint6,0.5,noae/u6/q0.5,0,483,0,457.3149,nan,0.0,nan,nan,nan,0.0663,0.0663,5.239
noae,per_channel_uint6,0.5,noae/u6/q0.5,1-2,1091,1579,451.7643,0.8911,0.5389,0.9136,0.8337,0.9464,1.1036,2.3932,5.189
noae,per_channel_uint6,0.5,noae/u6/q0.5,3-4,453,1528,450.0671,0.8626,0.5688,0.8766,0.8401,1.0786,2.2053,5.1148,5.173
noae,per_channel_uint6,0.5,noae/u6/q0.5,5+,135,792,444.102,0.8258,0.6,0.8325,0.8191,1.1821,3.2296,8.0741,5.119
noae,per_channel_uint6,0.5,noae/u6/q0.5,ALL,2162,3899,452.1703,0.8666,0.5585,0.8865,0.8323,1.0436,1.2354,2.7983,5.192
noae,per_channel_uint6,0.7,noae/u6/q0.7,0,483,0,325.986,nan,0.0,nan,nan,nan,0.0642,0.0642,4.041
noae,per_channel_uint6,0.7,noae/u6/q0.7,1-2,1091,1579,321.6629,0.8911,0.5393,0.9145,0.8315,0.9461,1.1017,2.3914,4.002
noae,per_channel_uint6,0.7,noae/u6/q0.7,3-4,453,1528,321.1077,0.8599,0.5664,0.8723,0.8401,1.0837,2.2208,5.1214,3.996
noae,per_channel_uint6,0.7,noae/u6/q0.7,5+,135,792,315.4655,0.8232,0.596,0.8274,0.8191,1.1865,3.2741,8.1037,3.945
noae,per_channel_uint6,0.7,noae/u6/q0.7,ALL,2162,3899,322.1254,0.8651,0.5572,0.8845,0.8316,1.0462,1.2401,2.8002,4.006
noae,per_channel_uint6,0.9,noae/u6/q0.9,0,483,0,158.7003,nan,0.0,nan,nan,nan,0.0683,0.0683,2.515
noae,per_channel_uint6,0.9,noae/u6/q0.9,1-2,1091,1579,155.8591,0.8885,0.5202,0.9083,0.8382,0.9935,1.1861,2.472,2.489
noae,per_channel_uint6,0.9,noae/u6/q0.9,3-4,453,1528,153.7416,0.8521,0.5409,0.8617,0.8367,1.112,2.4393,5.3135,2.469
noae,per_channel_uint6,0.9,noae/u6/q0.9,5+,135,792,148.4155,0.8283,0.5915,0.8274,0.8291,1.2882,3.3556,8.2148,2.421
noae,per_channel_uint6,0.9,noae/u6/q0.9,ALL,2162,3899,155.5854,0.862,0.5381,0.8776,0.8351,1.0969,1.3344,2.889,2.486
noae,per_channel_uint6,0.98,noae/u6/q0.98,0,483,0,63.5326,nan,0.0,nan,nan,nan,0.0766,0.0766,1.646
noae,per_channel_uint6,0.98,noae/u6/q0.98,1-2,1091,1579,60.8451,0.8841,0.5238,0.9048,0.8315,1.2017,1.1632,2.4427,1.622
noae,per_channel_uint6,0.98,noae/u6/q0.98,3-4,453,1528,57.9454,0.8253,0.5562,0.8181,0.8367,1.3377,2.2208,5.0044,1.595
noae,per_channel_uint6,0.98,noae/u6/q0.98,5+,135,792,54.9914,0.7689,0.5953,0.7665,0.7714,1.514,3.0667,7.5778,1.569
noae,per_channel_uint6,0.98,noae/u6/q0.98,ALL,2162,3899,60.4724,0.8377,0.5451,0.8497,0.8169,1.3124,1.2609,2.7715,1.619
noae,per_channel_uint8,0.0,noae/u8/q0,0,483,0,1062.0603,nan,0.0,nan,nan,nan,0.058,0.058,10.757
noae,per_channel_uint8,0.0,noae/u8/q0,1-2,1091,1579,1050.3639,0.9075,0.5434,0.9259,0.8607,0.8497,1.1036,2.417,10.65
noae,per_channel_uint8,0.0,noae/u8/q0,3-4,453,1528,1042.3527,0.8757,0.5698,0.8798,0.869,0.9815,2.2296,5.1832,10.577
noae,per_channel_uint8,0.0,noae/u8/q0,5+,135,792,1033.7295,0.8283,0.6029,0.8299,0.8266,1.1109,3.2,8.0593,10.498
noae,per_channel_uint8,0.0,noae/u8/q0,ALL,2162,3899,1050.2597,0.8789,0.5617,0.893,0.8546,0.9512,1.2368,2.8219,10.649
noae,per_channel_uint8,0.3,noae/u8/q0.3,0,483,0,767.2876,nan,0.0,nan,nan,nan,0.0559,0.0559,8.067
noae,per_channel_uint8,0.3,noae/u8/q0.3,1-2,1091,1579,759.625,0.9069,0.5424,0.9259,0.8584,0.8494,1.1072,2.4198,7.997
noae,per_channel_uint8,0.3,noae/u8/q0.3,3-4,453,1528,755.4886,0.875,0.5697,0.8798,0.8673,0.9824,2.2296,5.181,7.96
noae,per_channel_uint8,0.3,noae/u8/q0.3,5+,135,792,746.7081,0.827,0.602,0.8299,0.8241,1.1079,3.2074,8.0593,7.88
noae,per_channel_uint8,0.3,noae/u8/q0.3,ALL,2162,3899,759.6636,0.8782,0.5611,0.893,0.8526,0.9508,1.2387,2.8224,7.998
noae,per_channel_uint8,0.5,noae/u8/q0.5,0,483,0,604.428,nan,0.0,nan,nan,nan,0.0683,0.0683,6.581
noae,per_channel_uint8,0.5,noae/u8/q0.5,1-2,1091,1579,597.8575,0.8923,0.5419,0.9127,0.8404,0.9411,1.0917,2.3831,6.521
noae,per_channel_uint8,0.5,noae/u8/q0.5,3-4,453,1528,594.8727,0.8652,0.5674,0.8777,0.8452,1.0713,2.2252,5.1435,6.494
