label,class_aware_mode,object_rows,current_supported_rows,current_supported_rate,class_aware_supported_rows,class_aware_supported_rate,support_gain_rows,support_loss_rows,current_support_mean,class_aware_support_mean,current_support_median,class_aware_support_median
person,person_radius,4104,525,0.12792397660818713,525,0.12792397660818713,0,0,0.25755360623781676,0.25755360623781676,0.0,0.0
vehicle,bbox,2450,1399,0.5710204081632653,1399,0.5710204081632653,0,0,8.42530612244898,8.43265306122449,1.0,1.0
