wall_time_iso,elapsed_s,run_id,run_group,stream_id,transport_label,role,frame_id,carla_timestamp,result_received,front_ms,back_ms,round_trip_ms,transport_round_trip_ms_estimate,total_pipeline_ms_estimate,feature_payload_bytes,feature_payload_bytes_uncompressed,feature_payload_chunks,result_payload_bytes_estimate,result_payload_chunks_estimate,mask_present,segmentation_class_count,gt_camera_available,miou_binary,miou_3class_macro,miou_vehicle_iou,miou_person_iou,gt_vehicle_pixels,gt_person_pixels,object_count,radar_projected_points,spatial_map_enabled,spatial_map_dropped_packets,bind_host,remote_host,camera_source_port,remote_port,remote_source_port,camera_result_port,camera_width,camera_height,model_input_width,model_input_height,quantization_mode,entropy_coder
2026-07-14T22:15:51.232,5.894648215966299,20260714_221545_front_fusion_ego_53,parked_npc,fusion_ego_53,front,front,588276,5524.09983679303,True,794.5507989497855,9.039409924298525,44.37488398980349,35.33547406550497,838.925682939589,1138005,2903040,19,3679,1,True,3,0,nan,nan,nan,nan,0,0,3,414,False,0,127.0.0.1,127.0.0.1,51001,51002,51003,51004,854,480,768,432,per_channel_uint8,zlib
2026-07-14T22:15:51.355,6.017740514012985,20260714_221545_front_fusion_ego_53,parked_npc,fusion_ego_53,front,front,588277,5524.19983679452,True,53.71613893657923,6.004558992572129,38.96080399863422,32.95624500606209,92.67694293521345,1130591,2903040,19,3699,1,True,3,0,nan,nan,nan,nan,0,0,3,402,False,0,127.0.0.1,127.0.0.1,51001,51002,51003,51004,854,480,768,432,per_channel_uint8,zlib
2026-07-14T22:15:51.469,6.132555312011391,20260714_221545_front_fusion_ego_53,parked_npc,fusion_ego_53,front,front,588278,5524.29983679601,True,50.634391023777425,5.9538050554692745,38.03729091305286,32.08348585758358,88.67168193683028,1130600,2903040,19,4191,1,True,3,0,nan,nan,nan,nan,0,0,4,413,False,0,127.0.0.1,127.0.0.1,51001,51002,51003,51004,854,480,768,432,per_channel_uint8,zlib
2026-07-14T22:15:51.610,6.273208427941427,20260714_221545_front_fusion_ego_53,parked_npc,fusion_ego_53,front,front,588279,5524.3998367975,True,59.92298503406346,6.102119921706617,39.592285989783704,33.49016606807709,99.51527102384716,1130171,2903040,19,3816,1,True,3,0,nan,nan,nan,nan,0,0,3,431,False,0,127.0.0.1,127.0.0.1,51001,51002,51003,51004,854,480,768,432,per_channel_uint8,zlib
2026-07-14T22:15:51.720,6.383858992950991,20260714_221545_front_fusion_ego_53,parked_npc,fusion_ego_53,front,front,588280,5524.49983679899,True,50.15157093293965,6.050782045349479,38.03308599162847,31.98230394627899,88.18465692456812,1125646,2903040,19,3766,1,True,3,0,nan,nan,nan,nan,0,0,3,406,False,0,127.0.0.1,127.0.0.1,51001,51002,51003,51004,854,480,768,432,per_channel_uint8,zlib
2026-07-14T22:15:51.830,6.493786553968675,20260714_221545_front_fusion_ego_53,parked_npc,fusion_ego_53,front,front,588281,5524.59983680048,True,46.82152299210429,6.906561087816954,39.67605694197118,32.76949585415423,86.49757993407547,1128669,2903040,19,2936,1,True,3,0,nan,nan,nan,nan,0,0,1,404,False,0,127.0.0.1,127.0.0.1,51001,51002,51003,51004,854,480,768,432,per_channel_uint8,zlib
2026-07-14T22:15:51.948,6.611075429012999,20260714_221545_front_fusion_ego_53,parked_npc,fusion_ego_53,front,front,588282,5524.69983680197,True,52.94138903263956,5.829662084579468,37.73362294305116,31.90396085847169,90.67501197569072,1128765,2903040,19,3390,1,True,3,0,nan,nan,nan,nan,0,0,2,390,False,0,127.0.0.1,127.0.0.1,51001,51002,51003,51004,854,480,768,432,per_channel_uint8,zlib
2026-07-14T22:15:52.058,6.721822054008953,20260714_221545_front_fusion_ego_53,parked_npc,fusion_ego_53,front,front,588283,5524.7998368034605,True,46.36578797362745,6.028371979482472,38.54100895114243,32.51263697165996,84.90679692476988,1126793,2903040,19,3426,1,True,3,0,nan,nan,nan,nan,0,0,2,404,False,0,127.0.0.1,127.0.0.1,51001,51002,51003,51004,854,480,768,432,per_channel_uint8,zlib
2026-07-14T22:15:52.170,6.83315208600834,20260714_221545_front_fusion_ego_53,parked_npc,fusion_ego_53,front,front,588284,5524.899836804951,True,43.74374693725258,5.956993089057505,38.65020093508065,32.69320784602314,82.39394787233323,1126157,2903040,19,3679,1,True,3,0,nan,nan,nan,nan,0,0,3,411,False,0,127.0.0.1,127.0.0.1,51001,51002,51003,51004,854,480,768,432,per_channel_uint8,zlib
2026-07-14T22:15:52.284,6.946969670010731,20260714_221545_front_fusion_ego_53,parked_npc,fusion_ego_53,front,front,588285,5524.999836806441,True,48.777068965137005,6.049475981853902,38.173052947968245,32.12357696611434,86.95012191310525,1127932,2903040,19,3805,1,True,3,0,nan,nan,nan,nan,0,0,3,415,False,0,127.0.0.1,127.0.0.1,51001,51002,51003,51004,854,480,768,432,per_channel_uint8,zlib
