rung_index,commanded_noise_power_db,candidate_application_index,candidate_application_attempted_once,attempt_started_monotonic_ns,attempt_started_wall_time_ns,status,ran_epoch_id,control_session_id,send_monotonic_ns,send_wall_time_ns,response_received_monotonic_ns,response_received_wall_time_ns,handler_bracket_ms,response_sha256,post_apply_state_sha256,candidate_applied_once
1,-3.5,0,True,1580532878963904,1787365887815419190,ACK_AND_POST_STATE_VALIDATED_ONCE,b768f6c1-cdca-456c-a56f-08395c7513f8,0ea607f5-99dc-4029-b126-4470a215df81,1580532878966821,1787365887815422047,1580532879085081,1787365887815540540,0.11826,f377c0076fac60fdfb49a42626c6bb620699e8fd885db6bdd24c7e66317e3d47,c7b2aab3dc22fdb92f58a57ad4ea7df260009df4756099cf3e86ca6ec5ce8cf4,True
