rfsim_command,commanded_noise_power_db,send_monotonic_ns,send_wall_time_ns,response_received_monotonic_ns,response_received_wall_time_ns,handler_bracket_ms,status,control_session_id,ran_epoch_id
channelmod modify 2 noise_power_dB -2.0,-2.0,1589778228243269,1787375133164698646,1589778228359650,1787375133164814892,0.116381,ACK_AND_POST_STATE_VALIDATED_ONCE,3a76359e-1c3e-4994-85c2-23de6cd1caa3,dd91aa73-57bf-414d-a146-484bb9ddd827
