cell_id,action_id,network_profile_id,terminal_status,structural_status,eligible_preparation_frames,captures_sent,preparation_coverage,preparation_coverage_met,sustainable_preparation_fps,stale_before_send_frames,queue_replacement_frames,queue_depth_high_water_edge,mean_payload_bytes,mean_feature_datagrams,mean_result_datagrams,receipt_ack_rate,median_receipt_latency_ms,installation_ack_rate,timely_installations,timely_installation_fraction,median_install_aoi_ms,p95_install_aoi_ms,max_install_aoi_ms,install_aoi_monotone_fraction,first_half_median_install_aoi_ms,second_half_median_install_aoi_ms,median_front_ms,median_queue_wait_ms,median_frozen_tail_ms,incomplete_reassemblies_expired_edge,evaluation_masks_persisted_edge,evaluation_masks_hash_verified_ue,evaluation_masks_hash_mismatched_ue,dense_label_map_on_radio,counter_reconciliation_holds,cold_teardown_verified
a20__favorable_stable,20,FAVORABLE_STABLE,FAILED,UNEVALUABLE,,,,False,,,,,,,,,,,0,,,,,,,,,,,,,0,,,False,False
a71__favorable_stable,71,FAVORABLE_STABLE,FAILED,UNEVALUABLE,,,,False,,,,,,,,,,,0,,,,,,,,,,,,,0,,,False,False
a20__fade_recovery,20,FADE_RECOVERY,FAILED,UNEVALUABLE,,,,False,,,,,,,,,,,0,,,,,,,,,,,,,0,,,False,False
a71__fade_recovery,71,FADE_RECOVERY,FAILED,UNEVALUABLE,,,,False,,,,,,,,,,,0,,,,,,,,,,,,,0,,,False,False
