time,rnti,frame,slot,snrx10,tpc,rssi
20:39:16.028893,49395,484,7,100,1,937
20:39:18.556084,49395,687,7,100,1,937
20:39:19.764694,49395,785,7,100,1,929
20:39:21.036506,61809,887,7,100,1,937
20:39:21.613536,61809,935,7,100,1,937
20:39:22.332972,61809,999,7,100,1,937
20:39:25.155171,61809,225,7,100,1,937
20:39:25.477760,49395,257,7,100,1,937
20:39:27.298016,61809,415,7,100,1,937
20:39:27.849531,61809,460,7,100,1,937
20:39:27.849531,49395,460,7,100,1,937
20:39:29.401397,61809,600,7,100,1,937
20:39:29.737035,49395,621,7,100,1,929
20:39:30.444290,49395,688,7,100,1,937
20:39:30.778378,61809,717,7,100,1,937
20:39:31.554210,61809,785,7,100,1,937
20:39:34.068597,49395,993,7,100,1,937
20:39:36.165606,49395,133,7,100,1,937
20:39:37.184366,61809,214,7,100,1,937
20:39:38.041859,61809,280,7,100,1,937
20:39:45.714992,61809,939,7,100,1,937
