cell_id,varied_knob,varied_value,scenario,controller,frames,split_pct,skip_pct,degraded_tier_pct,over_budget_pct,shield_ood_pct,selected_true_safe_pct,selected_matched_true_safe_pct,false_admit_selected_pct,false_admit_selected_matched_pct,false_reject_frame_pct,false_reject_frame_matched_pct,matched_false_admit_count,admitted_send_count,matched_false_admit_conditional_pct,matched_false_admit_ci95_low_pct,matched_false_admit_ci95_high_pct,false_reject_count,true_feasible_frame_count,false_reject_conditional_pct,false_reject_ci95_low_pct,false_reject_ci95_high_pct,matched_false_reject_count,matched_true_feasible_frame_count,matched_false_reject_conditional_pct,matched_false_reject_ci95_low_pct,matched_false_reject_ci95_high_pct,mean_bound_m,mean_risk_sigma_m,max_risk_sigma_m,p95_true_risk_m,p95_matched_true_risk_m,mean_reward,mean_predicted_reward,mean_true_scored_reward,mean_matched_true_scored_reward,mean_matched_true_scored_reward_finite,matched_true_reward_finite_frame_count,mean_prb_cost,mean_oracle_reward_gap_safe_only,oracle_action_set_mismatch_pct,shield_skip_clairvoyant_split_pct,attempts,capture_attempt_pct,delivery_pct_attempted,c1_estimate_miss_count,c1_estimate_miss_pct_attempted,c1_estimate_miss_ci95_low_pct,c1_estimate_miss_ci95_high_pct,truth_objects,observed_objects,unobserved_gt_objects,observation_coverage_pct
baseline,baseline,0.0,ctrl_busylight_200k,shielded,600,5.333333333333334,94.66666666666667,3.3333333333333335,58.166666666666664,0.0,51.16666666666667,81.33333333333333,20.5,0.0,38.666666666666664,39.666666666666664,0,6,0.0,2.7755575615628914e-15,39.033428790216526,232,387,59.94832041343669,54.99167896161562,64.70940398703985,238,489,48.670756646216766,44.26833872135085,53.09389617846717,10.180168392627518,5.440092820663267e-17,7.105427357601002e-15,1000000.0,6.458714308694254,0.3084377850173256,0.3084377850173256,-10249.362932711612,-41.165523793396744,0.5050222836396058,599,0.027123804516059984,0.006861634834917506,43.833333333333336,41.5,21,3.5000000000000004,95.23809523809523,1,4.761904761904762,0.8455987809826399,22.66936007412256,1590,466,1124,29.30817610062893
baseline,baseline,0.0,ctrl_obeylight_200k,shielded,600,7.5,92.5,5.833333333333333,79.5,0.0,27.500000000000004,52.166666666666664,5.833333333333333,0.0,28.499999999999996,31.666666666666664,0,5,0.0,0.0,43.44824647831748,171,267,64.04494382022472,58.12731116561027,69.56416573256006,190,313,60.70287539936102,55.19365356379951,65.95256898213202,11.205931651850978,8.548717289613706e-17,1.4210854715202004e-14,1000000.0,19.088005275301327,0.4516865727792025,0.4516865727792025,-6916.105785285884,0.5854975455308513,0.5854975455308513,600,0.03429157069944862,0.009027568276043008,31.666666666666664,28.333333333333332,39,6.5,100.0,0,0.0,0.0,8.966685370757144,1355,808,547,59.6309963099631
baseline,baseline,0.0,oppwin_fast_test,shielded,499,4.408817635270541,95.59118236472945,3.6072144288577155,27.054108216432866,0.0,66.53306613226452,75.1503006012024,8.617234468937877,0.0,2.2044088176352705,2.2044088176352705,0,4,0.0,0.0,48.98908364545973,11,332,3.3132530120481927,1.8599581096682027,5.83458291318118,11,375,2.933333333333333,1.6456737553354555,5.1755065086031085,1.8667649238575856,4.894770850050791e-18,8.881784197001252e-16,1000000.0,6.954771600148408,0.17186800757310264,0.17186800757310264,-1653.0921239849185,0.18551752709041303,0.18551752709041303,499,0.019980794333203534,0.004873259278730007,7.014028056112225,6.613226452905812,20,4.008016032064128,100.0,0,0.0,0.0,16.112515805281937,240,165,75,68.75
w_error_low,w_error,0.025,ctrl_busylight_200k,shielded,600,5.333333333333334,94.66666666666667,3.3333333333333335,58.166666666666664,0.0,51.16666666666667,81.33333333333333,20.5,0.0,38.666666666666664,39.666666666666664,0,6,0.0,2.7755575615628914e-15,39.033428790216526,232,387,59.94832041343669,54.99167896161562,64.70940398703985,238,489,48.670756646216766,44.26833872135085,53.09389617846717,10.180168392627518,5.440092820663267e-17,7.105427357601002e-15,1000000.0,6.458714308694254,0.4253003264764451,0.4253003264764451,-5124.345674399792,-20.312103383679794,0.5251428943744435,599,0.027123804516059984,0.006881838371581999,43.833333333333336,41.5,21,3.5000000000000004,95.23809523809523,1,4.761904761904762,0.8455987809826399,22.66936007412256,1590,466,1124,29.30817610062893
w_error_low,w_error,0.025,ctrl_obeylight_200k,shielded,600,7.5,92.5,5.833333333333333,79.5,0.0,27.500000000000004,52.166666666666664,5.833333333333333,0.0,28.499999999999996,31.666666666666664,0,5,0.0,0.0,43.44824647831748,171,267,64.04494382022472,58.12731116561027,69.56416573256006,190,313,60.70287539936102,55.19365356379951,65.95256898213202,11.205931651850978,8.548717289613706e-17,1.4210854715202004e-14,1000000.0,19.088005275301327,0.5803113896878693,0.5803113896878693,-3457.715873201035,0.6475272278687467,0.6475272278687467,600,0.03429157069944862,0.009068282128104422,31.666666666666664,28.333333333333332,39,6.5,100.0,0,0.0,0.0,8.966685370757144,1355,808,547,59.6309963099631
w_error_low,w_error,0.025,oppwin_fast_test,shielded,499,4.408817635270541,95.59118236472945,3.6072144288577155,27.054108216432866,0.0,66.53306613226452,75.1503006012024,8.617234468937877,0.0,2.2044088176352705,2.2044088176352705,0,4,0.0,0.0,48.98908364545973,11,332,3.3132530120481927,1.8599581096682027,5.83458291318118,11,375,2.933333333333333,1.6456737553354555,5.1755065086031085,1.8667649238575856,4.894770850050791e-18,8.881784197001252e-16,1000000.0,6.954771600148408,0.19338914192701118,0.19338914192701118,-826.4186466803279,0.2010836769794944,0.2010836769794944,499,0.019980794333203534,0.0048946836534134106,7.014028056112225,6.613226452905812,20,4.008016032064128,100.0,0,0.0,0.0,16.112515805281937,240,165,75,68.75
w_error_high,w_error,0.1,ctrl_busylight_200k,shielded,600,5.333333333333334,94.66666666666667,3.3333333333333335,58.166666666666664,0.0,51.16666666666667,81.33333333333333,20.5,0.0,38.666666666666664,39.666666666666664,0,6,0.0,2.7755575615628914e-15,39.033428790216526,232,387,59.94832041343669,54.99167896161562,64.70940398703985,238,489,48.670756646216766,44.26833872135085,53.09389617846717,10.180168392627518,5.440092820663267e-17,7.105427357601002e-15,1000000.0,6.458714308694254,0.07471270209908673,0.07471270209908673,-20499.397449335247,-82.87236461283064,0.4647810621699301,599,0.027123804516059984,0.0068212277615885275,43.833333333333336,41.5,21,3.5000000000000004,95.23809523809523,1,4.761904761904762,0.8455987809826399,22.66936007412256,1590,466,1124,29.30817610062893
w_error_high,w_error,0.1,ctrl_obeylight_200k,shielded,600,7.5,92.5,5.833333333333333,79.5,0.0,27.500000000000004,52.166666666666664,5.833333333333333,0.0,28.499999999999996,31.666666666666664,0,5,0.0,0.0,43.44824647831748,171,267,64.04494382022472,58.12731116561027,69.56416573256006,190,313,60.70287539936102,55.19365356379951,65.95256898213202,11.205931651850978,8.548717289613706e-17,1.4210854715202004e-14,1000000.0,19.088005275301327,0.19443693896186895,0.19443693896186895,-13832.885609455581,0.4614381808550608,0.4614381808550608,600,0.03429157069944862,0.008946140571920183,31.666666666666664,28.333333333333332,39,6.5,100.0,0,0.0,0.0,8.966685370757144,1355,808,547,59.6309963099631
w_error_high,w_error,0.1,oppwin_fast_test,shielded,499,4.408817635270541,95.59118236472945,3.6072144288577155,27.054108216432866,0.0,66.53306613226452,75.1503006012024,8.617234468937877,0.0,2.2044088176352705,2.2044088176352705,0,4,0.0,0.0,48.98908364545973,11,332,3.3132530120481927,1.8599581096682027,5.83458291318118,11,375,2.933333333333333,1.6456737553354555,5.1755065086031085,1.8667649238575856,4.894770850050791e-18,8.881784197001252e-16,1000000.0,6.954771600148408,0.1288257388652856,0.1288257388652856,-3306.4390785941005,0.1543852273122503,0.1543852273122503,499,0.019980794333203534,0.004830410529363199,7.014028056112225,6.613226452905812,20,4.008016032064128,100.0,0,0.0,0.0,16.112515805281937,240,165,75,68.75
lambda_prb_low,lambda_prb,0.5,ctrl_busylight_200k,shielded,600,5.333333333333334,94.66666666666667,3.3333333333333335,58.166666666666664,0.0,51.16666666666667,81.33333333333333,20.5,0.0,38.666666666666664,39.666666666666664,0,6,0.0,2.7755575615628914e-15,39.033428790216526,232,387,59.94832041343669,54.99167896161562,64.70940398703985,238,489,48.670756646216766,44.26833872135085,53.09389617846717,10.180168392627518,5.440092820663267e-17,7.105427357601002e-15,1000000.0,6.458714308694254,0.3219996872753556,0.3219996872753556,-10249.349710357852,-41.15230143963867,0.5170792123303606,599,0.027123804516059984,0.004757960791757956,43.833333333333336,41.833333333333336,21,3.5000000000000004,95.23809523809523,1,4.761904761904762,0.8455987809826399,22.66936007412256,1590,466,1124,29.30817610062893
