cell_id,varied_knob,varied_value,scenario,controller,frames,split_pct,skip_pct,degraded_tier_pct,over_budget_pct,shield_ood_pct,selected_true_safe_pct,selected_matched_true_safe_pct,false_admit_selected_pct,false_admit_selected_matched_pct,false_reject_frame_pct,false_reject_frame_matched_pct,matched_false_admit_count,admitted_send_count,matched_false_admit_conditional_pct,matched_false_admit_ci95_low_pct,matched_false_admit_ci95_high_pct,false_reject_count,true_feasible_frame_count,false_reject_conditional_pct,false_reject_ci95_low_pct,false_reject_ci95_high_pct,matched_false_reject_count,matched_true_feasible_frame_count,matched_false_reject_conditional_pct,matched_false_reject_ci95_low_pct,matched_false_reject_ci95_high_pct,mean_bound_m,mean_risk_sigma_m,max_risk_sigma_m,p95_true_risk_m,p95_matched_true_risk_m,mean_reward,mean_predicted_reward,mean_true_scored_reward,mean_matched_true_scored_reward,mean_matched_true_scored_reward_finite,matched_true_reward_finite_frame_count,mean_prb_cost,mean_oracle_reward_gap_safe_only,oracle_action_set_mismatch_pct,shield_skip_clairvoyant_split_pct,attempts,capture_attempt_pct,delivery_pct_attempted,c1_estimate_miss_count,c1_estimate_miss_pct_attempted,c1_estimate_miss_ci95_low_pct,c1_estimate_miss_ci95_high_pct,truth_objects,observed_objects,unobserved_gt_objects,observation_coverage_pct
lambda_prb_low,lambda_prb,0.5,ctrl_obeylight_200k,shielded,600,7.5,92.5,5.833333333333333,79.5,0.0,27.500000000000004,52.166666666666664,5.833333333333333,0.0,28.499999999999996,31.666666666666664,0,5,0.0,0.0,43.44824647831748,171,267,64.04494382022472,58.12731116561027,69.56416573256006,190,313,60.70287539936102,55.19365356379951,65.95256898213202,11.205854939066889,8.992806499463769e-17,1.4210854715202004e-14,1000000.0,19.088005275301327,0.4690163643283597,0.4690163643283597,-6916.088746248795,0.6025365826183207,0.6025365826183207,600,0.03461464606428484,0.007669434345838951,31.666666666666664,28.333333333333332,39,6.5,100.0,0,0.0,0.0,8.966685370757144,1355,808,547,59.6309963099631
lambda_prb_low,lambda_prb,0.5,oppwin_fast_test,shielded,499,4.408817635270541,95.59118236472945,3.6072144288577155,27.054108216432866,0.0,66.53306613226452,75.1503006012024,8.617234468937877,0.0,2.2044088176352705,2.2044088176352705,0,4,0.0,0.0,48.98908364545973,11,332,3.3132530120481927,1.8599581096682027,5.83458291318118,11,375,2.933333333333333,1.6456737553354555,5.1755065086031085,1.8667649238575856,4.894770850050791e-18,8.881784197001252e-16,1000000.0,6.954771600148408,0.18185840473970438,0.18185840473970438,-1653.0830033630457,0.1946381489631868,0.1946381489631868,499,0.019980794333203534,0.005120183565126502,7.014028056112225,6.613226452905812,20,4.008016032064128,100.0,0,0.0,0.0,16.112515805281937,240,165,75,68.75
lambda_prb_high,lambda_prb,2.0,ctrl_busylight_200k,shielded,600,5.333333333333334,94.66666666666667,3.3333333333333335,58.166666666666664,0.0,51.0,81.33333333333333,20.666666666666668,0.0,38.666666666666664,39.666666666666664,0,6,0.0,2.7755575615628914e-15,39.033428790216526,232,386,60.10362694300518,55.142097638504374,64.86603598482988,238,489,48.670756646216766,44.26833872135085,53.09389617846717,10.180446760424717,4.9960036108132046e-17,7.105427357601002e-15,1000000.0,6.458714308694254,0.280084608766855,0.280084608766855,-10249.395250423024,-41.192790890670544,0.47932924061948146,599,0.025348271129034074,0.012653399299239679,43.833333333333336,41.16666666666667,21,3.5000000000000004,95.23809523809523,1,4.761904761904762,0.8455987809826399,22.66936007412256,1590,466,1124,29.30817610062893
lambda_prb_high,lambda_prb,2.0,ctrl_obeylight_200k,shielded,600,7.5,92.5,5.833333333333333,79.5,0.0,27.166666666666668,51.83333333333333,5.833333333333333,0.0,28.166666666666668,31.333333333333336,0,5,0.0,0.0,43.44824647831748,169,265,63.77358490566038,57.827835955904206,69.32571406581617,188,311,60.450160771704184,54.92016277482248,65.72514875545417,11.206717962264095,1.1028215377943221e-16,7.105427357601002e-15,1000000.0,19.09097818117375,0.411318011902656,0.411318011902656,-6916.146084380063,0.5455841008689782,0.5455841008689782,600,0.03259247468845286,0.01291318653324777,31.666666666666664,28.333333333333332,39,6.5,100.0,0,0.0,0.0,8.966685370757144,1355,808,547,59.6309963099631
lambda_prb_high,lambda_prb,2.0,oppwin_fast_test,shielded,499,4.408817635270541,95.59118236472945,3.807615230460922,27.054108216432866,0.0,66.53306613226452,75.1503006012024,8.617234468937877,0.0,2.2044088176352705,2.2044088176352705,0,4,0.0,0.0,48.98908364545973,11,332,3.3132530120481927,1.8599581096682027,5.83458291318118,11,375,2.933333333333333,1.6456737553354555,5.1755065086031085,1.867212081921677,4.449791681864355e-18,8.881784197001252e-16,1000000.0,6.962121957712288,0.14676429144215267,0.14676429144215267,-1653.1159029422954,0.16165778174551076,0.16165778174551076,499,0.0190883671887558,0.004873488563137642,7.014028056112225,6.613226452905812,20,4.008016032064128,100.0,0,0.0,0.0,16.112515805281937,240,165,75,68.75
w_task_low,w_task,0.5,ctrl_busylight_200k,shielded,600,5.333333333333334,94.66666666666667,3.3333333333333335,58.166666666666664,0.0,51.16666666666667,81.33333333333333,20.5,0.0,38.666666666666664,39.666666666666664,0,6,0.0,2.7755575615628914e-15,39.033428790216526,232,387,59.94832041343669,54.99167896161562,64.70940398703985,238,489,48.670756646216766,44.26833872135085,53.09389617846717,10.180168392627518,5.440092820663267e-17,7.105427357601002e-15,1000000.0,6.458714308694254,0.015294448791513371,0.015294448791513371,-10249.720447021384,-41.4579046601734,0.21215330189337553,599,0.027123804516059984,0.006659024428877088,43.833333333333336,41.333333333333336,21,3.5000000000000004,95.23809523809523,1,4.761904761904762,0.8455987809826399,22.66936007412256,1590,466,1124,29.30817610062893
w_task_low,w_task,0.5,ctrl_obeylight_200k,shielded,600,7.5,92.5,5.833333333333333,79.5,0.0,27.500000000000004,52.166666666666664,5.833333333333333,0.0,28.499999999999996,31.666666666666664,0,5,0.0,0.0,43.44824647831748,171,267,64.04494382022472,58.12731116561027,69.56416573256006,190,313,60.70287539936102,55.19365356379951,65.95256898213202,11.205931651850978,8.548717289613706e-17,1.4210854715202004e-14,1000000.0,19.088005275301327,0.06623935079787682,0.06623935079787682,-6916.473473494668,0.2000503235495257,0.2000503235495257,600,0.03429157069944862,0.00831843980897551,31.666666666666664,28.333333333333332,39,6.5,100.0,0,0.0,0.0,8.966685370757144,1355,808,547,59.6309963099631
w_task_low,w_task,0.5,oppwin_fast_test,shielded,499,4.408817635270541,95.59118236472945,3.6072144288577155,27.054108216432866,0.0,66.53306613226452,75.1503006012024,8.617234468937877,0.0,2.2044088176352705,2.2044088176352705,0,4,0.0,0.0,48.98908364545973,11,332,3.3132530120481927,1.8599581096682027,5.83458291318118,11,375,2.933333333333333,1.6456737553354555,5.1755065086031085,1.8667649238575856,4.894770850050791e-18,8.881784197001252e-16,1000000.0,6.954771600148408,0.045003634590690324,0.045003634590690324,-1653.2380787565985,0.058653154108000705,0.058653154108000705,499,0.019980794333203534,0.004431212012767858,7.014028056112225,6.613226452905812,20,4.008016032064128,100.0,0,0.0,0.0,16.112515805281937,240,165,75,68.75
w_task_high,w_task,2.0,ctrl_busylight_200k,shielded,600,5.333333333333334,94.66666666666667,3.3333333333333335,58.166666666666664,0.0,51.16666666666667,81.33333333333333,20.5,0.0,38.666666666666664,39.666666666666664,0,6,0.0,2.7755575615628914e-15,39.033428790216526,232,387,59.94832041343669,54.99167896161562,64.70940398703985,238,489,48.670756646216766,44.26833872135085,53.09389617846717,10.180168392627518,5.440092820663267e-17,7.105427357601002e-15,1000000.0,6.458714308694254,0.89472445746895,0.89472445746895,-10248.64790409207,-40.58076205984343,1.090760247132066,599,0.027123804516059984,0.009104730527112076,43.833333333333336,44.83333333333333,21,3.5000000000000004,95.23809523809523,1,4.761904761904762,0.8455987809826399,22.66936007412256,1590,466,1124,29.30817610062893
w_task_high,w_task,2.0,ctrl_obeylight_200k,shielded,600,7.5,92.5,5.833333333333333,79.5,0.0,27.500000000000004,52.166666666666664,5.833333333333333,0.0,28.499999999999996,31.666666666666664,0,5,0.0,0.0,43.44824647831748,171,267,64.04494382022472,58.12731116561027,69.56416573256006,190,313,60.70287539936102,55.19365356379951,65.95256898213202,11.205854939066889,8.992806499463769e-17,1.4210854715202004e-14,1000000.0,19.088005275301327,1.222947329595667,1.222947329595667,-6915.370001802329,1.3567990554770717,1.3567990554770717,600,0.03461464606428484,0.010298626635468058,31.666666666666664,28.333333333333332,39,6.5,100.0,0,0.0,0.0,8.966685370757144,1355,808,547,59.6309963099631
w_task_high,w_task,2.0,oppwin_fast_test,shielded,499,4.408817635270541,95.59118236472945,3.6072144288577155,27.054108216432866,0.0,66.53306613226452,75.1503006012024,8.617234468937877,0.0,2.2044088176352705,2.2044088176352705,0,4,0.0,0.0,48.98908364545973,11,332,3.3132530120481927,1.8599581096682027,5.83458291318118,11,375,2.933333333333333,1.6456737553354555,5.1755065086031085,1.8667649238575856,4.894770850050791e-18,8.881784197001252e-16,1000000.0,6.954771600148408,0.4255967535379273,0.4255967535379273,-1652.8002144415593,0.4392462730552377,0.4392462730552377,499,0.019980794333203534,0.005757353810654294,7.014028056112225,6.613226452905812,20,4.008016032064128,100.0,0,0.0,0.0,16.112515805281937,240,165,75,68.75
