time,rnti,frame,slot,snrx10,tpc,rssi
21:39:02.367874,45239,16,7,100,1,937
21:39:06.529737,35021,372,17,100,1,937
21:39:06.832598,35021,399,7,100,1,937
21:39:07.367558,45239,443,17,100,1,937
21:39:08.173492,35021,517,17,100,1,944
21:39:09.137335,35021,610,7,100,1,937
21:39:09.479726,35021,644,7,100,1,937
21:39:10.369555,45239,730,17,100,1,937
21:39:10.459778,45239,739,17,100,1,937
21:39:11.230866,35021,813,7,100,1,929
21:39:11.276403,35021,817,17,100,1,937
21:39:11.400529,35021,829,17,100,1,937
21:39:13.527345,45239,1020,7,100,1,937
21:39:14.662241,45239,91,7,100,1,937
21:39:15.211352,45239,139,7,100,1,937
21:39:16.138800,35021,217,17,100,1,929
21:39:16.144407,35021,218,7,100,1,937
21:39:16.799617,45239,275,17,100,1,929
21:39:16.933398,35021,287,7,100,1,937
21:39:16.991691,45239,292,7,100,1,937
21:39:17.032064,45239,295,17,100,1,937
21:39:17.879922,35021,364,7,100,1,937
21:39:18.115984,35021,384,7,100,1,937
