controller,group_id,channel_seed,ue_count,steps,ue_frame_count,mean_reward_v5,worst_ue_mean_reward_v5,mean_g_m,safe_fraction,split_fraction,attempt_count,within_250ms_fraction,within_500ms_fraction,aggregate_c1_miss_frames,aggregate_c1_miss_fraction
expanded_joint_true_state_one_step_oracle,n2_cross_d,1101,2,600,1200,0.24137399568810045,0.08179589284627034,0.36436172495425023,0.99,0.3875,47,1.0,1.0,0,0.0
expanded_decentralized_greedy,n2_cross_d,2202,2,600,1200,0.24009824599785778,0.09771457397071334,0.43358733426799984,0.9616666666666667,0.018333333333333333,12,1.0,1.0,0,0.0
expanded_joint_true_state_one_step_oracle,n2_cross_d,2202,2,600,1200,0.2423881741230276,0.08445389163343892,0.3757420484671519,0.9808333333333333,0.37333333333333335,43,1.0,1.0,0,0.0
expanded_decentralized_greedy,n2_cross_d,3303,2,600,1200,0.23823345629502388,0.09685924266921336,0.4354345521009776,0.96,0.021666666666666667,10,1.0,1.0,0,0.0
expanded_joint_true_state_one_step_oracle,n2_cross_d,3303,2,600,1200,0.23946754549106544,0.08790960297728638,0.3790838104726671,0.9775,0.2875,25,1.0,1.0,0,0.0
expanded_decentralized_greedy,n4_diverse,1101,4,600,2400,0.1977446255201342,-0.018280939082791225,0.3283146287163358,0.9795833333333334,0.18458333333333332,48,1.0,1.0,0,0.0
expanded_joint_true_state_one_step_oracle,n4_diverse,1101,4,600,2400,0.19427153541815656,-0.028654517718511078,0.2854297519372368,0.995,0.4658333333333333,107,1.0,1.0,0,0.0
expanded_decentralized_greedy,n4_diverse,2202,4,600,2400,0.19991698646284034,0.002227219050304923,0.3229590823462831,0.9825,0.015,9,1.0,1.0,0,0.0
expanded_joint_true_state_one_step_oracle,n4_diverse,2202,4,600,2400,0.19542348032669038,-0.026889171993864498,0.2909318667999345,0.9904166666666666,0.4533333333333333,101,1.0,1.0,0,0.0
expanded_decentralized_greedy,n4_diverse,3303,4,600,2400,0.19904042249631887,0.0017420030259571583,0.32174813280895714,0.9829166666666667,0.021666666666666667,7,1.0,1.0,0,0.0
expanded_joint_true_state_one_step_oracle,n4_diverse,3303,4,600,2400,0.20005464725514935,-0.0030863400005836745,0.2940503222605253,0.98875,0.20625,36,1.0,1.0,0,0.0
