wall_time_s,elapsed_s,frame_index,chunk_index,chunk_bytes,frame_bytes,period_s,scheduled_frame_time_s,send_lag_ms
1787372801.803627,0.000049,0,0,12500,12500,0.100000,0.000000,0.001
1787372801.903748,0.100170,1,0,12500,12500,0.100000,0.100000,0.112
1787372802.004023,0.200445,2,0,12500,12500,0.100000,0.200000,0.393
1787372802.103752,0.300174,3,0,12500,12500,0.100000,0.300000,0.112
1787372802.203742,0.400163,4,0,12500,12500,0.100000,0.400000,0.112
1787372802.303792,0.500198,5,0,12500,12500,0.100000,0.500000,0.115
1787372802.403831,0.600253,6,0,12500,12500,0.100000,0.600000,0.200
1787372802.503748,0.700169,7,0,12500,12500,0.100000,0.700000,0.114
1787372802.606408,0.802830,8,0,12500,12500,0.100000,0.800000,0.259
1787372802.703679,0.900101,9,0,12500,12500,0.100000,0.900000,0.049
1787372802.803767,1.000189,10,0,12500,12500,0.100000,1.000000,0.112
1787372802.903738,1.100160,11,0,12500,12500,0.100000,1.100000,0.112
1787372803.003746,1.200167,12,0,12500,12500,0.100000,1.200000,0.119
1787372803.103753,1.300175,13,0,12500,12500,0.100000,1.300000,0.119
1787372803.203806,1.400228,14,0,12500,12500,0.100000,1.400000,0.166
1787372803.303784,1.500205,15,0,12500,12500,0.100000,1.500000,0.120
1787372803.403754,1.600176,16,0,12500,12500,0.100000,1.600000,0.117
1787372803.503825,1.700247,17,0,12500,12500,0.100000,1.700000,0.164
1787372803.603784,1.800206,18,0,12500,12500,0.100000,1.800000,0.120
1787372803.703752,1.900173,19,0,12500,12500,0.100000,1.900000,0.116
1787372803.803752,2.000174,20,0,12500,12500,0.100000,2.000000,0.116
1787372803.903828,2.100250,21,0,12500,12500,0.100000,2.100000,0.156
1787372804.003745,2.200167,22,0,12500,12500,0.100000,2.200000,0.114
1787372804.103748,2.300170,23,0,12500,12500,0.100000,2.300000,0.120
1787372804.203757,2.400179,24,0,12500,12500,0.100000,2.400000,0.121
1787372804.303751,2.500173,25,0,12500,12500,0.100000,2.500000,0.115
1787372804.403747,2.600169,26,0,12500,12500,0.100000,2.600000,0.113
1787372804.503765,2.700187,27,0,12500,12500,0.100000,2.700000,0.125
1787372804.603754,2.800176,28,0,12500,12500,0.100000,2.800000,0.117
1787372804.703747,2.900169,29,0,12500,12500,0.100000,2.900000,0.121
1787372804.803776,3.000198,30,0,12500,12500,0.100000,3.000000,0.120
1787372804.903781,3.100202,31,0,12500,12500,0.100000,3.100000,0.120
1787372805.003778,3.200200,32,0,12500,12500,0.100000,3.200000,0.115
1787372805.103750,3.300171,33,0,12500,12500,0.100000,3.300000,0.115
1787372805.203753,3.400174,34,0,12500,12500,0.100000,3.400000,0.120
1787372805.303784,3.500205,35,0,12500,12500,0.100000,3.500000,0.122
1787372805.403790,3.600212,36,0,12500,12500,0.100000,3.600000,0.118
1787372805.503875,3.700297,37,0,12500,12500,0.100000,3.700000,0.243
1787372805.603749,3.800170,38,0,12500,12500,0.100000,3.800000,0.119
1787372805.703743,3.900165,39,0,12500,12500,0.100000,3.900000,0.088
1787372805.803771,4.000193,40,0,12500,12500,0.100000,4.000000,0.142
1787372805.903751,4.100173,41,0,12500,12500,0.100000,4.100000,0.121
1787372806.003764,4.200186,42,0,12500,12500,0.100000,4.200000,0.113
1787372806.103754,4.300176,43,0,12500,12500,0.100000,4.300000,0.121
1787372806.203759,4.400181,44,0,12500,12500,0.100000,4.400000,0.119
1787372806.303773,4.500195,45,0,12500,12500,0.100000,4.500000,0.119
1787372806.403797,4.600218,46,0,12500,12500,0.100000,4.600000,0.120
1787372806.503780,4.700202,47,0,12500,12500,0.100000,4.700000,0.120
1787372806.603739,4.800161,48,0,12500,12500,0.100000,4.800000,0.112
1787372806.703995,4.900417,49,0,12500,12500,0.100000,4.900000,0.340
1787372806.803773,5.000195,50,0,12500,12500,0.100000,5.000000,0.119
1787372806.903791,5.100213,51,0,12500,12500,0.100000,5.100000,0.121
1787372807.003771,5.200192,52,0,12500,12500,0.100000,5.200000,0.115
1787372807.103833,5.300255,53,0,12500,12500,0.100000,5.300000,0.124
1787372807.203837,5.400258,54,0,12500,12500,0.100000,5.400000,0.124
1787372807.303838,5.500260,55,0,12500,12500,0.100000,5.500000,0.122
1787372807.403727,5.600149,56,0,12500,12500,0.100000,5.600000,0.070
1787372807.503765,5.700187,57,0,12500,12500,0.100000,5.700000,0.113
1787372807.603775,5.800197,58,0,12500,12500,0.100000,5.800000,0.115
1787372807.703846,5.900268,59,0,12500,12500,0.100000,5.900000,0.121
1787372807.803775,6.000197,60,0,12500,12500,0.100000,6.000000,0.115
1787372807.903774,6.100196,61,0,12500,12500,0.100000,6.100000,0.114
1787372808.003820,6.200242,62,0,12500,12500,0.100000,6.200000,0.116
1787372808.103805,6.300226,63,0,12500,12500,0.100000,6.300000,0.126
1787372808.203710,6.400132,64,0,12500,12500,0.100000,6.400000,0.051
1787372808.303731,6.500152,65,0,12500,12500,0.100000,6.500000,0.041
1787372808.403908,6.600330,66,0,12500,12500,0.100000,6.600000,0.216
1787372808.503932,6.700354,67,0,12500,12500,0.100000,6.700000,0.235
1787372808.603911,6.800333,68,0,12500,12500,0.100000,6.800000,0.212
1787372808.703777,6.900199,69,0,12500,12500,0.100000,6.900000,0.116
1787372808.803770,7.000192,70,0,12500,12500,0.100000,7.000000,0.114
1787372808.903759,7.100181,71,0,12500,12500,0.100000,7.100000,0.113
1787372809.003765,7.200186,72,0,12500,12500,0.100000,7.200000,0.113
1787372809.103769,7.300191,73,0,12500,12500,0.100000,7.300000,0.113
1787372809.203773,7.400195,74,0,12500,12500,0.100000,7.400000,0.114
1787372809.303782,7.500204,75,0,12500,12500,0.100000,7.500000,0.118
1787372809.403774,7.600196,76,0,12500,12500,0.100000,7.600000,0.115
1787372809.503776,7.700197,77,0,12500,12500,0.100000,7.700000,0.118
1787372809.603806,7.800228,78,0,12500,12500,0.100000,7.800000,0.115
1787372809.703912,7.900333,79,0,12500,12500,0.100000,7.900000,0.278
1787372809.804527,8.000949,80,0,12500,12500,0.100000,8.000000,0.894
1787372809.903757,8.100179,81,0,12500,12500,0.100000,8.100000,0.121
1787372810.003754,8.200175,82,0,12500,12500,0.100000,8.200000,0.122
1787372810.103751,8.300173,83,0,12500,12500,0.100000,8.300000,0.120
1787372810.203747,8.400169,84,0,12500,12500,0.100000,8.400000,0.113
1787372810.303740,8.500162,85,0,12500,12500,0.100000,8.500000,0.112
1787372810.403754,8.600176,86,0,12500,12500,0.100000,8.600000,0.121
1787372810.503754,8.700176,87,0,12500,12500,0.100000,8.700000,0.121
1787372810.603698,8.800120,88,0,12500,12500,0.100000,8.800000,0.065
1787372810.703747,8.900169,89,0,12500,12500,0.100000,8.900000,0.115
1787372810.803759,9.000181,90,0,12500,12500,0.100000,9.000000,0.122
1787372810.903759,9.100180,91,0,12500,12500,0.100000,9.100000,0.123
1787372811.003752,9.200174,92,0,12500,12500,0.100000,9.200000,0.114
1787372811.103763,9.300185,93,0,12500,12500,0.100000,9.300000,0.116
1787372811.203760,9.400182,94,0,12500,12500,0.100000,9.400000,0.122
1787372811.303786,9.500207,95,0,12500,12500,0.100000,9.500000,0.119
1787372811.403796,9.600218,96,0,12500,12500,0.100000,9.600000,0.121
1787372811.503778,9.700200,97,0,12500,12500,0.100000,9.700000,0.115
1787372811.603848,9.800270,98,0,12500,12500,0.100000,9.800000,0.131
1787372811.703842,9.900263,99,0,12500,12500,0.100000,9.900000,0.121
1787372811.803939,10.000361,100,0,12500,12500,0.100000,10.000000,0.242
1787372811.903742,10.100164,101,0,12500,12500,0.100000,10.100000,0.072
1787372812.003808,10.200230,102,0,12500,12500,0.100000,10.200000,0.122
