1787365997973323375,1580643036869234,connecting to 127.0.0.1:2031
1787365997973355691,1580643036900676,turning ON GNB_MAC_UL_MCS_DECISION
1787365997973369955,1580643036914889,time,rnti,frame,slot,sched_frame,sched_slot,avg_snr_x10,mcs_table,ul_bler_mcs_before,selected_mcs,pre_phr_mcs,post_phr_mcs,final_mcs,estimated_ul_buffer,sched_ul_bytes,B,min_rb,available_rb_before,available_rb_after,ph,pcmax,rb_size_final,tbs_final,force_ul_mcs
1787365998040250803,1580643103797195,19:33:18.039680,36545,860,2,860,8,473,0,28,28,28,28,28,0,0,0,5,5,5,48,20,5,480,-1
1787365998106585959,1580643170131407,19:33:18.106061,36545,870,2,870,8,474,0,28,28,28,28,28,0,0,0,5,5,5,48,20,5,480,-1
1787365998204852707,1580643268398644,19:33:18.204162,36545,880,2,880,8,475,0,28,28,28,28,28,0,0,0,5,5,5,48,20,5,437,-1
1787365998272268473,1580643335814316,19:33:18.271405,36545,890,2,890,8,476,0,28,28,28,28,28,0,0,0,5,5,5,48,20,5,480,-1
1787365998338389831,1580643401935118,19:33:18.337466,36545,900,2,900,8,477,0,28,28,28,28,28,0,0,0,5,5,5,48,20,5,480,-1
1787365998403549796,1580643467095149,19:33:18.403073,36545,910,2,910,8,477,0,28,28,28,28,28,0,0,0,5,5,5,48,20,5,480,-1
1787365998468549478,1580643532094791,19:33:18.467523,36545,920,2,920,8,478,0,28,28,28,28,28,0,0,0,5,5,5,48,20,5,437,-1
1787365998531633458,1580643595178871,19:33:18.530755,36545,930,2,930,8,479,0,28,28,28,28,28,0,0,0,5,5,5,48,20,5,480,-1
1787365998593872290,1580643657417743,19:33:18.593333,36545,940,2,940,8,480,0,28,28,28,28,28,0,0,0,5,5,5,48,20,5,480,-1
1787365998657372498,1580643720917748,19:33:18.656783,36545,950,2,950,8,481,0,28,28,28,28,28,0,0,0,5,5,5,48,20,5,480,-1
1787365998719710075,1580643783255141,19:33:18.719556,36545,960,2,960,8,481,0,28,28,28,28,28,0,0,0,5,5,5,48,20,5,437,-1
1787365998783165627,1580643846711125,19:33:18.782970,36545,970,2,970,8,482,0,28,28,28,28,28,0,0,0,5,5,5,48,20,5,480,-1
1787365998839541999,1580643903087911,19:33:18.837461,36545,978,11,978,17,483,0,28,28,28,28,28,0,0,0,5,5,5,48,20,5,106,-1
1787365998842310634,1580643905856301,19:33:18.840660,36545,979,1,979,7,483,0,28,28,28,28,28,0,106,0,5,5,5,48,20,5,106,-1
1787365998843801525,1580643907346612,19:33:18.843631,36545,979,11,979,17,483,0,28,28,28,28,28,20516,0,20516,5,106,106,48,20,106,2178,-1
1787365998845200524,1580643908745695,19:33:18.844337,36545,979,12,979,18,483,0,28,28,28,28,28,20516,2178,18338,5,106,106,48,20,106,10247,-1
1787365998845208980,1580643908753927,19:33:18.844692,36545,979,13,979,19,483,0,28,28,28,28,28,20516,12425,8091,5,94,94,48,20,85,8197,-1
1787365998848096786,1580643911642008,19:33:18.847214,36545,980,1,980,7,484,0,28,28,28,28,28,20516,0,20516,5,106,106,48,20,106,2178,-1
1787365998848111894,1580643911656859,19:33:18.847328,36545,980,2,980,8,484,0,28,28,28,28,28,20516,2178,18338,5,106,106,48,20,106,10247,-1
1787365998848114126,1580643911659077,19:33:18.847733,36545,980,3,980,9,484,0,28,28,28,28,28,20516,12425,8091,5,106,106,48,20,85,8197,-1
1787365998920496048,1580643984042388,19:33:18.919149,36545,990,2,990,8,487,0,28,28,28,28,28,0,0,0,5,5,5,61,20,5,480,-1
1787365998940244145,1580644003789834,19:33:18.939322,36545,993,1,993,7,487,0,28,28,28,28,28,0,0,0,5,5,5,48,20,5,106,-1
1787365998943654671,1580644007200203,19:33:18.942722,36545,993,11,993,17,487,0,28,28,28,28,28,0,106,0,5,5,5,48,20,5,106,-1
1787365998947289087,1580644010834288,19:33:18.945922,36545,994,1,994,7,488,0,28,28,28,28,28,20516,0,20516,5,106,106,48,20,106,2178,-1
1787365998947295074,1580644010840074,19:33:18.946498,36545,994,2,994,8,488,0,28,28,28,28,28,20516,2178,18338,5,106,106,48,20,106,10247,-1
1787365998947300444,1580644010845445,19:33:18.946805,36545,994,3,994,9,488,0,28,28,28,28,28,20516,12425,8091,5,106,106,48,20,85,8197,-1
1787365998950094774,1580644013639818,19:33:18.949081,36545,994,11,994,17,488,0,28,28,28,28,28,20516,0,20516,5,106,106,48,20,106,2178,-1
1787365998950100254,1580644013645243,19:33:18.949590,36545,994,12,994,18,488,0,28,28,28,28,28,20516,2178,18338,5,106,106,48,20,106,10247,-1
1787365998950104040,1580644013649034,19:33:18.949941,36545,994,13,994,19,488,0,28,28,28,28,28,20516,12425,8091,5,106,106,48,20,85,8197,-1
1787365999013232589,1580644076778392,19:33:19.012293,36545,1004,2,1004,8,490,0,28,28,28,28,28,0,0,0,5,5,5,61,20,5,480,-1
1787365999038832857,1580644102378228,19:33:19.038342,36545,1008,1,1008,7,491,0,28,28,28,28,28,0,0,0,5,5,5,48,20,5,106,-1
1787365999042019299,1580644105564757,19:33:19.041633,36545,1008,11,1008,17,491,0,28,28,28,28,28,0,106,0,5,5,5,48,20,5,106,-1
