class_name,density,global_xy_error_m,gt_bbox_area_px,gt_depth_m,gt_distance_m,match_status,radar_support_points,sample_id,score
person,low,nan,34.80703148665688,66.80773506773824,71.71023559570312,fn,0.0,parked_ego_tl16_spawn80_right7_fwd4_low_4000_stride2_003007_frame42941,nan
person,low,nan,37.82308632423414,63.22832564569069,67.07711029052734,fn,0.0,parked_ego_tl16_spawn80_right7_fwd4_low_4000_stride2_003007_frame42941,nan
vehicle,low,2.689174967406522,308.73397291355184,57.117748134414285,61.56028747558594,tp,1.0,parked_ego_tl16_spawn80_right7_fwd4_low_4000_stride2_003008_frame42943,0.5755805969238281
vehicle,low,2.969804803495492,48.33533533318332,102.40812915325537,118.2901382446289,tp,0.0,parked_ego_tl16_spawn80_right7_fwd4_low_4000_stride2_003008_frame42943,0.9327847361564636
person,low,nan,34.882201458700465,66.66570629583885,71.49911499023438,fn,0.0,parked_ego_tl16_spawn80_right7_fwd4_low_4000_stride2_003008_frame42943,nan
person,low,nan,37.95278591666448,63.083701801191275,66.86319732666016,fn,0.0,parked_ego_tl16_spawn80_right7_fwd4_low_4000_stride2_003008_frame42943,nan
vehicle,low,2.53066293181282,313.3483416385366,56.74774504636265,61.15595626831055,tp,3.0,parked_ego_tl16_spawn80_right7_fwd4_low_4000_stride2_003014_frame42955,0.669448733329773
vehicle,low,nan,41.4583631417835,111.02663058533219,128.12033081054688,fn,0.0,parked_ego_tl16_spawn80_right7_fwd4_low_4000_stride2_003014_frame42955,nan
person,low,nan,35.528287241544405,65.81054334041981,70.23560333251953,fn,0.0,parked_ego_tl16_spawn80_right7_fwd4_low_4000_stride2_003014_frame42955,nan
person,low,nan,38.7128031025016,62.241125826886,65.60887908935547,fn,0.0,parked_ego_tl16_spawn80_right7_fwd4_low_4000_stride2_003014_frame42955,nan
vehicle,low,2.276850409211509,320.9627731558785,56.165424950102434,60.52128601074219,tp,4.0,parked_ego_tl16_spawn80_right7_fwd4_low_4000_stride2_003016_frame42959,0.7967033982276917
vehicle,low,2.830480179048045,39.10496824075373,113.90102612608067,131.3963165283203,tp,0.0,parked_ego_tl16_spawn80_right7_fwd4_low_4000_stride2_003016_frame42959,0.9393457174301147
person,low,nan,35.752117666202885,65.52297287732699,69.81548309326172,fn,1.0,parked_ego_tl16_spawn80_right7_fwd4_low_4000_stride2_003016_frame42959,nan
person,low,nan,38.932927416625844,61.97700097161665,65.20889282226562,fn,0.0,parked_ego_tl16_spawn80_right7_fwd4_low_4000_stride2_003016_frame42959,nan
vehicle,low,nan,340.1170542551279,54.7697427347903,59.00150680541992,fn,1.0,parked_ego_tl16_spawn80_right7_fwd4_low_4000_stride2_003019_frame42965,nan
vehicle,low,nan,36.41237150817586,118.20824878789324,136.311279296875,fn,0.0,parked_ego_tl16_spawn80_right7_fwd4_low_4000_stride2_003019_frame42965,nan
person,low,nan,12.209714326292483,112.09804595567458,130.36676025390625,fn,0.0,parked_ego_tl16_spawn80_right7_fwd4_low_4000_stride2_003019_frame42965,nan
person,low,nan,36.095483080269815,65.08903334118976,69.1863021850586,fn,0.0,parked_ego_tl16_spawn80_right7_fwd4_low_4000_stride2_003019_frame42965,nan
person,low,nan,39.2411232343247,61.58650227641448,64.62372589111328,fn,0.0,parked_ego_tl16_spawn80_right7_fwd4_low_4000_stride2_003019_frame42965,nan
vehicle,low,nan,1105.239464995161,33.072673926832486,36.21345901489258,fn,18.0,parked_ego_tl16_spawn80_right7_fwd4_low_4000_stride2_003037_frame43001,nan
person,low,nan,38.30259753355389,62.5362999359397,65.50221252441406,fn,0.0,parked_ego_tl16_spawn80_right7_fwd4_low_4000_stride2_003037_frame43001,nan
person,low,nan,41.743329948027,58.9018255077597,60.921226501464844,fn,0.0,parked_ego_tl16_spawn80_right7_fwd4_low_4000_stride2_003037_frame43001,nan
vehicle,low,nan,1232.3440844928912,31.61787945289894,34.78925323486328,fn,14.0,parked_ego_tl16_spawn80_right7_fwd4_low_4000_stride2_003038_frame43003,nan
person,low,nan,38.43387428351533,62.3876732162092,65.29473114013672,fn,0.0,parked_ego_tl16_spawn80_right7_fwd4_low_4000_stride2_003038_frame43003,nan
person,low,nan,41.89597740657582,58.75109060511181,60.71958923339844,fn,0.0,parked_ego_tl16_spawn80_right7_fwd4_low_4000_stride2_003038_frame43003,nan
vehicle,low,1.0042493772489487,2263.528812775147,24.390487132258656,28.017181396484375,tp,13.0,parked_ego_tl16_spawn80_right7_fwd4_low_4000_stride2_003043_frame43013,0.682243824005127
person,low,1.9567029582533955,39.10650290897883,61.640559591218775,64.26190185546875,tp,0.0,parked_ego_tl16_spawn80_right7_fwd4_low_4000_stride2_003043_frame43013,0.32168224453926086
person,low,nan,42.65598639979587,58.001880477757084,59.724937438964844,fn,0.0,parked_ego_tl16_spawn80_right7_fwd4_low_4000_stride2_003043_frame43013,nan
vehicle,low,0.8425205945611852,3076.861819870779,21.559650072741874,25.62066650390625,tp,18.0,parked_ego_tl16_spawn80_right7_fwd4_low_4000_stride2_003045_frame43017,0.44957995414733887
person,low,1.0346248110117415,39.383721056243246,61.339692736683006,63.8508415222168,tp,0.0,parked_ego_tl16_spawn80_right7_fwd4_low_4000_stride2_003045_frame43017,0.5467613339424133
person,low,nan,42.95682663330368,57.70461505388301,59.33385467529297,fn,0.0,parked_ego_tl16_spawn80_right7_fwd4_low_4000_stride2_003045_frame43017,nan
vehicle,low,1.1964928909277335,21148.411553516962,9.653304556778664,18.48198699951172,tp,20.0,parked_ego_tl16_spawn80_right7_fwd4_low_4000_stride2_003055_frame43037,0.5088306665420532
person,low,nan,40.85174091942156,59.81499943882879,61.81205749511719,fn,0.0,parked_ego_tl16_spawn80_right7_fwd4_low_4000_stride2_003055_frame43037,nan
person,low,nan,44.38139851227041,56.24806933865398,57.44786834716797,fn,0.0,parked_ego_tl16_spawn80_right7_fwd4_low_4000_stride2_003055_frame43037,nan
vehicle,low,0.17464622990285145,21911.265293218108,4.8960985436650475,17.854825973510742,tp,4.0,parked_ego_tl16_spawn80_right7_fwd4_low_4000_stride2_003061_frame43049,0.3429355323314667
person,low,nan,41.81356147364285,58.8732079410867,60.5943717956543,fn,0.0,parked_ego_tl16_spawn80_right7_fwd4_low_4000_stride2_003061_frame43049,nan
person,low,nan,44.708877558835304,55.44839938557258,56.41754913330078,fn,1.0,parked_ego_tl16_spawn80_right7_fwd4_low_4000_stride2_003061_frame43049,nan
vehicle,low,0.45411729269532347,20789.818760330734,4.807443528995236,17.86041831970215,tp,7.0,parked_ego_tl16_spawn80_right7_fwd4_low_4000_stride2_003069_frame43065,0.4143003523349762
person,low,nan,43.21705208170409,57.59870517023193,58.98774337768555,fn,0.0,parked_ego_tl16_spawn80_right7_fwd4_low_4000_stride2_003069_frame43065,nan
person,low,nan,46.54635654331493,54.202408094510766,54.948848724365234,fn,1.0,parked_ego_tl16_spawn80_right7_fwd4_low_4000_stride2_003069_frame43065,nan
vehicle,low,0.018668882480859208,20789.818760330734,4.807443528995236,17.86041831970215,tp,11.0,parked_ego_tl16_spawn80_right7_fwd4_low_4000_stride2_003071_frame43069,0.41250133514404297
person,low,nan,43.58521361396344,57.27928668657197,58.591346740722656,fn,1.0,parked_ego_tl16_spawn80_right7_fwd4_low_4000_stride2_003071_frame43069,nan
person,low,nan,47.114794521416805,53.78971421384098,54.494956970214844,fn,0.0,parked_ego_tl16_spawn80_right7_fwd4_low_4000_stride2_003071_frame43069,nan
vehicle,low,0.38011271379597755,20789.818760330734,4.807443528995236,17.86041831970215,tp,3.0,parked_ego_tl16_spawn80_right7_fwd4_low_4000_stride2_003075_frame43077,0.42250514030456543
person,low,nan,44.30633077287504,56.634590334444766,57.80366897583008,fn,0.0,parked_ego_tl16_spawn80_right7_fwd4_low_4000_stride2_003075_frame43077,nan
person,low,nan,48.596228882966265,53.00290866671306,53.62601089477539,fn,0.0,parked_ego_tl16_spawn80_right7_fwd4_low_4000_stride2_003075_frame43077,nan
vehicle,low,0.09495939085011312,20789.818760330734,4.807443528995236,17.86041831970215,tp,7.0,parked_ego_tl16_spawn80_right7_fwd4_low_4000_stride2_003079_frame43085,0.40226811170578003
person,low,0.7249008825562967,12.152262780367735,112.66579585098782,136.1294708251953,tp,0.0,parked_ego_tl16_spawn80_right7_fwd4_low_4000_stride2_003079_frame43085,0.7688730359077454
person,low,nan,44.96027006130001,56.04388346481487,57.07483673095703,fn,0.0,parked_ego_tl16_spawn80_right7_fwd4_low_4000_stride2_003079_frame43085,nan
person,low,nan,44.21053212212672,52.05183483786818,52.60606002807617,fn,0.0,parked_ego_tl16_spawn80_right7_fwd4_low_4000_stride2_003079_frame43085,nan
vehicle,low,0.7515093165221455,20789.818760330734,4.807443528995236,17.86041831970215,tp,6.0,parked_ego_tl16_spawn80_right7_fwd4_low_4000_stride2_003090_frame43107,0.41089239716529846
person,low,1.5968784109720453,12.83139435712238,110.07101416362491,135.50961303710938,tp,0.0,parked_ego_tl16_spawn80_right7_fwd4_low_4000_stride2_003090_frame43107,0.6844363212585449
person,low,2.676618415298282,47.32392513681343,54.219751968963585,54.95413589477539,tp,0.0,parked_ego_tl16_spawn80_right7_fwd4_low_4000_stride2_003090_frame43107,0.548660159111023
person,low,nan,54.534343817376076,48.87463277446258,49.55263137817383,fn,0.0,parked_ego_tl16_spawn80_right7_fwd4_low_4000_stride2_003090_frame43107,nan
vehicle,low,0.801896712124417,20789.818760330734,4.807443528995236,17.86041831970215,tp,10.0,parked_ego_tl16_spawn80_right7_fwd4_low_4000_stride2_003092_frame43111,0.39919209480285645
person,low,0.8794960321211343,12.960839717000347,109.59923963646213,135.40769958496094,tp,0.0,parked_ego_tl16_spawn80_right7_fwd4_low_4000_stride2_003092_frame43111,0.5750830173492432
person,low,2.992277362611533,47.80803559911683,53.825475790842724,54.51742935180664,tp,0.0,parked_ego_tl16_spawn80_right7_fwd4_low_4000_stride2_003092_frame43111,0.4749290943145752
person,low,nan,56.29867517442123,48.338305933247796,49.04368591308594,fn,0.0,parked_ego_tl16_spawn80_right7_fwd4_low_4000_stride2_003092_frame43111,nan
vehicle,low,0.38935177870671833,20789.818760330734,4.807443528995236,17.86041831970215,tp,6.0,parked_ego_tl16_spawn80_right7_fwd4_low_4000_stride2_003098_frame43123,0.3881204128265381
person,low,0.5401397018662029,13.36088665840927,108.18390444844772,135.1220703125,tp,0.0,parked_ego_tl16_spawn80_right7_fwd4_low_4000_stride2_003098_frame43123,0.7448669075965881
person,low,nan,48.30361388317009,53.19411092803269,53.82911682128906,fn,0.0,parked_ego_tl16_spawn80_right7_fwd4_low_4000_stride2_003098_frame43123,nan
person,low,nan,61.64328092348775,46.74934681751377,47.55054473876953,fn,0.0,parked_ego_tl16_spawn80_right7_fwd4_low_4000_stride2_003098_frame43123,nan
vehicle,low,0.8579923626880654,20789.818760330734,4.807443528995236,17.86041831970215,tp,9.0,parked_ego_tl16_spawn80_right7_fwd4_low_4000_stride2_003099_frame43125,0.38828587532043457
person,low,1.5888489493829057,13.429319732468585,107.94801370741482,135.077392578125,tp,0.0,parked_ego_tl16_spawn80_right7_fwd4_low_4000_stride2_003099_frame43125,0.7403550744056702
person,low,nan,48.30361388317009,53.19411092803269,53.82911682128906,fn,0.0,parked_ego_tl16_spawn80_right7_fwd4_low_4000_stride2_003099_frame43125,nan
person,low,nan,62.521442217509026,46.48397438589406,47.3028678894043,fn,0.0,parked_ego_tl16_spawn80_right7_fwd4_low_4000_stride2_003099_frame43125,nan
vehicle,low,0.1270510826079192,20789.818760330734,4.807443528995236,17.86041831970215,tp,5.0,parked_ego_tl16_spawn80_right7_fwd4_low_4000_stride2_003111_frame43149,0.4253026247024536
person,low,1.6829114207867266,14.292213923996263,105.1172574220889,134.60720825195312,tp,0.0,parked_ego_tl16_spawn80_right7_fwd4_low_4000_stride2_003111_frame43149,0.7955061793327332
person,low,nan,48.30361388317009,53.19411092803269,53.82911682128906,fn,0.0,parked_ego_tl16_spawn80_right7_fwd4_low_4000_stride2_003111_frame43149,nan
person,low,nan,75.52373395429242,43.00906034016536,44.11301040649414,fn,0.0,parked_ego_tl16_spawn80_right7_fwd4_low_4000_stride2_003111_frame43149,nan
vehicle,low,0.20195809850850982,20789.818760330734,4.807443528995236,17.86041831970215,tp,8.0,parked_ego_tl16_spawn80_right7_fwd4_low_4000_stride2_003113_frame43153,0.4042993485927582
person,low,0.6659372571993042,14.875988872700441,105.58976638207903,134.67727661132812,tp,0.0,parked_ego_tl16_spawn80_right7_fwd4_low_4000_stride2_003113_frame43153,0.7378748059272766
person,low,nan,48.30361388317009,53.19411092803269,53.82911682128906,fn,0.0,parked_ego_tl16_spawn80_right7_fwd4_low_4000_stride2_003113_frame43153,nan
person,low,nan,78.13435490975029,42.393585494628105,43.56098937988281,fn,0.0,parked_ego_tl16_spawn80_right7_fwd4_low_4000_stride2_003113_frame43153,nan
vehicle,low,0.2659622640338878,20789.818760330734,4.807443528995236,17.86041831970215,tp,4.0,parked_ego_tl16_spawn80_right7_fwd4_low_4000_stride2_003120_frame43167,0.39226818084716797
person,low,1.3565616157002272,13.639820520477878,107.24090682994326,134.94921875,tp,0.0,parked_ego_tl16_spawn80_right7_fwd4_low_4000_stride2_003120_frame43167,0.3323395848274231
person,low,nan,48.30361388317009,53.19411092803269,53.82911682128906,fn,0.0,parked_ego_tl16_spawn80_right7_fwd4_low_4000_stride2_003120_frame43167,nan
person,low,nan,88.38298002025901,40.23988734013193,41.65889358520508,fn,0.0,parked_ego_tl16_spawn80_right7_fwd4_low_4000_stride2_003120_frame43167,nan
vehicle,low,0.2424214318030831,20789.818760330734,4.807443528995236,17.86041831970215,tp,8.0,parked_ego_tl16_spawn80_right7_fwd4_low_4000_stride2_003122_frame43171,0.3879953622817993
person,low,1.7178837291541675,13.500286094104741,107.71281238088785,135.03451538085938,tp,0.0,parked_ego_tl16_spawn80_right7_fwd4_low_4000_stride2_003122_frame43171,0.5538864731788635
person,low,nan,48.30361388317009,53.19411092803269,53.82911682128906,fn,0.0,parked_ego_tl16_spawn80_right7_fwd4_low_4000_stride2_003122_frame43171,nan
person,low,nan,91.6716582734819,39.6240342343029,41.12435531616211,fn,0.0,parked_ego_tl16_spawn80_right7_fwd4_low_4000_stride2_003122_frame43171,nan
person,low,0.10399767225720934,12.833091044526542,110.07230586292168,135.5113983154297,tp,0.0,parked_ego_tl16_spawn80_right7_fwd4_low_4000_stride2_003132_frame43191,0.752852201461792
vehicle,low,0.5081220913358715,20789.818760330734,4.807443528995236,17.86041831970215,tp,4.0,parked_ego_tl16_spawn80_right7_fwd4_low_4000_stride2_003132_frame43191,0.4010426104068756
person,low,nan,48.30361388317009,53.19411092803269,53.82911682128906,fn,0.0,parked_ego_tl16_spawn80_right7_fwd4_low_4000_stride2_003132_frame43191,nan
person,low,nan,868.9187441111205,16.17325452787101,27.891239166259766,fn,1.0,parked_ego_tl16_spawn80_right7_fwd4_low_4000_stride2_003132_frame43191,nan
person,low,nan,111.13033228826873,36.54484623067128,38.52056884765625,fn,0.0,parked_ego_tl16_spawn80_right7_fwd4_low_4000_stride2_003132_frame43191,nan
vehicle,low,0.6602441650320015,20789.818760330734,4.807443528995236,17.86041831970215,tp,6.0,parked_ego_tl16_spawn80_right7_fwd4_low_4000_stride2_003134_frame43195,0.47019585967063904
person,low,0.8820771062370045,12.70547418778817,110.54420470987624,135.61679077148438,tp,0.0,parked_ego_tl16_spawn80_right7_fwd4_low_4000_stride2_003134_frame43195,0.6609655618667603
vehicle,low,nan,71.92162892365691,130.06306977582315,138.8380889892578,fn,0.0,parked_ego_tl16_spawn80_right7_fwd4_low_4000_stride2_003134_frame43195,nan
person,low,nan,48.30361388317009,53.19411092803269,53.82911682128906,fn,0.0,parked_ego_tl16_spawn80_right7_fwd4_low_4000_stride2_003134_frame43195,nan
person,low,nan,789.0430713651074,16.789561989648206,28.034189224243164,fn,1.0,parked_ego_tl16_spawn80_right7_fwd4_low_4000_stride2_003134_frame43195,nan
person,low,nan,115.7411934849706,35.93056397410348,38.0156364440918,fn,0.0,parked_ego_tl16_spawn80_right7_fwd4_low_4000_stride2_003134_frame43195,nan
vehicle,low,0.8671749849649933,20789.818760330734,4.807443528995236,17.86041831970215,tp,4.0,parked_ego_tl16_spawn80_right7_fwd4_low_4000_stride2_003137_frame43201,0.3975432515144348
person,low,1.0792154635302307,12.517501066027823,111.25204848843686,135.7811279296875,tp,0.0,parked_ego_tl16_spawn80_right7_fwd4_low_4000_stride2_003137_frame43201,0.6311240196228027
vehicle,low,nan,77.03457654400474,125.72329542813686,135.38916015625,fn,0.0,parked_ego_tl16_spawn80_right7_fwd4_low_4000_stride2_003137_frame43201,nan
person,low,nan,48.30361388317009,53.19411092803269,53.82911682128906,fn,0.0,parked_ego_tl16_spawn80_right7_fwd4_low_4000_stride2_003137_frame43201,nan
person,low,nan,687.5280319122321,17.714023446756613,28.27793312072754,fn,0.0,parked_ego_tl16_spawn80_right7_fwd4_low_4000_stride2_003137_frame43201,nan
person,low,nan,123.19736320667793,35.00925273727869,37.26875686645508,fn,0.0,parked_ego_tl16_spawn80_right7_fwd4_low_4000_stride2_003137_frame43201,nan
vehicle,low,0.3926211911564899,20789.818760330734,4.807443528995236,17.86041831970215,tp,5.0,parked_ego_tl16_spawn80_right7_fwd4_low_4000_stride2_003139_frame43205,0.4173720180988312
person,low,1.5316967231861434,12.394453766235827,111.72395403938145,135.89483642578125,tp,0.0,parked_ego_tl16_spawn80_right7_fwd4_low_4000_stride2_003139_frame43205,0.49273306131362915
vehicle,low,nan,83.42872905676441,122.82140714427169,133.15325927734375,fn,0.0,parked_ego_tl16_spawn80_right7_fwd4_low_4000_stride2_003139_frame43205,nan
person,low,nan,48.30361388317009,53.19411092803269,53.82911682128906,fn,0.0,parked_ego_tl16_spawn80_right7_fwd4_low_4000_stride2_003139_frame43205,nan
person,low,nan,629.880026046348,18.330331197419767,28.459585189819336,fn,0.0,parked_ego_tl16_spawn80_right7_fwd4_low_4000_stride2_003139_frame43205,nan
person,low,nan,128.5628041643966,34.39504182007889,36.778141021728516,fn,0.0,parked_ego_tl16_spawn80_right7_fwd4_low_4000_stride2_003139_frame43205,nan
vehicle,low,0.2044433980260161,20789.818760330734,4.807443528995236,17.86041831970215,tp,7.0,parked_ego_tl16_spawn80_right7_fwd4_low_4000_stride2_003149_frame43225,0.40708354115486145
person,low,0.7055537012308246,424.41070797967103,21.41186927519024,29.586347579956055,tp,0.0,parked_ego_tl16_spawn80_right7_fwd4_low_4000_stride2_003149_frame43225,0.7593764066696167
vehicle,low,1.3430324098743054,114.99498061696822,108.99369382903079,123.18594360351562,tp,0.0,parked_ego_tl16_spawn80_right7_fwd4_low_4000_stride2_003149_frame43225,0.26997801661491394
person,low,nan,48.30361388317009,53.19411092803269,53.82911682128906,fn,0.0,parked_ego_tl16_spawn80_right7_fwd4_low_4000_stride2_003149_frame43225,nan
person,low,nan,161.61294372341612,31.263931346523194,34.32380294799805,fn,0.0,parked_ego_tl16_spawn80_right7_fwd4_low_4000_stride2_003149_frame43225,nan
vehicle,low,0.584573467617968,20789.818760330734,4.807443528995236,17.86041831970215,tp,4.0,parked_ego_tl16_spawn80_right7_fwd4_low_4000_stride2_003152_frame43231,0.39729779958724976
person,low,1.2074283759371809,381.52977743214666,22.336330732298663,29.991355895996094,tp,0.0,parked_ego_tl16_spawn80_right7_fwd4_low_4000_stride2_003152_frame43231,0.8113573789596558
vehicle,low,1.666861374397288,122.8584613965682,105.47556386747243,120.85001373291016,tp,0.0,parked_ego_tl16_spawn80_right7_fwd4_low_4000_stride2_003152_frame43231,0.3207896053791046
person,low,nan,48.30361388317009,53.19411092803269,53.82911682128906,fn,0.0,parked_ego_tl16_spawn80_right7_fwd4_low_4000_stride2_003152_frame43231,nan
person,low,nan,174.06489610324863,30.32294460211272,33.61594009399414,fn,0.0,parked_ego_tl16_spawn80_right7_fwd4_low_4000_stride2_003152_frame43231,nan
person,low,1.5562375915578475,265.0151278836519,25.454565484549562,29.860456466674805,tp,0.0,parked_ego_tl16_spawn80_right7_fwd4_low_4000_stride2_003169_frame43265,0.37892842292785645
person,low,1.8213011913497716,240.41619897054014,26.831588130817373,32.349910736083984,tp,0.0,parked_ego_tl16_spawn80_right7_fwd4_low_4000_stride2_003169_frame43265,0.3013674020767212
vehicle,low,nan,183.50398759792904,90.30650732354754,111.93278503417969,fn,2.0,parked_ego_tl16_spawn80_right7_fwd4_low_4000_stride2_003169_frame43265,nan
person,low,nan,58.93268538790351,48.01942104831014,48.8209114074707,fn,0.0,parked_ego_tl16_spawn80_right7_fwd4_low_4000_stride2_003169_frame43265,nan
person,low,nan,204.01762751974795,38.79660515676617,77.08846282958984,fn,0.0,parked_ego_tl16_spawn80_right7_fwd4_low_4000_stride2_003169_frame43265,nan
person,low,2.189681742355834,273.5494435777545,25.13640952644736,29.61298370361328,tp,0.0,parked_ego_tl16_spawn80_right7_fwd4_low_4000_stride2_003170_frame43267,0.680571436882019
vehicle,low,nan,189.3517936899438,89.25565953849825,111.38885498046875,fn,0.0,parked_ego_tl16_spawn80_right7_fwd4_low_4000_stride2_003170_frame43267,nan
person,low,nan,59.840404502806116,47.70544302471077,48.52695846557617,fn,1.0,parked_ego_tl16_spawn80_right7_fwd4_low_4000_stride2_003170_frame43267,nan
person,low,nan,197.76036203537376,39.12906265434938,77.24797058105469,fn,0.0,parked_ego_tl16_spawn80_right7_fwd4_low_4000_stride2_003170_frame43267,nan
person,low,nan,235.23336071582327,27.103370169635966,32.51003646850586,fn,0.0,parked_ego_tl16_spawn80_right7_fwd4_low_4000_stride2_003170_frame43267,nan
person,low,1.0751867037568217,12.009263001632311,112.65772822944257,116.9654769897461,tp,0.0,parked_ego_tl16_spawn80_right7_fwd4_low_4000_stride2_003171_frame43269,0.2230653464794159
vehicle,low,1.1815027509654399,195.90608836420174,88.02835897696653,110.76582336425781,tp,0.0,parked_ego_tl16_spawn80_right7_fwd4_low_4000_stride2_003171_frame43269,0.5937753915786743
person,low,2.690667529929311,282.4807104681687,24.83231628204343,29.38609504699707,tp,1.0,parked_ego_tl16_spawn80_right7_fwd4_low_4000_stride2_003171_frame43269,0.8699514865875244
person,low,nan,60.76903711741848,47.391732639631726,48.23370361328125,fn,0.0,parked_ego_tl16_spawn80_right7_fwd4_low_4000_stride2_003171_frame43269,nan
person,low,nan,195.86514553926074,39.47012810970546,77.42518615722656,fn,0.0,parked_ego_tl16_spawn80_right7_fwd4_low_4000_stride2_003171_frame43269,nan
person,low,nan,229.63980094616784,27.37535665159445,32.672245025634766,fn,0.0,parked_ego_tl16_spawn80_right7_fwd4_low_4000_stride2_003171_frame43269,nan
vehicle,low,1.0865489918710707,223.51472602515582,83.78130968054094,108.72533416748047,tp,0.0,parked_ego_tl16_spawn80_right7_fwd4_low_4000_stride2_003174_frame43275,0.6649234890937805
person,low,2.050691302930773,12.245300016529875,111.74440540683875,116.19509887695312,tp,0.0,parked_ego_tl16_spawn80_right7_fwd4_low_4000_stride2_003174_frame43275,0.7831972241401672
person,low,2.092150246711344,308.2754421359229,23.969293042086868,28.77631950378418,tp,0.0,parked_ego_tl16_spawn80_right7_fwd4_low_4000_stride2_003174_frame43275,0.6899629235267639
person,low,nan,63.685454298360824,46.45079786926184,47.35776138305664,fn,0.0,parked_ego_tl16_spawn80_right7_fwd4_low_4000_stride2_003174_frame43275,nan
person,low,nan,174.89690475748424,40.449376631748805,77.85382080078125,fn,1.0,parked_ego_tl16_spawn80_right7_fwd4_low_4000_stride2_003174_frame43275,nan
person,low,nan,216.444492941733,28.21137443713144,33.20094299316406,fn,0.0,parked_ego_tl16_spawn80_right7_fwd4_low_4000_stride2_003174_frame43275,nan
person,low,0.4570020393852542,325.6388714847685,23.420499980905113,28.412540435791016,tp,1.0,parked_ego_tl16_spawn80_right7_fwd4_low_4000_stride2_003176_frame43279,0.8227699995040894
person,low,1.3775596031790764,12.40643650342917,111.13552158398241,115.68366241455078,tp,0.0,parked_ego_tl16_spawn80_right7_fwd4_low_4000_stride2_003176_frame43279,0.6876063942909241
vehicle,low,2.2751198327025595,246.46156847507274,80.9066931147804,107.44903564453125,tp,1.0,parked_ego_tl16_spawn80_right7_fwd4_low_4000_stride2_003176_frame43279,0.8388171792030334
person,low,nan,65.74553253378794,45.82389826102546,46.777191162109375,fn,0.0,parked_ego_tl16_spawn80_right7_fwd4_low_4000_stride2_003176_frame43279,nan
person,low,nan,164.84669304464725,41.10734744433513,78.08966064453125,fn,0.0,parked_ego_tl16_spawn80_right7_fwd4_low_4000_stride2_003176_frame43279,nan
person,low,nan,187.9000386603669,28.76842015642235,33.6929931640625,fn,0.0,parked_ego_tl16_spawn80_right7_fwd4_low_4000_stride2_003176_frame43279,nan
person,low,0.7527280416511785,497.7919563443737,19.570215618924493,26.311368942260742,tp,0.0,parked_ego_tl16_spawn80_right7_fwd4_low_4000_stride2_003189_frame43305,0.4738931357860565
person,low,1.7588443545693562,13.533321848510411,107.17779003682153,112.40287780761719,tp,0.0,parked_ego_tl16_spawn80_right7_fwd4_low_4000_stride2_003189_frame43305,0.8507974743843079
vehicle,low,nan,481.32766016010095,62.192857439893075,101.343017578125,fn,0.0,parked_ego_tl16_spawn80_right7_fwd4_low_4000_stride2_003189_frame43305,nan
person,low,nan,81.86336493417531,41.747684014409444,43.073909759521484,fn,0.0,parked_ego_tl16_spawn80_right7_fwd4_low_4000_stride2_003189_frame43305,nan
person,low,nan,112.79629963039476,45.11573717018928,79.24881744384766,fn,0.0,parked_ego_tl16_spawn80_right7_fwd4_low_4000_stride2_003189_frame43305,nan
person,low,nan,158.42685655492488,32.06098160998205,37.670082092285156,fn,0.0,parked_ego_tl16_spawn80_right7_fwd4_low_4000_stride2_003189_frame43305,nan
person,low,1.3588738130605842,13.626113596703625,106.87334722466636,112.15374755859375,tp,0.0,parked_ego_tl16_spawn80_right7_fwd4_low_4000_stride2_003190_frame43307,0.8523667454719543
person,low,1.7842014975949434,518.0019535653091,19.262732260628496,26.174694061279297,tp,1.0,parked_ego_tl16_spawn80_right7_fwd4_low_4000_stride2_003190_frame43307,0.557432234287262
vehicle,low,nan,511.64352208221294,60.7546267120248,101.04007720947266,fn,0.0,parked_ego_tl16_spawn80_right7_fwd4_low_4000_stride2_003190_frame43307,nan
person,low,nan,83.33591372114574,41.434247574291916,42.79472732543945,fn,0.0,parked_ego_tl16_spawn80_right7_fwd4_low_4000_stride2_003190_frame43307,nan
person,low,nan,110.84528582415412,45.41716255817386,79.29522705078125,fn,0.0,parked_ego_tl16_spawn80_right7_fwd4_low_4000_stride2_003190_frame43307,nan
person,low,nan,156.8551122477704,32.25399875206286,37.97923278808594,fn,0.0,parked_ego_tl16_spawn80_right7_fwd4_low_4000_stride2_003190_frame43307,nan
person,low,2.4217991430192924,14.202823409708923,105.04670254291398,110.66913604736328,tp,0.0,parked_ego_tl16_spawn80_right7_fwd4_low_4000_stride2_003196_frame43319,0.7138213515281677
person,low,2.9807808466563417,667.9533215129957,17.417831587235497,25.434799194335938,tp,0.0,parked_ego_tl16_spawn80_right7_fwd4_low_4000_stride2_003196_frame43319,0.4477556347846985
vehicle,low,nan,785.9272914548179,52.012385102136214,99.57955169677734,fn,0.0,parked_ego_tl16_spawn80_right7_fwd4_low_4000_stride2_003196_frame43319,nan
person,low,nan,93.03996654989568,39.55254672960003,41.13840103149414,fn,0.0,parked_ego_tl16_spawn80_right7_fwd4_low_4000_stride2_003196_frame43319,nan
person,low,nan,100.16343556543035,47.22582189633398,79.60364532470703,fn,0.0,parked_ego_tl16_spawn80_right7_fwd4_low_4000_stride2_003196_frame43319,nan
person,low,nan,147.6921359087041,33.41188339556494,39.84468460083008,fn,0.0,parked_ego_tl16_spawn80_right7_fwd4_low_4000_stride2_003196_frame43319,nan
