run_group,iface,iface_label,samples,duration_s,avg_tx_mbps,p95_tx_mbps,max_tx_mbps,avg_rx_mbps,p95_rx_mbps,max_rx_mbps,tx_bytes_delta,rx_bytes_delta,tx_packets_delta,rx_packets_delta,tx_drops_delta,rx_drops_delta,tx_errors_delta,rx_errors_delta,ping_attempts,ping_success_rate,avg_ping_rtt_ms,p95_ping_rtt_ms
STRONG_GATE_A,oaitun_ue1,ue0,36,35.0003,0.854373,3.32311,3.3238,0,0,0,3737808,0,2520,0,0,0,0,0,0,,,
STRONG_GATE_A,oaitun_ue2,ue1,36,35.0003,0.949261,3.32325,3.32372,0,0,0,4153120,0,2800,0,0,0,0,0,0,,,
