time,rnti,frame,slot,snrx10,tpc,rssi
21:39:51.209808,45239,120,7,100,1,937
21:39:59.583628,45239,885,17,100,1,937
21:39:59.662880,45239,892,17,100,1,937
21:40:00.064764,35021,928,7,100,1,937
21:40:00.270373,35021,946,7,100,1,937
21:40:01.150006,45239,1020,7,100,1,929
21:40:01.853671,35021,58,7,100,1,937
21:40:01.910234,35021,63,7,100,1,937
21:40:03.745999,45239,216,7,100,1,937
21:40:04.443355,35021,269,7,100,1,937
21:40:04.488830,35021,273,7,100,1,937
21:40:05.903540,45239,395,7,100,1,937
21:40:06.673223,35021,461,17,100,1,937
21:40:14.813119,35021,164,7,100,1,937
