run_group,iface,iface_label,samples,duration_s,avg_tx_mbps,p95_tx_mbps,max_tx_mbps,avg_rx_mbps,p95_rx_mbps,max_rx_mbps,tx_bytes_delta,rx_bytes_delta,tx_packets_delta,rx_packets_delta,tx_drops_delta,rx_drops_delta,tx_errors_delta,rx_errors_delta,ping_attempts,ping_success_rate,avg_ping_rtt_ms,p95_ping_rtt_ms
D0_TRACE_MIN,oaitun_ue1,ue0,51,50.0004,3.12314,6.64541,6.64863,0.000276524,0,0.0092182,19519664,1728,13160,3,0,0,0,0,0,,,
D0_TRACE_MIN,oaitun_ue2,ue1,51,50.0004,3.18963,6.64594,6.6478,0.000368707,0,0.0138273,19934976,2304,13440,4,0,0,0,0,0,,,
