purpose,rfsim_command,commanded_noise_power_db,send_monotonic_ns,send_wall_ns,ack_monotonic_ns,ack_wall_ns,command_latency_ms,status,control_session_id,ran_epoch_id,upper_anchor_attempt,profile_id,trace_id,trace_step_index,scheduled_monotonic_ns,interval_end_monotonic_ns
TARGET_SNR_REPLAY,channelmod modify 2 noise_power_dB -11.5,-11.5,1665101984608180,1787450456921063671,1665101984740643,1787450456921196078,0.132463,ACK_VALIDATED,f24e66ab-e422-47ff-8afd-1a1a25380282,d4058ffd-288b-4fe7-8566-831fa79f17dc,,FAVORABLE_STABLE,GM_V2_FAVORABLE_STABLE_SEED_2026082101,65,1665101984467951,1665102084467951
TARGET_SNR_REPLAY,channelmod modify 2 noise_power_dB -11.25,-11.25,1665102084608085,1787450457021063428,1665102084689807,1787450457021145009,0.081722,ACK_VALIDATED,f24e66ab-e422-47ff-8afd-1a1a25380282,d4058ffd-288b-4fe7-8566-831fa79f17dc,,FAVORABLE_STABLE,GM_V2_FAVORABLE_STABLE_SEED_2026082101,66,1665102084467951,1665102184467951
TARGET_SNR_REPLAY,channelmod modify 2 noise_power_dB -10.75,-10.75,1665102184628688,1787450457121084012,1665102184701469,1787450457121156666,0.072781,ACK_VALIDATED,f24e66ab-e422-47ff-8afd-1a1a25380282,d4058ffd-288b-4fe7-8566-831fa79f17dc,,FAVORABLE_STABLE,GM_V2_FAVORABLE_STABLE_SEED_2026082101,67,1665102184467951,1665102284467951
TARGET_SNR_REPLAY,channelmod modify 2 noise_power_dB -11.5,-11.5,1665102284611447,1787450457221067021,1665102284713197,1787450457221168403,0.10175,ACK_VALIDATED,f24e66ab-e422-47ff-8afd-1a1a25380282,d4058ffd-288b-4fe7-8566-831fa79f17dc,,FAVORABLE_STABLE,GM_V2_FAVORABLE_STABLE_SEED_2026082101,68,1665102284467951,1665102384467951
TARGET_SNR_REPLAY,channelmod modify 2 noise_power_dB -9.75,-9.75,1665102384597472,1787450457321052809,1665102384676410,1787450457321131654,0.078938,ACK_VALIDATED,f24e66ab-e422-47ff-8afd-1a1a25380282,d4058ffd-288b-4fe7-8566-831fa79f17dc,,FAVORABLE_STABLE,GM_V2_FAVORABLE_STABLE_SEED_2026082101,69,1665102384467951,1665102484467951
TARGET_SNR_REPLAY,channelmod modify 2 noise_power_dB -11.5,-11.5,1665102484588529,1787450457421043874,1665102484660900,1787450457421116105,0.072371,ACK_VALIDATED,f24e66ab-e422-47ff-8afd-1a1a25380282,d4058ffd-288b-4fe7-8566-831fa79f17dc,,FAVORABLE_STABLE,GM_V2_FAVORABLE_STABLE_SEED_2026082101,70,1665102484467951,1665102584467951
TARGET_SNR_REPLAY,channelmod modify 2 noise_power_dB -10.25,-10.25,1665102587037535,1787450457523492921,1665102587112362,1787450457523567590,0.074827,ACK_VALIDATED,f24e66ab-e422-47ff-8afd-1a1a25380282,d4058ffd-288b-4fe7-8566-831fa79f17dc,,FAVORABLE_STABLE,GM_V2_FAVORABLE_STABLE_SEED_2026082101,71,1665102584467951,1665102684467951
TARGET_SNR_REPLAY,channelmod modify 2 noise_power_dB -9.75,-9.75,1665102684668133,1787450457621123474,1665102684744326,1787450457621199534,0.076193,ACK_VALIDATED,f24e66ab-e422-47ff-8afd-1a1a25380282,d4058ffd-288b-4fe7-8566-831fa79f17dc,,FAVORABLE_STABLE,GM_V2_FAVORABLE_STABLE_SEED_2026082101,72,1665102684467951,1665102784467951
TARGET_SNR_REPLAY,channelmod modify 2 noise_power_dB -10.0,-10.0,1665102784586128,1787450457721041455,1665102784677809,1787450457721132995,0.091681,ACK_VALIDATED,f24e66ab-e422-47ff-8afd-1a1a25380282,d4058ffd-288b-4fe7-8566-831fa79f17dc,,FAVORABLE_STABLE,GM_V2_FAVORABLE_STABLE_SEED_2026082101,73,1665102784467951,1665102884467951
TARGET_SNR_REPLAY,channelmod modify 2 noise_power_dB -11.0,-11.0,1665102884632334,1787450457821087849,1665102884723667,1787450457821178901,0.091333,ACK_VALIDATED,f24e66ab-e422-47ff-8afd-1a1a25380282,d4058ffd-288b-4fe7-8566-831fa79f17dc,,FAVORABLE_STABLE,GM_V2_FAVORABLE_STABLE_SEED_2026082101,74,1665102884467951,1665102984467951
TARGET_SNR_REPLAY,channelmod modify 2 noise_power_dB -11.5,-11.5,1665102984578726,1787450457921034030,1665102984646342,1787450457921101565,0.067616,ACK_VALIDATED,f24e66ab-e422-47ff-8afd-1a1a25380282,d4058ffd-288b-4fe7-8566-831fa79f17dc,,FAVORABLE_STABLE,GM_V2_FAVORABLE_STABLE_SEED_2026082101,75,1665102984467951,1665103084467951
TARGET_SNR_REPLAY,channelmod modify 2 noise_power_dB -12.0,-12.0,1665103084753268,1787450458021208576,1665103085042760,1787450458021497986,0.289492,ACK_VALIDATED,f24e66ab-e422-47ff-8afd-1a1a25380282,d4058ffd-288b-4fe7-8566-831fa79f17dc,,FAVORABLE_STABLE,GM_V2_FAVORABLE_STABLE_SEED_2026082101,76,1665103084467951,1665103184467951
TARGET_SNR_REPLAY,channelmod modify 2 noise_power_dB -11.5,-11.5,1665103184724170,1787450458121179468,1665103184804418,1787450458121259738,0.080248,ACK_VALIDATED,f24e66ab-e422-47ff-8afd-1a1a25380282,d4058ffd-288b-4fe7-8566-831fa79f17dc,,FAVORABLE_STABLE,GM_V2_FAVORABLE_STABLE_SEED_2026082101,77,1665103184467951,1665103284467951
TARGET_SNR_REPLAY,channelmod modify 2 noise_power_dB -11.25,-11.25,1665103284675247,1787450458221130450,1665103284749088,1787450458221204300,0.073841,ACK_VALIDATED,f24e66ab-e422-47ff-8afd-1a1a25380282,d4058ffd-288b-4fe7-8566-831fa79f17dc,,FAVORABLE_STABLE,GM_V2_FAVORABLE_STABLE_SEED_2026082101,78,1665103284467951,1665103384467951
TARGET_SNR_REPLAY,channelmod modify 2 noise_power_dB -10.5,-10.5,1665103384596880,1787450458321052228,1665103384673855,1787450458321129075,0.076975,ACK_VALIDATED,f24e66ab-e422-47ff-8afd-1a1a25380282,d4058ffd-288b-4fe7-8566-831fa79f17dc,,FAVORABLE_STABLE,GM_V2_FAVORABLE_STABLE_SEED_2026082101,79,1665103384467951,1665103484467951
TARGET_SNR_REPLAY,channelmod modify 2 noise_power_dB -11.75,-11.75,1665103484580145,1787450458421035477,1665103484648100,1787450458421103308,0.067955,ACK_VALIDATED,f24e66ab-e422-47ff-8afd-1a1a25380282,d4058ffd-288b-4fe7-8566-831fa79f17dc,,FAVORABLE_STABLE,GM_V2_FAVORABLE_STABLE_SEED_2026082101,80,1665103484467951,1665103584467951
TARGET_SNR_REPLAY,channelmod modify 2 noise_power_dB -7.75,-7.75,1665103587182539,1787450458523638206,1665103587285093,1787450458523740302,0.102554,ACK_VALIDATED,f24e66ab-e422-47ff-8afd-1a1a25380282,d4058ffd-288b-4fe7-8566-831fa79f17dc,,FAVORABLE_STABLE,GM_V2_FAVORABLE_STABLE_SEED_2026082101,81,1665103584467951,1665103684467951
TARGET_SNR_REPLAY,channelmod modify 2 noise_power_dB -7.75,-7.75,1665103684762476,1787450458621218176,1665103684827345,1787450458621282566,0.064869,ACK_VALIDATED,f24e66ab-e422-47ff-8afd-1a1a25380282,d4058ffd-288b-4fe7-8566-831fa79f17dc,,FAVORABLE_STABLE,GM_V2_FAVORABLE_STABLE_SEED_2026082101,82,1665103684467951,1665103784467951
TARGET_SNR_REPLAY,channelmod modify 2 noise_power_dB -7.25,-7.25,1665103784593473,1787450458721048791,1665103784651489,1787450458721106701,0.058016,ACK_VALIDATED,f24e66ab-e422-47ff-8afd-1a1a25380282,d4058ffd-288b-4fe7-8566-831fa79f17dc,,FAVORABLE_STABLE,GM_V2_FAVORABLE_STABLE_SEED_2026082101,83,1665103784467951,1665103884467951
TARGET_SNR_REPLAY,channelmod modify 2 noise_power_dB -7.75,-7.75,1665103884674521,1787450458821129851,1665103884747134,1787450458821202354,0.072613,ACK_VALIDATED,f24e66ab-e422-47ff-8afd-1a1a25380282,d4058ffd-288b-4fe7-8566-831fa79f17dc,,FAVORABLE_STABLE,GM_V2_FAVORABLE_STABLE_SEED_2026082101,84,1665103884467951,1665103984467951
TARGET_SNR_REPLAY,channelmod modify 2 noise_power_dB -7.75,-7.75,1665103984629687,1787450458921085312,1665103984721628,1787450458921176846,0.091941,ACK_VALIDATED,f24e66ab-e422-47ff-8afd-1a1a25380282,d4058ffd-288b-4fe7-8566-831fa79f17dc,,FAVORABLE_STABLE,GM_V2_FAVORABLE_STABLE_SEED_2026082101,85,1665103984467951,1665104084467951
TARGET_SNR_REPLAY,channelmod modify 2 noise_power_dB -7.5,-7.5,1665104084591429,1787450459021046755,1665104084682000,1787450459021137231,0.090571,ACK_VALIDATED,f24e66ab-e422-47ff-8afd-1a1a25380282,d4058ffd-288b-4fe7-8566-831fa79f17dc,,FAVORABLE_STABLE,GM_V2_FAVORABLE_STABLE_SEED_2026082101,86,1665104084467951,1665104184467951
TARGET_SNR_REPLAY,channelmod modify 2 noise_power_dB -8.0,-8.0,1665104184601450,1787450459121056809,1665104184675123,1787450459121130349,0.073673,ACK_VALIDATED,f24e66ab-e422-47ff-8afd-1a1a25380282,d4058ffd-288b-4fe7-8566-831fa79f17dc,,FAVORABLE_STABLE,GM_V2_FAVORABLE_STABLE_SEED_2026082101,87,1665104184467951,1665104284467951
TARGET_SNR_REPLAY,channelmod modify 2 noise_power_dB -8.0,-8.0,1665104284591235,1787450459221046584,1665104284648122,1787450459221103333,0.056887,ACK_VALIDATED,f24e66ab-e422-47ff-8afd-1a1a25380282,d4058ffd-288b-4fe7-8566-831fa79f17dc,,FAVORABLE_STABLE,GM_V2_FAVORABLE_STABLE_SEED_2026082101,88,1665104284467951,1665104384467951
TARGET_SNR_REPLAY,channelmod modify 2 noise_power_dB -8.25,-8.25,1665104384575783,1787450459321031072,1665104384648153,1787450459321103364,0.07237,ACK_VALIDATED,f24e66ab-e422-47ff-8afd-1a1a25380282,d4058ffd-288b-4fe7-8566-831fa79f17dc,,FAVORABLE_STABLE,GM_V2_FAVORABLE_STABLE_SEED_2026082101,89,1665104384467951,1665104484467951
TARGET_SNR_REPLAY,channelmod modify 2 noise_power_dB -7.0,-7.0,1665104484643410,1787450459421098737,1665104484724175,1787450459421179432,0.080765,ACK_VALIDATED,f24e66ab-e422-47ff-8afd-1a1a25380282,d4058ffd-288b-4fe7-8566-831fa79f17dc,,FAVORABLE_STABLE,GM_V2_FAVORABLE_STABLE_SEED_2026082101,90,1665104484467951,1665104584467951
TARGET_SNR_REPLAY,channelmod modify 2 noise_power_dB -7.5,-7.5,1665104584642020,1787450459521097341,1665104584715035,1787450459521170293,0.073015,ACK_VALIDATED,f24e66ab-e422-47ff-8afd-1a1a25380282,d4058ffd-288b-4fe7-8566-831fa79f17dc,,FAVORABLE_STABLE,GM_V2_FAVORABLE_STABLE_SEED_2026082101,91,1665104584467951,1665104684467951
TARGET_SNR_REPLAY,channelmod modify 2 noise_power_dB -7.5,-7.5,1665104684582530,1787450459621037849,1665104684646517,1787450459621101733,0.063987,ACK_VALIDATED,f24e66ab-e422-47ff-8afd-1a1a25380282,d4058ffd-288b-4fe7-8566-831fa79f17dc,,FAVORABLE_STABLE,GM_V2_FAVORABLE_STABLE_SEED_2026082101,92,1665104684467951,1665104784467951
TARGET_SNR_REPLAY,channelmod modify 2 noise_power_dB -7.75,-7.75,1665104784620590,1787450459721076154,1665104784713719,1787450459721168922,0.093129,ACK_VALIDATED,f24e66ab-e422-47ff-8afd-1a1a25380282,d4058ffd-288b-4fe7-8566-831fa79f17dc,,FAVORABLE_STABLE,GM_V2_FAVORABLE_STABLE_SEED_2026082101,93,1665104784467951,1665104884467951
TARGET_SNR_REPLAY,channelmod modify 2 noise_power_dB -10.75,-10.75,1665104884594123,1787450459821049461,1665104884684687,1787450459821139906,0.090564,ACK_VALIDATED,f24e66ab-e422-47ff-8afd-1a1a25380282,d4058ffd-288b-4fe7-8566-831fa79f17dc,,FAVORABLE_STABLE,GM_V2_FAVORABLE_STABLE_SEED_2026082101,94,1665104884467951,1665104984467951
TARGET_SNR_REPLAY,channelmod modify 2 noise_power_dB -10.75,-10.75,1665104984621390,1787450459921076912,1665104984727086,1787450459921182315,0.105696,ACK_VALIDATED,f24e66ab-e422-47ff-8afd-1a1a25380282,d4058ffd-288b-4fe7-8566-831fa79f17dc,,FAVORABLE_STABLE,GM_V2_FAVORABLE_STABLE_SEED_2026082101,95,1665104984467951,1665105084467951
TARGET_SNR_REPLAY,channelmod modify 2 noise_power_dB -11.0,-11.0,1665105084593234,1787450460021048535,1665105084654087,1787450460021109311,0.060853,ACK_VALIDATED,f24e66ab-e422-47ff-8afd-1a1a25380282,d4058ffd-288b-4fe7-8566-831fa79f17dc,,FAVORABLE_STABLE,GM_V2_FAVORABLE_STABLE_SEED_2026082101,96,1665105084467951,1665105184467951
TARGET_SNR_REPLAY,channelmod modify 2 noise_power_dB -11.0,-11.0,1665105184593277,1787450460121048616,1665105184668522,1787450460121123736,0.075245,ACK_VALIDATED,f24e66ab-e422-47ff-8afd-1a1a25380282,d4058ffd-288b-4fe7-8566-831fa79f17dc,,FAVORABLE_STABLE,GM_V2_FAVORABLE_STABLE_SEED_2026082101,97,1665105184467951,1665105284467951
TARGET_SNR_REPLAY,channelmod modify 2 noise_power_dB -10.75,-10.75,1665105284599591,1787450460221054970,1665105284664744,1787450460221119936,0.065153,ACK_VALIDATED,f24e66ab-e422-47ff-8afd-1a1a25380282,d4058ffd-288b-4fe7-8566-831fa79f17dc,,FAVORABLE_STABLE,GM_V2_FAVORABLE_STABLE_SEED_2026082101,98,1665105284467951,1665105384467951
TARGET_SNR_REPLAY,channelmod modify 2 noise_power_dB -10.75,-10.75,1665105384615907,1787450460321071411,1665105384680683,1787450460321135901,0.064776,ACK_VALIDATED,f24e66ab-e422-47ff-8afd-1a1a25380282,d4058ffd-288b-4fe7-8566-831fa79f17dc,,FAVORABLE_STABLE,GM_V2_FAVORABLE_STABLE_SEED_2026082101,99,1665105384467951,1665105484467951
PROFILE_STABLE_GAP,channelmod modify 2 noise_power_dB -50.0,-50.0,1665105484560897,1787450460421016240,1665105484636753,1787450460421091975,0.075856,ACK_VALIDATED,f24e66ab-e422-47ff-8afd-1a1a25380282,d4058ffd-288b-4fe7-8566-831fa79f17dc,,MID_VARIABLE,,,,
TARGET_SNR_REPLAY,channelmod modify 2 noise_power_dB -8.0,-8.0,1665106484852913,1787450461421308315,1665106484919668,1787450461421374905,0.066755,ACK_VALIDATED,f24e66ab-e422-47ff-8afd-1a1a25380282,d4058ffd-288b-4fe7-8566-831fa79f17dc,,MID_VARIABLE,GM_V2_MID_VARIABLE_SEED_2026082102,0,1665106484737116,1665106584737116
TARGET_SNR_REPLAY,channelmod modify 2 noise_power_dB -8.0,-8.0,1665106584990065,1787450461521446169,1665106585092982,1787450461521548390,0.102917,ACK_VALIDATED,f24e66ab-e422-47ff-8afd-1a1a25380282,d4058ffd-288b-4fe7-8566-831fa79f17dc,,MID_VARIABLE,GM_V2_MID_VARIABLE_SEED_2026082102,1,1665106584737116,1665106684737116
TARGET_SNR_REPLAY,channelmod modify 2 noise_power_dB -7.75,-7.75,1665106684849427,1787450461621304767,1665106684901808,1787450461621357030,0.052381,ACK_VALIDATED,f24e66ab-e422-47ff-8afd-1a1a25380282,d4058ffd-288b-4fe7-8566-831fa79f17dc,,MID_VARIABLE,GM_V2_MID_VARIABLE_SEED_2026082102,2,1665106684737116,1665106784737116
TARGET_SNR_REPLAY,channelmod modify 2 noise_power_dB -7.5,-7.5,1665106784865873,1787450461721321180,1665106784952447,1787450461721407738,0.086574,ACK_VALIDATED,f24e66ab-e422-47ff-8afd-1a1a25380282,d4058ffd-288b-4fe7-8566-831fa79f17dc,,MID_VARIABLE,GM_V2_MID_VARIABLE_SEED_2026082102,3,1665106784737116,1665106884737116
TARGET_SNR_REPLAY,channelmod modify 2 noise_power_dB -7.25,-7.25,1665106884859482,1787450461821314719,1665106884942683,1787450461821398051,0.083201,ACK_VALIDATED,f24e66ab-e422-47ff-8afd-1a1a25380282,d4058ffd-288b-4fe7-8566-831fa79f17dc,,MID_VARIABLE,GM_V2_MID_VARIABLE_SEED_2026082102,4,1665106884737116,1665106984737116
TARGET_SNR_REPLAY,channelmod modify 2 noise_power_dB -6.5,-6.5,1665106984868140,1787450461921323458,1665106984950383,1787450461921405665,0.082243,ACK_VALIDATED,f24e66ab-e422-47ff-8afd-1a1a25380282,d4058ffd-288b-4fe7-8566-831fa79f17dc,,MID_VARIABLE,GM_V2_MID_VARIABLE_SEED_2026082102,5,1665106984737116,1665107084737116
TARGET_SNR_REPLAY,channelmod modify 2 noise_power_dB -7.75,-7.75,1665107084980353,1787450462021435643,1665107085065250,1787450462021520537,0.084897,ACK_VALIDATED,f24e66ab-e422-47ff-8afd-1a1a25380282,d4058ffd-288b-4fe7-8566-831fa79f17dc,,MID_VARIABLE,GM_V2_MID_VARIABLE_SEED_2026082102,6,1665107084737116,1665107184737116
TARGET_SNR_REPLAY,channelmod modify 2 noise_power_dB -4.75,-4.75,1665107184872988,1787450462121328281,1665107184993924,1787450462121449191,0.120936,ACK_VALIDATED,f24e66ab-e422-47ff-8afd-1a1a25380282,d4058ffd-288b-4fe7-8566-831fa79f17dc,,MID_VARIABLE,GM_V2_MID_VARIABLE_SEED_2026082102,7,1665107184737116,1665107284737116
TARGET_SNR_REPLAY,channelmod modify 2 noise_power_dB -3.5,-3.5,1665107284866044,1787450462221321424,1665107284940340,1787450462221395594,0.074296,ACK_VALIDATED,f24e66ab-e422-47ff-8afd-1a1a25380282,d4058ffd-288b-4fe7-8566-831fa79f17dc,,MID_VARIABLE,GM_V2_MID_VARIABLE_SEED_2026082102,8,1665107284737116,1665107384737116
TARGET_SNR_REPLAY,channelmod modify 2 noise_power_dB -3.0,-3.0,1665107384866358,1787450462321321792,1665107384947570,1787450462321402776,0.081212,ACK_VALIDATED,f24e66ab-e422-47ff-8afd-1a1a25380282,d4058ffd-288b-4fe7-8566-831fa79f17dc,,MID_VARIABLE,GM_V2_MID_VARIABLE_SEED_2026082102,9,1665107384737116,1665107484737116
TARGET_SNR_REPLAY,channelmod modify 2 noise_power_dB -3.75,-3.75,1665107485171365,1787450462421626785,1665107485250448,1787450462421705666,0.079083,ACK_VALIDATED,f24e66ab-e422-47ff-8afd-1a1a25380282,d4058ffd-288b-4fe7-8566-831fa79f17dc,,MID_VARIABLE,GM_V2_MID_VARIABLE_SEED_2026082102,10,1665107484737116,1665107584737116
TARGET_SNR_REPLAY,channelmod modify 2 noise_power_dB -7.25,-7.25,1665107584857114,1787450462521312411,1665107584945262,1787450462521400527,0.088148,ACK_VALIDATED,f24e66ab-e422-47ff-8afd-1a1a25380282,d4058ffd-288b-4fe7-8566-831fa79f17dc,,MID_VARIABLE,GM_V2_MID_VARIABLE_SEED_2026082102,11,1665107584737116,1665107684737116
TARGET_SNR_REPLAY,channelmod modify 2 noise_power_dB -6.75,-6.75,1665107685187495,1787450462621642807,1665107685817514,1787450462622272764,0.630019,ACK_VALIDATED,f24e66ab-e422-47ff-8afd-1a1a25380282,d4058ffd-288b-4fe7-8566-831fa79f17dc,,MID_VARIABLE,GM_V2_MID_VARIABLE_SEED_2026082102,12,1665107684737116,1665107784737116
TARGET_SNR_REPLAY,channelmod modify 2 noise_power_dB -7.5,-7.5,1665107784873192,1787450462721328866,1665107784936833,1787450462721392045,0.063641,ACK_VALIDATED,f24e66ab-e422-47ff-8afd-1a1a25380282,d4058ffd-288b-4fe7-8566-831fa79f17dc,,MID_VARIABLE,GM_V2_MID_VARIABLE_SEED_2026082102,13,1665107784737116,1665107884737116
TARGET_SNR_REPLAY,channelmod modify 2 noise_power_dB -6.75,-6.75,1665107885222993,1787450462821678293,1665107885318494,1787450462821773727,0.095501,ACK_VALIDATED,f24e66ab-e422-47ff-8afd-1a1a25380282,d4058ffd-288b-4fe7-8566-831fa79f17dc,,MID_VARIABLE,GM_V2_MID_VARIABLE_SEED_2026082102,14,1665107884737116,1665107984737116
TARGET_SNR_REPLAY,channelmod modify 2 noise_power_dB -8.5,-8.5,1665107986867659,1787450462923323008,1665107987237629,1787450462923692845,0.36997,ACK_VALIDATED,f24e66ab-e422-47ff-8afd-1a1a25380282,d4058ffd-288b-4fe7-8566-831fa79f17dc,,MID_VARIABLE,GM_V2_MID_VARIABLE_SEED_2026082102,15,1665107984737116,1665108084737116
TARGET_SNR_REPLAY,channelmod modify 2 noise_power_dB -8.75,-8.75,1665108084882972,1787450463021338238,1665108085018182,1787450463021473449,0.13521,ACK_VALIDATED,f24e66ab-e422-47ff-8afd-1a1a25380282,d4058ffd-288b-4fe7-8566-831fa79f17dc,,MID_VARIABLE,GM_V2_MID_VARIABLE_SEED_2026082102,16,1665108084737116,1665108184737116
TARGET_SNR_REPLAY,channelmod modify 2 noise_power_dB -7.25,-7.25,1665108185085078,1787450463121540589,1665108185167088,1787450463121622310,0.08201,ACK_VALIDATED,f24e66ab-e422-47ff-8afd-1a1a25380282,d4058ffd-288b-4fe7-8566-831fa79f17dc,,MID_VARIABLE,GM_V2_MID_VARIABLE_SEED_2026082102,17,1665108184737116,1665108284737116
TARGET_SNR_REPLAY,channelmod modify 2 noise_power_dB -7.25,-7.25,1665108284905922,1787450463221361496,1665108284972533,1787450463221427736,0.066611,ACK_VALIDATED,f24e66ab-e422-47ff-8afd-1a1a25380282,d4058ffd-288b-4fe7-8566-831fa79f17dc,,MID_VARIABLE,GM_V2_MID_VARIABLE_SEED_2026082102,18,1665108284737116,1665108384737116
TARGET_SNR_REPLAY,channelmod modify 2 noise_power_dB -7.0,-7.0,1665108384862180,1787450463321317603,1665108384930034,1787450463321385251,0.067854,ACK_VALIDATED,f24e66ab-e422-47ff-8afd-1a1a25380282,d4058ffd-288b-4fe7-8566-831fa79f17dc,,MID_VARIABLE,GM_V2_MID_VARIABLE_SEED_2026082102,19,1665108384737116,1665108484737116
TARGET_SNR_REPLAY,channelmod modify 2 noise_power_dB -11.0,-11.0,1665108484843842,1787450463421299164,1665108484898622,1787450463421353844,0.05478,ACK_VALIDATED,f24e66ab-e422-47ff-8afd-1a1a25380282,d4058ffd-288b-4fe7-8566-831fa79f17dc,,MID_VARIABLE,GM_V2_MID_VARIABLE_SEED_2026082102,20,1665108484737116,1665108584737116
TARGET_SNR_REPLAY,channelmod modify 2 noise_power_dB -7.25,-7.25,1665108584951334,1787450463521406719,1665108585369759,1787450463521825071,0.418425,ACK_VALIDATED,f24e66ab-e422-47ff-8afd-1a1a25380282,d4058ffd-288b-4fe7-8566-831fa79f17dc,,MID_VARIABLE,GM_V2_MID_VARIABLE_SEED_2026082102,21,1665108584737116,1665108684737116
TARGET_SNR_REPLAY,channelmod modify 2 noise_power_dB -7.25,-7.25,1665108684874766,1787450463621330100,1665108684933206,1787450463621388447,0.05844,ACK_VALIDATED,f24e66ab-e422-47ff-8afd-1a1a25380282,d4058ffd-288b-4fe7-8566-831fa79f17dc,,MID_VARIABLE,GM_V2_MID_VARIABLE_SEED_2026082102,22,1665108684737116,1665108784737116
TARGET_SNR_REPLAY,channelmod modify 2 noise_power_dB -7.5,-7.5,1665108784892360,1787450463721348202,1665108784959426,1787450463721414625,0.067066,ACK_VALIDATED,f24e66ab-e422-47ff-8afd-1a1a25380282,d4058ffd-288b-4fe7-8566-831fa79f17dc,,MID_VARIABLE,GM_V2_MID_VARIABLE_SEED_2026082102,23,1665108784737116,1665108884737116
TARGET_SNR_REPLAY,channelmod modify 2 noise_power_dB -8.0,-8.0,1665108884859007,1787450463821314265,1665108884911462,1787450463821366680,0.052455,ACK_VALIDATED,f24e66ab-e422-47ff-8afd-1a1a25380282,d4058ffd-288b-4fe7-8566-831fa79f17dc,,MID_VARIABLE,GM_V2_MID_VARIABLE_SEED_2026082102,24,1665108884737116,1665108984737116
TARGET_SNR_REPLAY,channelmod modify 2 noise_power_dB -7.0,-7.0,1665108984858662,1787450463921313897,1665108984911022,1787450463921366229,0.05236,ACK_VALIDATED,f24e66ab-e422-47ff-8afd-1a1a25380282,d4058ffd-288b-4fe7-8566-831fa79f17dc,,MID_VARIABLE,GM_V2_MID_VARIABLE_SEED_2026082102,25,1665108984737116,1665109084737116
TARGET_SNR_REPLAY,channelmod modify 2 noise_power_dB -7.75,-7.75,1665109084853916,1787450464021309179,1665109084908669,1787450464021363870,0.054753,ACK_VALIDATED,f24e66ab-e422-47ff-8afd-1a1a25380282,d4058ffd-288b-4fe7-8566-831fa79f17dc,,MID_VARIABLE,GM_V2_MID_VARIABLE_SEED_2026082102,26,1665109084737116,1665109184737116
TARGET_SNR_REPLAY,channelmod modify 2 noise_power_dB -7.0,-7.0,1665109184861743,1787450464121317061,1665109184977777,1787450464121432985,0.116034,ACK_VALIDATED,f24e66ab-e422-47ff-8afd-1a1a25380282,d4058ffd-288b-4fe7-8566-831fa79f17dc,,MID_VARIABLE,GM_V2_MID_VARIABLE_SEED_2026082102,27,1665109184737116,1665109284737116
TARGET_SNR_REPLAY,channelmod modify 2 noise_power_dB -8.75,-8.75,1665109284845774,1787450464221301041,1665109284898905,1787450464221354110,0.053131,ACK_VALIDATED,f24e66ab-e422-47ff-8afd-1a1a25380282,d4058ffd-288b-4fe7-8566-831fa79f17dc,,MID_VARIABLE,GM_V2_MID_VARIABLE_SEED_2026082102,28,1665109284737116,1665109384737116
TARGET_SNR_REPLAY,channelmod modify 2 noise_power_dB -7.0,-7.0,1665109384864432,1787450464321319689,1665109384917290,1787450464321372464,0.052858,ACK_VALIDATED,f24e66ab-e422-47ff-8afd-1a1a25380282,d4058ffd-288b-4fe7-8566-831fa79f17dc,,MID_VARIABLE,GM_V2_MID_VARIABLE_SEED_2026082102,29,1665109384737116,1665109484737116
TARGET_SNR_REPLAY,channelmod modify 2 noise_power_dB -10.5,-10.5,1665109484891889,1787450464421347136,1665109484945808,1787450464421401022,0.053919,ACK_VALIDATED,f24e66ab-e422-47ff-8afd-1a1a25380282,d4058ffd-288b-4fe7-8566-831fa79f17dc,,MID_VARIABLE,GM_V2_MID_VARIABLE_SEED_2026082102,30,1665109484737116,1665109584737116
TARGET_SNR_REPLAY,channelmod modify 2 noise_power_dB -8.5,-8.5,1665109584852398,1787450464521307635,1665109584930686,1787450464521385895,0.078288,ACK_VALIDATED,f24e66ab-e422-47ff-8afd-1a1a25380282,d4058ffd-288b-4fe7-8566-831fa79f17dc,,MID_VARIABLE,GM_V2_MID_VARIABLE_SEED_2026082102,31,1665109584737116,1665109684737116
TARGET_SNR_REPLAY,channelmod modify 2 noise_power_dB -11.25,-11.25,1665109684868528,1787450464621323800,1665109684922669,1787450464621377916,0.054141,ACK_VALIDATED,f24e66ab-e422-47ff-8afd-1a1a25380282,d4058ffd-288b-4fe7-8566-831fa79f17dc,,MID_VARIABLE,GM_V2_MID_VARIABLE_SEED_2026082102,32,1665109684737116,1665109784737116
TARGET_SNR_REPLAY,channelmod modify 2 noise_power_dB -10.75,-10.75,1665109784870434,1787450464721326043,1665109785063006,1787450464721518292,0.192572,ACK_VALIDATED,f24e66ab-e422-47ff-8afd-1a1a25380282,d4058ffd-288b-4fe7-8566-831fa79f17dc,,MID_VARIABLE,GM_V2_MID_VARIABLE_SEED_2026082102,33,1665109784737116,1665109884737116
TARGET_SNR_REPLAY,channelmod modify 2 noise_power_dB -10.25,-10.25,1665109884851572,1787450464821306857,1665109884906525,1787450464821361742,0.054953,ACK_VALIDATED,f24e66ab-e422-47ff-8afd-1a1a25380282,d4058ffd-288b-4fe7-8566-831fa79f17dc,,MID_VARIABLE,GM_V2_MID_VARIABLE_SEED_2026082102,34,1665109884737116,1665109984737116
