wall_time_iso,elapsed_s,run_id,run_group,stream_id,transport_label,role,frame_id,carla_timestamp,result_received,front_ms,back_ms,round_trip_ms,transport_round_trip_ms_estimate,total_pipeline_ms_estimate,feature_payload_bytes,feature_payload_bytes_uncompressed,feature_payload_chunks,result_payload_bytes_estimate,result_payload_chunks_estimate,mask_present,segmentation_class_count,gt_camera_available,miou_binary,miou_3class_macro,miou_vehicle_iou,miou_person_iou,gt_vehicle_pixels,gt_person_pixels,object_count,radar_projected_points,spatial_map_enabled,spatial_map_dropped_packets,bind_host,remote_host,camera_source_port,remote_port,remote_source_port,camera_result_port,camera_width,camera_height,model_input_width,model_input_height,quantization_mode,entropy_coder
2026-07-14T23:29:01.405,5.895506697008386,20260714_232855_front_fusion_tl_14,fps_20,fusion_tl_14,front,front,1008069,9880.683129929821,True,808.4077819949016,6.0394390020519495,40.26750801131129,34.22806900925934,848.6752900062129,1156952,2903040,20,9620,1,True,2,0,nan,nan,nan,nan,0,0,5,250,False,0,127.0.0.1,127.0.0.1,51001,51002,51003,51004,854,480,768,432,per_channel_uint8,zlib
2026-07-14T23:29:01.517,6.007592384004965,20260714_232855_front_fusion_tl_14,fps_20,fusion_tl_14,front,front,1008070,9880.733129930566,True,42.75618109386414,6.050399970263243,39.52022397425026,33.469824003987014,82.2764050681144,1152887,2903040,20,9716,1,True,2,0,nan,nan,nan,nan,0,0,5,250,False,0,127.0.0.1,127.0.0.1,51001,51002,51003,51004,854,480,768,432,per_channel_uint8,zlib
2026-07-14T23:29:01.628,6.118518864968792,20260714_232855_front_fusion_tl_14,fps_20,fusion_tl_14,front,front,1008071,9880.783129931311,True,41.376261971890926,6.195923080667853,38.96317898761481,32.76725590694696,80.33944095950574,1151308,2903040,20,9533,1,True,2,0,nan,nan,nan,nan,0,0,6,250,False,0,127.0.0.1,127.0.0.1,51001,51002,51003,51004,854,480,768,432,per_channel_uint8,zlib
2026-07-14T23:29:01.740,6.231154183973558,20260714_232855_front_fusion_tl_14,fps_20,fusion_tl_14,front,front,1008072,9880.833129932056,True,48.308138037100434,6.71873998362571,40.243859053589404,33.525119069963694,88.55199709068984,1152627,2903040,20,9413,1,True,2,0,nan,nan,nan,nan,0,0,5,250,False,0,127.0.0.1,127.0.0.1,51001,51002,51003,51004,854,480,768,432,per_channel_uint8,zlib
2026-07-14T23:29:01.851,6.3413081439211965,20260714_232855_front_fusion_tl_14,fps_20,fusion_tl_14,front,front,1008073,9880.883129932801,True,46.998532954603434,6.659507984295487,40.41581996716559,33.7563119828701,87.41435292176902,1149996,2903040,20,9686,1,True,2,0,nan,nan,nan,nan,0,0,6,250,False,0,127.0.0.1,127.0.0.1,51001,51002,51003,51004,854,480,768,432,per_channel_uint8,zlib
2026-07-14T23:29:01.965,6.456137998960912,20260714_232855_front_fusion_tl_14,fps_20,fusion_tl_14,front,front,1008074,9880.933129933546,True,52.7674809563905,6.327182985842228,45.39493110496551,39.06774811912328,98.16241206135601,1146841,2903040,20,9484,1,True,2,0,nan,nan,nan,nan,0,0,6,250,False,0,127.0.0.1,127.0.0.1,51001,51002,51003,51004,854,480,768,432,per_channel_uint8,zlib
2026-07-14T23:29:02.080,6.570967552019283,20260714_232855_front_fusion_tl_14,fps_20,fusion_tl_14,front,front,1008075,9880.983129934291,True,51.50295200292021,6.01921696215868,42.461715056560934,36.442498094402254,93.96466705948114,1145552,2903040,20,9534,1,True,3,0,nan,nan,nan,nan,0,0,6,250,False,0,127.0.0.1,127.0.0.1,51001,51002,51003,51004,854,480,768,432,per_channel_uint8,zlib
2026-07-14T23:29:02.192,6.683151464909315,20260714_232855_front_fusion_tl_14,fps_20,fusion_tl_14,front,front,1008076,9881.033129935036,True,47.58342797867954,6.156797055155039,39.22030492685735,33.06350787170231,86.80373290553689,1145587,2903040,20,9317,1,True,2,0,nan,nan,nan,nan,0,0,6,250,False,0,127.0.0.1,127.0.0.1,51001,51002,51003,51004,854,480,768,432,per_channel_uint8,zlib
2026-07-14T23:29:02.305,6.795918653020635,20260714_232855_front_fusion_tl_14,fps_20,fusion_tl_14,front,front,1008077,9881.083129935781,True,49.81822706758976,6.204885081388056,39.341035997495055,33.136150916107,89.15926306508482,1144318,2903040,20,9973,1,True,3,0,nan,nan,nan,nan,0,0,7,250,False,0,127.0.0.1,127.0.0.1,51001,51002,51003,51004,854,480,768,432,per_channel_uint8,zlib
2026-07-14T23:29:02.447,6.937659284914844,20260714_232855_front_fusion_tl_14,fps_20,fusion_tl_14,front,front,1008078,9881.133129936527,True,47.643503989093006,6.045993068255484,40.975308045744896,34.92931497748941,88.6188120348379,1143412,2903040,20,9480,1,True,3,0,nan,nan,nan,nan,0,0,5,250,False,0,127.0.0.1,127.0.0.1,51001,51002,51003,51004,854,480,768,432,per_channel_uint8,zlib
