run_group,iface,iface_label,samples,duration_s,avg_tx_mbps,p95_tx_mbps,max_tx_mbps,avg_rx_mbps,p95_rx_mbps,max_rx_mbps,tx_bytes_delta,rx_bytes_delta,tx_packets_delta,rx_packets_delta,tx_drops_delta,rx_drops_delta,tx_errors_delta,rx_errors_delta,ping_attempts,ping_success_rate,avg_ping_rtt_ms,p95_ping_rtt_ms
D0_TRACE_MIN,oaitun_ue1,ue0,51,50.0007,3.12319,6.64511,6.64736,0.000368628,0,0.00921602,19519664,2304,13160,4,0,0,0,0,0,,,
D0_TRACE_MIN,oaitun_ue2,ue1,51,50.0007,3.1896,6.64505,6.6459,0.000276474,0,0.00921602,19934976,1728,13440,3,0,0,0,0,0,,,
