time,rnti,frame,slot,snrx10,tpc,rssi
19:58:31.805861,28730,325,7,100,1,937
19:58:31.987493,28730,340,17,100,1,937
19:58:32.032466,28730,344,17,100,1,929
19:58:32.088675,28730,349,17,100,1,937
19:58:32.790952,749,407,7,100,1,937
19:58:32.803061,749,408,7,100,1,937
19:58:33.426628,28730,470,17,100,1,929
19:58:33.761435,28730,498,7,100,1,937
19:58:34.215309,749,544,7,100,1,937
19:58:34.383362,749,561,7,100,1,937
19:58:34.548037,749,577,17,100,1,937
19:58:34.963723,749,609,7,100,1,937
19:58:35.216292,28730,634,7,100,1,929
19:58:35.321860,28730,644,17,100,1,929
19:58:35.971368,28730,706,7,100,1,937
19:58:36.575452,28730,764,17,100,1,937
19:58:37.515880,749,838,7,100,1,929
19:58:38.598369,28730,921,7,100,1,937
19:58:39.346076,749,974,17,100,1,937
19:58:40.167979,28730,11,7,100,1,937
19:58:42.313240,749,184,7,100,1,937
19:58:43.533294,28730,284,7,100,1,937
19:58:43.894637,749,314,7,100,1,929
19:58:44.696208,28730,378,7,100,1,937
19:58:44.774767,28730,384,17,100,1,937
19:58:45.587682,749,443,17,100,1,937
19:58:49.448808,28730,782,7,100,1,937
19:58:49.472777,749,784,7,100,1,937
19:58:50.744355,749,887,7,100,1,937
19:58:56.811958,28730,358,7,100,1,937
19:58:56.848211,749,361,7,100,1,937
