wall_time_iso,elapsed_s,run_id,run_group,stream_id,transport_label,role,frame_id,carla_timestamp,result_received,front_ms,back_ms,round_trip_ms,transport_round_trip_ms_estimate,total_pipeline_ms_estimate,feature_payload_bytes,feature_payload_bytes_uncompressed,feature_payload_chunks,result_payload_bytes_estimate,result_payload_chunks_estimate,mask_present,segmentation_class_count,gt_camera_available,miou_binary,miou_3class_macro,miou_vehicle_iou,miou_person_iou,gt_vehicle_pixels,gt_person_pixels,object_count,radar_projected_points,ego_speed_mps,tracked_target_actor_id,tracked_target_speed_mps,tracked_gap_m,diagnostic_target_actor_id,diagnostic_target_forward_m,diagnostic_target_lateral_m,diagnostic_target_radar_points,spatial_map_enabled,spatial_map_dropped_packets,bind_host,remote_host,camera_source_port,remote_port,remote_source_port,camera_result_port,camera_width,camera_height,model_input_width,model_input_height,quantization_mode,entropy_coder
2026-07-16T21:58:14.553,6.072167233913206,20260716_215808_front_fusion_ego_209,ctrl_busylight_200k,fusion_ego_209,front,front,84071,1304.8517428052146,True,806.7084620706737,7.867080043070018,42.401242069900036,34.53416202683002,849.1097041405737,1149137,2903040,20,4207,1,True,3,0,nan,nan,nan,nan,0,0,1,18206,2.0911273311775855,,nan,nan,,nan,nan,0,False,0,127.0.0.1,127.0.0.1,51001,51002,51003,51004,854,480,768,432,per_channel_uint8,zlib
2026-07-16T21:58:14.833,6.352908034925349,20260716_215808_front_fusion_ego_209,ctrl_busylight_200k,fusion_ego_209,front,front,84072,1304.9517428067047,True,46.30015906877816,6.202633958309889,40.24982394184917,34.04718998353928,86.54998301062733,1138025,2903040,19,5074,1,True,3,0,nan,nan,nan,nan,0,0,3,18087,2.479931733682124,,nan,nan,,nan,nan,0,False,0,127.0.0.1,127.0.0.1,51001,51002,51003,51004,854,480,768,432,per_channel_uint8,zlib
2026-07-16T21:58:15.103,6.623226496973075,20260716_215808_front_fusion_ego_209,ctrl_busylight_200k,fusion_ego_209,front,front,84073,1305.0517428081948,True,41.74786899238825,6.498029921203852,39.88611500244588,33.388085081242025,81.63398399483413,1121592,2903040,19,5295,1,True,3,0,nan,nan,nan,nan,0,0,6,18065,2.8632180568145777,,nan,nan,,nan,nan,0,False,0,127.0.0.1,127.0.0.1,51001,51002,51003,51004,854,480,768,432,per_channel_uint8,zlib
2026-07-16T21:58:15.385,6.905812202952802,20260716_215808_front_fusion_ego_209,ctrl_busylight_200k,fusion_ego_209,front,front,84074,1305.151742809685,True,38.79877203144133,6.380015984177589,39.69148907344788,33.311473089270294,78.49026110488921,1120196,2903040,19,4922,1,True,3,0,nan,nan,nan,nan,0,0,5,18126,3.2462490299007847,,nan,nan,,nan,nan,0,False,0,127.0.0.1,127.0.0.1,51001,51002,51003,51004,854,480,768,432,per_channel_uint8,zlib
2026-07-16T21:58:15.655,7.17469298990909,20260716_215808_front_fusion_ego_209,ctrl_busylight_200k,fusion_ego_209,front,front,84075,1305.251742811175,True,36.75033198669553,6.599565967917442,40.069720009341836,33.470154041424394,76.82005199603736,1118212,2903040,19,4581,1,True,3,0,nan,nan,nan,nan,0,0,4,18185,3.2768603276512236,,nan,nan,,nan,nan,0,False,0,127.0.0.1,127.0.0.1,51001,51002,51003,51004,854,480,768,432,per_channel_uint8,zlib
2026-07-16T21:58:15.912,7.4323479268932715,20260716_215808_front_fusion_ego_209,ctrl_busylight_200k,fusion_ego_209,front,front,84076,1305.3517428126652,True,38.591568008996546,6.1452341033145785,39.12909096106887,32.98385685775429,77.72065897006541,1117213,2903040,19,4213,1,True,3,0,nan,nan,nan,nan,0,0,3,18154,3.2923525266367486,,nan,nan,,nan,nan,0,False,0,127.0.0.1,127.0.0.1,51001,51002,51003,51004,854,480,768,432,per_channel_uint8,zlib
2026-07-16T21:58:16.178,7.697745247976854,20260716_215808_front_fusion_ego_209,ctrl_busylight_200k,fusion_ego_209,front,front,84077,1305.4517428141553,True,44.145655003376305,6.390221999026835,39.38690898939967,32.99668699037284,83.53256399277598,1112081,2903040,19,4245,1,True,3,0,nan,nan,nan,nan,0,0,3,18180,3.297766726876022,,nan,nan,,nan,nan,0,False,0,127.0.0.1,127.0.0.1,51001,51002,51003,51004,854,480,768,432,per_channel_uint8,zlib
2026-07-16T21:58:16.443,7.963147752918303,20260716_215808_front_fusion_ego_209,ctrl_busylight_200k,fusion_ego_209,front,front,84078,1305.5517428156454,True,42.841276968829334,6.441346951760352,40.30324297491461,33.86189602315426,83.14451994374394,1106034,2903040,19,4476,1,True,3,0,nan,nan,nan,nan,0,0,4,18136,3.3011622514309553,,nan,nan,,nan,nan,0,False,0,127.0.0.1,127.0.0.1,51001,51002,51003,51004,854,480,768,432,per_channel_uint8,zlib
2026-07-16T21:58:16.718,8.23855225800071,20260716_215808_front_fusion_ego_209,ctrl_busylight_200k,fusion_ego_209,front,front,84079,1305.6517428171355,True,43.15784701611847,7.4123230297118425,38.91416697297245,31.50184394326061,82.07201398909092,1103733,2903040,19,4213,1,True,3,0,nan,nan,nan,nan,0,0,3,18146,3.3021944967408836,,nan,nan,,nan,nan,0,False,0,127.0.0.1,127.0.0.1,51001,51002,51003,51004,854,480,768,432,per_channel_uint8,zlib
2026-07-16T21:58:16.990,8.51071050693281,20260716_215808_front_fusion_ego_209,ctrl_busylight_200k,fusion_ego_209,front,front,84080,1305.7517428186256,True,40.439972071908414,6.363771972246468,38.961043930612504,32.597271958366036,79.40101600252092,1104193,2903040,19,4614,1,True,3,0,nan,nan,nan,nan,0,0,4,18201,3.303618288148168,,nan,nan,,nan,nan,0,False,0,127.0.0.1,127.0.0.1,51001,51002,51003,51004,854,480,768,432,per_channel_uint8,zlib
2026-07-16T21:58:17.270,8.790724745951593,20260716_215808_front_fusion_ego_209,ctrl_busylight_200k,fusion_ego_209,front,front,84081,1305.8517428201158,True,38.91576093155891,6.286705029197037,38.402408943511546,32.11570391431451,77.31816987507045,1103093,2903040,19,4785,1,True,3,0,nan,nan,nan,nan,0,0,5,18140,3.303987630472895,,nan,nan,,nan,nan,0,False,0,127.0.0.1,127.0.0.1,51001,51002,51003,51004,854,480,768,432,per_channel_uint8,zlib
2026-07-16T21:58:17.527,9.046935411985032,20260716_215808_front_fusion_ego_209,ctrl_busylight_200k,fusion_ego_209,front,front,84082,1305.9517428216059,True,37.18401398509741,6.1494490364566445,37.97176107764244,31.822312041185796,75.15577506273985,1105337,2903040,19,4411,1,True,3,0,nan,nan,nan,nan,0,0,3,18173,3.302347554153144,,nan,nan,,nan,nan,0,False,0,127.0.0.1,127.0.0.1,51001,51002,51003,51004,854,480,768,432,per_channel_uint8,zlib
2026-07-16T21:58:17.784,9.304867614991963,20260716_215808_front_fusion_ego_209,ctrl_busylight_200k,fusion_ego_209,front,front,84083,1306.051742823096,True,35.491865943185985,6.255729007534683,37.831214955076575,31.575485947541893,73.32308089826256,1101978,2903040,19,4508,1,True,3,0,nan,nan,nan,nan,0,0,3,18080,3.3016752612437577,,nan,nan,,nan,nan,0,False,0,127.0.0.1,127.0.0.1,51001,51002,51003,51004,854,480,768,432,per_channel_uint8,zlib
2026-07-16T21:58:18.037,9.557346317917109,20260716_215808_front_fusion_ego_209,ctrl_busylight_200k,fusion_ego_209,front,front,84084,1306.151742824586,True,37.475541001185775,6.201945943757892,38.05239708162844,31.85045113787055,75.52793808281422,1104971,2903040,19,4247,1,True,3,0,nan,nan,nan,nan,0,0,2,18141,3.3010347576537784,,nan,nan,,nan,nan,0,False,0,127.0.0.1,127.0.0.1,51001,51002,51003,51004,854,480,768,432,per_channel_uint8,zlib
2026-07-16T21:58:18.288,9.808800213970244,20260716_215808_front_fusion_ego_209,ctrl_busylight_200k,fusion_ego_209,front,front,84085,1306.2517428260762,True,37.55312808789313,6.2938290648162365,38.53813488967717,32.24430582486093,76.0912629775703,1107356,2903040,19,4372,1,True,3,0,nan,nan,nan,nan,0,0,2,18264,3.3014796552174808,,nan,nan,,nan,nan,0,False,0,127.0.0.1,127.0.0.1,51001,51002,51003,51004,854,480,768,432,per_channel_uint8,zlib
2026-07-16T21:58:18.563,10.083322096965276,20260716_215808_front_fusion_ego_209,ctrl_busylight_200k,fusion_ego_209,front,front,84086,1306.3517428275663,True,37.570746964775026,6.1778719536960125,38.1683730520308,31.99050109833479,75.73912001680583,1107292,2903040,19,3969,1,True,3,0,nan,nan,nan,nan,0,0,1,18278,3.3016791498944564,,nan,nan,,nan,nan,0,False,0,127.0.0.1,127.0.0.1,51001,51002,51003,51004,854,480,768,432,per_channel_uint8,zlib
