time,rnti,frame,slot,snrx10,tpc,rssi
21:30:51.460376,3836,638,7,100,1,937
21:30:55.126451,960,938,7,100,1,937
21:30:58.714791,960,217,7,100,1,944
21:31:01.690599,3836,450,7,100,1,937
21:31:02.083873,960,484,17,100,1,937
21:31:02.437281,3836,508,7,100,1,937
21:31:02.506499,960,514,7,100,1,937
21:31:02.580984,3836,520,17,100,1,937
21:31:02.610095,3836,523,7,100,1,929
21:31:03.555796,960,603,17,100,1,937
21:31:03.617630,960,609,7,100,1,937
21:31:04.206684,960,660,17,100,1,929
21:31:04.846429,3836,712,7,100,1,937
21:31:04.914802,3836,718,7,100,1,937
21:31:05.128418,960,739,7,100,1,937
21:31:05.216302,960,747,17,100,1,937
21:31:05.562912,960,779,17,100,1,937
21:31:05.852964,960,808,7,100,1,929
21:31:05.924398,960,815,7,100,1,937
21:31:06.100659,960,831,17,100,1,937
21:31:06.430323,960,855,7,100,1,937
21:31:06.532546,960,863,7,100,1,929
21:31:06.732064,960,879,17,100,1,937
21:31:07.009824,3836,903,7,100,1,937
21:31:07.185347,3836,917,17,110,1,937
21:31:07.785820,960,966,17,100,1,929
21:31:07.803255,960,968,7,100,1,929
21:31:08.010713,960,986,7,100,1,937
21:31:08.175421,960,1000,7,100,1,937
21:31:08.246595,960,1006,7,100,1,937
21:31:08.492402,960,1022,17,100,1,937
21:31:08.972432,960,39,17,100,1,929
21:31:09.090716,960,49,17,100,1,929
21:31:09.096744,960,50,7,100,1,929
21:31:09.221791,960,60,17,100,1,937
21:31:10.186121,960,139,7,100,1,937
21:31:10.608080,960,174,7,100,1,937
21:31:10.977248,960,208,7,100,1,929
21:31:11.462006,960,251,17,100,1,937
21:31:12.087948,960,307,17,100,1,929
21:31:13.053322,3836,388,7,100,1,937
21:31:13.284072,960,409,7,100,1,937
21:31:13.641373,960,435,17,100,1,937
21:31:13.814255,960,451,17,100,1,937
21:31:14.118152,960,478,17,100,1,929
21:31:15.584566,3836,604,17,100,1,937
21:31:15.961391,960,633,7,100,1,929
21:31:16.007992,960,637,7,100,1,937
21:31:16.036870,960,639,17,100,1,937
21:31:16.401703,960,670,17,100,1,929
21:31:16.494914,960,678,17,100,1,937
21:31:16.576734,960,685,17,100,1,937
21:31:18.186488,3836,811,7,100,1,929
21:31:18.209928,960,813,7,100,1,929
21:31:18.494961,3836,838,7,100,1,937
21:31:19.208401,960,899,7,100,1,937
21:31:19.383513,960,916,17,100,1,937
21:31:19.510180,960,929,7,100,1,937
21:31:19.545485,960,932,17,100,1,937
21:31:19.595961,960,937,17,100,1,929
21:31:19.641886,960,942,7,100,1,937
21:31:20.039841,960,975,7,100,1,937
21:31:20.243158,960,995,7,100,1,937
21:31:21.141570,3836,49,7,100,1,937
21:31:21.482393,960,82,17,100,1,937
