recv_raw_ns,recv_wall_ns,source_ip,ue_id,message_id,chunk_index,total_chunks,udp_payload_bytes,onwire_bytes,duplicate
879927610607637,1786665291060247657,127.0.0.1,1,736870912,0,7,60000,60028,0
879927610701295,1786665291060305058,127.0.0.1,1,736870912,1,7,60000,60028,0
879927610736128,1786665291060338206,127.0.0.1,1,736870912,2,7,60000,60028,0
879927610764449,1786665291060366271,127.0.0.1,1,736870912,3,7,60000,60028,0
879927610792247,1786665291060393975,127.0.0.1,1,736870912,4,7,60000,60028,0
879927610821740,1786665291060423611,127.0.0.1,1,736870912,5,7,60000,60028,0
879927610849400,1786665291060451118,127.0.0.1,1,736870912,6,7,49656,49684,0
879927860538746,1786665291310155916,127.0.0.1,0,368435456,0,7,60000,60028,0
879927860595396,1786665291310204220,127.0.0.1,0,368435456,1,7,60000,60028,0
879927860643965,1786665291310248760,127.0.0.1,0,368435456,2,7,60000,60028,0
879927860671567,1786665291310276018,127.0.0.1,0,368435456,3,7,60000,60028,0
879927860697535,1786665291310301877,127.0.0.1,0,368435456,4,7,60000,60028,0
879927860724238,1786665291310328588,127.0.0.1,0,368435456,5,7,60000,60028,0
879927860744613,1786665291310348773,127.0.0.1,0,368435456,6,7,49656,49684,0
879928110507429,1786665291560130123,127.0.0.1,1,736870913,0,7,60000,60028,0
879928110554049,1786665291560166200,127.0.0.1,1,736870913,1,7,60000,60028,0
879928110572975,1786665291560180580,127.0.0.1,1,736870913,2,7,60000,60028,0
879928110584347,1786665291560191489,127.0.0.1,1,736870913,3,7,60000,60028,0
879928110601328,1786665291560208314,127.0.0.1,1,736870913,4,7,60000,60028,0
879928110608662,1786665291560215695,127.0.0.1,1,736870913,5,7,60000,60028,0
879928110637503,1786665291560246871,127.0.0.1,1,736870913,6,7,49656,49684,0
879928360857900,1786665291810487931,127.0.0.1,0,368435457,0,7,60000,60028,0
879928360924045,1786665291810538738,127.0.0.1,0,368435457,1,7,60000,60028,0
879928360950830,1786665291810560785,127.0.0.1,0,368435457,2,7,60000,60028,0
879928360969197,1786665291810578790,127.0.0.1,0,368435457,3,7,60000,60028,0
879928360986992,1786665291810596415,127.0.0.1,0,368435457,4,7,60000,60028,0
879928361005035,1786665291810614753,127.0.0.1,0,368435457,5,7,60000,60028,0
879928361042650,1786665291810654514,127.0.0.1,0,368435457,6,7,49656,49684,0
879928610563617,1786665292060189880,127.0.0.1,1,736870914,0,7,60000,60028,0
879928610605854,1786665292060221651,127.0.0.1,1,736870914,1,7,60000,60028,0
879928610620703,1786665292060233052,127.0.0.1,1,736870914,2,7,60000,60028,0
879928610629857,1786665292060241722,127.0.0.1,1,736870914,3,7,60000,60028,0
879928610641362,1786665292060253273,127.0.0.1,1,736870914,4,7,60000,60028,0
879928610649410,1786665292060261429,127.0.0.1,1,736870914,5,7,60000,60028,0
879928610657599,1786665292060269404,127.0.0.1,1,736870914,6,7,49656,49684,0
879928861466732,1786665292311107280,127.0.0.1,0,368435458,0,7,60000,60028,0
879928861520819,1786665292311140098,127.0.0.1,0,368435458,1,7,60000,60028,0
879928861538594,1786665292311153713,127.0.0.1,0,368435458,2,7,60000,60028,0
879928861549026,1786665292311163812,127.0.0.1,0,368435458,3,7,60000,60028,0
879928861558661,1786665292311173224,127.0.0.1,0,368435458,4,7,60000,60028,0
879928861575275,1786665292311190145,127.0.0.1,0,368435458,5,7,60000,60028,0
879928861584749,1786665292311201820,127.0.0.1,0,368435458,6,7,49656,49684,0
879929060701898,1786665292510335412,127.0.0.1,1,736870915,0,7,60000,60028,0
879929060751629,1786665292510370173,127.0.0.1,1,736870915,1,7,60000,60028,0
879929060765872,1786665292510382871,127.0.0.1,1,736870915,2,7,60000,60028,0
879929060776150,1786665292510392880,127.0.0.1,1,736870915,3,7,60000,60028,0
879929060786915,1786665292510403635,127.0.0.1,1,736870915,4,7,60000,60028,0
879929060796424,1786665292510413262,127.0.0.1,1,736870915,5,7,60000,60028,0
879929060807025,1786665292510426320,127.0.0.1,1,736870915,6,7,49656,49684,0
879929310592217,1786665292760225433,127.0.0.1,0,368435459,0,7,60000,60028,0
