ue_id,frame_id,message_id,scheduled_raw_ns,first_chunk_raw_ns,complete_raw_ns,complete_latency_ms,payload_bytes,chunks,onwire_bytes,checksum_expected,checksum_actual,checksum_ok,source_ip
1,200000000,736870912,879927609682801,879927610607637,879927610849400,1.166599,409600,7,409852,3346413535,3346413535,1,127.0.0.1
0,100000000,368435456,879927859682801,879927860538746,879927860744613,1.061812,409600,7,409852,3512885954,3512885954,1,127.0.0.1
1,200000001,736870913,879928109682801,879928110507429,879928110637503,0.954702,409600,7,409852,3346413535,3346413535,1,127.0.0.1
0,100000001,368435457,879928359682801,879928360857900,879928361042650,1.359849,409600,7,409852,3512885954,3512885954,1,127.0.0.1
1,200000002,736870914,879928609682801,879928610563617,879928610657599,0.974798,409600,7,409852,3346413535,3346413535,1,127.0.0.1
0,100000002,368435458,879928859682801,879928861466732,879928861584749,1.901948,409600,7,409852,3512885954,3512885954,1,127.0.0.1
1,200000003,736870915,879929059682801,879929060701898,879929060807025,1.124224,409600,7,409852,3346413535,3346413535,1,127.0.0.1
0,100000003,368435459,879929309682801,879929310592217,879929310688681,1.00588,409600,7,409852,3512885954,3512885954,1,127.0.0.1
1,200000004,736870916,879929559682801,879929560573382,879929560735148,1.052347,409600,7,409852,3346413535,3346413535,1,127.0.0.1
0,100000004,368435460,879929809682801,879929810634728,879929810744624,1.061823,409600,7,409852,3512885954,3512885954,1,127.0.0.1
1,200000005,736870917,879930059682801,879930060769653,879930060886667,1.203866,409600,7,409852,3346413535,3346413535,1,127.0.0.1
0,100000005,368435461,879930309682801,879930310852319,879930310943385,1.260584,409600,7,409852,3512885954,3512885954,1,127.0.0.1
1,200000006,736870918,879930559682801,879930560582257,879930560708524,1.025723,409600,7,409852,3346413535,3346413535,1,127.0.0.1
0,100000006,368435462,879930759682801,879930760639842,879930760741982,1.059181,409600,7,409852,3512885954,3512885954,1,127.0.0.1
1,200000007,736870919,879931009682801,879931010499407,879931010641207,0.958406,409600,7,409852,3346413535,3346413535,1,127.0.0.1
0,100000007,368435463,879931259682801,879931260539336,879931260635150,0.952349,409600,7,409852,3512885954,3512885954,1,127.0.0.1
1,200000008,736870920,879931509682801,879931510873074,879931511020480,1.337679,409600,7,409852,3346413535,3346413535,1,127.0.0.1
0,100000008,368435464,879931759682801,879931761016324,879931761226570,1.543769,409600,7,409852,3512885954,3512885954,1,127.0.0.1
1,200000009,736870921,879932009682801,879932015677706,879932015778113,6.095312,409600,7,409852,3346413535,3346413535,1,127.0.0.1
0,100000009,368435465,879932259682801,879932260937786,879932261102215,1.419414,409600,7,409852,3512885954,3512885954,1,127.0.0.1
1,200000010,736870922,879932459682801,879932460681007,879932460777720,1.094919,409600,7,409852,3346413535,3346413535,1,127.0.0.1
0,100000010,368435466,879932709682801,879932710607636,879932710724405,1.041604,409600,7,409852,3512885954,3512885954,1,127.0.0.1
1,200000011,736870923,879932959682801,879932960638541,879932960767021,1.08422,409600,7,409852,3346413535,3346413535,1,127.0.0.1
0,100000011,368435467,879933209682801,879933210713805,879933210825027,1.142226,409600,7,409852,3512885954,3512885954,1,127.0.0.1
1,200000012,736870924,879933459682801,879933460612843,879933460737540,1.054739,409600,7,409852,3346413535,3346413535,1,127.0.0.1
0,100000012,368435468,879933709682801,879933710663167,879933710829772,1.146971,409600,7,409852,3512885954,3512885954,1,127.0.0.1
1,200000013,736870925,879933909682801,879933910788618,879933910899570,1.216769,409600,7,409852,3346413535,3346413535,1,127.0.0.1
0,100000013,368435469,879934159682801,879934160786637,879934160942588,1.259787,409600,7,409852,3512885954,3512885954,1,127.0.0.1
1,200000014,736870926,879934409682801,879934410734696,879934410955672,1.272871,409600,7,409852,3346413535,3346413535,1,127.0.0.1
0,100000014,368435470,879934659682801,879934660700633,879934660835998,1.153197,409600,7,409852,3512885954,3512885954,1,127.0.0.1
1,200000015,736870927,879934909682801,879934910528693,879934911160590,1.477789,409600,7,409852,3346413535,3346413535,1,127.0.0.1
0,100000015,368435471,879935159682801,879935160469984,879935160584761,0.90196,409600,7,409852,3512885954,3512885954,1,127.0.0.1
