trial,epoch,train_loss,val_loss,miou,background_iou,vehicle_iou,person_iou,pixel_accuracy,seg_loss,ce_loss,lovasz_loss,object_loss,veh_object_loss,per_object_loss,veh_center_loss,per_center_loss,veh_offset_loss,per_offset_loss,veh_loc_loss,per_loc_loss,veh_dim_loss,per_dim_loss,veh_bbox2d_loss,per_bbox2d_loss,veh_positives,per_positives,lr_new,lr_warm,lr_backbone,epoch_seconds,cuda_max_memory_allocated_mib,cuda_max_memory_reserved_mib,timestamp
resnet34_fpn_centernet_native_v2,1,86.71947326660157,92.99269276936849,0.5553212418301184,0.9581164132422323,0.5122983728748864,0.19554893937323659,0.958697313951114,0.4180632408459981,0.20146221831440925,0.4332020473480225,92.82546730041504,11.624159878094991,81.20130774815877,1.432291472752889,16.73848034540812,0.48195408831040065,0.3971478256583214,2.5696356194218,8.163700172106426,0.8765534315506617,0.8608250640829405,0.6057449281215668,0.7496434859434764,58.946666666666665,30.873333333333335,0.0003,0.0001,3e-05,100.62313261628151,19932.77783203125,22192.0,2026-08-27T03:34:46Z
resnet34_fpn_centernet_native_v2,2,16.551180041920055,50.276053504943846,0.6005741240399708,0.9661937006791291,0.6194639430036398,0.21606472843714328,0.9666145020505702,0.35606369813283284,0.1514534048984448,0.4092205880085627,50.1336279296875,10.186728105545043,39.94689990997315,1.3720670541127522,6.0977933311462404,0.4346021350224813,0.3971660494804382,2.029948472691079,8.956417916019758,0.4882977856447299,1.2336612656464179,0.4788113313913345,0.691859275897344,58.946666666666665,30.873333333333335,0.0002986168629863951,9.953895432879837e-05,2.986168629863951e-05,105.09500742703676,19932.35595703125,22192.0,2026-08-27T03:36:31Z
resnet34_fpn_centernet_native_v2,3,10.12469595822421,42.36620417594909,0.6381887275101186,0.9714114246766958,0.6625470785836198,0.28060767927004004,0.9719980881111335,0.33786535024642944,0.14108655290057262,0.3935575940211614,42.23105791727702,10.409940220514933,31.82111761411031,1.4200163439909617,4.081013854146004,0.3880634480714798,0.39097772727409996,2.101132215509812,9.124512513478598,0.3863343323022127,0.9961562679708004,0.5123537600040435,0.5212877839803696,58.946666666666665,30.873333333333335,0.00029449321717114814,9.816440572371608e-05,2.944932171711482e-05,101.19103938899934,19932.35595703125,22192.0,2026-08-27T03:38:13Z
resnet34_fpn_centernet_native_v2,4,7.948415130268444,39.334885670344036,0.6622843696025261,0.9751665072293151,0.7039997323349606,0.3076868692433026,0.9759537470433101,0.3300896297891935,0.13319723099470138,0.3937847989797592,39.20284973144531,10.138400526046754,29.06444917837779,1.434877365504702,3.3585427143176396,0.38221368938684464,0.38919550796349844,1.937050614754359,9.30174635440111,0.362923418233792,0.8447713215152423,0.4475777614116669,0.4824881187081337,58.946666666666665,30.873333333333335,0.00028770587827355975,9.590195942451992e-05,2.877058782735598e-05,104.63459400739521,19932.35595703125,22192.0,2026-08-27T03:39:58Z
resnet34_fpn_centernet_native_v2,5,6.780413490642201,41.509453315734866,0.6685035909574136,0.9754970844603601,0.7096555523295196,0.32035813608236136,0.9762396740313218,0.3155007368326187,0.1231759767110149,0.38464952101310096,41.383253189722694,10.482205684979757,30.901047371228536,1.5230092689891657,3.35459287494421,0.3788221890727679,0.3974895530939102,1.9535769042372704,10.48975038031737,0.3248697502166033,0.8781781873603662,0.43580798198779425,0.5157809091607729,58.946666666666665,30.873333333333335,0.0002783812815751535,9.279376052505118e-05,2.7838128157515355e-05,102.91575336363167,19932.35595703125,22192.0,2026-08-27T03:41:41Z
resnet34_fpn_centernet_native_v2,6,6.05845157103105,39.55213849385579,0.6770711351607223,0.9758548062296298,0.7132628780989672,0.3420957211535699,0.9767099295937375,0.31485345005989074,0.12427804219226042,0.38115081389745076,39.42619700431824,10.99289348244667,28.433303449948628,1.6351107044517994,2.9780090203881264,0.3781699439883232,0.3905556458234787,1.9746284961203735,9.870303744276365,0.29147989861667156,0.8574131923168897,0.47845664565761886,0.5010025026400884,58.946666666666665,30.873333333333335,0.0002666931266696063,8.889770888986879e-05,2.6669312666960636e-05,103.29004517756402,19932.35595703125,22192.0,2026-08-27T03:43:24Z
resnet34_fpn_centernet_native_v2,7,5.4060126200589265,39.52382693608602,0.6703904397939963,0.9759559262549644,0.708845131806974,0.3263702613200505,0.9765780878767273,0.3191020280122757,0.12897904634475707,0.3802459627389908,39.39618602752685,10.802351749340692,28.593834137916566,1.631520065466563,3.2446128038565316,0.3857080439726512,0.39283735235532125,1.8895675982783238,9.294727417925994,0.2521789861594637,0.8266380682587624,0.45191136926412584,0.47201096047957736,58.946666666666665,30.873333333333335,0.0002528591417679701,8.428638058932339e-05,2.5285914176797016e-05,106.71849341224879,19932.35595703125,22192.0,2026-08-27T03:45:11Z
resnet34_fpn_centernet_native_v2,8,5.027660970687866,40.208174057006836,0.6664641714684122,0.9755898471250368,0.7066974398640079,0.3171052274161919,0.9760093639087166,0.31034076869487764,0.12199959255754948,0.37668235222498575,40.08403760274251,11.071313773989678,29.012723943392437,1.6898774439593156,2.9115280624230704,0.3745671601096789,0.40185263137022653,1.9368590539693833,10.406347233255705,0.24367683028181394,0.8904763440539439,0.42947801570097605,0.502155321041743,58.946666666666665,30.873333333333335,0.0002371370278340578,7.904567594468594e-05,2.3713702783405782e-05,103.53838559892029,19932.35595703125,22192.0,2026-08-27T03:46:55Z
resnet34_fpn_centernet_native_v2,9,4.529135636416348,40.821465514500936,0.6765038739392818,0.977630285943914,0.7291724364305702,0.3227088994433614,0.9780659438219778,0.2994557424386342,0.11465509770438075,0.3696012894312541,40.7016829586029,11.207049681941669,29.494633231163025,1.7646279916415613,3.218598027129968,0.3849668817718824,0.40075109581152596,1.8011327680945397,9.940595562855403,0.23764545738697052,0.8227349179486434,0.4801950912674268,0.4988921710848808,58.946666666666665,30.873333333333335,0.00021981965810307608,7.327321936769204e-05,2.198196581030761e-05,106.02119763381779,19932.35595703125,22192.0,2026-08-27T03:48:42Z
resnet34_fpn_centernet_native_v2,10,4.260366529984908,40.43309941609701,0.6696958234685049,0.977275778337765,0.7251132457425155,0.3066984463252342,0.9774708634392053,0.30279187311728795,0.11672432818760474,0.3721350888411204,40.31198262850444,11.468488956093788,28.84349364598592,1.8135189139594634,3.051018975923459,0.37761250376701355,0.3988669743140539,1.8889316538224619,9.969742928942045,0.22298526210089525,0.8149029488737385,0.4303755293786526,0.47904821356137595,58.946666666666665,30.873333333333335,0.00020122962240739142,6.707654080246381e-05,2.0122962240739144e-05,103.87957486510277,19932.35595703125,22192.0,2026-08-27T03:50:26Z
