trial,epoch,train_loss,val_loss,miou,background_iou,vehicle_iou,person_iou,pixel_accuracy,seg_loss,ce_loss,lovasz_loss,object_loss,veh_object_loss,per_object_loss,veh_center_loss,per_center_loss,veh_offset_loss,per_offset_loss,veh_loc_loss,per_loc_loss,veh_dim_loss,per_dim_loss,veh_bbox2d_loss,per_bbox2d_loss,veh_positives,per_positives,lr_new,lr_warm,lr_backbone,epoch_seconds,cuda_max_memory_allocated_mib,cuda_max_memory_reserved_mib,timestamp
resnet34_fpn_centernet_native_v2,11,3.8878069834275677,41.35212485949199,0.675502396602908,0.9760451823229813,0.7216279079737433,0.32883409951199905,0.9765941705400137,0.3005596555272738,0.11278951539347569,0.3755402810374896,41.23190105756124,11.859388279815516,29.37251272837321,1.8895871604482333,3.240580088496208,0.38511742224295936,0.4012735369801521,1.9211686765402556,9.812840086221694,0.2403556267172098,0.8192165200908978,0.4518346922596296,0.47859517057736717,58.946666666666665,30.873333333333335,0.00018171321793831614,6.0571072646105386e-05,1.8171321793831615e-05,107.56530229281634,19932.35595703125,22192.0,2026-08-27T03:52:14Z
resnet34_fpn_centernet_native_v2,12,3.5476430077986283,43.30850574493408,0.6681344367216728,0.9769182593710581,0.7172719305588102,0.3102131202351503,0.9772132090088103,0.31010851085186003,0.12268824788431326,0.3748405266801516,43.1844624042511,12.006139747401079,31.178322763442992,1.9391064503292244,3.6641310720642406,0.381171837747097,0.40708313633998233,1.8808635026216507,9.886147461136183,0.27314487505704166,0.8150532598048449,0.4326197960476081,0.47626226365566254,58.946666666666665,30.873333333333335,0.00016163399838465365,5.387799946155122e-05,1.6163399838465367e-05,106.63469716720283,19932.35595703125,22192.0,2026-08-27T03:54:01Z
resnet34_fpn_centernet_native_v2,13,3.3183719444274904,42.49469064553579,0.6771170229734272,0.9776000583847668,0.7284046872769346,0.32534632325858026,0.9780309156217312,0.30231213798125584,0.11781501401836673,0.3689942500988642,42.373765767415364,12.053775360286236,30.319990292390187,1.9596450119217237,3.2847567844887573,0.381944171388944,0.4059600947300593,1.8599243361006181,10.318914395769438,0.2528536711509029,0.8151665624976158,0.4551000844935576,0.48647448887427647,58.946666666666665,30.873333333333335,0.00014136600161534637,4.7122000538448796e-05,1.4136600161534639e-05,106.11419474333525,19932.35595703125,22192.0,2026-08-27T03:55:47Z
resnet34_fpn_centernet_native_v2,14,3.109090071591464,43.43797360738119,0.6823965693739323,0.9784249309619997,0.7429153879877247,0.32584938917207273,0.9787051391727569,0.29282110850016274,0.10949779796103637,0.3666466194391251,43.32084515412649,12.191077335899076,31.129767705599466,2.0051440754843255,3.450605405171712,0.3864942645033201,0.4127238818009694,1.8461043279618026,10.424347800413768,0.2507510729754964,0.7918070104718208,0.4299616764982541,0.4821693660815557,58.946666666666665,30.873333333333335,0.0001212867820616839,4.0428927353894644e-05,1.2128678206168391e-05,104.5684411181137,19932.35595703125,22192.0,2026-08-27T03:57:32Z
resnet34_fpn_centernet_native_v2,15,2.9136515920812434,44.11858273824056,0.6767536342009617,0.9782821216613273,0.7317033215845026,0.320275459357055,0.9785330760967413,0.29931619475285215,0.1166156623326242,0.36540106097857156,43.99885628064474,12.662434206729134,31.33642190694809,2.096646653593828,3.4010373783608276,0.381657910545667,0.41642443239688876,1.9079317008455594,10.665202920238176,0.2644967023655772,0.8266198654969533,0.43664717560013133,0.49927626371383665,58.946666666666665,30.873333333333335,0.00010177037759260856,3.392345919753619e-05,1.0177037759260856e-05,103.91248568333685,19932.35595703125,22192.0,2026-08-27T03:59:16Z
resnet34_fpn_centernet_native_v2,16,2.744048401225697,45.89256457964579,0.6761538322177719,0.9780197884213513,0.7331886930456261,0.3172530151863384,0.9782937027276385,0.2977990858753522,0.11414522742852569,0.3673077178001404,45.7734450340271,12.712619244108597,33.06082569599152,2.116836874472598,3.9399842551847297,0.3876078102986018,0.4202289007107417,1.8841147484009464,10.3968219435215,0.26923508308827876,0.7914824517816306,0.43866342122356095,0.48984908431768415,58.946666666666665,30.873333333333335,8.31803418969239e-05,2.772678063230797e-05,8.31803418969239e-06,106.33427404332906,19932.35595703125,22192.0,2026-08-27T04:01:03Z
resnet34_fpn_centernet_native_v2,17,2.5989706043763596,44.721754285494484,0.6744886074039331,0.9785404045409297,0.7358462874578149,0.3090791302130546,0.978656713093338,0.2972205749154091,0.11421786311392983,0.36600542555252713,44.602866025765735,12.841872675518195,31.760993258953093,2.151893421361844,3.402156043052673,0.3878118832906087,0.4274395143985748,1.8726943726092578,10.91691072165966,0.2812903140236934,0.858852187593778,0.44188275704781216,0.5084178519248962,58.946666666666665,30.873333333333335,6.586297216594223e-05,2.1954324055314084e-05,6.586297216594224e-06,114.07906512636691,19932.35595703125,22192.0,2026-08-27T04:02:58Z
resnet34_fpn_centernet_native_v2,18,2.4770251633904197,45.71653663635254,0.6758606349111046,0.9787142466002287,0.7366088075758775,0.3122588505572074,0.9788049440900932,0.2972351162632306,0.11472212506458163,0.36502597977717716,45.597642755508424,12.91785324677825,32.67978951295217,2.1741985722010333,3.6039387286206086,0.38946532865365346,0.4299424397945404,1.8693559605628252,11.003422469298044,0.29041737008839846,0.8335666986554862,0.4270874431729317,0.5035456763704618,58.946666666666665,30.873333333333335,5.0140858232029895e-05,1.6713619410676634e-05,5.0140858232029905e-06,111.34178513474762,19932.35595703125,22192.0,2026-08-27T04:04:49Z
resnet34_fpn_centernet_native_v2,19,2.3817472505569457,45.56914264202118,0.6822287240125032,0.9788524164845087,0.7434235081671774,0.3244102473858237,0.9791220098695755,0.2939312908053398,0.11157121793677409,0.36472014447053275,45.45157011349996,13.060150088469188,32.3914199924469,2.2015633535633485,3.415101021329562,0.3876847035686175,0.4347093629837036,1.8970432355379065,11.291360321839651,0.27913214816401405,0.862897336507837,0.43034587713579336,0.513267978131771,58.946666666666665,30.873333333333335,3.630687333039364e-05,1.2102291110131215e-05,3.630687333039364e-06,106.05574865546077,19932.35595703125,22192.0,2026-08-27T04:06:36Z
resnet34_fpn_centernet_native_v2,20,2.308408018025485,46.19985756715139,0.6793584039189127,0.9788600689894515,0.7400906984551738,0.3191244443121128,0.9790640400378663,0.2958605203032494,0.11374144364148378,0.36423815131187437,46.08151337782542,13.043699291571976,33.037814035813014,2.1951046741070845,3.6406589908401172,0.38783213118712107,0.4384465761979421,1.8978650293250878,11.120572082996368,0.2798086811974645,0.8658323807269335,0.4343558032313983,0.5099914671977361,58.946666666666665,30.873333333333335,2.4618718424846442e-05,8.206239474948815e-06,2.4618718424846445e-06,110.60073824506253,19932.35595703125,22192.0,2026-08-27T04:08:27Z
resnet34_fpn_centernet_native_v2,21,2.243462769768455,46.41945801417033,0.6815562319186697,0.9786968980558929,0.7387042116173174,0.3272675860827989,0.9789752094696119,0.29697929849227267,0.11504962942873438,0.36385933647553126,46.30066597938538,13.180187039201458,33.120478873650235,2.2302365725301208,3.597105583647887,0.38775271276632944,0.4394463618596395,1.8895211666201552,11.285004437367121,0.285408992767334,0.8729470930496852,0.43785757596294084,0.5141017920772235,58.946666666666665,30.873333333333335,1.5294121726440254e-05,5.098040575480085e-06,1.5294121726440256e-06,104.46774610038847,19932.35595703125,22192.0,2026-08-27T04:10:11Z
resnet34_fpn_centernet_native_v2,22,2.2039069587534126,46.65508089701335,0.6813233580969844,0.9786983027209797,0.7377706778652383,0.32750109370473524,0.9789760839565527,0.29673672288656233,0.11487078512708346,0.36373187561829884,46.53638608614604,13.20791782811284,33.32846831480662,2.236180799293021,3.6342310768862567,0.3885688370466232,0.44108208974202473,1.8965251647680998,11.321784045497576,0.28485237586001555,0.8747584304213524,0.4344677460193634,0.5158478650450706,58.946666666666665,30.873333333333335,8.506782828851828e-06,2.835594276283943e-06,8.506782828851828e-07,121.59759879484773,19932.35595703125,22192.0,2026-08-27T04:12:13Z
resnet34_fpn_centernet_native_v2,23,2.1778510600870304,46.66550597349803,0.6811035498064922,0.9788645724378543,0.7399613640653607,0.3244847129162619,0.9790984919671797,0.29587004413207374,0.11407392925893267,0.363592233757178,46.547158073584235,13.26292943932116,33.28422879576683,2.2472753044155738,3.6134307017425695,0.3883757301171621,0.44255389471848805,1.9013928431272507,11.344761110544205,0.2858448806529244,0.8769177187730869,0.4365806297957897,0.5174806651473045,58.946666666666665,30.873333333333335,4.383137013604882e-06,1.4610456712016278e-06,4.383137013604883e-07,112.12122323084623,19932.35595703125,22192.0,2026-08-27T04:14:06Z
resnet34_fpn_centernet_native_v2,24,2.177630673755299,46.7721709950765,0.6818369834689859,0.9787715080371844,0.7401097860183695,0.32662965635140373,0.9790290605602351,0.2955463109413783,0.11367715327690045,0.36373831202586493,46.65395230929057,13.265551532929143,33.38840075055758,2.2466437344563506,3.6176955532530943,0.3888532664378484,0.4416179913282394,1.902939825306336,11.402584744095803,0.2881772188345591,0.8780713614573081,0.43750375548998516,0.5180811759829521,58.946666666666665,30.873333333333335,2.9999999999999997e-06,1.0000000000000002e-06,3.0000000000000004e-07,108.34280313644558,19932.35595703125,22192.0,2026-08-27T04:15:55Z
