label,display,send_frames,send_duration_s,send_fps,app_offered_mbps_send,scheduled_mbps_send,first_tx_mbps_send,edge_frames_30s_drain,edge_delivery_pct_30s_drain,snr_p50_db_active,mcs_p50_active,mcs_p95_active,tbs_avg_kib_send,grant_rate_hz_send,retx_rate_pct_send,front_build_p50_ms,front_to_edge_p50_ms,front_to_edge_p95_ms,tail_p50_ms,map_publish_p50_ms,capture_to_map_publish_p50_ms,bsr_lcg1_p95_mib_send,rlc_p95_mib_send,rlc_drain_mbps_send,udp_partial_messages_dropped_max,spatial_publisher_dropped_max,run_group,payload_p50_kib,backbone_to_tail_p50_ms,pdcp_to_gnb_p50_ms,pdcp_to_gnb_p95_ms
clear_sinr,Clean 50.3 dB,1299,222.55598489195108,5.836733622915837,50.154608124419354,53.005651192825106,53.005651192825106,1258,96.8437259430331,50.3,28.0,28.0,6.606231629022277,981.7354260089686,0.0,80.1546749426052,41.67115699965507,52.77879129280336,10.141668026335536,10.357374034356326,136.49683102266863,1.0098085641860963,0.818790030479431,50.97790973991032,41.0,0.0,track1_track2_uplink_only_sinr_clear_fps10_track2_sinr_uplink_only_20260803_clear_sinr,1049.0712890625,60.83086598664522,17.5,30.3
mild_sinr,Mild 19.5 dB,1299,166.37916112295352,7.8074681422395455,67.06678344022845,38.331775712574846,38.331775712574846,194,14.934565050038492,19.5,24.0,24.0,5.8341341393377695,802.0538922155689,0.0,73.73568695038557,6285.458776517771,10291.416757105617,12.779226002749056,13.234504498541355,6388.629764551297,47.71222682952881,47.71974842071533,38.21164119760479,107.0,0.0,track1_track2_uplink_only_sinr_mild_awgn_fps10_track2_sinr_uplink_only_20260803_mild_sinr,1047.6103515625,6317.462652514223,5632.7,9466.0
mid15_sinr,Mid 15.6 dB,1299,186.17068366892636,6.977468065326847,59.897384508886724,28.679629433155075,28.679629433155075,205,15.781370284834487,15.6,19.0,19.0,3.9177213937436677,893.6096256684492,0.0,68.03589698392898,10142.77126500383,12689.50890628621,8.066766080446541,8.13726196065545,10276.6466710018,47.72777313709259,47.732785258293156,28.58380256684492,63.0,0.0,track1_track2_uplink_only_sinr_mid15_awgn_fps10_track2_sinr_uplink_only_20260803_mid15_sinr,1046.357421875,10162.840893957764,5948.1,9728.3
strong_sinr,Strong 8.2 dB,1299,171.39883391105104,7.57881468828503,65.06893043267618,12.161744372093022,12.161744372093022,61,4.695919938414165,8.2,9.0,9.0,1.731201171875,857.5639534883721,0.0,69.58808109629899,15272.1350020729,29927.8403200442,8.577014086768031,8.815173991024494,15375.882007996552,47.75433521509171,47.756493093967435,12.100878372093025,199.0,0.0,track1_track2_uplink_only_sinr_strong_awgn_fps10_track2_sinr_uplink_only_20260803_strong_sinr,1048.736328125,15295.930513064375,5176.7,9510.6
