1787336708690922312,1551353754473332,connecting to 127.0.0.1:2031
1787336708690966841,1551353754511956,turning ON GNB_MAC_PUSCH_POWER_CONTROL
1787336708690969918,1551353754514881,time,rnti,frame,slot,snrx10,phr,tpc,tb_size,txpower_calc,rbSize,mcs,rssi
1787336708751999934,1551353815546093,11:25:08.750500,54415,815,8,510,48,0,480,0,5,28,860
1787336708820477965,1551353884023821,11:25:08.820080,54415,825,8,510,48,0,480,0,5,28,860
1787336708891133482,1551353954680000,11:25:08.889269,54415,835,8,510,48,0,480,0,5,28,860
1787336708958986246,1551354022532558,11:25:08.957725,54415,845,8,510,48,1,480,0,5,28,860
1787336709029799348,1551354093345892,11:25:09.028498,54415,855,8,510,48,0,480,0,5,28,860
1787336709101220746,1551354164767151,11:25:09.099923,54415,865,8,510,48,0,480,0,5,28,860
1787336709182167216,1551354245713715,11:25:09.181169,54415,875,8,510,48,0,480,0,5,28,860
1787336709252781955,1551354316328754,11:25:09.252489,54415,885,8,510,48,0,480,0,5,28,860
1787336709324609833,1551354388156017,11:25:09.324257,54415,895,8,510,48,0,480,0,5,28,860
1787336709396799856,1551354460346311,11:25:09.395668,54415,905,8,510,48,0,480,0,5,28,860
1787336709467540533,1551354531086485,11:25:09.466041,54415,915,8,510,48,1,480,0,5,28,860
1787336709537267364,1551354600813725,11:25:09.536387,54415,925,8,510,48,0,480,0,5,28,860
1787336709608443778,1551354671990083,11:25:09.607476,54415,935,8,510,48,0,480,0,5,28,860
1787336709679436136,1551354742983053,11:25:09.678555,54415,945,8,510,48,0,480,0,5,28,860
1787336709750674416,1551354814220692,11:25:09.750022,54415,955,8,510,48,0,480,0,5,28,860
1787336709826140621,1551354889686807,11:25:09.825138,54415,965,8,510,48,0,480,0,5,28,860
1787336709897135043,1551354960681291,11:25:09.896606,54415,975,8,510,48,0,480,0,5,28,860
1787336709969971395,1551355033517466,11:25:09.969099,54415,985,8,505,48,0,480,0,5,28,860
1787336709976434728,1551355039981000,11:25:09.975919,54415,986,7,500,48,1,2178,0,106,28,860
1787336709977368463,1551355040913898,11:25:09.976451,54415,986,8,505,48,1,10247,0,106,28,860
