wall_time_s,elapsed_s,frame_index,chunk_index,chunk_bytes,frame_bytes,period_s,scheduled_frame_time_s,send_lag_ms
1787365938.792207,0.000049,0,0,12500,12500,0.100000,0.000000,0.001
1787365938.892337,0.100178,1,0,12500,12500,0.100000,0.100000,0.120
1787365938.992423,0.200264,2,0,12500,12500,0.100000,0.200000,0.121
1787365939.092339,0.300180,3,0,12500,12500,0.100000,0.300000,0.120
1787365939.192331,0.400172,4,0,12500,12500,0.100000,0.400000,0.119
1787365939.292352,0.500194,5,0,12500,12500,0.100000,0.500000,0.119
1787365939.392333,0.600174,6,0,12500,12500,0.100000,0.600000,0.119
1787365939.492324,0.700164,7,0,12500,12500,0.100000,0.700000,0.112
1787365939.592325,0.800166,8,0,12500,12500,0.100000,0.800000,0.112
1787365939.692332,0.900173,9,0,12500,12500,0.100000,0.900000,0.119
1787365939.792327,1.000168,10,0,12500,12500,0.100000,1.000000,0.119
1787365939.892367,1.100208,11,0,12500,12500,0.100000,1.100000,0.120
1787365939.992364,1.200204,12,0,12500,12500,0.100000,1.200000,0.119
1787365940.092366,1.300207,13,0,12500,12500,0.100000,1.300000,0.123
1787365940.192366,1.400207,14,0,12500,12500,0.100000,1.400000,0.125
1787365940.292395,1.500236,15,0,12500,12500,0.100000,1.500000,0.123
1787365940.392334,1.600175,16,0,12500,12500,0.100000,1.600000,0.119
1787365940.492327,1.700168,17,0,12500,12500,0.100000,1.700000,0.119
1787365940.592323,1.800164,18,0,12500,12500,0.100000,1.800000,0.111
1787365940.692333,1.900174,19,0,12500,12500,0.100000,1.900000,0.120
1787365940.792335,2.000176,20,0,12500,12500,0.100000,2.000000,0.120
1787365940.892331,2.100172,21,0,12500,12500,0.100000,2.100000,0.120
1787365940.992372,2.200213,22,0,12500,12500,0.100000,2.200000,0.124
1787365941.092368,2.300209,23,0,12500,12500,0.100000,2.300000,0.122
1787365941.192357,2.400198,24,0,12500,12500,0.100000,2.400000,0.121
1787365941.292369,2.500210,25,0,12500,12500,0.100000,2.500000,0.120
1787365941.393521,2.601362,26,0,12500,12500,0.100000,2.600000,1.308
1787365941.492514,2.700355,27,0,12500,12500,0.100000,2.700000,0.242
1787365941.592464,2.800305,28,0,12500,12500,0.100000,2.800000,0.207
1787365941.692338,2.900179,29,0,12500,12500,0.100000,2.900000,0.120
1787365941.792362,3.000203,30,0,12500,12500,0.100000,3.000000,0.122
1787365941.892371,3.100212,31,0,12500,12500,0.100000,3.100000,0.122
1787365941.992368,3.200210,32,0,12500,12500,0.100000,3.200000,0.122
1787365942.092345,3.300186,33,0,12500,12500,0.100000,3.300000,0.121
1787365942.192333,3.400174,34,0,12500,12500,0.100000,3.400000,0.122
1787365942.292391,3.500231,35,0,12500,12500,0.100000,3.500000,0.129
1787365942.392392,3.600233,36,0,12500,12500,0.100000,3.600000,0.131
1787365942.492384,3.700225,37,0,12500,12500,0.100000,3.700000,0.126
1787365942.592330,3.800171,38,0,12500,12500,0.100000,3.800000,0.115
1787365942.692329,3.900170,39,0,12500,12500,0.100000,3.900000,0.113
1787365942.792382,4.000223,40,0,12500,12500,0.100000,4.000000,0.122
1787365942.892377,4.100217,41,0,12500,12500,0.100000,4.100000,0.124
1787365942.992332,4.200172,42,0,12500,12500,0.100000,4.200000,0.121
1787365943.092325,4.300166,43,0,12500,12500,0.100000,4.300000,0.120
1787365943.192334,4.400175,44,0,12500,12500,0.100000,4.400000,0.119
1787365943.292320,4.500161,45,0,12500,12500,0.100000,4.500000,0.111
1787365943.392321,4.600162,46,0,12500,12500,0.100000,4.600000,0.112
1787365943.492325,4.700165,47,0,12500,12500,0.100000,4.700000,0.113
1787365943.592384,4.800226,48,0,12500,12500,0.100000,4.800000,0.170
1787365943.692339,4.900180,49,0,12500,12500,0.100000,4.900000,0.120
1787365943.792366,5.000206,50,0,12500,12500,0.100000,5.000000,0.119
1787365943.892344,5.100185,51,0,12500,12500,0.100000,5.100000,0.121
1787365943.992333,5.200174,52,0,12500,12500,0.100000,5.200000,0.113
1787365944.092333,5.300174,53,0,12500,12500,0.100000,5.300000,0.120
1787365944.192328,5.400169,54,0,12500,12500,0.100000,5.400000,0.113
1787365944.292328,5.500169,55,0,12500,12500,0.100000,5.500000,0.119
1787365944.392375,5.600216,56,0,12500,12500,0.100000,5.600000,0.120
1787365944.492327,5.700168,57,0,12500,12500,0.100000,5.700000,0.113
1787365944.592342,5.800183,58,0,12500,12500,0.100000,5.800000,0.121
1787365944.692337,5.900178,59,0,12500,12500,0.100000,5.900000,0.121
1787365944.792358,6.000199,60,0,12500,12500,0.100000,6.000000,0.117
1787365944.892312,6.100154,61,0,12500,12500,0.100000,6.100000,0.115
1787365944.992345,6.200186,62,0,12500,12500,0.100000,6.200000,0.120
1787365945.092343,6.300184,63,0,12500,12500,0.100000,6.300000,0.121
1787365945.192347,6.400188,64,0,12500,12500,0.100000,6.400000,0.123
1787365945.292334,6.500175,65,0,12500,12500,0.100000,6.500000,0.114
1787365945.392346,6.600187,66,0,12500,12500,0.100000,6.600000,0.120
1787365945.492440,6.700281,67,0,12500,12500,0.100000,6.700000,0.219
1787365945.592475,6.800316,68,0,12500,12500,0.100000,6.800000,0.252
1787365945.692331,6.900171,69,0,12500,12500,0.100000,6.900000,0.114
1787365945.792333,7.000174,70,0,12500,12500,0.100000,7.000000,0.114
1787365945.892328,7.100169,71,0,12500,12500,0.100000,7.100000,0.114
1787365945.992384,7.200224,72,0,12500,12500,0.100000,7.200000,0.120
1787365946.092386,7.300227,73,0,12500,12500,0.100000,7.300000,0.125
1787365946.192393,7.400233,74,0,12500,12500,0.100000,7.400000,0.119
1787365946.292380,7.500221,75,0,12500,12500,0.100000,7.500000,0.126
1787365946.392545,7.600386,76,0,12500,12500,0.100000,7.600000,0.276
1787365946.492561,7.700402,77,0,12500,12500,0.100000,7.700000,0.347
1787365946.592337,7.800178,78,0,12500,12500,0.100000,7.800000,0.121
1787365946.692328,7.900170,79,0,12500,12500,0.100000,7.900000,0.114
1787365946.792325,8.000166,80,0,12500,12500,0.100000,8.000000,0.113
1787365946.892323,8.100163,81,0,12500,12500,0.100000,8.100000,0.113
1787365946.992338,8.200179,82,0,12500,12500,0.100000,8.200000,0.121
1787365947.092335,8.300176,83,0,12500,12500,0.100000,8.300000,0.115
1787365947.192341,8.400182,84,0,12500,12500,0.100000,8.400000,0.121
1787365947.292344,8.500185,85,0,12500,12500,0.100000,8.500000,0.113
1787365947.392441,8.600282,86,0,12500,12500,0.100000,8.600000,0.221
1787365947.492364,8.700205,87,0,12500,12500,0.100000,8.700000,0.136
1787365947.592330,8.800171,88,0,12500,12500,0.100000,8.800000,0.115
1787365947.692329,8.900170,89,0,12500,12500,0.100000,8.900000,0.113
1787365947.792348,9.000189,90,0,12500,12500,0.100000,9.000000,0.113
