time,rnti,frame,slot,sched_frame,sched_slot,avg_snr_x10,mcs_table,ul_bler_mcs_before,selected_mcs,pre_phr_mcs,post_phr_mcs,final_mcs,estimated_ul_buffer,sched_ul_bytes,B,min_rb,available_rb_before,available_rb_after,ph,pcmax,rb_size_final,tbs_final,force_ul_mcs
21:19:05.948506,960,580,2,580,8,392,0,28,28,28,28,28,0,0,0,5,5,5,48,20,5,480,-1
21:19:05.998467,3836,585,2,585,8,388,0,28,28,28,28,28,0,0,0,5,5,5,48,20,5,480,-1
21:19:06.077805,960,593,2,593,8,360,0,28,28,28,28,28,0,0,0,5,5,5,48,20,5,480,-1
21:19:06.128787,3836,598,2,598,8,356,0,28,28,28,28,28,0,0,0,5,5,5,48,20,5,480,-1
21:19:06.209201,960,606,2,606,8,331,0,28,28,28,28,28,0,0,0,5,5,5,48,20,5,480,-1
21:19:06.258737,3836,611,2,611,8,327,0,28,28,28,28,28,0,0,0,5,5,5,48,20,5,480,-1
21:19:06.338192,960,619,2,619,8,305,0,28,28,28,28,28,0,0,0,5,5,5,48,20,5,480,-1
21:19:06.388790,3836,624,2,624,8,302,0,28,28,28,28,28,0,0,0,5,5,5,48,20,5,437,-1
21:19:06.467648,960,632,2,632,8,281,0,28,28,28,28,28,0,0,0,5,5,5,48,20,5,437,-1
21:19:06.517716,3836,637,2,637,8,278,0,28,28,28,28,28,0,0,0,5,5,5,48,20,5,480,-1
21:19:06.597562,960,645,2,645,8,260,0,28,28,28,28,28,0,0,0,5,5,5,48,20,5,480,-1
21:19:06.647596,3836,650,2,650,8,257,0,28,28,28,28,28,0,0,0,5,5,5,48,20,5,480,-1
21:19:06.726868,960,658,2,658,8,240,0,27,27,27,27,27,0,0,0,5,5,5,48,20,5,469,-1
21:19:06.776643,3836,663,2,663,8,238,0,27,27,27,27,27,0,0,0,5,5,5,48,20,5,469,-1
21:19:06.859811,960,671,2,671,8,223,0,27,27,27,27,27,0,0,0,5,5,5,48,20,5,469,-1
21:19:06.910498,3836,676,2,676,8,221,0,27,27,27,27,27,0,0,0,5,5,5,48,20,5,469,-1
21:19:07.010721,960,684,2,684,8,207,0,25,25,25,25,25,0,0,0,5,5,5,48,20,5,421,-1
21:19:07.060078,3836,689,2,689,8,205,0,25,25,25,25,25,0,0,0,5,5,5,48,20,5,421,-1
21:19:07.139117,960,697,2,697,8,193,0,23,23,23,23,23,0,0,0,5,5,5,48,20,5,372,-1
21:19:07.188092,3836,702,2,702,8,191,0,23,23,23,23,23,0,0,0,5,5,5,48,20,5,372,-1
21:19:07.268453,960,710,2,710,8,180,0,22,22,22,22,22,0,0,0,5,5,5,48,20,5,341,-1
21:19:07.318856,3836,715,2,715,8,179,0,22,22,22,22,22,0,0,0,5,5,5,48,20,5,341,-1
21:19:07.399860,960,723,2,723,8,169,0,20,20,20,20,20,0,0,0,5,5,5,48,20,5,285,-1
