run_group,iface,iface_label,samples,duration_s,avg_tx_mbps,p95_tx_mbps,max_tx_mbps,avg_rx_mbps,p95_rx_mbps,max_rx_mbps,tx_bytes_delta,rx_bytes_delta,tx_packets_delta,rx_packets_delta,tx_drops_delta,rx_drops_delta,tx_errors_delta,rx_errors_delta,ping_attempts,ping_success_rate,avg_ping_rtt_ms,p95_ping_rtt_ms
D0_TRACE_FULL,oaitun_ue1,ue0,51,50.0007,3.12311,6.64509,6.64563,0.000276488,0,0.0138244,19519664,1728,13160,3,0,0,0,0,0,,,
D0_TRACE_FULL,oaitun_ue2,ue1,51,50.0007,3.18962,6.64576,6.64693,0.000368647,0,0.00921625,19934976,2304,13440,4,0,0,0,0,0,,,
