condition,fps,frames,received,delivery,ego_speed_p50_mps,ego_speed_mean_mps,ego_speed_p95_mps,moving_gt0p5_frac,feature_kb_p50,feature_chunks_p50,result_kb_p50,result_chunks_p50,capture_to_result_est_p50_ms,front_p50_ms,back_p50_ms,rtt_recv_p50_ms,rtt_recv_p95_ms,feature_upload_payload_handling_p50_ms,tail_to_recv_p50_ms,result_send_to_recv_wall_p50_ms,queue_wait_p50_ms,source
oai_default106_awgn_noae_ttracer,10,300,292,0.9733333333333334,0.0,0.13621416915619342,1.6866193584681708,0.08,1045.4892578125,18.0,3.224609375,1.0,296.1895244952757,33.877471985761076,7.252895476995036,259.7922699933406,306.38392986147664,246.80655100382864,4.737954004667699,4.724860191345215,0.04960648948326707,downlink_latency_fps/runs/oai_default106_awgn_track2_aimd_cap/fps_10_track2_awgn106_20260801_aimd_cap/streams/downlink_oai_default106_awgn_track2_aimd_cap_fps10_track2_awgn106_20260801_aimd_cap_metrics.csv
